,,pid1263-16,pid52932-09,pid9048-16,pid9054-16,pid9055-16,pid9058-16,pid9059-16,pid9061-16,pid9062-16,pid9063-16,pid9065-11,pid9066-16,pid9067-16,pid9072-16,pid9074f-16,pid9075-16,pid9078-08,pid9081-04,pid9088-11,pid9093-16,pid9094-16,pid9097-07,pid9099-16,pid9100b-12,pid9101-16,pid9104-16,pid9105-16,pid9118-16,pid9126-04,pid9128-12,pid9138-16,pid9139-16,pid9153-16,pid9166e-09,pid9170-16,pid9173-21,pid9174-16,pid9186c-16,pid9192-16
58,0,0.32055771,0.4132829,0.39313157,0.53022107,0.5582863,0.45933758,0.49802817,0.54613371,0.50630905,0.43903638,0.50400819,0.52459711,0.23026119,0.22608639,0.44171227,0.34135851,0.22101926,0.40951294,0.44339294,0.39069374,0.46359281,0.26649511,0.37314298,0.23116508,0.28933698,0.30506744,0.26898752,0.75784698,0.32861777,0.58091958,0.29267981,0.28805535,0.62891934,0.24693933,0.38461005,0.26701483,0.37458392,0.50428218,0.19772592
58,1,0.29372118,0.31201877,0.33641189,0.40935401,0.58407098,0.43464469,0.45971026,0.62912576,0.45173103,0.37676884,0.41705646,0.64165209,0.25473842,0.19315916,0.47749994,0.32171185,0.22216637,0.41911821,0.42836197,0.37662155,0.41258716,0.2084234,0.33640634,0.22502105,0.25240943,0.2834104,0.21730469,0.64544098,0.31731194,0.6275899,0.24431834,0.27945634,0.53532735,0.23769996,0.39981504,0.24842928,0.29765867,0.43022277,0.15945422
58,2,0.25869488,0.2728213,0.28027011,0.32144129,0.55024681,0.36969367,0.40484507,0.63906498,0.4392873,0.28935274,0.33606583,0.65248181,0.29491044,0.16984168,0.48428806,0.28609199,0.23116284,0.40342148,0.42345076,0.31522843,0.34999526,0.17752616,0.34177187,0.22336809,0.20882604,0.26647399,0.19785746,0.58331779,0.30103461,0.63104744,0.21076039,0.25952118,0.38317437,0.21872067,0.39385018,0.23266624,0.25748002,0.38862624,0.13385774
59,0,0.22416213,0.24487646,0.21985831,0.23659489,0.44985733,0.27020681,0.3044507,0.48315101,0.38903684,0.25971528,0.24581463,0.38170181,0.31295668,0.15143658,0.458798,0.25393847,0.23697574,0.33345303,0.33474142,0.19603309,0.26853565,0.16618631,0.33156929,0.20222266,0.16250854,0.22869942,0.18352279,0.48606191,0.27571645,0.65949063,0.1656618,0.22328078,0.26788592,0.20040878,0.39935265,0.20173019,0.19919135,0.40582921,0.12602147
59,1,0.17701313,0.20823597,0.18391088,0.18999713,0.40940995,0.2134738,0.20786318,0.43786816,0.33282607,0.23396819,0.18999134,0.34502256,0.31481891,0.13664734,0.42900187,0.18272312,0.23243884,0.27592398,0.2225526,0.14327881,0.20873061,0.15717962,0.30281856,0.16930898,0.13884142,0.19591522,0.16799008,0.38116104,0.24488934,0.78302281,0.17020854,0.19404177,0.23323456,0.18482908,0.33637485,0.18756179,0.17660555,0.37844059,0.12188339
59,2,0.15232043,0.16890442,0.14644378,0.14273328,0.39272697,0.17687762,0.14512676,0.38886396,0.26775411,0.1937818,0.14553902,0.30762501,0.30811962,0.123109,0.36653506,0.10515382,0.20615833,0.25885506,0.15125292,0.12985524,0.16308524,0.14252016,0.27376688,0.13089582,0.11541353,0.15516378,0.16128942,0.35396855,0.21496439,0.82267366,0.16900979,0.18296408,0.19472173,0.16006215,0.2837238,0.19168394,0.17586272,0.33347772,0.11926633
60,0,0.17267918,0.15331354,0.18338649,0.15904106,0.32802574,0.13641735,0.11541247,0.29693315,0.26049394,0.16923176,0.10076384,0.24080486,0.30114416,0.1148153,0.28510078,0.1034968,0.20147965,0.3415194,0.14623918,0.12539951,0.13118448,0.12424944,0.22905167,0.13443046,0.12435065,0.14596339,0.15004736,0.32073156,0.19546231,0.69944157,0.12726628,0.17384818,0.13976294,0.14116629,0.23413224,0.13600702,0.17568406,0.26038366,0.10562929
60,1,0.17129108,0.10681862,0.1535712,0.11482056,0.25761773,0.09122998,0.097810865,0.2340533,0.25841735,0.14913856,0.076369793,0.19452988,0.22701018,0.087354225,0.22002494,0.093243984,0.17878225,0.34563595,0.16466391,0.11360218,0.11634292,0.066094527,0.22197592,0.14836107,0.094839371,0.13433526,0.13132871,0.2707906,0.192084,0.41386149,0.075507164,0.15341964,0.10864895,0.11215509,0.17974723,0.069692234,0.15576869,0.23649752,0.090076051
60,2,0.13798448,0.091102279,0.10438775,0.076663796,0.1682461,0.060148499,0.078813682,0.19559607,0.19277471,0.11545039,0.067658083,0.13618197,0.13685,0.063959867,0.13622405,0.075339628,0.13623592,0.25100669,0.12774269,0.094425644,0.10770599,0.05402642,0.18341163,0.13293343,0.067877649,0.12706166,0.11872144,0.18099323,0.17130929,0.22124367,0.058856575,0.11065832,0.0984443,0.074663691,0.13147349,0.054112582,0.12141044,0.1940099,0.07088652
61,0,0.099731635,0.073822065,0.061789131,0.044518519,0.13757732,0.056774219,0.055096177,0.16546985,0.11798237,0.079593647,0.05680526,0.11650244,0.077093822,0.032510261,0.0733428,0.058527566,0.065796664,0.11621868,0.063856991,0.04714702,0.083556283,0.087527878,0.12527892,0.099839902,0.046620813,0.11988439,0.10391591,0.10465846,0.13532257,0.20557382,0.047862108,0.059161713,0.077896101,0.035581997,0.10572596,0.057086589,0.097150917,0.13355198,0.04673725
61,1,0.068124682,0.013537636,0.028785771,0.038485214,0.18061775,0.088975276,0.060321127,0.13099579,0.043399277,0.048336967,0.076067407,0.19098444,0.20193324,0.032312203,0.081022142,0.1044106,0.055530637,0.037223319,0.054133003,0.043992292,0.11506807,0.1663836,0.050511597,0.027712572,0.024968387,0.062038536,0.042783907,0.061349369,0.066568133,0.26632222,0.068147255,0.017111106,0.053792018,0.037832398,0.11352497,0.072750757,0.11376587,0.12242079,0.013606472
61,2,0.13319709,0.11678797,0.069654973,0.14727534,0.20248683,0.0939123,0.10347686,0.15342683,0.1506309,0.14914925,0.18684148,0.31607883,0.30684132,0.094905206,0.15604581,0.22533658,0.16234888,0.15905768,0.097666407,0.1251739,0.18759784,0.18285298,0.11392396,0.15640756,0.18492823,0.13504817,0.25008358,0.20119336,0.15746396,0.29486979,0.11824372,0.12550807,0.011043615,0.10581475,0.12835234,0.091660022,0.1677292,0.16873762,0.12900388
62,0,0.29401422,0.29834323,0.22866591,0.32760838,0.2911399,0.17400871,0.22669618,0.28163628,0.32256991,0.26849002,0.38240806,0.38438162,0.47920776,0.2819011,0.32111935,0.45262869,0.3447787,0.41618149,0.22250133,0.2784734,0.31457236,0.30488077,0.24543453,0.27818611,0.30040157,0.28512524,0.40495096,0.34582634,0.32289767,0.4023146,0.23714002,0.29230787,0.17063617,0.23797109,0.26246147,0.21469463,0.29632346,0.36774752,0.27344915
62,1,0.3470395,0.36317755,0.35880011,0.31681309,0.34800991,0.2282149,0.24999598,0.31311828,0.43180521,0.34921551,0.39642492,0.35528133,0.46030143,0.37273438,0.41607213,0.53575998,0.48535818,0.42865937,0.27586843,0.33610641,0.40793843,0.37366615,0.29916324,0.34194467,0.3369959,0.3017052,0.5098072,0.44107775,0.36721884,0.41357445,0.29117605,0.31507413,0.24042041,0.34006299,0.45050092,0.40214479,0.33460273,0.47993812,0.45904414
62,2,0.36078165,0.36609845,0.4267567,0.34606948,0.40505696,0.2840538,0.23533199,0.35171576,0.46241519,0.38739259,0.44256241,0.37764988,0.46948631,0.41523878,0.42102468,0.61675297,0.53120408,0.4575906,0.32019235,0.43834367,0.44656326,0.41616915,0.31164856,0.3838093,0.3681391,0.33774566,0.55765909,0.4427093,0.4455151,0.44235687,0.3185842,0.35603693,0.27925734,0.38071204,0.60887793,0.50933663,0.34499295,0.50731436,0.51889353
63,0,0.41121582,0.38274277,0.44932686,0.37097904,0.43295566,0.31552636,0.21909054,0.42021505,0.48372012,0.38078748,0.59850382,0.42847408,0.4911702,0.42910939,0.38124264,0.71227536,0.56166061,0.55833697,0.3582619,0.51727768,0.4796262,0.43757077,0.33068849,0.39644042,0.42011278,0.39590559,0.62649058,0.40167195,0.56385205,0.50339231,0.35309973,0.41881446,0.30463932,0.40211066,0.75445438,0.61429597,0.37463094,0.51212871,0.52857143
63,1,0.5021824,0.45283471,0.43349885,0.35882285,0.4010997,0.31828643,0.20056338,0.44918186,0.45391858,0.36327006,0.59121191,0.46688461,0.52505326,0.44782722,0.31413498,0.75552848,0.58256644,0.60740209,0.31267687,0.55658018,0.50601252,0.4822268,0.33297857,0.37518063,0.49076384,0.4033526,0.75413741,0.40431351,0.69190165,0.53393612,0.39903532,0.45714588,0.30918604,0.44456379,0.83469482,0.56163291,0.38001881,0.5199505,0.50219207
63,2,0.56918118,0.58280981,0.42500161,0.40112547,0.34852019,0.31991137,0.26180282,0.43684899,0.37708452,0.39374118,0.50894559,0.44211253,0.52817802,0.48577106,0.34998037,0.73213524,0.5918078,0.60149016,0.23922405,0.5534217,0.53305109,0.5887545,0.37552114,0.37208263,0.51629357,0.37622351,0.7857322,0.51616011,0.72814174,0.44529252,0.46427153,0.48681954,0.30526901,0.47142678,0.85072441,0.45550949,0.39751763,0.53914604,0.48758574
64,0,0.58443481,0.69216625,0.45411057,0.43186334,0.42971695,0.3439123,0.29300604,0.44452548,0.37440555,0.45582703,0.5422553,0.43411916,0.50434783,0.4954199,0.4124241,0.69686263,0.60474828,0.60195183,0.28746463,0.54514006,0.5389213,0.60523246,0.38154727,0.4189893,0.5069378,0.38036609,0.76751087,0.5769936,0.66485594,0.43643338,0.49184991,0.49452576,0.32415964,0.48979081,0.85018496,0.48729868,0.40154208,0.54196782,0.51309275
64,1,0.5558863,0.73821107,0.54602855,0.52263566,0.51966134,0.43399938,0.32956137,0.48972417,0.4852102,0.52226284,0.62814395,0.49257759,0.48024935,0.54490195,0.51191383,0.7105696,0.63751192,0.65717254,0.37905508,0.59419064,0.56874674,0.60798593,0.40772167,0.45791186,0.49438653,0.45420039,0.73555388,0.64115234,0.55534868,0.49232817,0.5254717,0.50839931,0.39305491,0.58105825,0.88802404,0.57459735,0.42593324,0.54191832,0.61981062
64,2,0.50691735,0.74571921,0.61417778,0.61826012,0.60926207,0.5317058,0.33882495,0.55290323,0.56391478,0.56365696,0.58458146,0.5717101,0.52924327,0.59463809,0.59624576,0.7320134,0.65108396,0.69959476,0.43045359,0.69440684,0.60296001,0.59919369,0.44398855,0.52039172,0.51114149,0.50508671,0.71758331,0.65448443,0.49949133,0.57366526,0.56087388,0.550995,0.4842578,0.61086199,0.90967941,0.64495296,0.44146685,0.53425743,0.75700865
65,0,0.45150146,0.74791228,0.65781982,0.6646569,0.65896736,0.60138392,0.26763783,0.56601216,0.60430537,0.54884357,0.46369005,0.62884243,0.57292669,0.64452407,0.6424234,0.68900396,0.65226974,0.68636026,0.44116803,0.70766121,0.60993312,0.57860697,0.47900763,0.56876423,0.51009057,0.54155106,0.71677533,0.60073653,0.46140853,0.61793487,0.58770038,0.55219322,0.54534679,0.60397939,0.87746609,0.68051347,0.4377527,0.51496287,0.8090516
65,1,0.39454324,0.76119517,0.6893367,0.64754522,0.67814967,0.62141191,0.2559839,0.54832165,0.60979012,0.4992091,0.39940153,0.66959204,0.61975065,0.69906834,0.68397174,0.63813585,0.6573222,0.6488625,0.44204979,0.68101147,0.60466771,0.5803311,0.5118027,0.55079997,0.49843643,0.56638728,0.74095899,0.4910964,0.39915926,0.61129377,0.60968932,0.53295115,0.58631355,0.55216176,0.80263564,0.66767661,0.41811942,0.51490099,0.82634954
65,2,0.33301973,0.80456809,0.71273089,0.61584841,0.65955054,0.60265122,0.34374245,0.5971669,0.54246719,0.45252448,0.40185841,0.62591399,0.6948552,0.78024627,0.73634873,0.6247944,0.67540536,0.6937726,0.46344789,0.60984208,0.62677292,0.6555241,0.54627863,0.51694025,0.56244019,0.5999422,0.7319737,0.38624215,0.36854329,0.59691561,0.62394666,0.53284543,0.62856746,0.45238493,0.7161529,0.63009887,0.46759756,0.52241337,0.84133612
66,0,0.3438623,0.85223137,0.70757261,0.59770313,0.63468227,0.58853211,0.43744064,0.6514259,0.55833492,0.53400881,0.52095441,0.58707984,0.75626923,0.87458466,0.76658355,0.66305209,0.71552857,0.74690297,0.51184227,0.57546531,0.70242161,0.7760422,0.59081033,0.49179237,0.67206938,0.74197495,0.74888555,0.37580024,0.53845711,0.60764052,0.63691304,0.56341188,0.63497546,0.44874549,0.69499846,0.6413092,0.5545181,0.54391089,0.86899791
66,1,0.55195336,0.8953936,0.72297254,0.63692219,0.62112345,0.56967812,0.58961771,0.74053296,0.68134551,0.70079304,0.72313568,0.52097799,0.79815355,0.92618412,0.72592413,0.78946086,0.76515093,0.84743133,0.55771439,0.61048129,0.78105877,0.8368245,0.65004404,0.54656881,0.78264696,0.85514451,0.75144879,0.40293057,0.7221913,0.64816554,0.658143,0.61586354,0.64200389,0.55208876,0.77543157,0.78614256,0.69416079,0.53824257,0.90292276
66,2,0.65201968,0.92977399,0.77672781,0.70588573,0.65343761,0.60515472,0.63717505,0.8171108,0.75708579,0.80413407,0.78512481,0.50577401,0.80778032,0.94657632,0.67074184,0.82771855,0.78483232,0.89576547,0.61576713,0.71909193,0.85709881,0.77768056,0.67707722,0.51668035,0.8041866,0.89382466,0.70812437,0.4338834,0.83087318,0.66226971,0.65531281,0.62261824,0.67759978,0.6497174,0.83315351,0.88877372,0.74083686,0.52825495,0.88077841
67,0,0.70425837,0.94061482,0.80590099,0.74200402,0.69278112,0.66063598,0.61719115,0.85458626,0.81277344,0.78995126,0.79045594,0.49966848,0.79981062,0.95250505,0.6516243,0.80530003,0.77988297,0.93466106,0.64703892,0.79316601,0.91393909,0.70526677,0.69903112,0.48226965,0.79132775,0.8826975,0.67379918,0.44929766,0.86797704,0.63978916,0.64877288,0.60573738,0.71551996,0.71962792,0.8943434,0.92034763,0.75874941,0.52443069,0.87138384
67,1,0.51054182,0.85376365,0.72576572,0.6683319,0.57944723,0.66918831,0.39686922,0.76351566,0.76342654,0.49496601,0.61411922,0.32931209,0.70146769,0.79692488,0.60941793,0.45222662,0.62622123,0.86510298,0.56975147,0.83020305,0.8608344,0.50262481,0.65786847,0.34508426,0.53355263,0.65831407,0.45497604,0.39522344,0.71084707,0.44681906,0.49011207,0.45000352,0.67864617,0.70282812,0.86135943,0.78619837,0.63425482,0.46403465,0.68941992
67,2,0.24655675,0.26535147,0.41109993,0.46900373,0.25910691,0.24622143,0.2291831,0.49956989,0.30419758,0.3027874,0.20778801,0.33620039,0.50138878,0.38713923,0.4454642,0.21479744,0.3390689,0.61790505,0.24526309,0.48018425,0.37238509,0.22040659,0.38103347,0.28763606,0.30805707,0.37472062,0.38175638,0.1919013,0.49747586,0.37910339,0.27747908,0.22944811,0.20875081,0.42480239,0.55095561,0.37915006,0.22115656,0.30012376,0.39698032
68,0,0.26309052,0.32835664,0.26755635,0.44970428,0.34486493,0.25438501,0.3957827,0.44571295,0.31635597,0.39309991,0.35805969,0.43698315,0.33415924,0.36646687,0.3812311,0.23670423,0.34774315,0.56163277,0.19047082,0.33128408,0.300555,0.47934466,0.29316647,0.28715784,0.35229836,0.38347784,0.48677978,0.45540431,0.44966121,0.48562184,0.27984821,0.26340953,0.22033522,0.25268526,0.39927559,0.39453835,0.27212036,0.44918317,0.392119
68,1,0.33201721,0.38857499,0.4314013,0.49024404,0.42474955,0.3339294,0.50786318,0.56358111,0.3545907,0.50067334,0.51543429,0.57048531,0.29621242,0.50736204,0.45359147,0.35335364,0.49047509,0.6053887,0.32397572,0.46831171,0.40309995,0.54472465,0.33712566,0.37933902,0.42021531,0.41592486,0.61806252,0.61765803,0.48814711,0.60161265,0.33992056,0.36954632,0.36411705,0.39926377,0.6189812,0.55837984,0.37200752,0.52087871,0.5650164
68,2,0.37339791,0.45153227,0.56558079,0.52663221,0.50204111,0.40754937,0.55211268,0.70984572,0.40709213,0.56311188,0.59011733,0.67959296,0.33259686,0.59951788,0.5123987,0.42766372,0.56187972,0.66482854,0.43672846,0.57556872,0.45526778,0.56189741,0.36680123,0.52155607,0.46520848,0.40545279,0.68991697,0.66396296,0.47920226,0.68758155,0.41276777,0.44635012,0.46490416,0.49051036,0.77173243,0.64881996,0.44270804,0.52566832,0.68348494
69,0,0.38985456,0.53163187,0.60723229,0.55358025,0.57367796,0.47683875,0.50342052,0.81264142,0.45653414,0.6070711,0.60044098,0.73285754,0.4118283,0.67633071,0.54458452,0.4356686,0.58944913,0.65203006,0.52825739,0.62987404,0.46869219,0.57373477,0.3983118,0.55610192,0.50427204,0.40069364,0.76571381,0.6145037,0.42973684,0.69406607,0.4846574,0.50946832,0.52067784,0.53999207,0.83531134,0.68705948,0.48492713,0.47035891,0.74753952
69,1,0.38585993,0.59600651,0.67166799,0.53023256,0.60622123,0.53253771,0.48787123,0.86455353,0.4755247,0.59663973,0.60412631,0.693213,0.50852995,0.74864812,0.58031447,0.41147731,0.60629495,0.58896099,0.6121273,0.63865388,0.4588492,0.59808715,0.46571491,0.52737782,0.5584501,0.42262042,0.82370723,0.49839953,0.37023245,0.66695371,0.54116896,0.55646923,0.58060932,0.55854381,0.82436806,0.67893478,0.53037142,0.44141089,0.80017894
69,2,0.40899486,0.68014748,0.69265427,0.44930233,0.61690584,0.61617167,0.52869215,0.86662927,0.44789487,0.58719165,0.64799591,0.66839488,0.64959362,0.83419115,0.64287363,0.39693573,0.63119635,0.54361487,0.69414141,0.63234631,0.45799535,0.67954195,0.58857898,0.42352195,0.64460868,0.4883815,0.82727349,0.3948039,0.35501085,0.69961119,0.58653,0.61976364,0.6525882,0.56920141,0.7926942,0.65531813,0.5993606,0.44707921,0.8423054
70,0,0.56770054,0.7871289,0.69745939,0.39201837,0.61448983,0.68940289,0.59696579,0.87549322,0.5156141,0.65138301,0.75728798,0.65355926,0.7369289,0.93159163,0.72833691,0.43294548,0.68026448,0.52898253,0.75580322,0.65322429,0.51697026,0.80534397,0.72964621,0.28750091,0.72206083,0.71728324,0.81048702,0.48387097,0.54590475,0.75035228,0.65165981,0.67958086,0.71205667,0.60556448,0.78375462,0.67747568,0.67963329,0.49368812,0.8903221
70,1,0.83851813,0.88941774,0.76685002,0.53249498,0.62975652,0.74203856,0.76607646,0.91635344,0.69594509,0.78473558,0.91959997,0.64236118,0.81575002,0.94931266,0.84200319,0.56603716,0.73381796,0.54330709,0.80375672,0.79319421,0.64199991,0.87073254,0.86164122,0.34253724,0.7711637,0.83693642,0.78283461,0.659752,0.72614546,0.86015866,0.72464179,0.80880107,0.74610612,0.68825995,0.84001233,0.79287195,0.78377057,0.5182302,0.94646585
70,2,0.90813887,0.93828768,0.86298453,0.61320701,0.68829275,0.78914632,0.82639839,0.97007948,0.81549997,0.86362276,0.98417198,0.64507782,0.83437229,0.92175386,0.88598739,0.63027719,0.75953136,0.54553849,0.81265636,0.93596541,0.70619278,0.82279122,0.86920141,0.37237371,0.76034689,0.85982659,0.79546974,0.77186276,0.82434689,0.92142894,0.73755143,0.86807791,0.79167516,0.78847477,0.88239827,0.85632276,0.84667607,0.49691832,0.90866388
71,0,0.93542268,0.9518483,0.89256437,0.65627333,0.7477454,0.81752449,0.84418511,1,0.87431044,0.88792698,0.98031341,0.64016024,0.80170441,0.89009056,0.89605412,0.63795309,0.76232826,0.54187078,0.81418406,1,0.73747687,0.75122663,0.84696124,0.37538855,0.73985817,0.86458574,0.82048925,0.8384766,0.87619249,0.93969521,0.73010356,0.89811573,0.82938235,0.87754187,0.88401665,0.87864774,0.87073813,0.46878713,0.86944527
71,1,0.67185403,0.7935836,0.81232208,0.62434683,0.72299169,0.64591043,0.62174648,0.88398317,0.76992581,0.62198068,0.69911017,0.56193941,0.64651622,0.6755489,0.91115421,0.38964362,0.5970407,0.40098489,0.64001558,0.94670051,0.54840852,0.53841997,0.7155828,0.28048362,0.54399351,0.65429672,0.71465786,0.67668904,0.65589189,0.71507228,0.49042417,0.77068111,0.72236318,0.83645484,0.70550247,0.65318131,0.56508698,0.36637376,0.60345213
71,2,0.29150022,0.23618081,0.55355194,0.25244904,0.19347885,0.18486239,0.2246841,0.3828892,0.23578086,0.44913642,0.42100165,0.4180035,0.45414661,0.3309727,0.4413313,0.19480963,0.35078494,0.36515427,0.41415125,0.45859184,0.39988615,0.16180305,0.56683793,0.20411473,0.28179255,0.35493256,0.42055333,0.18845174,0.34687218,0.63796253,0.26146262,0.5182318,0.42446523,0.17017749,0.36464242,0.50349227,0.22041373,0.31844059,0.5269833
72,0,0.40024986,0.32754262,0.6647011,0.25618145,0.25565993,0.22424973,0.2696499,0.38460028,0.31240885,0.52551195,0.60900071,0.45415784,0.4238223,0.45082416,0.44620304,0.21090466,0.44081406,0.460989,0.40439035,0.60852604,0.57011053,0.29061589,0.51863623,0.31683837,0.37486329,0.6405684,0.40273599,0.35115607,0.58325815,0.81307082,0.29993616,0.71869934,0.18392444,0.23595845,0.43276048,0.51141764,0.39574048,0.48056931,0.53335073
72,1,0.55849284,0.41548554,0.69773763,0.32001148,0.35300856,0.26308506,0.3047002,0.36385227,0.38263268,0.57195075,0.77380109,0.53718574,0.40854573,0.50708841,0.5193138,0.2732318,0.50373779,0.51019518,0.40631793,0.58548599,0.62848062,0.37667696,0.52267322,0.40390473,0.42118079,0.62474952,0.633038,0.47644353,0.60356642,0.77199781,0.32174067,0.79645467,0.25167145,0.34733143,0.45257398,0.54043215,0.51291961,0.54433168,0.54586191
72,2,0.61850487,0.4942827,0.68312964,0.37322997,0.39010268,0.31418908,0.32168209,0.36134642,0.42571809,0.55638921,0.73451453,0.60469657,0.39767222,0.51463288,0.55892268,0.31999391,0.53557343,0.51342686,0.38528893,0.528605,0.62687965,0.41650369,0.50104962,0.41417596,0.44044771,0.55785164,0.70717709,0.53645348,0.54258403,0.7343432,0.35568166,0.76093086,0.29365682,0.39837738,0.47917694,0.53116728,0.54350729,0.54330446,0.53765285
73,0,0.64615883,0.52132733,0.68116051,0.41207005,0.41954262,0.36126574,0.34058753,0.38756428,0.4907108,0.52904963,0.63133318,0.66297081,0.42216523,0.48501531,0.5544319,0.38552543,0.55863171,0.52081356,0.37742485,0.51696748,0.59497889,0.46077372,0.47818555,0.37037769,0.4758715,0.47156069,0.70726067,0.57829884,0.52663301,0.69944157,0.42449993,0.65833,0.34115196,0.42862953,0.52525432,0.44860469,0.57664316,0.51523515,0.51624664
73,1,0.60692197,0.5389389,0.71551337,0.42705713,0.44432758,0.37916343,0.35046278,0.52506779,0.55888973,0.48465222,0.52905741,0.67283359,0.48554407,0.42779334,0.50015008,0.47272617,0.58636867,0.54396112,0.43382685,0.52558752,0.64797685,0.51665809,0.44019378,0.28085788,0.52181306,0.45418112,0.64777666,0.613416,0.63921147,0.74838213,0.52861399,0.6186359,0.38266506,0.45539867,0.61424168,0.4830649,0.64826516,0.54639851,0.50635998
73,2,0.54473526,0.54314308,0.73888615,0.42599483,0.45889655,0.37417975,0.33502616,0.61706405,0.59688669,0.45462999,0.58105363,0.64893637,0.49981851,0.42949378,0.48720879,0.51256168,0.60683628,0.58061248,0.46391953,0.5320643,0.69919596,0.54956253,0.42768644,0.31057999,0.54130212,0.46222543,0.71720718,0.62447946,0.77530376,0.81462345,0.59712725,0.64843878,0.39962034,0.47593176,0.67835234,0.52246053,0.68724965,0.60590347,0.5094915
74,0,0.52382127,0.54260678,0.74203249,0.42066035,0.47598567,0.36743119,0.33296579,0.60761103,0.5994864,0.45345432,0.68229782,0.61885993,0.50183855,0.46156101,0.50212417,0.52710326,0.62451989,0.6168663,0.51764549,0.56691107,0.73696694,0.5738806,0.43238403,0.38797809,0.54760766,0.48851638,0.8611529,0.63151843,0.78847151,0.82523094,0.61540644,0.6531612,0.39929623,0.49843577,0.68659834,0.54511242,0.74212506,0.65236386,0.52552938
74,1,0.5186082,0.53788546,0.73832966,0.41427505,0.50557141,0.37092987,0.35921932,0.56727443,0.58585378,0.47378265,0.7330341,0.60128925,0.49550225,0.47603753,0.51857496,0.52553762,0.6427706,0.65567211,0.53547554,0.60270728,0.73562687,0.58140333,0.45366999,0.4306328,0.55220437,0.51188825,0.94534994,0.64413574,0.74522525,0.80037576,0.60390836,0.64579564,0.39397166,0.52042881,0.66417232,0.55156275,0.77216737,0.65220297,0.54314793
74,2,0.51617132,0.53245547,0.72578712,0.41178295,0.52945036,0.38022858,0.39473642,0.49920524,0.56562678,0.50323843,0.6886684,0.58318446,0.4782372,0.47216105,0.55574796,0.52135851,0.64944707,0.69137449,0.52572489,0.61530363,0.69882833,0.57953337,0.4854448,0.45601979,0.55413534,0.5238343,0.9180876,0.6535055,0.69347563,0.74104953,0.58983544,0.63761953,0.38318363,0.53004359,0.61563656,0.55464838,0.77978373,0.60903465,0.56124366
75,0,0.50731835,0.52827045,0.708097,0.41099053,0.57256368,0.38993158,0.41860765,0.42888266,0.54590704,0.52142918,0.62145838,0.56201308,0.46033299,0.46309857,0.58631756,0.53794091,0.65037507,0.73800303,0.48304146,0.6072382,0.6253617,0.57262824,0.5241192,0.47552266,0.55950103,0.51450867,0.82420874,0.66573435,0.6802695,0.67748291,0.58597673,0.61226887,0.37770164,0.52439152,0.56466554,0.54973688,0.77736718,0.56303218,0.5733895
75,1,0.49843454,0.5275905,0.70148327,0.41027275,0.60455502,0.40309439,0.43210463,0.39620383,0.54847505,0.52374845,0.57562013,0.49936458,0.46322102,0.4601277,0.61622913,0.5598477,0.6490604,0.77246146,0.44389534,0.57927242,0.54481524,0.56440213,0.56186142,0.46003264,0.571027,0.49288054,0.65853115,0.67982783,0.69503042,0.65254945,0.61659101,0.58788149,0.38162793,0.50900995,0.5450447,0.5330649,0.76924307,0.5375,0.57886967
75,2,0.47172139,0.53380578,0.70214679,0.40713753,0.63314102,0.41170114,0.4355332,0.41152875,0.57895821,0.51364841,0.56520986,0.46125794,0.47190878,0.43050362,0.62613424,0.57199513,0.6335808,0.79339044,0.45233359,0.55485054,0.53217352,0.56763596,0.57303288,0.43639218,0.59719754,0.47774566,0.54484286,0.70043197,0.72345816,0.66867596,0.64949638,0.58580222,0.38173905,0.48099985,0.52644112,0.55091692,0.77951105,0.5380198,0.5937966
76,0,0.45665284,0.53522314,0.69473042,0.39886879,0.6488451,0.41306173,0.4204668,0.44674147,0.60376641,0.48791202,0.5849122,0.46251957,0.46893395,0.42256825,0.62325968,0.55660676,0.6131003,0.79503193,0.48565599,0.5143636,0.54477966,0.57168468,0.55596741,0.42839767,0.62354751,0.47899807,0.52205227,0.71926472,0.73603087,0.69778456,0.67550007,0.60187252,0.36601537,0.46045634,0.55399199,0.59712167,0.79086037,0.55261139,0.60263197
76,1,0.45201043,0.53533806,0.68340789,0.37260982,0.65015725,0.40733167,0.3976338,0.47107059,0.62150466,0.44964944,0.58578628,0.46734506,0.46438097,0.41638543,0.61824941,0.51625952,0.5809811,0.78325938,0.51411844,0.49136116,0.54964186,0.56480528,0.51799031,0.42769074,0.63053657,0.49201349,0.52641257,0.72577537,0.71434056,0.72137415,0.68304724,0.61236285,0.33884619,0.44899577,0.58376233,0.62765109,0.79704748,0.55684406,0.60491351
76,2,0.45156315,0.53162229,0.65352839,0.34884869,0.62918376,0.39563054,0.37979879,0.48627396,0.63659565,0.40962336,0.54387747,0.48413298,0.45753965,0.40075575,0.60448847,0.44179714,0.55152992,0.7553156,0.53365049,0.46409099,0.51378018,0.54873906,0.45827951,0.4192596,0.62962235,0.51368015,0.50470857,0.72063211,0.67176613,0.73871405,0.66566889,0.60376383,0.30722289,0.44176904,0.5862053,0.65826025,0.78319699,0.54309406,0.59769609
