,measure_number,beat_number,pid1263b-08,pid5667203-04,pid5667207-03,pid58917-02,pid6100022-02,pid6100022-05,pid610003b-12,pid9048b-12,pid9049b-08,pid9050b-08,pid9054b-08,pid9055b-08,pid9058b-08,pid9059b-12,pid9060b-06,pid9061b-05,pid9062b-11,pid9063b-12,pid9064-19,pid9065-24,pid9066b-08,pid9068-17,pid9069-08,pid9070b-20,pid9072b-12,pid9073b-12,pid9074g-08,pid9075b-08,pid9079-07,pid9089-03,pid9090-19,pid9093b-14,pid9094b-08,pid9099b-12,pid9101c-02,pid9103-18,pid9104b-08,pid9111b-10,pid9118b-12,pid9119-12,pid9129-22,pid9133-08,pid9138b-08,pid9139b-08,pid9149-13,pid9153b-08,pid9157-11,pid9166l-02,pid9170b-08,pid9174b-08,pid917506-06,pid9179-10,pid918807-13,pid918821-10,pid918824-06,pid9192b-08
0,1,0,0.10332924,0.052254826,0.11262768,0.10070351,0.14472861,0.14216204,0.13735305,0.22062574,0.18687809,0.1000899,0.11627564,0.068634992,0.030180452000000003,0.19634979,0.23266573,0.094482186,0.08062026,0.12458454,0.034159563999999996,0.05337780599999999,0.29014381,0.09280954599999999,0.1513519,0.12868944,0.10883894,0.16161973,0.11892422,0.15241273,0.11927709,0.22803244,0.073080518,0.13479295,0.09001666800000001,0.082371007,0.069698101,0.077604067,0.10992169,0.059491863,0.13409622,0.055750265,0.11010264,0.09714633199999999,0.14147509,0.15586338,0.09763030800000001,0.071635056,0.17579193,0.14806592,0.14359177,0.078086712,0.11287406,0.019340298,0.21205349,0.23102794,0.10903167,0.12541927
1,1,1,0.27425968,0.11626953,0.25746293,0.12775656,0.50238755,0.40814062,0.33038228,0.39734739,0.36074335,0.25586622,0.25123341,0.14509804,0.28273294,0.39758768,0.48089993,0.20753321,0.2269301,0.30735476,0.22513638,0.15669889,0.59055601,0.32405858,0.28569234,0.33616793,0.24599421,0.28705299,0.23703600000000002,0.33754093,0.32130981,0.50721086,0.27622769,0.28960352,0.25143434,0.39779638,0.28843448,0.39975214,0.24123569,0.46220559,0.35535868,0.31606772,0.30257572,0.25040232,0.34323235,0.35202737,0.2573554,0.2051047,0.21417837,0.27430926,0.32738779999999995,0.30499909,0.26823566,0.31529808,0.28831449,0.58597067,0.21075723,0.30250866
2,1,2,0.38224111,0.19334653,0.29136738,0.17985409,0.63823661,0.56652957,0.53123277,0.57200306,0.53464217,0.35821271,0.39633999,0.20530732,0.42930167,0.47481352,0.63084318,0.23604318,0.3248773,0.46382365,0.44799693,0.27212591,0.75400751,0.46637223,0.36225932,0.47421054,0.3694636,0.38049231,0.33571929,0.46552981,0.44533988,0.65083745,0.42460737,0.49732159,0.34920607,0.50500614,0.41978836,0.55488402,0.34404957,0.70837053,0.59830196,0.46742857,0.39288044,0.33576909,0.4880456,0.49510403,0.32864322,0.33260241,0.31057047,0.40820165,0.45702675,0.42908562,0.42218672,0.47441848,0.24535092,0.73823594,0.29775126,0.40774775
3,2,0,0.44579464,0.24565509,0.34104613,0.24664634,0.71202718,0.63466553,0.63726742,0.6373916000000001,0.59764242,0.40576283,0.49526076,0.26663839,0.50937814,0.51801301,0.68555978,0.23556763,0.38282268,0.55151765,0.5125554,0.3769114,0.84476505,0.53179916,0.44499181,0.53263496,0.43156371,0.42439966,0.37910071,0.50963238,0.51381108,0.73325987,0.48210373,0.62488987,0.41665936,0.57698864,0.48491130000000005,0.61041627,0.41018845,0.82805741,0.76344284,0.54006349,0.43918849,0.39604229,0.59210178,0.57511076,0.3641344,0.3948812,0.36617402,0.46091129,0.53077532,0.49557353,0.49487219,0.55031367,0.21832705,0.78726198,0.33550252,0.47162162
4,2,1,0.48615735,0.28484056,0.37270181,0.29186483,0.76359653,0.68915878,0.70048765,0.65119878,0.61585703,0.42642273,0.53779327,0.29661576,0.56240021,0.53938264,0.69564056,0.23663194,0.42461545,0.59519984,0.57366178,0.43159703,0.86049281,0.59604835,0.47665916,0.55722621,0.48863762,0.42024865,0.41778961,0.54102564,0.56477126,0.7676480999999999,0.49853673,0.71726872,0.45685586,0.61240018,0.54124494,0.66120114,0.44405817,0.8952139000000001,0.83718469,0.61790476,0.44548190000000004,0.43181138,0.65245323,0.59015198,0.37798798,0.43281393,0.4041108,0.49525933,0.58327819,0.53681149,0.50702151,0.60179773,0.21317537,0.81717371,0.35971547,0.52305613
5,2,2,0.523331,0.29867072,0.37675453,0.33901903,0.7504784000000001,0.74031507,0.69867348,0.63507907,0.59853176,0.41109413,0.55266121,0.34484351,0.5900114000000001,0.5278924,0.62156352,0.26355676,0.45447229,0.5908529,0.58835663,0.48876728,0.83481726,0.66379203,0.48989144,0.55979453,0.54389134,0.39332932,0.46329318,0.55865925,0.58824411,0.75647038,0.46606144,0.76490749,0.46615493,0.61581695,0.60598817,0.66685732,0.45913433,0.95543501,0.87288052,0.66637037,0.43339856,0.45612837,0.68677962,0.58805451,0.38208691,0.45567228,0.42415601,0.51703345,0.60120829,0.54815488,0.47340243,0.60923476,0.24203016,0.79601663,0.39237265,0.53960499
6,3,0,0.55158577,0.27872446,0.35130148,0.35102873,0.68699812,0.76770138,0.65474152,0.6039024000000001,0.58000671,0.40085409,0.53793404,0.38726433,0.60770108,0.51030789,0.60232325,0.28983998,0.46099001,0.54554319,0.56420048,0.50335544,0.78195475,0.70983264,0.51686809,0.54463735,0.59624931,0.38843112,0.50806135,0.56540006,0.59064082,0.7281823000000001,0.41586608,0.7664141,0.45513642,0.58690111,0.63168378,0.62123928,0.47404698,0.95557234,0.86936139,0.6946455,0.43892531,0.47233346,0.68854318,0.6267063,0.38683614,0.45185081,0.41461856,0.51303926,0.60324367,0.55908017,0.41052837,0.56244566,0.32376593,0.78390603,0.41394218,0.50322245
7,3,1,0.58974943,0.2620519,0.31647446,0.3434212,0.61048019,0.78860779,0.59156483,0.5882418,0.56789999,0.40368606,0.50958574,0.41098228,0.60782183,0.52155213,0.6252153,0.30639342,0.44863468,0.51490867,0.50975111,0.49202684,0.72830448,0.75948396,0.54923187,0.50913577,0.64131274,0.40515971,0.55546295,0.57250541,0.57789329,0.70973202,0.36556347,0.72895154,0.42921309,0.54880221,0.63591659,0.58392755,0.50054212,0.93339284,0.82513843,0.70819048,0.45091712,0.49900823,0.69591233,0.69161573,0.39029461,0.42109568,0.40046622,0.49731459,0.5995397,0.57575895,0.33393859,0.50436725,0.43005744,0.81403662,0.43125287,0.45376299
8,3,2,0.60091116,0.26095595,0.26610379,0.31089927,0.56909595,0.79978271,0.52004296,0.60517769,0.54850239,0.41847523,0.49719802,0.41391403,0.57705776,0.52686082,0.64715936,0.32924215,0.42506886,0.51146134,0.46780600000000006,0.5124231,0.65859668,0.76278475,0.57695617,0.42773795,0.66400303,0.43605363,0.5835271,0.57332098,0.53986039,0.68433533,0.34590516,0.66132159,0.40566716,0.5084613,0.60977902,0.56055291,0.52328543,0.86905171,0.7245478,0.68575661,0.45758814,0.50635292,0.70466713,0.74178678,0.38550596,0.36019883,0.39544901,0.45546292,0.57919304,0.57180513,0.28014339,0.43248485,0.52754443,0.8284818000000002,0.43777879999999997,0.41041579999999994
9,4,0,0.56872262,0.24324401,0.20731466,0.27231005,0.52404543,0.77214807,0.45608255,0.61803265,0.50672875,0.41556235,0.48982437,0.4076546,0.50833836,0.50523726,0.65673276,0.33032911,0.41245282,0.49169757,0.42640641,0.53429736,0.57382065,0.71785216,0.59731667,0.32659231,0.63520408,0.45019821,0.58219639,0.54141489,0.48452619999999996,0.62752116,0.32557267,0.58140969,0.37483990000000006,0.47715756,0.56953003,0.52373054,0.51075639,0.7948225,0.61727575,0.64245503,0.43738057,0.47059319,0.67122252,0.74730525,0.3638191,0.29105267,0.37203138,0.40826951,0.53360184,0.5360389,0.26557045,0.37122296,0.56869503,0.78857518,0.41817347,0.37990298
10,4,1,0.50000876,0.2156261,0.17148270000000002,0.23968404,0.48226773,0.66888872,0.38987257,0.59357252,0.44854434,0.38823159,0.46918488,0.38304109999999997,0.41426846,0.46383114,0.6589491999999999,0.29721467,0.40183176,0.44907293,0.38163996,0.54355676,0.55451131,0.6321091,0.55470094,0.2560745,0.5350455,0.44106598,0.54390671,0.47189373,0.39739057,0.55122532,0.2851988,0.48635242,0.33609966,0.43501229,0.50029256,0.4816333,0.48123225,0.67820504,0.49884336,0.54840212,0.38514526,0.39179454,0.6059898,0.68683753,0.33265346,0.21961503,0.34414086,0.36502181,0.45887514,0.46003454,0.26029458,0.31212798,0.55694669,0.70762384,0.35795319,0.32099099
11,4,2,0.39644296,0.14160362,0.19943987,0.19113529999999998,0.43179827,0.51929226,0.32096311,0.49454174,0.39921134,0.32743864,0.4002011,0.30677790000000005,0.32575971,0.39838121,0.65959009,0.24411232,0.36486778,0.40316577,0.28208319,0.49645282,0.59187506,0.48632419,0.45663662,0.21516325,0.38267375,0.39434632,0.46460289,0.36470806,0.32514455,0.50413434,0.24212825,0.35100441,0.26059303,0.37414773,0.36973545,0.43776930000000003,0.41099733,0.50760832,0.33719699999999997,0.43860317,0.24423009,0.26368825,0.48459407,0.53386798,0.24878313,0.18760488,0.29046609999999995,0.30079496,0.35517837,0.34425559,0.2079255,0.24710745,0.50141806,0.59586343,0.26336852,0.25383922
12,5,0,0.37441738,0.11734427,0.27242998,0.1478421,0.43026022,0.47117802,0.34328467,0.3726152,0.38674385,0.30543918,0.33887249999999997,0.21607278,0.30547394,0.35920489,0.65203285,0.24929046,0.31362147,0.41088449,0.21339925,0.43835584,0.66825135,0.45384317,0.23818107,0.35388333,0.29955874,0.33658496,0.40330579,0.32935434,0.3012373,0.54031206,0.22942619,0.29813216,0.22233529,0.36444257,0.30783691,0.47784557,0.35724981,0.43206757,0.26767565,0.40420317,0.20418111,0.19596744,0.44078856,0.39941675,0.22204158,0.18755552,0.23152564,0.28199709,0.34156358,0.28939284,0.21059071,0.26133947,0.42960869,0.54409426,0.23759523,0.25212058
13,5,1,0.43903101,0.21410592,0.31794893,0.19259228,0.49746043,0.51139997,0.49820034,0.34125149,0.42604245,0.32332105,0.34164097,0.25711727,0.39877239,0.41049833,0.65186595,0.29756944,0.30123213,0.46925559999999994,0.36327139,0.42698729999999996,0.68176239,0.53155122,0.22892257,0.47835627,0.33846525,0.33640854,0.34848018,0.43379673,0.35075946,0.63549894,0.29069179,0.34298678,0.25656637,0.41963299,0.38581388,0.57514458,0.36152655,0.48290874,0.388126,0.42611640000000006,0.29116748,0.33778069,0.51980223,0.37597443,0.28633363,0.21914969,0.26496586,0.29185652,0.43393268,0.42542265,0.36329489,0.41552414,0.36565249,0.55120012,0.37801744,0.32015939
14,5,2,0.53434379,0.30586863,0.40151565,0.26740834,0.54028436,0.57619122,0.6473397,0.37276824,0.51196409,0.38681111,0.43374447,0.33955505,0.56238009,0.5306618000000001,0.66553842,0.38308424,0.38768547,0.54318775,0.48231333,0.46414476,0.74428872,0.61638773,0.24416223,0.61497315,0.45747380000000004,0.39065192,0.33583135,0.59888786,0.42477306,0.70028209,0.40032177,0.41715419,0.3186069,0.46866554,0.47403673,0.66952653,0.45329146,0.59083293,0.51102498,0.48427513,0.38504228,0.47509356,0.62423002,0.45263866,0.35275397,0.26023408,0.3440817,0.34607853,0.5159954000000001,0.5532994000000001,0.45422382,0.56334185,0.36318435,0.6091705,0.49567692,0.40177408
15,6,0,0.63589452,0.35548328,0.42534596,0.32481345,0.5929983,0.64244917,0.73835302,0.43683897,0.58991526,0.44193113,0.50799035,0.42038084,0.66469444,0.61441835,0.66933707,0.44818841,0.45342946,0.60699767,0.54919877,0.52284094,0.77077036,0.66516349,0.29627202,0.67656248,0.533115,0.44417924,0.35678666,0.70608588,0.51646245,0.77426834,0.49023979,0.47340088,0.38680586,0.54454853,0.55804544,0.78125199,0.54187247,0.72629266,0.64627784,0.56304762,0.45393796,0.56729042,0.70353341,0.52201223,0.37421421,0.31062540000000005,0.43047486,0.40435288,0.55216484,0.6197964,0.48232544,0.65492703,0.38387184,0.67006639,0.56860028,0.45622315
16,6,1,0.68647275,0.37967899,0.45547776,0.37118713,0.64409371,0.66198976,0.77019535,0.47836252,0.64360265,0.46222242,0.55760826,0.46204751,0.69410344,0.68528805,0.61987449,0.47014644,0.49523356,0.63797555,0.57076372,0.55009188,0.77810754,0.66179296,0.31575174,0.66559147,0.57546194,0.46400033,0.36685809999999996,0.75607044,0.55341682,0.79563646,0.52346587,0.51369163,0.43452057,0.58127303,0.61189542,0.79828408,0.59211772,0.76646295,0.68699397,0.62383069,0.48378017,0.62965943,0.7366630999999999,0.54883069,0.37858902,0.30721991,0.46399792,0.43154629,0.54672756,0.63956553,0.47537406,0.68591913,0.38325256,0.72298825,0.56826067,0.49874567
17,6,2,0.69179954,0.38967687,0.44906096,0.39485269,0.66287222,0.66442651,0.73598734,0.49545996,0.62102525,0.45740358,0.57366269,0.49091252,0.64314751,0.71275194,0.47848321,0.45002264,0.5419458,0.61995605,0.53345551,0.54465926,0.73403866,0.59174028,0.31451249,0.57975469,0.58141892,0.46176916,0.35960919,0.73469262,0.55806046,0.77242595,0.5029725,0.54123348,0.46278621,0.62544533,0.6422658,0.74807753,0.60906979,0.76117558,0.6881136999999999,0.65066667,0.4758848,0.64991579,0.71436669,0.54141663,0.37467731,0.2979271,0.46754784,0.4481144,0.50925633,0.61721505,0.43253585,0.64474793,0.36560761,0.71339462,0.52416705,0.51925849
18,7,0,0.64563694,0.37174574,0.39574135,0.39677799,0.63320218,0.63945367,0.66656991,0.47089781,0.54006209,0.43226647,0.55544309,0.48329563,0.52596096,0.69123155,0.42293878,0.40192482,0.57904581,0.53303804,0.47068701,0.50916354,0.69904736,0.51101038,0.30294961,0.45474585,0.54951048,0.44348395,0.36038661,0.65387705,0.53198119,0.74539845,0.4573508,0.5460793,0.45696991,0.62361794,0.6346094,0.51823324,0.58399449,0.71393257,0.6659653,0.63356614,0.44777042,0.62215569,0.65912956,0.51494588,0.40068972,0.29882958,0.44289957,0.45294232,0.49369965,0.57252318,0.35925031,0.56795655,0.35253994,0.62832859,0.46172556,0.5057034
19,7,1,0.58931137,0.32855123,0.32616145,0.38732841,0.5721630999999999,0.6123933000000001,0.60395925,0.46241285,0.49944626,0.40296683,0.54916879,0.46045437,0.40827799,0.65546739,0.44119768,0.35572917,0.60197685,0.44405301,0.44590863,0.48807222,0.68082807,0.47015342,0.30504916,0.34844333,0.52586183,0.42445155,0.38326096,0.5861105999999999,0.49276491,0.75634697,0.42728875,0.5445814999999999,0.45269761,0.59675215,0.63068783,0.44454401,0.55798124,0.64700954,0.63046635,0.59022222,0.4254803,0.57634731,0.59695157,0.50160956,0.45527638,0.31672425,0.41900863,0.45070286,0.49813003,0.52945828,0.28220854,0.48180201,0.35834679999999997,0.52739476,0.39207894,0.47794179
20,7,2,0.53935518,0.28715973,0.26891269,0.35624265,0.52363409,0.60667391,0.55467185,0.47780139,0.51396929,0.38904972,0.56652366,0.44452299999999995,0.36682766,0.62718616,0.47386341,0.33172554,0.59761281,0.40466282,0.45222468,0.48564352,0.67360997,0.48171393,0.32764236,0.29173787,0.52324186,0.4138042,0.42473736,0.58114303,0.46391444,0.79062059,0.42653796,0.5372511,0.4609264,0.57181357,0.66174914,0.4912361,0.56395319,0.59806359,0.58909807,0.55737566,0.41711579,0.52943488,0.56978019,0.49015759,0.53282097,0.35538321,0.39889243,0.46658265,0.49835299,0.50011816,0.21416771,0.41547063,0.39918327,0.48933392,0.36102799,0.44990991
21,8,0,0.50406518,0.25657923,0.22316309999999998,0.32643695,0.47240454,0.62471675,0.52552901,0.50467608,0.55430825,0.39329318,0.57649819,0.44674774,0.36919568,0.60143628,0.5059283,0.32898551,0.55652282,0.40907842,0.46302421,0.49668451,0.66052029,0.50949171,0.36037485,0.2803624,0.54694567,0.42104772,0.45467853,0.61270312,0.44036670000000006,0.82776798,0.43409944,0.51764758,0.47984034,0.54751229,0.7047619,0.58027328,0.62654677,0.55714482,0.55806571,0.5213545,0.41279049999999995,0.48336452,0.55829817,0.47208794,0.5944231,0.41843757,0.36424523,0.51349491,0.483458,0.48651154,0.19114713,0.38366259999999996,0.46428828,0.46976727,0.34178981,0.41687457
22,8,1,0.45240056,0.24144807,0.19953871,0.29572584,0.41528212,0.6328108,0.47873792,0.49922632,0.60370836,0.39388654,0.55645529,0.45095211,0.40287113,0.54672274,0.51280459,0.31546649,0.5096859,0.40581651,0.46375725,0.49115603,0.61224695,0.50609019,0.37294142,0.30283022,0.56196222,0.43489135,0.45876173,0.61696633,0.40777135,0.82598731,0.41774305,0.47153304,0.47894552,0.51985565,0.72598817,0.65452812,0.67940797,0.50336469,0.48534515,0.46361905,0.39459682,0.41695359,0.52201927,0.44957658,0.62903734,0.41396743,0.31480671,0.54698982,0.43066024,0.45315397,0.17017612,0.34151496,0.52691617,0.46481359999999994,0.32825149,0.35704089
23,8,2,0.40273349,0.20798275,0.22305601,0.24877978,0.38603237,0.60179264,0.3971728,0.42581194,0.63843443,0.3828014,0.48631184,0.43618967,0.46070303,0.4824630999999999,0.49878497,0.29586353,0.40863287,0.39211647,0.43730822,0.41998882,0.56268206,0.44029134,0.35906391,0.34951515,0.52336597,0.43415454,0.44106317,0.59518072,0.38663531,0.78781735,0.37752241,0.37328634,0.43239758,0.4924524,0.72393402,0.72202097,0.68546597,0.39584564,0.39632091,0.39550476,0.34915840000000004,0.35270397,0.44599106,0.42442936,0.62830821,0.35474864,0.26396005,0.56697043,0.34737486,0.40796219,0.13746103,0.27250839,0.58298331,0.48747355,0.30131253,0.27407484
24,9,0,0.31173121,0.18402036,0.29281713,0.17006109,0.40781543,0.55596772,0.36772517,0.31460636,0.65884722,0.38294525,0.43157929999999994,0.42203997,0.54716576,0.43785113,0.45855531,0.26641002,0.31952709999999995,0.3880923,0.40936754,0.29362467,0.50959055,0.34628855,0.31962311,0.48300757,0.39217457,0.43049127,0.41565345,0.59416744,0.38194673,0.74077045,0.34382134,0.25584141,0.37079568,0.48323096,0.71403673,0.73511281,0.6654935000000001,0.31904141,0.29414298,0.37553439,0.26936940000000004,0.3178518,0.42652264,0.395491,0.61865208,0.29452161,0.23074465,0.59177896,0.34918009,0.36665152,0.15007014,0.23897487,0.63374619,0.55441016,0.27212483,0.28699238
25,9,1,0.2834151,0.24359754,0.3766145,0.20322826,0.49621747,0.49453671,0.48592203,0.27162047,0.69838913,0.42027331,0.48137820000000003,0.47200226,0.63896827,0.47571814,0.40377862,0.2756869,0.2841387,0.40859085,0.4483805,0.23675801,0.54071631,0.40244847,0.32131299,0.71003165,0.30397132,0.45136049,0.39188962,0.66709917,0.41100692,0.73184062,0.38725963,0.26751542,0.38320028,0.5307586,0.6908808000000001,0.74407372,0.60513725,0.43111309,0.41098806,0.44516402,0.29175106,0.35716692,0.53462241,0.39532275,0.63021973,0.33206656,0.28818232,0.59749879,0.4642477,0.42908562,0.29708541,0.34451118,0.65393107,0.61626906,0.3099128,0.34706861
26,9,2,0.35009637,0.3249947,0.49667216,0.28301887,0.55880354,0.48439392,0.63514847,0.3512838,0.75440893,0.46180886,0.56243464,0.544523,0.7231502,0.54815109,0.45766073,0.36178291,0.38538443,0.45309023,0.57513638,0.27542542,0.69770999,0.50736092,0.39480746,0.86946015,0.34789713,0.48811772,0.401856,0.74834724,0.47610773,0.77121827,0.48607217,0.40011454,0.42819546,0.57362561,0.6692188,0.75608516,0.57697272,0.59327748,0.57974652,0.55318519,0.38556864,0.42615082,0.6474145,0.44535921,0.64791605,0.42518508,0.38855033,0.59653902,0.57825086,0.52980367,0.41188435,0.49235564,0.64152755,0.66023929,0.39034419,0.43403326
27,10,0,0.45024531,0.38350421,0.54224053,0.35981226,0.62055799,0.50999534,0.74237323,0.43779119,0.77264871,0.50258923,0.63012468,0.59855769,0.79184276,0.60857007,0.5143601,0.42829861,0.48388706,0.51457217,0.63375384,0.33211632,0.78330127,0.57987758,0.45942237,0.97177872,0.45280612,0.51216247,0.46570248,0.80030893,0.54582222,0.83561354,0.569869,0.51605286,0.49733310000000003,0.6061809,0.6606287,0.80730855,0.60127356,0.71056788,0.70566015,0.61058201,0.48079366,0.50318114,0.74315047,0.48018619,0.66262686,0.52109568,0.46777266,0.59572467,0.64081559,0.60468097,0.47192176,0.61298003,0.62012206,0.70984169,0.46178981,0.49923770000000006
28,10,1,0.52101805,0.41588772,0.59157331,0.42730177,0.66415094,0.55401211,0.80546283,0.50718415,0.74804933,0.51633552,0.68233007,0.63010935,0.8143825,0.63708935,0.53758595,0.45846165,0.5397241,0.55661997,0.67038868,0.37659184,0.82393515,0.61726329,0.48563089,0.98778527,0.52562741,0.50792844,0.52895363,0.81538462,0.60260943,0.88945698,0.60957634,0.62200881,0.54693394,0.62673526,0.66349206,0.83425485,0.63083211,0.79193847,0.77898363,0.6887619,0.5388189,0.59010105,0.78648359,0.48973137,0.66696226,0.57753649,0.51716385,0.59182744,0.67676208,0.63555717,0.49846478,0.69504153,0.59756776,0.74297804,0.51632859,0.54821206
29,10,2,0.58507097,0.43478753,0.60981878,0.46773304,0.693508,0.58137514,0.81833619,0.56319503,0.69775988,0.51228985,0.70257407,0.67346342,0.80150265,0.63462942,0.55183924,0.48161987,0.59656998,0.57196814,0.65390385,0.42538947,0.85716772,0.63953975,0.48113478,0.95110064,0.63978213,0.49109608,0.60560303,0.77083719,0.63354205,0.90929126,0.59466023,0.74225551,0.57533994,0.63389896,0.66753813,0.8344455,0.66335083,0.86239099,0.83685247,0.75022222,0.61000309,0.64350674,0.79952132,0.50384162,0.65891221,0.59821617,0.53416796,0.57735337,0.68940593,0.60087257,0.50342893,0.73096936,0.57783163,0.76347851,0.58016521,0.57936937
30,11,0,0.63777817,0.43273704,0.59259473,0.45753416,0.68443173,0.57996275,0.78711794,0.5995494,0.63522108,0.51536456,0.6937257,0.68845211,0.76648554,0.62814633,0.57606649,0.50746528,0.62998606,0.55602939,0.6125554,0.45792123,0.86946047,0.65829847,0.47120033,0.87198803,0.71407887,0.49804902,0.65328477,0.69366698,0.64633452,0.89730254,0.54656401,0.8229163,0.57942802,0.62612101,0.66704015,0.79809342,0.70836417,0.87866511,0.8551495000000001,0.79987302,0.65838225,0.6637630999999999,0.77936638,0.55144411,0.65012316,0.58564479,0.49130862,0.56142511,0.68760788,0.56025268,0.49227712,0.71604179,0.58286663,0.78405194,0.61023405,0.57962578
31,11,1,0.67713335,0.41569681,0.55902801,0.42074535,0.6600465,0.56163278,0.73469565,0.6343649,0.57337025,0.53241032,0.68326853,0.67843137,0.72066814,0.6389461999999999,0.61581547,0.54312349,0.6495619,0.54529598,0.57035459,0.49325717,0.84633141,0.69048505,0.47038099,0.77284447,0.76696084,0.52899483,0.6929542,0.64973741,0.65563678,0.86071051,0.50018387,0.85791189,0.55528555,0.60646499,0.66075319,0.74775977,0.76855692,0.86191032,0.84456749,0.82700529,0.70192121,0.69051272,0.74239466,0.62988055,0.63684107,0.56886413,0.44479286,0.54789142,0.67783372,0.53768406,0.46545355,0.6747502,0.60632741,0.82315605,0.63612666,0.5593763
32,11,2,0.67148239,0.39057484,0.52158979,0.36216424,0.6437718000000001,0.54435822,0.65778932,0.67590546,0.50907794,0.54955498,0.67817402,0.67158748,0.66835715,0.67387716,0.63709193,0.58820199,0.64399633,0.54664194,0.51593931,0.53551969,0.78858661,0.71483806,0.49202171,0.62804736,0.7922642,0.55633964,0.71312509,0.62996602,0.65935169,0.80814528,0.48259404,0.85297797,0.50950083,0.56936425,0.64793028,0.7116619000000001,0.81493847,0.79186981,0.79459825,0.80541799,0.7076996999999999,0.70976796,0.70983183,0.70995457,0.6250468000000001,0.53989283,0.42909039,0.52643723,0.66919591,0.50798946,0.41553928,0.60207862,0.62774188,0.86043627,0.64980266,0.51975745
33,12,0,0.61602418,0.3801598,0.46662273,0.29654799,0.60304927,0.50717057,0.56545528,0.68022445,0.46368823,0.54698373,0.67294544,0.66407428,0.5943986,0.68561339,0.62440083,0.61729318,0.61789143,0.53145172,0.48069383,0.54676041,0.69225978,0.72274136,0.51083572,0.52435362,0.75317154,0.56383222,0.70381006,0.5971764,0.63809581,0.69195169,0.47048188,0.79402643,0.46137380000000006,0.51354423,0.6249610999999999,0.6784239000000001,0.80867395,0.70713452,0.72764858,0.75881481,0.6741501,0.70479978,0.65150847,0.73152375,0.60677899,0.49380244,0.43206049,0.49309743,0.65252445,0.47082349,0.36031796,0.50027421,0.62246455,0.84679361,0.65215236,0.47404019
34,12,1,0.54962327,0.3863466,0.39460461,0.25275526,0.55875883,0.42637746,0.46023337,0.64749192,0.42385267,0.50444125,0.66102695,0.64555053,0.48990407,0.66216474,0.57931771,0.5892663,0.56939958,0.48779014,0.40137232,0.53401774,0.63272877,0.70569503,0.46833265,0.42978048,0.66972559,0.52232208,0.64354952,0.52148903,0.58222236,0.59102609,0.44089481,0.66921586,0.40753575,0.45163544,0.56995331,0.66393391,0.77402977,0.56892124,0.63617571,0.63792593,0.60929365,0.66348241,0.56460288,0.70907969,0.55151246,0.41393922,0.43000154,0.46797867,0.57917146,0.41877840000000005,0.28966646,0.38514734,0.57670975,0.75268111,0.63761358,0.38939709
35,12,2,0.44440161,0.40449692,0.32212521,0.18695168,0.49315926,0.28006363,0.33495399,0.57209658,0.40622535,0.39427313,0.59841802,0.5612368000000001,0.33024753,0.56344231,0.46749449,0.48223883,0.44068872,0.44105205,0.26045857,0.45629943,0.62900064,0.63843949,0.3466612,0.34116303,0.51698152,0.41696934,0.51522622,0.37197405,0.5081039,0.53950987,0.41357542,0.42989427,0.30414949,0.38777641,0.39706816,0.65421036,0.66965838,0.35079311,0.55281162,0.40769524,0.49883858,0.59331025,0.38077722,0.58744883,0.40281801,0.31276881,0.37545114,0.43694619,0.4317103,0.34308308,0.24708541,0.24745522,0.44258661,0.48384037,0.58877467,0.2883368
36,13,0,0.40452076,0.40827971,0.29034596,0.16003913,0.48899222,0.35029489,0.2993527,0.57162047,0.43616914,0.2806527,0.525305,0.5331448000000001,0.23476889999999997,0.46720362,0.36091194,0.41586655,0.32072862,0.43887515,0.25357143,0.38850364,0.64025831,0.58991942,0.21971528,0.42030597,0.50738417,0.27120649,0.43553719,0.30995984,0.50062914,0.61460684,0.42766414,0.27186784,0.26004913,0.37225891,0.22124494,0.65618049,0.54883401,0.27045938,0.56186785,0.26622646,0.48856316,0.55489334,0.29363859999999997,0.48233975,0.34394522,0.27564690000000003,0.3136589,0.44163839,0.41046461,0.35499,0.2988856,0.20191009,0.28906839,0.28982272,0.54642497,0.28652807
37,13,1,0.41545470000000007,0.43157746,0.26643328,0.22180479,0.54758115,0.55064411,0.42873937,0.62004761,0.5204044,0.26068507,0.41374179,0.55419495,0.24725968,0.43153468,0.37699446,0.5008907,0.25982476,0.44185551,0.35092056,0.35757769,0.66379042,0.60896482,0.22199918,0.56758041,0.54025097,0.2423777,0.38362516,0.36187828,0.53951586,0.66806241,0.46971577,0.31935683,0.24320554,0.41421222,0.20222845,0.65370194,0.39298683,0.35687702,0.6037037,0.25489947,0.52314259,0.54192552,0.39743025,0.46386629999999995,0.38443196,0.27447649,0.35621058,0.4637809,0.49362773,0.48939284,0.37208541,0.33802384,0.19794471,0.25512512,0.54264341,0.35408177
