,,pid1263-22,pid50848-09,pid5667269b-36,pid9048-22,pid9049-22,pid9054-22,pid9055-22,pid9058-22,pid9059-22,pid9060-22,pid9061-22,pid9062-22,pid9063-22,pid9065-17,pid9066-22,pid9067-21,pid9068-14,pid9070b-05,pid9072-22,pid9073-24,pid9074f-22,pid9075-22,pid9080-05,pid9090-10,pid9092-02,pid9093-22,pid9094-22,pid9097-05,pid9099-22,pid9101b-04,pid9104-22,pid9105b-05,pid9111-22,pid9112-08,pid9114-30,pid9118-22,pid9133-11,pid9137-12,pid9138-22,pid9139-22,pid9153-22,pid9166g-01,pid9170-22,pid9174-22,pid917509-03,pid918713-18,pid918904-07,pid9192-22
15,0,0.47394494,0.4110155,0.35131399,0.35731104,0.57372451,0.50960754,0.52628019,0.41561675,0.35358734,0.692401,0.29559533,0.4412228,0.5357537,0.47636147,0.66266912,0.49178964,0.55298639,0.47774287,0.30515053,0.32916,0.49283341,0.41768649,0.38241973,0.53285678,0.63908801,0.54602564,0.62317882,0.51848979,0.59231502,0.67335773,0.54600262,0.56805594,0.51851534,0.64762343,0.6913387,0.53726256,0.43184381,0.41409344,0.61026639,0.48234965,0.22540358,0.64690324,0.66092868,0.52031576,0.74144814,0.61715826,0.80501729,0.59394346
15,1,0.48901885,0.46336879,0.38423944,0.40760784,0.75161739,0.62257378,0.580852,0.4648865,0.44463755,0.65720138,0.31594279,0.55498409,0.53661443,0.55300069,0.81837266,0.54361852,0.51288213,0.61205496,0.31986981,0.32917074,0.51428828,0.49593165,0.46617469,0.61034194,0.68576264,0.57168639,0.67758097,0.51493837,0.68894391,0.68464815,0.49948449,0.48724807,0.58438061,0.64793511,0.7835406,0.60455994,0.48765923,0.51563445,0.64596764,0.52813411,0.21376497,0.60009014,0.77479305,0.5313375,0.7093369,0.63440635,0.82761116,0.70678445
15,2,0.5404133,0.43546312,0.46130804,0.47395133,0.88349644,0.6910861,0.68756258,0.43381137,0.53519014,0.68255282,0.3870229,0.65043878,0.54415508,0.57926793,0.90062374,0.60969388,0.57304294,0.69749327,0.36921074,0.33974724,0.57108217,0.59525468,0.54930029,0.70763314,0.71731382,0.64727811,0.69511633,0.57337299,0.79077231,0.69629852,0.57259939,0.38511678,0.67221138,0.64476163,0.87051939,0.64523806,0.5829836,0.60657369,0.6972996,0.55356394,0.28033328,0.56248073,0.91349158,0.56838447,0.67467012,0.7611918,0.81997266,0.78911661
16,0,0.68190459,0.55658538,0.54304563,0.610556,0.96051716,0.74146638,0.78916996,0.55595636,0.56074718,0.76944333,0.52373432,0.67919252,0.65229162,0.64359687,0.92140497,0.6594427,0.76268775,0.80922768,0.53635476,0.43236946,0.68582847,0.70693395,0.65904435,0.8218042,0.73685783,0.76692308,0.7729738,0.57215757,0.880459,0.77662727,0.71806903,0.6100815,0.7218328,0.69220089,0.94711046,0.7130643,0.7011592,0.72132059,0.74765844,0.60517629,0.41001562,0.71776929,0.98278603,0.72038526,0.72213128,0.90500075,0.82696792,0.8385159
16,1,0.8452128,0.748276,0.59829734,0.77567273,0.99160593,0.79768786,0.8780325,0.7485395,0.52758467,0.77639168,0.63026235,0.63308046,0.84219819,0.69563535,0.94165386,0.73264521,0.87783177,0.92775783,0.72292921,0.50503055,0.73559048,0.78698653,0.78095614,0.97408243,0.79455396,0.9054142,0.87420388,0.55213344,0.92783544,0.9150279,0.88484054,0.77154982,0.80501132,0.79259049,0.97300658,0.82217097,0.81317828,0.83593095,0.83000851,0.66991753,0.55066829,0.90232939,1,0.88625757,0.81842325,0.97836502,0.87392458,0.8654417
16,2,0.93943596,0.9095981,0.58847427,0.90076177,0.97481779,0.87715242,1,0.91113848,0.51378491,0.79097116,0.62666491,0.57362821,1,0.73413352,0.93936381,0.77816327,0.87182364,1,0.86037429,0.5364594,0.67062416,0.79349326,0.8992028,0.99757545,0.90232975,0.99852071,0.8410474,0.580381,0.84620512,0.97692723,0.93219747,0.67853758,0.90055421,0.89551604,1,0.90179372,0.93647507,0.92378816,0.9509792,0.72047612,0.69111265,0.93380696,0.88350419,0.92505213,0.87548021,1,0.9018252,0.85413428
17,0,0.98852683,1,0.54858778,0.97035022,0.91831136,0.94134469,0.99964866,1,0.52277926,0.89236083,0.62964815,0.65085667,0.98315309,0.78104355,0.90515362,0.79960754,0.87661248,0.95662906,0.88348251,0.61550934,0.81466547,0.77896812,0.95267419,1,0.9953405,0.99842209,0.8995498,0.60062926,0.7929721,0.98098266,0.8839668,0.54206769,0.91632191,0.88120706,0.99261156,0.93077816,0.97025273,1,1,0.73911033,0.76767922,0.92908651,0.80346472,0.92610466,0.88758978,0.99865249,0.90053872,0.82282686
17,1,1,0.98900259,0.60883591,0.83748516,0.66976497,0.93185275,0.88458498,0.98345944,0.57244504,0.89942967,0.66478898,0.67432254,0.8147576,0.88361274,0.82060244,0.72127943,0.89203039,0.8310574,0.80183889,0.63143314,1,0.7484719,0.80611842,0.85369116,0.94660494,0.90350099,0.93838991,0.56785622,0.6639082,1,0.61863696,0.50068446,0.80368433,0.55427499,0.87959034,0.87097295,0.90180998,0.98098118,0.89472084,0.73475554,0.72108141,1,0.64382435,0.95120643,0.8046601,0.97095374,0.87432661,0.68633216
17,2,0.94126988,0.80175516,0.62646891,0.44187772,0.48673327,0.75436568,0.46888011,0.79958649,0.42094474,0.84054944,0.5380802,0.48939214,0.62979475,0.70938399,0.75068551,0.49465463,0.79916063,0.75131427,0.61234337,0.50425744,0.89145936,0.46054551,0.53990917,0.5447705,0.85583433,0.78932939,0.66628461,0.40024998,0.52731168,0.93495711,0.50024465,0.33119222,0.63334634,0.3179004,0.53400146,0.80474798,0.75497791,0.90958744,0.77441917,0.70178815,0.66932824,0.76892331,0.40756537,0.80588819,0.62478704,0.83672705,0.69408217,0.65769611
18,0,0.5280679,0.69409317,0.60858123,0.19555797,0.57177954,0.62050502,0.26990777,0.69715819,0.24552882,0.87444775,0.42690182,0.39936996,0.62340911,0.61425454,0.68065809,0.34923077,0.75932143,0.82986067,0.54520749,0.42584102,0.64578357,0.30747289,0.53919342,0.33757211,0.78040621,0.75349112,0.59149937,0.23260064,0.56949814,0.8728418,0.63692442,0.36752101,0.58708141,0.24713466,0.36439649,0.72690279,0.7792712,0.83671121,0.69225155,0.71803529,0.64140774,0.54401404,0.28542295,0.81482474,0.63461667,0.71660428,0.30228351,0.67843816
18,1,0.40979134,0.60492772,0.52046472,0.23041156,0.65835108,0.61387283,0.25443127,0.60877178,0.28700238,0.75193991,0.48549618,0.43085602,0.68697124,0.65726614,0.55711574,0.34301413,0.76660187,0.82075693,0.58161107,0.40473097,0.72921419,0.37077226,0.56778636,0.41899507,0.70317603,0.76004931,0.5634357,0.16273597,0.51914103,0.72084708,0.78792486,0.53066361,0.64117555,0.22754126,0.57623263,0.67320886,0.81730111,0.74885399,0.68404087,0.64777798,0.55846207,0.57901416,0.28152514,0.83445537,0.71051445,0.76216499,0.37529951,0.60754064
18,2,0.38406056,0.4945013,0.42810366,0.23942422,0.60282737,0.55300882,0.28677207,0.49707021,0.30598633,0.32699815,0.49613056,0.41745154,0.6489296,0.45847634,0.44614859,0.25875196,0.51843965,0.56281788,0.49885273,0.32088134,0.71912887,0.3167072,0.60250019,0.41407073,0.62448228,0.70840237,0.38908648,0.13410051,0.37242167,0.58375427,0.63267803,0.488101,0.64381391,0.20784869,0.4095684,0.68640096,0.70696445,0.38216132,0.76189028,0.51720949,0.33109703,0.49760419,0.27531385,0.71746599,0.60485218,0.78162899,0.49279569,0.57271378
19,0,0.3958133,0.50275438,0.34850047,0.38918678,0.76447465,0.48539093,0.45384278,0.50303537,0.45002228,0.30326934,0.5302448,0.40081648,0.57628191,0.48386073,0.56120368,0.34824961,0.40987807,0.32034021,0.38774614,0.27523596,0.52452627,0.33864607,0.76059432,0.38476716,0.61281362,0.582357,0.52008177,0.21277476,0.36783164,0.56077749,0.49065968,0.38601184,0.57779252,0.34567543,0.2644989,0.73604031,0.50586996,0.34727397,0.78700888,0.54160708,0.27786843,0.48791423,0.3156077,0.60263132,0.4336479,0.69998503,0.5116668,0.56686926
19,1,0.54135263,0.53790788,0.32816309,0.54110605,0.95497912,0.46092486,0.45646025,0.53723386,0.56893197,0.36340268,0.58294288,0.39540005,0.56312808,0.44897332,0.54196924,0.43325746,0.46344761,0.2538787,0.34835639,0.32825805,0.43945218,0.4176142,0.82369129,0.43302399,0.65870171,0.51901381,0.68044051,0.20304284,0.37762118,0.5742996,0.43899519,0.41998189,0.49159316,0.40551817,0.2524872,0.85692879,0.45090499,0.41289379,0.74072497,0.57068204,0.33416074,0.55970539,0.35767228,0.65494986,0.38615333,0.58033388,0.43587682,0.54456537
19,2,0.59677275,0.5347514,0.28816745,0.44670558,0.855796,0.45496806,0.4228722,0.53515749,0.53311794,0.45873564,0.62534878,0.36238709,0.56100199,0.40323381,0.48032864,0.49003925,0.40707722,0.24049023,0.36548413,0.27853239,0.33714414,0.45505751,0.6741121,0.53518937,0.71901633,0.629714,0.61360763,0.16995087,0.39427674,0.63960646,0.49309742,0.42917465,0.356069,0.42073387,0.33606437,0.89014411,0.60605668,0.45994343,0.56682277,0.50895152,0.26716716,0.5405508,0.43031632,0.63925132,0.3353683,0.40784549,0.36846506,0.54360424
20,0,0.72297766,0.49011842,0.45680884,0.40771666,0.66950905,0.54728324,0.47988581,0.49218723,0.52127897,0.48625592,0.7176099,0.34195892,0.60417126,0.64799127,0.52565764,0.57102041,0.54599753,0.51322819,0.40825875,0.21658739,0.34812753,0.60131449,0.37163413,0.73823259,0.66675627,0.79143984,0.47889021,0.24928023,0.49338158,0.68299238,0.5867453,0.39761599,0.38474748,0.45047815,0.57265545,0.86956266,0.85873283,0.48748659,0.42078214,0.54723067,0.15923451,0.56265863,0.50249986,0.53476318,0.28475864,0.33377003,0.3423012,0.55935689
20,1,0.75690515,0.4087738,0.54648977,0.38542738,0.54520514,0.64040158,0.57959596,0.41423544,0.46428253,0.45760302,0.80877424,0.31624289,0.65167366,0.74913203,0.54199938,0.5821978,0.74057254,0.67566355,0.41377543,0.19184804,0.4080018,0.64005915,0.26582669,0.77577126,0.54988053,0.81877712,0.50229827,0.22045513,0.53365394,0.67699322,0.61126256,0.3707748,0.39991414,0.51672452,0.61153621,0.81961481,0.98715081,0.46761923,0.3527004,0.61841271,0.14767401,0.59249947,0.45204759,0.38217655,0.2400451,0.28472825,0.34924821,0.44863604
20,2,0.62586943,0.31854279,0.4227313,0.25306688,0.49658095,0.62835412,0.64181818,0.32122119,0.49064914,0.34596353,0.72814776,0.31183902,0.67730449,0.7044936,0.50508733,0.49763736,0.53160452,0.54207804,0.29759967,0.16404849,0.48722946,0.5789747,0.25075894,0.59790151,0.4175229,0.70825444,0.5177067,0.24916818,0.36894581,0.59083328,0.50285714,0.30606743,0.34914527,0.5698307,0.33454279,0.82302302,0.71445211,0.29510387,0.32487532,0.56217675,0.15947752,0.48812771,0.30372787,0.29263231,0.30303157,0.24067226,0.40218702,0.40423322
21,0,0.40305951,0.32281509,0.29307898,0.20935892,0.47628163,0.52486766,0.71498463,0.32679043,0.64577392,0.32081292,0.52932351,0.29713266,0.65418966,0.65837715,0.51498077,0.39627159,0.41753843,0.28718425,0.22827502,0.17037292,0.51982937,0.55617483,0.37412691,0.43456233,0.34536041,0.48977318,0.46879911,0.30728385,0.33367298,0.47347771,0.36878986,0.34748226,0.28468504,0.56575051,0.1876079,0.90903615,0.49220729,0.24394811,0.38497141,0.41886646,0.19613782,0.52443248,0.28890412,0.32371165,0.34088024,0.3392948,0.43709094,0.46549823
21,1,0.35832979,0.40566758,0.30808038,0.21986545,0.46146917,0.44430788,0.60753623,0.40733767,0.69355318,0.35305647,0.47646749,0.33221897,0.62061355,0.72374764,0.42283625,0.37144427,0.46585969,0.19221481,0.26685924,0.2077289,0.47859901,0.5793559,0.43670558,0.39241702,0.2642274,0.33643984,0.41414881,0.35135764,0.39152462,0.42834003,0.32112713,0.44798138,0.23834986,0.50854289,0.19984638,0.91043176,0.49459225,0.32645079,0.36157402,0.35246933,0.24636348,0.73614109,0.33392906,0.3392811,0.30638049,0.47658332,0.38848597,0.43290459
21,2,0.2328182,0.47341121,0.17970143,0.1589632,0.28973876,0.38332826,0.37675011,0.47393982,0.45715983,0.42258013,0.42615601,0.26929506,0.52644008,0.74944946,0.30834363,0.32996075,0.36233433,0.14239005,0.19094386,0.17960722,0.25802425,0.31802826,0.36134215,0.32799097,0.15600358,0.30425049,0.27730447,0.3839238,0.25992763,0.46149139,0.22960245,0.34471284,0.13897432,0.3699157,0.13324799,0.69352588,0.36136738,0.36571735,0.22783116,0.26743798,0.20500781,0.81892687,0.25224494,0.24158475,0.24667613,0.55071867,0.20453486,0.26925088
22,0,0.34742692,0.3732383,0.23962212,0.39679462,0.48243387,0.56259811,0.67583663,0.37716875,0.48929739,0.60028918,0.55218917,0.35589379,0.38079894,0.59946434,0.55901407,0.4533124,0.42270719,0.26377313,0.26883645,0.37804813,0.41061518,0.47601052,0.41829356,0.38499289,0.41336121,0.38860947,0.39881128,0.46493406,0.39822874,0.41847741,0.41776322,0.34313333,0.31554914,0.20665864,0.2861741,0.59742034,0.49862264,0.44254365,0.30899526,0.3851679,0.351866,0.71339279,0.37155309,0.39920564,0.384767,0.53566402,0.44624105,0.44572438
22,1,0.63982511,0.36962947,0.3500285,0.70639098,0.78562362,0.71749315,0.81016249,0.37272567,0.73732917,0.82930356,0.70103536,0.61957954,0.41589789,0.62316238,0.76829281,0.65899529,0.62677151,0.43143352,0.49205045,0.64768981,0.68650202,0.72244496,0.49141101,0.58709138,0.67908204,0.5858284,0.6431247,0.6006896,0.7590039,0.58173856,0.62828309,0.59060085,0.62111467,0.23453283,0.61692758,0.64481203,0.66778827,0.62175949,0.47334874,0.69306782,0.66289707,0.71782859,0.73915904,0.66170192,0.64422916,0.46656685,0.76391413,0.76169611
22,2,0.82543108,0.53216792,0.5494852,0.87719628,0.92706371,0.79683602,0.85455424,0.54192328,0.89572193,0.84641337,0.82401509,0.86738564,0.65001104,0.80712231,1,0.71849294,0.8491783,0.60845408,0.62222132,0.80027059,0.8150696,0.8942491,0.61934497,0.80717331,0.84618678,0.74894477,0.7792128,0.82096371,0.93536806,0.71314416,0.87362167,0.75747109,0.78471626,0.39430474,0.78083394,0.73930161,0.7914918,0.85762216,0.65004257,0.85760368,0.82157612,0.87136181,0.93383038,0.77278324,0.89652581,0.61255427,0.87754282,0.93010601
23,0,0.91043992,0.64518788,0.72269855,0.91957855,1,0.84855491,0.86826526,0.64941932,0.90834819,0.84062977,0.988418,0.98934392,0.79452659,0.90947327,0.98607889,0.60346154,0.92852094,0.78958841,0.72414972,0.87952454,0.955815,1,0.76827011,0.9188195,0.98534448,0.83678501,0.8337213,0.95957245,0.97428816,0.76267323,0.95063346,0.78090053,0.8516119,0.48382801,0.90336503,0.81030101,0.8999242,0.99073442,0.78700888,0.90988269,0.97509113,0.91306307,0.90307549,0.90978056,0.9380324,0.83657733,0.8804374,0.95413428
23,1,0.86687317,0.62740505,0.80353873,0.87550455,0.89904594,0.80979617,0.85896355,0.63054725,0.81974153,0.80753474,0.97902957,0.97187309,0.79143677,0.86948715,0.85855907,0.47294349,0.88787772,0.85187203,0.75972335,0.91763215,0.95985631,0.95254683,0.77616803,0.83646852,0.95009956,0.84500986,0.81098678,0.96034825,0.87971622,0.77912292,0.9423329,0.48851168,0.85988604,0.53641709,0.8911485,0.77999442,0.90850265,0.96644884,0.86394599,0.87182934,1,0.84943189,0.78340003,0.95209016,0.76253549,0.99693068,0.84867733,0.89279152
23,2,0.69239371,0.44386699,0.80814708,0.7413336,0.69657481,0.70739276,0.7573386,0.45040472,0.66606506,0.79943771,0.81732912,0.72040246,0.62705804,0.68480309,0.61342293,0.38310047,0.60641456,0.8216438,0.73503662,0.84957748,0.713022,0.66559316,0.69913863,0.58024413,0.8221824,0.71721893,0.71733094,0.79339712,0.66812685,0.7635731,0.88248143,0.21964703,0.7451487,0.5382305,0.71343087,0.73510012,0.7882379,0.78693065,0.83706362,0.65427253,0.8461465,0.75235429,0.6406447,0.93026512,0.3777518,0.97567001,0.72275468,0.79837456
24,0,0.54026793,0.31616036,0.8449775,0.69374753,0.67752436,0.68494068,0.69895477,0.31735879,0.62051396,0.7262511,0.71159954,0.45269858,0.42355624,0.55745462,0.510933,0.40509419,0.43962714,0.62816814,0.67737998,0.75555937,0.53676695,0.51651002,0.65505837,0.47308753,0.64708284,0.57763314,0.60732137,0.67587277,0.67425007,0.77601536,0.82436872,0.21417139,0.57812817,0.47107742,0.49907827,0.81677954,0.63632162,0.56776553,0.75063861,0.61897184,0.62871897,0.71929929,0.6510608,0.9075067,0.25590446,0.80812996,0.66147785,0.75250883
24,1,0.61005748,0.37326846,0.93617434,0.73608033,0.76582589,0.74554305,0.76902942,0.37969382,0.58797534,0.60064262,0.85829604,0.34440194,0.47200029,0.57017161,0.54355621,0.46182104,0.50270366,0.59989529,0.68872254,0.67416864,0.57208801,0.5365626,0.73922057,0.4795502,0.58945639,0.58767258,0.5878954,0.71476597,0.70640891,0.75650609,0.65493228,0.33160289,0.54918429,0.25719345,0.46299195,0.85496026,0.60208175,0.42997172,0.74674614,0.62758465,0.5012845,0.71530232,0.71585988,0.9174362,0.31513279,0.62063183,0.73043338,0.7985159
24,2,0.73403708,0.51189208,1,0.79503364,0.77181435,0.82537268,0.85435222,0.51581911,0.64151812,0.65835007,0.91488988,0.61082002,0.52112852,0.6875806,0.643053,0.4916405,0.62476586,0.73073471,0.72449146,0.68880394,0.61062416,0.65282287,0.72591752,0.54978681,0.6625448,0.76994083,0.64859564,0.7704853,0.68167794,0.7228388,0.65044124,0.45509972,0.62635235,0.27544096,0.51216533,0.74207812,0.76368578,0.50155077,0.80817419,0.67045516,0.50979865,0.79120905,0.79019791,0.97850263,0.39488893,0.68936967,0.85639624,0.87342756
25,0,0.74566681,0.56583365,0.98640537,0.78861298,0.84956187,0.86547003,0.85501976,0.56965511,0.67921123,0.74013174,0.91725893,0.77824745,0.52273229,0.71776609,0.71373329,0.53038462,0.66502916,0.74808736,0.72924329,0.75551642,0.64526269,0.73342097,0.6959301,0.71208093,0.71311231,0.83120316,0.68871191,0.76004655,0.69108656,0.7407283,0.71468764,0.57385801,0.65141675,0.37025572,0.55331383,0.74517783,0.83076041,0.57130596,0.83025179,0.69865915,0.53225135,0.84228005,0.8547777,0.94367987,0.46661099,0.7872436,0.83573209,0.88226148
25,1,0.74308367,0.58543598,0.96615288,0.70402651,0.8735771,0.88007301,0.78127361,0.58807848,0.67290553,0.75912121,0.92340089,0.8558295,0.49980137,0.72455114,0.76110123,0.5633595,0.6375508,0.74203958,0.72768918,0.8038462,0.69081275,0.73552415,0.71545277,0.75806371,0.69391677,0.83000986,0.71157641,0.77367468,0.72195029,0.7707001,0.75724771,0.67164038,0.6164468,0.48490472,0.57321141,0.79784343,0.79798111,0.63035209,0.80282204,0.76444339,0.50854018,0.81502479,0.86250754,0.89270182,0.51888258,0.79660129,0.78631503,0.85123675
25,2,0.66829557,0.54231086,0.88605246,0.52234863,0.80857424,0.84526924,0.65660957,0.54363892,0.53889632,0.63013093,0.87062385,0.70381562,0.41386008,0.61155639,0.72420928,0.430573,0.4820463,0.66855793,0.734345,0.77888136,0.67966771,0.57043707,0.660155,0.63092551,0.57635404,0.59286982,0.69425374,0.83845358,0.69461004,0.75814986,0.78342508,0.65831982,0.37891656,0.56168449,0.49330651,0.76725772,0.5996968,0.62931825,0.68732514,0.77307771,0.43832668,0.54533055,0.73427992,0.75579386,0.50760815,0.78170385,0.67866849,0.63425442
26,0,0.47189855,0.40556706,0.70475024,0.32721607,0.66877201,0.67532705,0.51501098,0.40725849,0.37546049,0.61463571,0.80141265,0.324247,0.28171117,0.43201071,0.65052581,0.38036892,0.40285386,0.53658589,0.70681041,0.63403163,0.59721599,0.38641472,0.50065405,0.47302065,0.45962764,0.40141026,0.60069243,0.85084044,0.54660509,0.70540524,0.67130625,0.48557378,0.3752088,0.58211376,0.57994879,0.50060966,0.40982455,0.53618453,0.54426469,0.60830529,0.30525082,0.40887634,0.55271093,0.55550591,0.46108235,0.77137296,0.47102999,0.42689753
26,1,0.32179679,0.29281851,0.41242314,0.29430154,0.61218369,0.47689687,0.46354853,0.29600563,0.33825758,0.58564543,0.70637887,0.24777396,0.24060178,0.42683266,0.66228744,0.30525903,0.43789539,0.38189725,0.72657445,0.49408897,0.5654423,0.29254683,0.34759484,0.36409999,0.44769016,0.42362919,0.54807454,0.94578054,0.38803923,0.67621333,0.5449017,0.36975339,0.41775037,0.61690161,0.64121434,0.37250812,0.41855091,0.41438603,0.47606739,0.43686627,0.23706822,0.47970681,0.40851927,0.38270281,0.4724904,0.72465189,0.31865402,0.38513074
26,2,0.36727574,0.36209011,0.29839072,0.33443807,0.70511219,0.43059325,0.49238472,0.36506247,0.34686572,0.61684473,0.68660174,0.36870359,0.34823071,0.57538935,0.7697492,0.30878336,0.54221594,0.32396247,0.7479821,0.44932407,0.58899865,0.30862307,0.43487919,0.36914138,0.55723815,0.55932939,0.66477212,1,0.36761261,0.65323655,0.46055046,0.44209507,0.42808524,0.74073812,0.43537674,0.44688634,0.50770027,0.35647128,0.48987958,0.40068386,0.24029682,0.65817065,0.34727263,0.45800814,0.49132287,0.61076508,0.38752915,0.44695406
27,0,0.41288887,0.44922495,0.3752289,0.37793827,0.73067316,0.43541831,0.50613966,0.45500616,0.343724,0.63556109,0.67701149,0.46226172,0.38705216,0.68788811,0.81331043,0.36529827,0.60811097,0.33002094,0.72912937,0.45053742,0.61732375,0.35727243,0.5330602,0.42079258,0.60808443,0.63426036,0.79371138,0.97327817,0.3923912,0.64952907,0.43751857,0.53185351,0.43526657,0.83098392,0.47089247,0.48675647,0.59346632,0.38854969,0.48306167,0.41856539,0.25462593,0.75522452,0.34125322,0.52085195,0.45917822,0.61804911,0.40696309,0.47789399
27,1,0.40112495,0.49248075,0.44663408,0.43729719,0.64226927,0.45087922,0.4640404,0.49548654,0.30723411,0.54947385,0.70737036,0.50196085,0.37624513,0.75185993,0.79835478,0.39328885,0.57227425,0.29745266,0.69640358,0.44634977,0.63193534,0.37305291,0.59375077,0.4555472,0.5803863,0.63214004,0.89812003,0.90819757,0.40540901,0.63519107,0.47541284,0.56333846,0.46256342,0.9018205,0.44375274,0.4508234,0.62132781,0.37850385,0.49101691,0.4465866,0.27732165,0.72259648,0.34370374,0.51005858,0.39739435,0.6082722,0.38762563,0.48614134
27,2,0.28539798,0.42024367,0.46222971,0.46301939,0.39789943,0.43858229,0.36160738,0.42966743,0.24327837,0.33899912,0.69384926,0.40544537,0.28414625,0.67910922,0.70073623,0.33420722,0.42089592,0.18578237,0.6280716,0.38823807,0.55084868,0.28634243,0.54704198,0.40998244,0.42480088,0.49204142,0.88513394,0.7029394,0.38754404,0.60224369,0.51656619,0.46257608,0.44827882,0.96111072,0.37862473,0.43131436,0.55120265,0.2897786,0.49990269,0.44331781,0.27648846,0.51397158,0.33952634,0.40711945,0.30035911,0.58272945,0.34867733,0.44031802
28,0,0.23205779,0.30236836,0.3953965,0.40868619,0.31759274,0.38118649,0.31826087,0.30409115,0.24534314,0.34416419,0.57653769,0.29440033,0.24094755,0.56315842,0.59818604,0.25795918,0.3317989,0.15639826,0.51620016,0.28325692,0.42384374,0.23710154,0.45578399,0.3345038,0.31308244,0.37530572,0.74026634,0.632411,0.3461956,0.56732857,0.48756662,0.40466062,0.3993287,0.94333074,0.36906364,0.48772605,0.42605705,0.26761923,0.47667559,0.39597424,0.24809061,0.45120621,0.31503207,0.40863867,0.31272758,0.52575236,0.35255287,0.39435336
28,1,0.22323485,0.24609461,0.29425533,0.32031065,0.28390386,0.30415577,0.28301274,0.24764209,0.27594326,0.36084023,0.34307274,0.26159632,0.22644008,0.46468604,0.61238839,0.18562009,0.35665312,0.13593623,0.37558991,0.23865308,0.30081724,0.20475189,0.35686255,0.28759301,0.25455994,0.33061144,0.56110789,0.63816912,0.29819065,0.49699442,0.43061599,0.39000274,0.32590742,0.96210243,0.37585955,0.5126559,0.40377896,0.22806983,0.44371123,0.33483511,0.21872071,0.53813127,0.2631325,0.39610764,0.32975614,0.41105704,0.35417705,0.31798587
28,2,0.2496813,0.22950803,0.21696843,0.22353581,0.24625338,0.23070277,0.25048748,0.23066162,0.26384433,0.35568319,0.31551285,0.25012054,0.28322666,0.44496578,0.7269011,0.15638148,0.40850857,0.14164209,0.31002441,0.24335613,0.34103278,0.15821886,0.39478491,0.25271298,0.23784349,0.29683432,0.54372615,0.56656323,0.30151414,0.41842942,0.32295325,0.38522208,0.26027633,1,0.31069495,0.38982827,0.41603653,0.21862869,0.34533512,0.27112612,0.20935601,0.4961335,0.23718546,0.37065833,0.29306831,0.34431053,0.34575058,0.26669965
29,0,0.24319549,0.21251935,0.2403255,0.17691927,0.24679592,0.19959842,0.1602635,0.21310048,0.19793523,0.39385493,0.37859086,0.26284998,0.30554697,0.41039579,0.75584817,0.12562794,0.37587913,0.16020216,0.30245728,0.21984087,0.36223619,0.18488991,0.38981168,0.25898336,0.2194544,0.26503945,0.49846979,0.44334971,0.28366822,0.36471294,0.22788991,0.29613757,0.2308563,0.99808741,0.25546452,0.37566658,0.36502801,0.23762801,0.29757329,0.26013699,0.17987329,0.35429466,0.21695083,0.3738457,0.2488475,0.38433897,0.32248935,0.28725795
29,1,0.17506094,0.15606466,0.18101117,0.098263751,0.29431455,0.34616368,0.25157664,0.15664262,0.24145128,0.40535786,0.2907695,0.22605998,0.22369602,0.33006646,0.51826518,0.13101256,0.24948754,0.088709023,0.12026037,0.23677401,0.21832959,0.12328623,0.4544142,0.22933701,0.19348865,0.17188363,0.36680098,0.60318938,0.23106371,0.24008639,0.18814329,0.19403787,0.11212239,0.96543175,0.073606437,0.22157747,0.40941781,0.12226665,0.28081134,0.19849249,0.17854539,0.23350808,0.16787457,0.18158078,0.19018707,0.46828867,0.19261076,0.20891873
29,2,0.26160177,0.40236032,0.2502577,0.079675505,0.47952666,0.53291755,0.54306544,0.40329931,0.47352941,0.43763354,0.45153988,0.18862709,0.22054734,0.39879972,0.556493,0.33516484,0.30118395,0.32491345,0.29587469,0.35520933,0.40665469,0.32784752,0.59067799,0.28813644,0.18821187,0.23575937,0.44105448,0.70207741,0.27128845,0.34663147,0.29179554,0.32400017,0.3645617,0.91740455,0.47650329,0.58485993,0.55700789,0.31407393,0.46581316,0.42675885,0.37111613,0.35895581,0.2870347,0.33519015,0.30872724,0.54400359,0.4033931,0.3959576
30,0,0.4597097,0.5613402,0.45053906,0.30295805,0.81938416,0.73824156,0.77367589,0.55995073,0.69794266,0.58260101,0.71272265,0.36248353,0.25233576,0.51003869,0.65140969,0.59400314,0.6067238,0.58273497,0.51465419,0.57054042,0.68487652,0.53655603,0.75286917,0.39525959,0.48068499,0.41866864,0.66966406,0.83759159,0.63928197,0.56869638,0.50360856,0.52968431,0.59915697,0.84763052,0.793782,0.79231978,0.74497587,0.64510875,0.68951466,0.67406802,0.55840132,0.58916669,0.52550299,0.57148247,0.5175714,0.56543644,0.75785961,0.68276325
30,1,0.64808892,0.65727095,0.49772614,0.8325188,0.87842929,0.93726803,0.849574,0.65796234,0.89416221,0.81910194,0.81868913,0.61911344,0.27817995,0.64607678,0.75371883,0.80800628,0.82999647,0.65979613,0.78110659,0.84361813,0.74827122,0.65724614,0.80719204,0.55736142,0.66291318,0.68415187,0.8552742,0.85776226,0.91511285,0.81550183,0.71947575,0.82167302,0.76806651,0.82333357,0.92852963,0.81796947,0.85004345,0.83891544,0.70502372,0.84768981,0.7169415,0.76657495,0.79151362,0.75635985,0.68587774,0.61188052,0.93374608,0.91773852
