,,pid1263-28,pid610003b-04,pid9048b-04,pid9049-29,pid9050-29,pid9054-29,pid9055-28,pid9058-29,pid9059b-04,pid9060-29,pid9061-29,pid9062b-03,pid9063b-04,pid9066-29,pid9070b-12,pid9072b-04,pid9073b-04,pid9074f-29,pid9093b-03,pid9094-28,pid9097-19,pid9098-08,pid9099b-04,pid9101b-11,pid9104-29,pid9118b-04,pid9130-03,pid9138-29,pid9139-28,pid9153-28,pid9170-28,pid9174-29,pid9192-29
67,1,0.71049248,0.59143514,0.55035717,0.78912054,0.57729672,0.68952524,0.45096854,0.55259051,0.56313436,0.38417314,0.70367838,0.4251485,0.53788066,0.8888595,0.34743796,0.85373737,0.64023127,0.71733813,0.69299167,0.73947839,0.62285473,0.51157244,0.34322912,0.58441956,0.82140227,0.68255983,0.76676528,0.57605541,0.63914528,0.258592,0.44898711,0.459748,0.4295449
67,2,0.67466871,0.57885193,0.52334526,0.82113074,0.55115127,0.61885457,0.39298027,0.59664526,0.63419211,0.43130528,0.76357172,0.48217374,0.50405901,0.88445832,0.33353096,0.89882828,0.62068305,0.75213429,0.77265067,0.82278492,0.65808557,0.39420202,0.42075242,0.4859512,0.8618997,0.61509616,0.73816345,0.54529714,0.6036851,0.25268789,0.48084715,0.47282932,0.41001866
68,0,0.70020767,0.67593979,0.67544554,0.88338492,0.6755574,0.60880166,0.31885552,0.70000357,0.73685592,0.51902305,0.84424997,0.55047532,0.65073969,0.84659331,0.403337,0.95062626,0.73960042,0.82829736,0.86285686,0.90773491,0.71573604,0.41124436,0.54249761,0.50452097,0.94592162,0.66269337,0.75154059,0.52222845,0.61014494,0.35601638,0.5705774,0.54339061,0.53543441
68,1,0.78054539,0.81098414,0.8671035,0.91560452,0.85695473,0.63654369,0.30752621,0.80894914,0.82705619,0.61653042,0.91925338,0.55284858,0.85599786,0.76750952,0.51731176,0.96056566,0.88259095,0.90151878,0.93391158,0.93327974,0.76420111,0.41927285,0.66032396,0.57322277,0.96555674,0.75081112,0.82868135,0.51840913,0.59544363,0.50935808,0.67993717,0.60378007,0.67253995
68,2,0.84007862,0.83049177,0.96493727,0.88163693,0.8863215,0.60820821,0.31833126,0.82314959,0.8301575,0.64425087,0.94147409,0.54249742,0.88955165,0.63281845,0.5647836,0.87515152,0.92572154,0.93293365,0.94707573,0.9102358,0.75797679,0.38936478,0.63331011,0.58407098,0.92604107,0.82408191,0.90776319,0.4910577,0.57753537,0.57952054,0.72451522,0.62156548,0.70552446
69,0,0.87795441,0.76622492,0.97564707,0.74813365,0.81085325,0.53898184,0.33342811,0.68537425,0.79005444,0.63653176,0.9435936,0.50963382,0.82780113,0.55868599,0.54615906,0.67589495,0.87671331,0.92813749,0.91965702,0.87525009,0.70963258,0.30781462,0.52824175,0.53879793,0.91016935,0.82374101,0.97164373,0.45767683,0.55415579,0.5976093,0.68405373,0.61777778,0.67885941
69,1,0.85752077,0.6588052,0.8170787,0.51068827,0.66060557,0.44456599,0.3314466,0.48772352,0.70086525,0.59621415,0.90482702,0.412947,0.60524581,0.50609395,0.38577115,0.44159192,0.75464764,0.87298161,0.84527161,0.75068775,0.64050036,0.35884085,0.35851258,0.47087779,0.90026998,0.72375041,0.96449912,0.40553547,0.50431614,0.54638093,0.56055682,0.59858725,0.53634299
69,2,0.78636768,0.54571453,0.50005803,0.40209395,0.50222353,0.3539039,0.30365203,0.33673652,0.5919405,0.53286652,0.80603036,0.37587321,0.43299543,0.51524545,0.32624714,0.26850101,0.5739373,0.62370104,0.60773196,0.58346731,0.57836597,0.42453559,0.28740747,0.43365374,0.79948458,0.57334133,0.84543786,0.35221775,0.43616593,0.40343416,0.34136063,0.53948072,0.3321895
70,0,0.704732,0.51492583,0.31818134,0.37949745,0.47471054,0.34567425,0.27367158,0.26889125,0.49328213,0.46101581,0.73929988,0.33942961,0.38963407,0.53478629,0.3988312,0.25499798,0.52253492,0.46851319,0.34364592,0.44330118,0.55809766,0.38500901,0.28356701,0.39170804,0.63497505,0.57221282,0.74148435,0.31933595,0.39194703,0.29007397,0.27617268,0.45057656,0.25160217
70,1,0.65082328,0.49212028,0.35260042,0.32322469,0.45004407,0.33524954,0.23587169,0.19273061,0.43151857,0.39367462,0.62049774,0.41269224,0.36660898,0.58062844,0.54493097,0.3167596,0.49757592,0.33033573,0.28146312,0.33401215,0.57210539,0.32134099,0.37741008,0.34658287,0.41752434,0.58497908,0.65164466,0.28893415,0.2880263,0.19836878,0.27665475,0.3720504,0.23842784
70,2,0.66151602,0.49411607,0.40154896,0.27361617,0.46227094,0.31416416,0.27691487,0.20712167,0.4613358,0.36891584,0.51409818,0.54944289,0.4143075,0.59540838,0.59256373,0.36336162,0.51348504,0.31479616,0.33652855,0.32095391,0.60125695,0.33061238,0.44564138,0.38384916,0.41290191,0.60042554,0.65660263,0.30561186,0.27294567,0.16381588,0.32621059,0.39701413,0.2640464
71,0,0.67620154,0.56199725,0.4829118,0.339685,0.52484375,0.36302016,0.30644215,0.29862642,0.55237216,0.43240418,0.51808423,0.70035264,0.5019986,0.6140711,0.66757856,0.44116364,0.5931264,0.37151079,0.43644925,0.350393,0.65282814,0.42716696,0.50418009,0.48167318,0.57491614,0.6172944,0.71263696,0.36109895,0.36748698,0.22682605,0.40495071,0.42979,0.34081285
71,1,0.6741248,0.63146046,0.52061241,0.46001457,0.60990508,0.4501859,0.32083704,0.36705543,0.61222049,0.47915438,0.55913442,0.76707204,0.59326452,0.63520948,0.75611925,0.52094545,0.66928427,0.43792166,0.4740682,0.40305466,0.65784385,0.48169796,0.50381433,0.56624063,0.68574,0.62016269,0.7704019,0.41314865,0.45999379,0.28951261,0.49983209,0.43118748,0.41654904
71,2,0.69350771,0.67865357,0.59999156,0.53151857,0.66004842,0.52568998,0.34186956,0.46476692,0.60408322,0.56668453,0.62013538,0.80461512,0.65839412,0.65084638,0.81187431,0.60795152,0.6967691,0.50032774,0.47876685,0.3973562,0.61995407,0.53832286,0.48192981,0.6090525,0.69917369,0.63709033,0.80323671,0.43458268,0.50824722,0.3415599,0.54069982,0.37804506,0.49708769
72,0,0.69680825,0.70171468,0.64218712,0.4695284,0.68278007,0.57520378,0.35657544,0.52956243,0.52598678,0.5804476,0.65136059,0.79063032,0.69465735,0.65861193,0.83201491,0.63966061,0.69427918,0.53667466,0.45550159,0.40254555,0.61094996,0.50601857,0.51569276,0.63477342,0.63432872,0.68361781,0.80427741,0.45506442,0.48648835,0.36586316,0.50994475,0.30162658,0.56727509
72,1,0.69416288,0.72852397,0.64911947,0.37783139,0.71182269,0.59318604,0.37487116,0.54292896,0.45658176,0.56205441,0.66327772,0.73988013,0.69462645,0.67205882,0.80325231,0.62351515,0.69706836,0.55346123,0.46851705,0.40771704,0.63095238,0.44090609,0.55725856,0.63284039,0.54631433,0.72963982,0.79677031,0.44928451,0.42997046,0.34533747,0.42178529,0.28445972,0.61984262
72,2,0.71694521,0.75314276,0.69777257,0.34197924,0.75119787,0.62049192,0.41301759,0.56698157,0.42038693,0.54075985,0.66785861,0.67593623,0.70813244,0.69103893,0.7519607,0.59274343,0.7345727,0.57780975,0.52399881,0.40082172,0.63572637,0.45838512,0.58159889,0.63048484,0.46800295,0.75537217,0.80984343,0.43084993,0.42441867,0.34099194,0.36591377,0.32112257,0.63781131
73,0,0.72381824,0.76129629,0.76044865,0.34791515,0.77722176,0.65461175,0.43028257,0.60061233,0.42120358,0.57616591,0.67978258,0.60303563,0.75562492,0.67379391,0.74576099,0.57936162,0.78550822,0.59966427,0.62000397,0.3939264,0.64515349,0.50577222,0.57727946,0.6705609,0.4650904,0.76290732,0.82967528,0.4344299,0.50694836,0.35280016,0.34043982,0.38669721,0.6187069
73,1,0.71598101,0.72527473,0.76338198,0.36042425,0.73266003,0.6528886,0.40698418,0.5892353,0.40321797,0.56251675,0.68494462,0.4969094,0.71329377,0.59572577,0.75777928,0.54339394,0.76818655,0.59310951,0.60014869,0.392408,0.61934977,0.51105736,0.5269703,0.6652477,0.45462652,0.72476137,0.82486933,0.43273412,0.54294877,0.34469687,0.31444047,0.42196258,0.55366269
73,2,0.72730419,0.63978436,0.65668492,0.40268572,0.62305378,0.58321893,0.35154612,0.55673628,0.37412989,0.50613106,0.64301244,0.35865703,0.60005357,0.48427846,0.73858728,0.43326061,0.66868573,0.54436451,0.49746233,0.3785995,0.52733865,0.45523867,0.47933467,0.60369705,0.41097112,0.63819533,0.78989464,0.41118806,0.536328,0.29437327,0.28150796,0.45055365,0.34539628
74,0,0.68641218,0.51998832,0.50950165,0.40360524,0.46272678,0.47641928,0.28341923,0.49908865,0.39008361,0.38688019,0.51266238,0.28205575,0.44901512,0.43060728,0.69501143,0.32845253,0.52953781,0.47191047,0.34538065,0.34869596,0.47845661,0.39655346,0.47490203,0.52285835,0.39639205,0.58653078,0.72441212,0.3864185,0.46500534,0.22845067,0.23881486,0.41276823,0.17743977
74,1,0.56182011,0.4526791,0.40115856,0.43236526,0.38060314,0.35892321,0.217807,0.43702124,0.43559207,0.27290941,0.40248872,0.28071493,0.38535872,0.49661447,0.61402558,0.31549091,0.44298933,0.39896083,0.28749009,0.3142283,0.47026831,0.37930957,0.51173909,0.42997782,0.40075268,0.55166455,0.62344041,0.35953557,0.34948678,0.1788205,0.23118297,0.37354716,0.21754685
74,2,0.5240803,0.45923844,0.36777352,0.5195193,0.38845386,0.3039325,0.22355607,0.44790984,0.49959168,0.27397481,0.37864078,0.38760542,0.45098282,0.58154888,0.56870501,0.3781899,0.45399045,0.39794564,0.32611023,0.28412826,0.49725042,0.45457803,0.58250457,0.38955318,0.45593553,0.55046551,0.60146868,0.35896522,0.3078886,0.17757232,0.26115805,0.38206949,0.24677537
75,0,0.51179292,0.51052049,0.47341542,0.60008194,0.46882503,0.35026455,0.33104674,0.48953432,0.5678495,0.37529483,0.41426911,0.53827382,0.56619071,0.69034067,0.59028542,0.49635556,0.52789782,0.45779376,0.40106067,0.28512862,0.57273387,0.57745753,0.68051032,0.44470265,0.55083858,0.56178587,0.63558975,0.4,0.34822239,0.29058909,0.31473297,0.40988163,0.33033179
75,1,0.50550089,0.59612038,0.56670149,0.65466133,0.56991197,0.45998856,0.42022392,0.55455618,0.61629399,0.49582552,0.47556406,0.62384522,0.67857584,0.7961278,0.67155924,0.62187475,0.62683601,0.5115028,0.43232554,0.32395498,0.68642736,0.69221897,0.74399547,0.58012042,0.6412501,0.55817699,0.67921748,0.50171615,0.42891298,0.37257298,0.37777597,0.46758305,0.42660015
75,2,0.49352255,0.68077106,0.68836061,0.69242535,0.66127415,0.63951094,0.46262662,0.61751707,0.60760257,0.61251675,0.52896212,0.65838484,0.7920839,0.81858866,0.71133226,0.70801616,0.74167136,0.55318945,0.40990285,0.38116292,0.72002659,0.81861444,0.70536445,0.68764128,0.68391557,0.5857079,0.73716952,0.53068188,0.48726997,0.46030247,0.39607843,0.53160748,0.54013142
76,0,0.49861551,0.70732479,0.79366486,0.69673161,0.68550503,0.77577578,0.47931402,0.68731609,0.58124635,0.62197802,0.53425407,0.63764229,0.8576977,0.7221752,0.72439231,0.73712323,0.79374409,0.555004,0.3249207,0.36755984,0.73730964,0.87801628,0.59800575,0.76231119,0.70250348,0.68077303,0.77778038,0.49908846,0.51373004,0.52749967,0.36069765,0.58859107,0.64096698
76,1,0.55670243,0.66704392,0.80642166,0.75167516,0.63325466,0.83726584,0.46378177,0.6520294,0.59430294,0.56598767,0.48138931,0.57983937,0.83046936,0.46933982,0.70123655,0.69565253,0.74826723,0.4829976,0.30995242,0.38196677,0.72081218,0.87913601,0.5441261,0.77553607,0.6744089,0.78622984,0.77420222,0.46003463,0.45155691,0.5243627,0.30089373,0.62960672,0.66298369
76,2,0.58137609,0.62903874,0.77292056,0.80326839,0.60584297,0.81095381,0.47842545,0.5672794,0.62468404,0.52235326,0.43804184,0.56224776,0.78235876,0.4778777,0.64798001,0.6050101,0.72112956,0.5296243,0.35006939,0.45142908,0.62968335,0.81599427,0.5412697,0.72710468,0.61419455,0.84762778,0.78527579,0.38672404,0.41487833,0.484084,0.27199112,0.64907216,0.62134339
77,0,0.55927364,0.59778759,0.73228662,0.78621631,0.57795516,0.74903475,0.4527368,0.46363517,0.63282131,0.53407263,0.41908246,0.54745847,0.75026785,0.48161236,0.62902515,0.5442101,0.68153034,0.57081535,0.34644132,0.52434798,0.58312183,0.72043625,0.46804842,0.67909581,0.55231122,0.83924625,0.78424678,0.36110404,0.38246417,0.46478008,0.25837937,0.62277969,0.5756794
77,1,0.46912085,0.5257688,0.57915229,0.54610342,0.47889421,0.57480337,0.33234406,0.34506379,0.47781451,0.52321764,0.41673048,0.43252303,0.60216549,0.24730216,0.61328026,0.42845253,0.56400158,0.49883293,0.24443894,0.41953376,0.34408388,0.64290593,0.30656623,0.56036759,0.46266874,0.58168759,0.69576351,0.34044915,0.32744055,0.40293224,0.20506446,0.50792669,0.45781618
77,2,0.38270125,0.42347243,0.36909246,0.35648216,0.35005116,0.43632204,0.20063977,0.21671174,0.25569706,0.39098767,0.3805415,0.34927126,0.42829769,0.2313796,0.46708732,0.31708283,0.41823384,0.28786571,0.14985131,0.30443909,0.18550882,0.4391817,0.22515893,0.29538397,0.29907551,0.40489961,0.50710368,0.22635331,0.22993368,0.28405098,0.17242444,0.42910271,0.37705849
78,0,0.36455449,0.33453811,0.22049529,0.30374181,0.24469949,0.38282568,0.15271015,0.17680275,0.24307797,0.26487537,0.30980446,0.28530055,0.39664977,0.23967414,0.28519522,0.29278384,0.28641201,0.18402078,0.14981166,0.28019829,0.14062122,0.32869764,0.24499695,0.27397275,0.26905833,0.44907603,0.46931091,0.16494373,0.2262095,0.1593911,0.15644026,0.3741428,0.31345826
78,1,0.3654198,0.34267947,0.2302449,0.26848143,0.25854716,0.32015587,0.15825484,0.18666683,0.29108497,0.22833021,0.29472173,0.2749762,0.4163473,0.32409014,0.24047599,0.31328485,0.30089661,0.21258193,0.17103489,0.29671311,0.17549553,0.29225033,0.28593573,0.32956586,0.29500123,0.52115954,0.51118465,0.18646942,0.23292222,0.13271034,0.16901202,0.35741123,0.3140099
78,2,0.36921479,0.35285313,0.2464626,0.27440823,0.27024727,0.28777349,0.19150524,0.17656449,0.3194439,0.2304811,0.31757145,0.31222429,0.40758025,0.35958527,0.23342932,0.31793131,0.31566851,0.23798561,0.21067605,0.29446231,0.24199903,0.3175339,0.31817469,0.39382064,0.31294281,0.57586872,0.57030601,0.20982839,0.24741664,0.12665434,0.21858412,0.38381825,0.31637057
79,0,0.42207278,0.38081852,0.29373345,0.35309541,0.2981452,0.29202774,0.22886085,0.17931642,0.35696092,0.28379791,0.36158895,0.38429359,0.45319776,0.42380449,0.32533243,0.36759596,0.35032381,0.27865707,0.25570975,0.25022329,0.31266618,0.37600636,0.36483497,0.4785254,0.38888162,0.5935722,0.61939452,0.24087692,0.28833665,0.16127328,0.27313942,0.42394044,0.35100998
79,1,0.46928155,0.40530345,0.32181106,0.44994538,0.31864826,0.33572859,0.24994669,0.19630455,0.39090997,0.3434736,0.39455764,0.41056033,0.48558742,0.51775286,0.4049801,0.44114747,0.36775321,0.30943245,0.27426646,0.25788675,0.33701354,0.42521863,0.41146042,0.55681842,0.44592162,0.59760427,0.64818344,0.25211081,0.31438292,0.23594637,0.3361391,0.4305231,0.38920256
79,2,0.50236106,0.42888783,0.35611408,0.52800437,0.34305135,0.41316316,0.29172739,0.24676856,0.38122691,0.44927633,0.43958704,0.41997292,0.51046689,0.56271689,0.56580842,0.53507071,0.3759412,0.34968026,0.29384417,0.29198821,0.31105874,0.47092613,0.42034312,0.65693461,0.46144973,0.62219636,0.64509641,0.22982635,0.35010747,0.28763704,0.37099448,0.38330661,0.47233715
80,0,0.5103837,0.42499361,0.39168329,0.48972141,0.33394451,0.4487559,0.29655234,0.27422833,0.35200272,0.46806486,0.45650896,0.39211059,0.48728726,0.56482226,0.65077496,0.58033131,0.35937369,0.36252598,0.28098731,0.30065202,0.28373822,0.39403406,0.41341984,0.70660188,0.41847337,0.65984859,0.59860382,0.24161532,0.3338774,0.3159226,0.34897628,0.30664376,0.52776831
80,1,0.45973843,0.43098098,0.41252255,0.40775674,0.33062188,0.4502288,0.2858006,0.25444062,0.31317325,0.43779818,0.44540544,0.35684692,0.44045411,0.54517562,0.6436436,0.59339798,0.34729521,0.34748201,0.29269429,0.28719185,0.28146,0.3267717,0.3910128,0.71430231,0.37266628,0.71411106,0.54054655,0.25690788,0.29627927,0.29366002,0.30112664,0.29980145,0.5434899
80,2,0.41481655,0.47100629,0.46487924,0.38506009,0.36650222,0.4974975,0.29583259,0.2307454,0.31268715,0.41760252,0.43988787,0.32972205,0.46651832,0.52394202,0.62424833,0.58942222,0.37673127,0.34034373,0.33670698,0.28069846,0.31626783,0.36727244,0.38564835,0.68089152,0.35224577,0.75025862,0.5186099,0.28397922,0.29987701,0.28700304,0.27930885,0.3318824,0.53551554
81,0,0.42338311,0.51973276,0.51037743,0.3934268,0.42008975,0.53803089,0.29874711,0.28495014,0.33912114,0.42483248,0.4481403,0.34268782,0.52786706,0.49491113,0.63598713,0.5808404,0.42779846,0.33980815,0.40568993,0.30850304,0.36702925,0.42594645,0.38241749,0.668818,0.40244621,0.78597122,0.5299641,0.32705607,0.34367062,0.29710738,0.27039324,0.36672776,0.51501582
81,1,0.44376731,0.50907232,0.49890792,0.37439913,0.41707102,0.51210496,0.27109472,0.3330911,0.32393545,0.41879523,0.45336387,0.32677223,0.50025755,0.48542107,0.60715677,0.54285253,0.43451405,0.33284572,0.38994845,0.33062701,0.38420957,0.44361584,0.30834277,0.64227316,0.42691647,0.75486669,0.51865667,0.32712227,0.36788929,0.2977678,0.27228361,0.38238259,0.46977367
81,2,0.42245599,0.42622273,0.40897724,0.34292607,0.35008155,0.44323609,0.23714235,0.29972242,0.29100719,0.36433932,0.41809791,0.28456309,0.37799275,0.45065595,0.49561277,0.44937374,0.37837126,0.29916867,0.3227498,0.32606288,0.3290307,0.3615842,0.27310807,0.57808176,0.36803567,0.69208163,0.47833815,0.29984213,0.36182025,0.26073174,0.26230636,0.38849943,0.2886347
82,0,0.30563934,0.2820026,0.30027539,0.29773307,0.21019683,0.33180323,0.13831527,0.16328135,0.25910947,0.26372956,0.2949747,0.24740886,0.22037129,0.37224926,0.24382146,0.34118788,0.25963346,0.23804157,0.20573949,0.2901304,0.22884336,0.30478014,0.24722633,0.46862787,0.30059723,0.60117788,0.38391469,0.22440291,0.31950942,0.169753,0.21687791,0.36254296,0.13021822
82,1,0.23818236,0.23421318,0.27802222,0.25386926,0.170538,0.25999571,0.13644038,0.15862332,0.22178689,0.23770437,0.2194585,0.25097545,0.22956072,0.30421075,0.2769967,0.26418586,0.20781211,0.20203837,0.20107058,0.24655234,0.15464104,0.2902684,0.24314204,0.30556671,0.26455044,0.56250294,0.32197523,0.17503692,0.26720997,0.099399023,0.13852237,0.32949217,0.16909224
82,2,0.20736501,0.22969832,0.29329028,0.17886016,0.16794473,0.21089661,0.1437711,0.14937873,0.2104511,0.25378585,0.20566799,0.27598182,0.24430296,0.33618282,0.27670026,0.22932525,0.20633971,0.18199041,0.23933386,0.21694355,0.17878293,0.25183916,0.22724027,0.27452202,0.27673239,0.56996756,0.33417135,0.17473647,0.24008322,0.08691058,0.099252519,0.30429935,0.18980287
83,0,0.21292771,0.18287029,0.32817364,0.19552986,0.13550858,0.21748892,0.15224809,0.12289584,0.19848338,0.21478156,0.21876795,0.3091404,0.18898092,0.27150868,0.2277039,0.16757172,0.18055472,0.19543565,0.27477201,0.17060557,0.21021271,0.18598766,0.1690499,0.29218337,0.27768142,0.38994687,0.31567254,0.1730305,0.21812894,0.085781271,0.14261727,0.27676212,0.1709175
83,1,0.19558445,0.18266341,0.33081152,0.23302986,0.16014466,0.26560132,0.16221788,0.13863309,0.17898114,0.28105736,0.20538083,0.30774594,0.18652903,0.26072789,0.14980097,0.17273535,0.19483582,0.18438849,0.17817209,0.13859414,0.20828499,0.21579495,0.17662632,0.29142284,0.27224086,0.31397235,0.24898561,0.15921984,0.21049667,0.10690794,0.15890478,0.2734097,0.15311106
83,2,0.13678056,0.22362577,0.28447976,0.12875091,0.16710394,0.27757043,0.098196197,0.07815966,0.17517986,0.23399223,0.17791604,0.14632413,0.19267936,0.17371985,0.16322521,0.15103838,0.18529514,0.15370104,0.23778747,0.1583512,0.13346024,0.27527517,0.12280763,0.30158445,0.24730426,0.26702168,0.20836305,0.14369303,0.19948505,0.11820763,0.13555411,0.15011837,0.094556664
