,,pid1263-28,pid610003b-04,pid9048b-04,pid9049-29,pid9050-29,pid9054-29,pid9055-28,pid9058-29,pid9059b-04,pid9060-29,pid9061-29,pid9062b-03,pid9063b-04,pid9066-29,pid9070b-12,pid9072b-04,pid9073b-04,pid9074f-29,pid9093b-03,pid9094-28,pid9097-19,pid9098-08,pid9099b-04,pid9101b-11,pid9104-29,pid9118b-04,pid9130-03,pid9138-29,pid9139-28,pid9153-28,pid9170-28,pid9174-29,pid9192-29
22,0,0.49444966,0.31156219,0.35322296,0.43008922,0.2429774,0.50037895,0.30746401,0.50259111,0.41371767,0.40227821,0.55936688,0.38761883,0.59558248,0.33733601,0.77836029,0.38545455,0.29925662,0.37586731,0.50447066,0.3967667,0.51788736,0.40491787,0.57025168,0.56764551,0.36639123,0.46514553,0.65233457,0.38873555,0.43401648,0.32508916,0.29282851,0.51648721,0.22097834
22,1,0.34467712,0.32068928,0.33605563,0.41565914,0.24445638,0.43612899,0.23363249,0.41942555,0.45780673,0.31803136,0.44414741,0.41115029,0.48397,0.39948159,0.69183535,0.33991919,0.3050744,0.31528377,0.4861816,0.34338156,0.50439328,0.38788673,0.62485413,0.4659343,0.42507568,0.48804486,0.57895906,0.3464684,0.36846401,0.28510765,0.28302459,0.52531501,0.27404884
22,2,0.32250049,0.35714894,0.38737826,0.46882739,0.28304142,0.44701845,0.27104141,0.43926091,0.54707369,0.35928035,0.40546971,0.56159075,0.50310092,0.48750529,0.6525451,0.39211313,0.35143709,0.35891287,0.5612609,0.25669882,0.55487672,0.46779088,0.70769834,0.44618147,0.50068723,0.52850661,0.59237129,0.35585884,0.3840274,0.28848237,0.31574044,0.55270714,0.31813904
23,0,0.35438093,0.4379419,0.50488008,0.55796613,0.36751522,0.49874875,0.37699485,0.51806626,0.63012833,0.43056151,0.41901408,0.70123758,0.60624511,0.60390394,0.67779283,0.47661414,0.44224715,0.43922462,0.63586439,0.24258664,0.68382886,0.59423114,0.79325089,0.52765396,0.60268347,0.54206047,0.63788164,0.41435555,0.45867194,0.43290847,0.37775972,0.60676594,0.42098645
23,1,0.3920713,0.56124274,0.56411636,0.6243354,0.49749283,0.59468039,0.44483739,0.59900406,0.68679759,0.4956647,0.45413647,0.7611456,0.68066716,0.71602835,0.74494791,0.58542222,0.56621617,0.52320544,0.66165741,0.32278492,0.81188059,0.71325876,0.83418096,0.67426851,0.66858382,0.52783655,0.67348776,0.49824311,0.52924746,0.5369436,0.45726357,0.68561283,0.50093291
23,2,0.39733732,0.64876541,0.64214491,0.67546431,0.61202225,0.77985128,0.50980096,0.68963915,0.68123663,0.54094077,0.55412963,0.76165511,0.7439939,0.74195937,0.79568053,0.71005253,0.69255539,0.59031974,0.64201031,0.4007324,0.85968093,0.8548826,0.78854829,0.7833527,0.72701464,0.55480322,0.67922918,0.52803381,0.57248934,0.62952054,0.48462788,0.77159221,0.59366431
24,0,0.40742435,0.68283986,0.72629335,0.63262928,0.66968202,0.84820535,0.55147503,0.75933096,0.61912308,0.55733718,0.59867359,0.67999893,0.78950839,0.69769361,0.78112984,0.77132929,0.76764787,0.59967226,0.57184774,0.50458199,0.88445734,0.94279284,0.72182357,0.80571459,0.74041561,0.64637702,0.63426841,0.52253399,0.55953517,0.66900013,0.46297801,0.82367316,0.6770017
24,1,0.45455894,0.66581481,0.7552784,0.64968135,0.66150714,0.86772487,0.547823,0.72279339,0.60759284,0.57010855,0.64429099,0.54668079,0.75857131,0.66675836,0.70697044,0.75711515,0.77309456,0.53710631,0.54240682,0.60360843,0.85629683,0.95326234,0.67020813,0.74740678,0.70203714,0.77402784,0.60815725,0.48164689,0.50261497,0.61806234,0.40960351,0.84093165,0.70107082
24,2,0.50406695,0.62034975,0.78882171,0.73753642,0.61394694,0.87330187,0.55191932,0.66007076,0.65819561,0.60385285,0.65079995,0.48004183,0.74566283,0.67802581,0.63831625,0.66171313,0.74012713,0.5261231,0.55285488,0.67817078,0.73211264,0.89726449,0.65104938,0.67675082,0.63298699,0.83028871,0.61734819,0.44097367,0.50446557,0.52441553,0.37869137,0.83444063,0.67066602
25,0,0.55537975,0.56502744,0.8132274,0.72611071,0.54366522,0.84670385,0.51232451,0.58898512,0.6744021,0.64099437,0.63043894,0.48456041,0.72814934,0.71011426,0.66364021,0.56046869,0.66817099,0.51905675,0.5708069,0.75257235,0.58325477,0.76373633,0.58462074,0.64289638,0.53168617,0.80991677,0.63516879,0.40452717,0.53732802,0.48201691,0.34926877,0.77632684,0.61436684
25,1,0.54945856,0.48890755,0.77536851,0.56831755,0.43473768,0.77992278,0.43585392,0.49566958,0.593846,0.62244707,0.59136469,0.46002333,0.62217209,0.59453026,0.71873465,0.50120404,0.53639705,0.47553957,0.52226408,0.64222044,0.43509185,0.56646176,0.4677175,0.6313827,0.48419373,0.64864579,0.62279727,0.37755258,0.51230474,0.46153745,0.29358683,0.6714853,0.53405533
25,2,0.39020471,0.28084651,0.48571851,0.33717225,0.2159,0.52031317,0.25705527,0.26642523,0.34411822,0.39872018,0.45966772,0.38356954,0.47220505,0.39779941,0.54448209,0.32185051,0.27585381,0.29103118,0.35174465,0.39438192,0.21635243,0.37046368,0.27428372,0.33891412,0.35382476,0.39621244,0.45744221,0.23164434,0.3066472,0.31729626,0.19694508,0.49315006,0.34969579
26,0,0.338929,0.25701873,0.25194939,0.35528041,0.19714943,0.37872158,0.18649369,0.1946248,0.33574762,0.28248459,0.36087789,0.27710811,0.41656365,0.3406898,0.33625815,0.27145051,0.24453835,0.24009592,0.32246233,0.39454269,0.14617476,0.34372446,0.25824262,0.31710151,0.31180561,0.43250106,0.38176312,0.17859653,0.24977299,0.15622771,0.16177554,0.4088278,0.25931695
26,1,0.27412975,0.29059423,0.24151393,0.35976875,0.21842236,0.30706421,0.1899147,0.18891841,0.36706203,0.24810373,0.34459866,0.25631193,0.39991552,0.41049513,0.3246718,0.28790303,0.27226259,0.24661871,0.33630056,0.41983744,0.15083394,0.31537282,0.2798746,0.36608218,0.33837029,0.50761744,0.41948573,0.19104751,0.23855447,0.11713776,0.1819467,0.42420008,0.26266732
26,2,0.31004005,0.29732394,0.25936712,0.36637837,0.22504736,0.27498212,0.21908655,0.20246364,0.37772701,0.28778478,0.35459456,0.31491935,0.43176948,0.4812738,0.31937833,0.28370101,0.28159977,0.27941647,0.38373315,0.41644337,0.20690718,0.33273987,0.3166507,0.41949931,0.36091794,0.55461513,0.49000807,0.20446606,0.26001448,0.12049267,0.2374824,0.44323788,0.27855115
27,0,0.36020322,0.35437431,0.29816509,0.40060998,0.287529,0.31965537,0.24639239,0.2425394,0.41043165,0.32941571,0.39236292,0.40287741,0.48957432,0.57535971,0.3467604,0.31829495,0.3482409,0.3284972,0.4535686,0.36707753,0.3005197,0.36767555,0.36062005,0.49521496,0.4449235,0.57002633,0.54822905,0.22837501,0.3383832,0.22364945,0.31188929,0.4722184,0.34548552
27,1,0.40895718,0.46981369,0.3154907,0.4850965,0.38538448,0.40618476,0.27386707,0.29306298,0.44917363,0.35964889,0.43845891,0.43465494,0.56969341,0.7277719,0.47565851,0.38349899,0.43918264,0.36271783,0.50281523,0.39106824,0.33375635,0.41319269,0.41564051,0.60208091,0.53804303,0.57578643,0.61502122,0.26056933,0.42479799,0.33740589,0.39430181,0.47153112,0.45572321
27,2,0.46563489,0.54044516,0.30658521,0.51721595,0.45542308,0.48834549,0.2996268,0.37545419,0.4377309,0.40240552,0.47710242,0.45348011,0.62881691,0.7406898,0.61318709,0.44963232,0.49221303,0.38154277,0.52696273,0.39758842,0.32212956,0.44760209,0.44109553,0.68346889,0.55403747,0.59353694,0.65761994,0.28044508,0.45825814,0.41363096,0.43678366,0.40163421,0.53841973
28,0,0.51253461,0.58559381,0.28570373,0.45869446,0.50048117,0.53805949,0.30804159,0.43411444,0.41948279,0.40926695,0.50847122,0.45849479,0.65535501,0.60411553,0.73165919,0.49673535,0.52278631,0.37542766,0.53311856,0.3882726,0.32249214,0.45781406,0.46880606,0.7367804,0.54432627,0.63245874,0.67996586,0.31194684,0.44420051,0.43973715,0.42928177,0.33524246,0.62679484
28,1,0.55476167,0.61671109,0.26355608,0.31215404,0.53587528,0.54430859,0.31642971,0.45872696,0.42436321,0.4022112,0.5234172,0.46376423,0.6473194,0.46359501,0.81561785,0.53877172,0.54105366,0.36030376,0.53329699,0.34453376,0.34216824,0.44575453,0.49917269,0.7488011,0.51866972,0.68596887,0.70314199,0.32359831,0.38988954,0.4179963,0.39559636,0.32444444,0.6712501
28,2,0.59042474,0.64373943,0.26225824,0.28643481,0.57378162,0.56553697,0.33887507,0.48654412,0.46141357,0.41502278,0.55534664,0.49111704,0.63464788,0.52582522,0.86101465,0.55287273,0.59220465,0.40543565,0.54536082,0.32711683,0.3915035,0.46594332,0.51318471,0.74536812,0.4825002,0.7240678,0.73244542,0.33972093,0.35509604,0.43130366,0.36438089,0.3545399,0.68908088
29,0,0.60462816,0.6748567,0.28655841,0.32450838,0.6198831,0.58281138,0.34474853,0.54451341,0.4680245,0.45893862,0.59290305,0.52750701,0.62459307,0.60979687,0.89099687,0.54678788,0.64579767,0.45441247,0.56713918,0.36370132,0.4522057,0.51391268,0.50330924,0.77987747,0.48502004,0.76559929,0.74232627,0.37103936,0.38041817,0.46108836,0.3492146,0.40905689,0.66794841
29,1,0.59614814,0.63607268,0.30362023,0.35969592,0.56705532,0.57572573,0.32488004,0.54838518,0.42099942,0.47668856,0.59433201,0.5122082,0.5786459,0.67485188,0.88379775,0.49738182,0.61389564,0.47270184,0.55596749,0.38465523,0.44821731,0.52377753,0.46119481,0.77235661,0.48520003,0.75623031,0.72034285,0.38145847,0.39860228,0.46250826,0.33157838,0.43563192,0.58322382
29,2,0.58554193,0.5370012,0.31161829,0.39260743,0.45803661,0.53924639,0.29544162,0.53069418,0.38626288,0.46366926,0.52441542,0.42404902,0.48727696,0.63468049,0.823088,0.37734141,0.50700887,0.46530775,0.47058882,0.40558235,0.38694706,0.46220341,0.42208482,0.69800359,0.44038288,0.65404147,0.65708205,0.34462494,0.41963701,0.41031568,0.3055032,0.49909889,0.35077472
30,0,0.54929786,0.36038601,0.32801536,0.40595412,0.24829563,0.45931646,0.2513684,0.47516708,0.43057554,0.42085902,0.37535211,0.33621164,0.35600816,0.56371138,0.75794867,0.28816162,0.32559225,0.41657874,0.33388184,0.37675063,0.31950689,0.40741487,0.40846469,0.58878209,0.41271374,0.58187568,0.55209953,0.3023527,0.38405039,0.32607978,0.25285451,0.48314624,0.16584733
30,1,0.50553797,0.28370633,0.32954533,0.39856154,0.19709878,0.3990991,0.2246579,0.44281102,0.49286409,0.36862771,0.33022699,0.36926295,0.29665801,0.54705882,0.69015838,0.27808485,0.24628608,0.3898801,0.27440523,0.32985888,0.29273628,0.37906323,0.44437865,0.45256153,0.41127383,0.54762073,0.45917282,0.26694505,0.32396924,0.25885616,0.21895244,0.46019091,0.22160299
30,2,0.52662678,0.30114514,0.34101485,0.48119082,0.22680997,0.43183183,0.23798649,0.48432828,0.57635621,0.38706111,0.33404895,0.48673255,0.3361664,0.60122725,0.67075464,0.33357576,0.28045058,0.42496403,0.32323553,0.26124509,0.32076988,0.42988791,0.52598624,0.39705292,0.45074859,0.54410589,0.46941615,0.25765646,0.2978425,0.24693568,0.23463872,0.45828942,0.25576377
31,0,0.57169699,0.38822971,0.38938305,0.61691551,0.32814004,0.52762048,0.32668385,0.56333615,0.64865837,0.46468105,0.35154519,0.6145533,0.43181069,0.68888066,0.7140764,0.42931717,0.38992303,0.49240608,0.40538263,0.2329314,0.41548223,0.56357284,0.62877297,0.44723777,0.56403502,0.55978746,0.50426221,0.27847431,0.32476235,0.39122969,0.29041274,0.48824742,0.36096374
31,1,0.64521114,0.50520244,0.44162367,0.73824654,0.45071264,0.66071786,0.39569042,0.6308002,0.71702314,0.55959528,0.38708464,0.67853743,0.52743438,0.7740055,0.78146015,0.54378182,0.5074039,0.55366906,0.43600317,0.32165952,0.49832004,0.68302597,0.6819211,0.56358931,0.68420191,0.55894108,0.51304388,0.32003361,0.38880907,0.51312905,0.36506879,0.54161894,0.47524134
31,2,0.6811338,0.60759617,0.50275922,0.83937546,0.57077302,0.84734735,0.44625022,0.68177649,0.73329769,0.66642991,0.44799672,0.70780762,0.64074669,0.8110876,0.85771153,0.65142626,0.63599363,0.61645883,0.3978291,0.38266345,0.52796108,0.8477275,0.68476879,0.67257843,0.74380267,0.60094278,0.51784983,0.38229363,0.47487902,0.60969489,0.40463655,0.64255823,0.565896
32,0,0.72909662,0.65734487,0.56076098,0.82262382,0.63039801,0.94766195,0.46786032,0.72278148,0.6930488,0.71013133,0.48448653,0.69885091,0.72362674,0.80611511,0.86855255,0.68366061,0.72873098,0.63677058,0.32934179,0.42953733,0.54454315,0.9484027,0.63800401,0.74629767,0.7713491,0.72651291,0.50144412,0.40328971,0.52941988,0.66292432,0.34970209,0.72116838,0.6703902
32,1,0.7938217,0.63433244,0.60975172,0.82655681,0.61240718,0.96310596,0.42505776,0.63668529,0.62769784,0.71294559,0.49447559,0.68284147,0.68742531,0.80584003,0.82566274,0.6213899,0.73477621,0.62551559,0.37007335,0.47564309,0.54076626,0.96291444,0.61435165,0.7604521,0.71618261,0.83494381,0.48895567,0.37115649,0.49927011,0.64574693,0.27027408,0.76869034,0.707009
32,2,0.81358782,0.61111314,0.64588016,0.88930262,0.6021354,0.96775347,0.40266572,0.50185249,0.60104997,0.72306352,0.48592917,0.66881645,0.65744633,0.7962865,0.74950453,0.48293333,0.74532243,0.6584972,0.42619944,0.53666488,0.49997583,0.91132834,0.60478098,0.74297032,0.60170989,0.87658109,0.51731194,0.29203035,0.49136197,0.61438383,0.23774239,0.76242841,0.71934777
33,0,0.77275761,0.58241758,0.65699092,0.83079934,0.57540241,0.98977549,0.35407855,0.37539462,0.62093136,0.73760386,0.44137153,0.67623121,0.58630033,0.6738468,0.7025578,0.35991919,0.71928606,0.67071942,0.40160587,0.62563416,0.43548465,0.83397718,0.56308456,0.71134467,0.5202078,0.83524945,0.48561138,0.25949992,0.48467224,0.61242901,0.22210486,0.6620084,0.7224061
33,1,0.76614419,0.54587273,0.67015922,0.67168609,0.51191791,1,0.28933712,0.26920099,0.63443515,0.75388636,0.44652673,0.67096177,0.50559402,0.36882141,0.64498179,0.26383838,0.63088212,0.66203837,0.25182395,0.66068239,0.36314963,0.75051228,0.47299486,0.6053977,0.40234803,0.67422533,0.3976894,0.22159699,0.42184393,0.65313037,0.1848283,0.50492554,0.6825505
33,2,0.78553946,0.51789517,0.70095913,0.6701657,0.46926061,0.98491348,0.17211658,0.18692891,0.64067665,0.75569552,0.52710242,0.63225218,0.48228046,0.4331041,0.58902346,0.19644444,0.55399404,0.75503597,0.22232355,0.65600214,0.28680807,0.69120002,0.39727423,0.52152741,0.32648286,0.54046175,0.35053029,0.1730305,0.37867102,0.67692511,0.15863395,0.46765178,0.63725156
34,0,0.76673754,0.45277646,0.70348095,0.79878004,0.37008823,0.95095095,0.15101297,0.21211327,0.6714369,0.70463683,0.55804731,0.61230072,0.4283801,0.56327761,0.51720166,0.15705051,0.39912853,0.72625899,0.28505155,0.60480529,0.25103336,0.62074641,0.40134982,0.44943488,0.30522785,0.44388019,0.35917165,0.17743036,0.3873148,0.6334434,0.20846604,0.47509737,0.58894297
34,1,0.78755439,0.48010904,0.71368428,0.95948653,0.40248387,0.92871443,0.17605296,0.22035716,0.72288548,0.63027339,0.57414878,0.61321248,0.41991181,0.66081253,0.47397307,0.20869495,0.428397,0.67254197,0.33041237,0.53240443,0.221489,0.63034253,0.45894801,0.50777437,0.3349505,0.53709973,0.37861762,0.14980903,0.35641789,0.5883833,0.23616076,0.5386407,0.60166302
34,2,0.70530063,0.51515705,0.67385226,0.97378004,0.45078355,0.89117689,0.21745157,0.27820731,0.75816644,0.62258778,0.51015999,0.60727263,0.40263527,0.74392721,0.38827814,0.26339394,0.5096544,0.52123102,0.35724623,0.49923187,0.2132584,0.71305721,0.48547418,0.57922256,0.38834165,0.60459867,0.41113671,0.20868768,0.38942976,0.51397438,0.23827321,0.57289042,0.64743247
35,0,0.6051968,0.53560172,0.57845589,0.94756009,0.48171034,0.85635636,0.23544518,0.35006731,0.75005833,0.65755159,0.4644332,0.58677143,0.41523468,0.77181549,0.31151859,0.29980606,0.58671008,0.4453797,0.35521412,0.5547517,0.21698695,0.75362514,0.49490551,0.6213584,0.41952876,0.62669864,0.44712871,0.23729694,0.46947666,0.44663188,0.25153829,0.58813288,0.67747222
35,1,0.54332723,0.56143746,0.51028246,0.9109614,0.52279749,0.83626484,0.23648481,0.42665682,0.72147579,0.72882605,0.47582388,0.53827382,0.46386039,0.7528777,0.30387059,0.33612121,0.65509894,0.48973621,0.3337728,0.61054841,0.23315809,0.78665726,0.50774188,0.67126862,0.45735908,0.66772464,0.48985606,0.27426796,0.53184519,0.43779554,0.28209295,0.62298587,0.70410481
35,2,0.47643888,0.54974262,0.48933768,0.87022032,0.51238389,0.8033033,0.21005865,0.50310337,0.70764145,0.79616725,0.52460003,0.50827959,0.49151111,0.72319086,0.32913526,0.35271919,0.63491626,0.53314948,0.3037272,0.62898357,0.28473532,0.79327488,0.51639815,0.70082391,0.49712836,0.6859101,0.48736538,0.32294648,0.55592593,0.44622243,0.30654859,0.63731195,0.73130526
36,0,0.46905904,0.5096808,0.57346502,0.88536052,0.46253432,0.76076076,0.26435045,0.58257586,0.73190745,0.78450817,0.57592643,0.5509312,0.51644208,0.70706729,0.40340476,0.37393939,0.54171206,0.51906475,0.32920301,0.62008753,0.32421441,0.78424983,0.56438213,0.72588993,0.56843655,0.70609395,0.45921959,0.36061517,0.56186853,0.45515784,0.30456072,0.64946163,0.75924394
36,1,0.55495945,0.51241892,0.69052367,0.98124545,0.46930113,0.73945374,0.37607962,0.66904135,0.77616177,0.6923747,0.65140845,0.63371368,0.63368978,0.72069403,0.54014568,0.41723636,0.52731125,0.51352518,0.40867367,0.58742408,0.31437032,0.78159607,0.64163546,0.79028203,0.64349178,0.75813467,0.46204937,0.39931252,0.61934045,0.50517765,0.2947568,0.6958152,0.79921311
36,2,0.58753214,0.54702883,0.74331297,0.99863438,0.5160408,0.73559274,0.43493869,0.7493001,0.77430488,0.6673747,0.67840148,0.67529263,0.68819796,0.68496614,0.62717879,0.45130505,0.58916408,0.49330136,0.46620738,0.54026438,0.29601765,0.77201115,0.65400157,0.82780184,0.65002045,0.78471341,0.47495878,0.41965677,0.66295015,0.56204596,0.27424439,0.73714395,0.83880912
37,0,0.55152294,0.55749455,0.70375529,0.90851238,0.52889573,0.70305305,0.45858361,0.8273311,0.71923002,0.66584026,0.63125256,0.64995106,0.69774797,0.61206094,0.71135767,0.48766061,0.62319691,0.41858513,0.48760904,0.44763308,0.29063331,0.74700751,0.63661064,0.82203444,0.5863945,0.76367142,0.47611642,0.4290523,0.68159404,0.60661075,0.2354512,0.72225277,0.86030664
37,1,0.49430133,0.51487715,0.54424783,0.74836125,0.47311,0.6535035,0.45712636,0.87272012,0.5967237,0.66590726,0.55866949,0.56787922,0.70145671,0.54378967,0.769264,0.52121212,0.57544561,0.32430855,0.41188541,0.33791533,0.33440295,0.70066176,0.57990943,0.76721242,0.51991328,0.71649739,0.43412575,0.44240464,0.68383545,0.64196275,0.20725274,0.6876365,0.85998215
37,2,0.43549743,0.33440424,0.44036804,0.47824108,0.25727078,0.55419705,0.41299094,0.91913368,0.41320241,0.64539668,0.48940243,0.45588018,0.6888779,0.50555438,0.79618023,0.5582303,0.3020458,0.27422862,0.32180809,0.27222222,0.495365,0.58503813,0.46554907,0.6441745,0.50847582,0.61321531,0.34628562,0.45526302,0.64119128,0.68716154,0.19698299,0.63453226,0.811633
38,0,0.38697834,0.22877344,0.58868032,0.32305171,0.15214198,0.38258258,0.37971388,0.94976233,0.3032763,0.64062584,0.48132094,0.45821322,0.59796225,0.54398011,0.78090963,0.59925657,0.16609407,0.24643485,0.39613402,0.29670418,0.6227943,0.3791864,0.32151877,0.58586669,0.56387139,0.59249071,0.23399478,0.45743749,0.57923654,0.70393607,0.21734373,0.62953799,0.78520321
38,1,0.44448428,0.23777883,0.83887816,0.34765113,0.16511847,0.35907336,0.44455305,0.98338118,0.27755201,0.67957652,0.60131957,0.59312694,0.64662917,0.68799196,0.78472093,0.64391919,0.1648132,0.3098721,0.52098533,0.42878707,0.729635,0.27759302,0.30355308,0.66531108,0.67623333,0.75213946,0.28884809,0.5183582,0.61688065,0.73827764,0.27639476,0.69150057,0.82501825
38,2,0.44628906,0.31286432,0.87003682,0.34183358,0.25499154,0.40925926,0.49834725,1,0.29923197,0.71368266,0.66748257,0.65532776,0.71617835,0.74613838,0.79011603,0.66930101,0.28095335,0.36252598,0.59492466,0.49523044,0.69875514,0.37571523,0.31993382,0.77067709,0.68278655,0.81267927,0.37415077,0.55802821,0.68342165,0.74996698,0.30077998,0.74084002,0.8555204
39,0,0.41973645,0.36006961,0.78252245,0.31473052,0.29948236,0.43073788,0.5148836,0.9896594,0.31911336,0.74162423,0.71536989,0.6568563,0.76291878,0.77378333,0.80204963,0.67256566,0.35887092,0.38426059,0.63806503,0.50997678,0.6443679,0.44071573,0.32595141,0.85884652,0.65483106,0.81257347,0.43005648,0.58792076,0.77804343,0.75399551,0.31155888,0.77273769,0.85689949
39,1,0.40155261,0.37402797,0.68237789,0.29117808,0.3075762,0.44586015,0.51171139,0.94411551,0.31481626,0.76279818,0.75112813,0.61948754,0.81408909,0.78218366,0.80195647,0.63734949,0.38442846,0.41526779,0.64545004,0.4977224,0.63602852,0.48567302,0.32897326,0.91021443,0.65191033,0.78821649,0.448719,0.62351683,0.84673387,0.76542068,0.32439606,0.79152348,0.84156729
39,2,0.3866075,0.34168157,0.66138035,0.26928259,0.26632698,0.44287859,0.47849653,0.90139503,0.32570484,0.7880595,0.75899084,0.57487832,0.80027403,0.76658908,0.77855509,0.56631111,0.32325796,0.43629097,0.6478291,0.44431047,0.73410684,0.4756738,0.35334843,0.90882011,0.67146363,0.77470964,0.42938996,0.64867342,0.82572213,0.77902523,0.32472647,0.80679649,0.80655472
40,0,0.38161343,0.31268178,0.66663501,0.25151129,0.23609915,0.45288145,0.46140928,0.77222096,0.34744313,0.79040472,0.73095857,0.5846127,0.74261343,0.71749894,0.72472262,0.4751596,0.25896309,0.426251,0.67663561,0.39731154,0.83738216,0.44391817,0.41649395,0.85482201,0.7003518,0.8029929,0.39597049,0.63528034,0.70305406,0.79078061,0.30270285,0.81741123,0.77853492
40,1,0.41479183,0.32563007,0.66250936,0.27570102,0.2497037,0.46615902,0.51204905,0.6730799,0.33657398,0.76179308,0.67853138,0.61655113,0.74929946,0.64571519,0.66341154,0.38975354,0.26073476,0.43411671,0.71563243,0.34938371,0.80819434,0.48148521,0.45477663,0.79298616,0.73050806,0.86732967,0.39273144,0.64902989,0.5565926,0.85167085,0.28164338,0.85834288,0.78246126
40,2,0.42940318,0.30871454,0.59692106,0.28940277,0.24290649,0.4474546,0.56887329,0.63398101,0.32554929,0.73016618,0.60822508,0.61156327,0.76517493,0.57573,0.61676971,0.32252929,0.26725882,0.41094325,0.742159,0.32637549,0.73803481,0.52743906,0.44681703,0.74991021,0.715659,0.8957775,0.40282276,0.67785303,0.42513132,0.9391758,0.24982125,0.89232532,0.79673075
41,0,0.38464201,0.28504497,0.4832389,0.29293518,0.23161158,0.43490633,0.5915941,0.57110351,0.30479292,0.70081748,0.49988377,0.55610678,0.74653851,0.49254126,0.58790548,0.26867879,0.27124508,0.35348521,0.73872918,0.3153537,0.66159052,0.55939624,0.4135853,0.73817471,0.63832938,0.85792542,0.39011214,0.71492591,0.32861297,1,0.20199328,0.87262314,0.7668208
41,1,0.32084405,0.26799557,0.3762253,0.24268026,0.20806953,0.38380523,0.5838724,0.37315495,0.25930391,0.66074779,0.37707507,0.43783269,0.67775168,0.39600085,0.53657999,0.20059798,0.23957049,0.2715028,0.6496134,0.2844766,0.59283901,0.48795727,0.36127319,0.66048379,0.4924323,0.69627827,0.34830856,0.73901309,0.27803768,0.99676397,0.18293251,0.67953417,0.61589194
41,2,0.20501632,0.21829555,0.21866987,0.19116897,0.1545833,0.21952667,0.51765594,0.14719863,0.22738674,0.51265076,0.26091891,0.26612676,0.51681296,0.26193398,0.2960786,0.13675152,0.16754253,0.15294964,0.44062252,0.1836906,0.52571912,0.25182796,0.28799965,0.32899546,0.24586435,0.39039357,0.21705118,0.68467689,0.21557719,0.9767534,0.14024483,0.30646048,0.33889835
42,0,0.15742435,0.15253185,0.14427105,0.22063001,0.11142964,0.26096811,0.48229074,0.24191992,0.32264243,0.47153578,0.30279639,0.27755058,0.33284914,0.29919594,0.1715169,0.14926061,0.1263512,0.15634692,0.47006344,0.15804752,0.53087382,0.21970282,0.29945136,0.34274849,0.22849546,0.19671322,0.2704896,0.52742272,0.2106461,0.88594637,0.21013433,0.33890034,0.30357751
42,1,0.25589646,0.21020286,0.26847309,0.26286417,0.16617199,0.33014443,0.50861027,0.38714097,0.4547832,0.52461806,0.3477916,0.3958649,0.36595995,0.44083792,0.22579826,0.20321616,0.19462035,0.21115907,0.53391158,0.25750268,0.54647692,0.29837527,0.38850475,0.56461392,0.28371104,0.34366624,0.32331996,0.41786424,0.24571547,0.82221635,0.39051024,0.48314624,0.41178713
42,2,0.33548012,0.28480158,0.41684868,0.30996905,0.23042637,0.41006006,0.58717789,0.54752743,0.56598289,0.62506031,0.3798783,0.47015996,0.47677917,0.63230004,0.26225968,0.26920404,0.26226702,0.26971223,0.5881245,0.39027331,0.62061881,0.43694223,0.46085518,0.66327242,0.36579399,0.46050219,0.416387,0.42180068,0.30164715,0.78562938,0.52811721,0.59413517,0.47572808
43,0,0.40545886,0.35796429,0.52149874,0.3579024,0.28432793,0.4478121,0.59759197,0.71968406,0.631888,0.66802466,0.38086285,0.50216543,0.53163761,0.75658062,0.27650546,0.32599596,0.33223602,0.333749,0.63304917,0.45334941,0.71156635,0.51157244,0.52376557,0.70305271,0.45932259,0.56133916,0.47414025,0.46467892,0.34033725,0.77479857,0.59560178,0.63576938,0.50056786
43,1,0.42864913,0.40052085,0.52342967,0.39740532,0.30106263,0.43904619,0.564075,0.76336951,0.62043554,0.62410212,0.3535348,0.4629061,0.54601929,0.75744816,0.2575252,0.35779394,0.34447012,0.36960032,0.65325139,0.44118435,0.75084602,0.52496445,0.52872072,0.66951516,0.51541356,0.60655005,0.47410517,0.5133167,0.34522236,0.75478801,0.62219695,0.61159985,0.47413807
43,2,0.41744956,0.40779818,0.41846306,0.48409505,0.29125683,0.39129129,0.4820064,0.73513539,0.56578845,0.52483919,0.32374538,0.39546265,0.49027486,0.72998307,0.23047345,0.37735758,0.32398817,0.39639488,0.65317209,0.35544837,0.74685763,0.54971055,0.51228773,0.58825393,0.52771005,0.63486858,0.44904641,0.51402964,0.33862458,0.73015454,0.6238219,0.53313478,0.42856332
44,0,0.39234326,0.41665754,0.34221772,0.57650218,0.30473981,0.37212927,0.39821397,0.65329219,0.5345421,0.45501206,0.33892383,0.36802939,0.43597272,0.71982649,0.2193868,0.38585859,0.32804625,0.43293365,0.70221055,0.30348339,0.73253565,0.61383766,0.50620047,0.54102672,0.57335351,0.7124183,0.43867445,0.50162958,0.34518788,0.7525426,0.62869678,0.46487973,0.42036181
44,1,0.41383999,0.44087474,0.42580693,0.72382556,0.33996171,0.38426998,0.38644038,0.60681908,0.46378573,0.46146475,0.36062491,0.38584894,0.44798492,0.7,0.20955365,0.38782222,0.36796868,0.46465228,0.74008723,0.32585745,0.70262267,0.68977796,0.48229557,0.5153903,0.5759388,0.74448676,0.41922848,0.48278759,0.34919942,0.7757892,0.6439714,0.41852616,0.39531111
