,,pid1263-18,pid50848-02,pid9048-18,pid9049-18,pid9050-18,pid9054-18,pid9055-18,pid9058-18,pid9059-18,pid9060-18,pid9061-18,pid9062-18,pid9063-18,pid9065-13,pid9066-18,pid9067-18,pid9068-12,pid9070b-01,pid9072-18,pid9073-20,pid9074f-18,pid9075-18,pid9081-09,pid9085-13,pid9088-13,pid9092-08,pid9093-18,pid9094-18,pid9099-18,pid9100b-18,pid9101-18,pid9104-18,pid9105b-01,pid9111-18,pid9118-18,pid9122-02,pid9123-01,pid9138-18,pid9139-18,pid9153-18,pid9166f-15,pid9170-18,pid9174-18,pid9186c-18,pid9192-18
15,0,0.95261059,0.85904688,0.75627898,0.87044123,0.88083938,0.97693767,0.91878967,0.85249737,0.86366944,1,0.89014995,0.90196489,0.77965979,0.92614801,0.83690167,0.94879451,0.85576118,0.83583836,0.87321134,0.91638706,0.77502535,0.74430129,0.77834174,1,0.91821572,0.91296793,0.94246422,0.82015924,0.91972962,0.93147838,0.94878265,0.74929251,0.92662318,0.91984799,0.85053779,0.94658961,0.92675699,0.96447856,0.88473654,0.87373597,0.96382371,0.92538908,0.91516005,0.6296074,0.86780126
15,1,0.83040951,0.70703216,0.64961034,0.58286607,0.79053518,0.87709823,0.776489,0.71829653,0.68744239,0.8796272,0.79148372,0.80864663,0.66792105,0.86240987,0.82926716,0.8326491,0.70162973,0.75319071,0.70177782,0.79987018,0.72643127,0.55048138,0.70368617,0.86376579,0.75133775,0.77268394,0.80906539,0.62203399,0.73536122,0.79109539,0.81860266,0.65888812,0.83908983,0.75298249,0.77227556,0.81850386,0.85122777,0.84308113,0.70546793,0.82437668,0.84050093,0.67409216,0.86840545,0.57374835,0.67406033
15,2,0.71404739,0.61380279,0.56646937,0.50465443,0.65890573,0.79178222,0.67097644,0.61118121,0.4856958,0.69663954,0.68227984,0.72732982,0.50536789,0.83042694,0.82261596,0.69096066,0.65809154,0.59859206,0.4704709,0.64919113,0.7351157,0.35372363,0.61631916,0.53199241,0.63176098,0.67387548,0.71428571,0.48620475,0.63201521,0.60028538,0.67097378,0.61827109,0.76334124,0.60021166,0.6804182,0.59829354,0.80725656,0.75395225,0.52661706,0.70427138,0.73654786,0.56047452,0.86055127,0.5246128,0.57055977
16,0,0.87762949,0.66924642,0.59431785,0.55609528,0.72384706,0.80615968,0.7136336,0.66667543,0.4068893,0.75610396,0.72752879,0.66524324,0.50461366,0.82405123,0.78345083,0.68015227,0.73328764,0.55969099,0.52516694,0.72879968,0.808961,0.36982161,0.62161682,0.38666861,0.61162487,0.66335021,0.74345589,0.55717432,0.67483735,0.60216721,0.65420656,0.67555865,0.72517047,0.61203579,0.66264828,0.60837441,0.79313294,0.78407391,0.67479197,0.65830933,0.8433565,0.65794171,0.88011263,0.5176912,0.60037103
16,1,0.92632224,0.70380666,0.65837033,0.58873096,0.76371284,0.87374106,0.73536214,0.70085875,0.41417482,0.76345498,0.74224174,0.60879455,0.52285966,0.69472486,0.70584416,0.65634097,0.81128627,0.55456208,0.67184112,0.79523667,0.84567161,0.4033272,0.66532992,0.44485654,0.55197166,0.62592593,0.72917017,0.64760291,0.67320659,0.63505801,0.59154313,0.72086909,0.66631337,0.61766404,0.64777786,0.63354622,0.6777138,0.8394379,0.78217475,0.64658786,0.89363862,0.69294324,0.87826023,0.4453836,0.6382965
16,2,0.79639236,0.62982371,0.63917333,0.50440453,0.60807658,0.92220114,0.57851491,0.62240624,0.34971295,0.56791809,0.6073979,0.56997125,0.44397015,0.51247628,0.59577922,0.54462939,0.72362349,0.46633754,0.49504813,0.6501398,0.78640177,0.35198924,0.62078814,0.46057531,0.35158012,0.47713236,0.56457105,0.52715568,0.61019011,0.51964555,0.43631406,0.63091317,0.57288023,0.43586685,0.62017854,0.50549084,0.50361558,0.84243055,0.68292105,0.4851197,0.66815179,0.54138694,0.85677238,0.29524553,0.60975964
17,0,0.6410213,0.49709415,0.50693499,0.41982038,0.47398784,0.78528682,0.42473698,0.49178934,0.33730088,0.48441192,0.54498385,0.44211393,0.3637487,0.36034156,0.55714286,0.49770098,0.52327317,0.3510331,0.28515307,0.49593569,0.63436895,0.32958375,0.46881335,0.39791925,0.2702806,0.34518916,0.48780054,0.40370433,0.59640051,0.43133362,0.40051075,0.49466481,0.50736733,0.36937656,0.52335234,0.44374045,0.34749365,0.78557023,0.5663479,0.39824178,0.67506709,0.33976198,0.78749259,0.2178893,0.51263914
17,1,0.42851185,0.4918055,0.33650982,0.35073018,0.42814622,0.49127135,0.2867055,0.4895198,0.2743511,0.39364663,0.46842018,0.26407379,0.28560539,0.23898482,0.3633859,0.41959394,0.38727439,0.25021942,0.19911543,0.42986818,0.44973725,0.25174855,0.26307767,0.22577207,0.13658059,0.31250124,0.32366919,0.27745214,0.45896916,0.33762434,0.20721967,0.34110415,0.33792618,0.13837791,0.3533651,0.34433862,0.22894157,0.76130375,0.38198733,0.25350154,0.47744788,0.19917608,0.69802905,0.16869972,0.40172608
17,2,0.31336183,0.53201279,0.24500345,0.25030066,0.52504683,0.43152095,0.27423702,0.53147564,0.3615509,0.32722499,0.42768619,0.26897206,0.33603466,0.21131879,0.41402597,0.46137195,0.44294418,0.41899799,0.31769144,0.50052926,0.44515534,0.27488319,0.19710848,0.20208075,0.19535751,0.38729024,0.26313032,0.33018239,0.56070976,0.3284633,0.23101733,0.3927859,0.24165431,0.27898788,0.33984215,0.40775903,0.22239627,0.75661961,0.26192546,0.23953511,0.47588247,0.30151053,0.60366775,0.24918358,0.33842555
18,0,0.28094779,0.64308408,0.42507645,0.27465053,0.63510578,0.62779156,0.24425702,0.63903785,0.61657637,0.33577054,0.51593903,0.28672305,0.4785124,0.41485769,0.62000928,0.56240203,0.65821339,0.71025782,0.54349146,0.59667466,0.54918411,0.34231205,0.21600545,0.47127108,0.28889718,0.26245656,0.53274394,0.4660681,0.8087199,0.48705461,0.45144322,0.62917343,0.3734954,0.60383875,0.36628648,0.58307102,0.41883997,0.69396916,0.32611126,0.36342505,0.5416638,0.57277235,0.51187759,0.35624325,0.58366672
18,1,0.30513776,0.59436265,0.27185558,0.30474815,0.69635818,0.55652459,0.31638988,0.58863477,0.52705587,0.43804148,0.42558197,0.38220436,0.43126053,0.36017078,0.75179035,0.56446966,0.52739319,0.61111721,0.60658226,0.71683643,0.59089149,0.33722922,0.20575048,0.32546543,0.36464063,0.2622679,0.61335953,0.47684228,0.7217744,0.56897657,0.58176565,0.49440192,0.31408242,0.72399461,0.38116894,0.50019737,0.36196444,0.6123219,0.32558061,0.36832224,0.65865616,0.62393195,0.39904416,0.25259935,0.685417
18,2,0.2836066,0.56304727,0.25430601,0.31106599,0.70667801,0.50793315,0.30621685,0.56122503,0.58800032,0.475932,0.35984591,0.39494544,0.45148841,0.2992315,0.83469388,0.60535194,0.3989719,0.54430426,0.67369699,0.72061114,0.59096524,0.3786493,0.28230019,0.25921005,0.41931575,0.30354483,0.56119375,0.54864758,0.79888466,0.64007279,0.58248802,0.50143045,0.26376371,0.74350587,0.4680334,0.48385138,0.30012701,0.62168369,0.40544874,0.40278136,0.61059313,0.57044553,0.35263041,0.2109617,0.73213422
19,0,0.32016526,0.70850446,0.30719148,0.36364701,0.75466863,0.57341264,0.39253978,0.71230284,0.75876931,0.49608821,0.42201143,0.4129197,0.58377598,0.39840607,0.86480519,0.72837202,0.49670246,0.57745474,0.70959154,0.75691033,0.6449433,0.56080278,0.46286458,0.38343433,0.52541251,0.41882633,0.68784732,0.70221921,0.97448247,0.68030482,0.64594504,0.67219516,0.36000593,0.72516837,0.567338,0.57653263,0.42281118,0.68531651,0.48722494,0.50831429,0.64530723,0.52532042,0.53135003,0.35579301,0.77703662
19,1,0.41658629,0.9332623,0.33111374,0.34919953,0.83751451,0.63018537,0.53541431,0.93655801,0.6948492,0.52474403,0.49259382,0.39282425,0.77216561,0.5412334,0.95278293,0.7571098,0.66113777,0.67945694,0.81342468,0.88074695,0.71499954,0.62146397,0.63941874,0.45135431,0.58383518,0.61043591,0.54961175,0.79671354,0.87976341,0.66589118,0.76660189,0.66740122,0.34223985,0.80431018,0.55574003,0.60435623,0.58390347,0.77229848,0.55428978,0.60805602,0.72381821,0.54189045,0.59882928,0.45097851,0.9313599
19,2,0.51651331,1,0.32144619,0.28040609,0.77479113,0.64905853,0.63573602,1,0.56539985,0.49281307,0.52013918,0.32628597,0.80510311,0.538463,0.94879406,0.7524819,0.70345747,0.76235144,0.92038852,0.85773917,0.71142251,0.58668413,0.74091777,0.50245309,0.55629719,0.69510476,0.49114978,0.77687052,0.75940008,0.66544657,0.84586975,0.37606897,0.32264305,0.84079277,0.48799297,0.56508537,0.57263336,0.80814521,0.56521886,0.65964041,0.66041079,0.54938206,0.51393746,0.43866611,0.95676722
20,0,0.58383077,0.90631538,0.39672487,0.36196017,0.69542733,0.68028025,0.66895053,0.89975464,0.62577828,0.42902993,0.53176207,0.36272293,0.72572414,0.59457306,0.80409091,0.7826379,0.61015155,0.80509234,0.96730552,0.78818654,0.63392643,0.78415687,0.73892005,0.53800102,0.55324881,0.70975077,0.52178875,0.69780338,0.79232784,0.6899208,0.80232381,0.48588108,0.34332938,0.85595536,0.51999567,0.57613789,0.60838273,0.84099928,0.55655914,0.6674481,0.53466249,0.5819881,0.51630113,0.40382999,0.94668495
20,1,0.51760811,0.76409337,0.50679688,0.41150332,0.73834998,0.75879434,0.6035736,0.76525587,0.65378831,0.42603702,0.5450584,0.44209997,0.60093878,0.77378558,0.64613173,0.74581623,0.45605057,0.81888828,1,0.81464949,0.55596017,0.93819907,0.69994229,0.56716069,0.59239303,0.52476417,0.62025447,0.66378678,0.88500211,0.74269496,0.76657137,0.63951906,0.34881411,0.84643063,0.66518684,0.59516604,0.82179509,0.88315659,0.61272877,0.67107381,0.70326154,0.65170125,0.56224066,0.32905511,0.91288918
20,2,0.49198446,0.6996513,0.51641511,0.48698946,0.75178413,0.84900015,0.59748718,0.69630214,0.61393224,0.48064453,0.54408085,0.4490357,0.58948086,0.83314042,0.71396104,0.60891244,0.43137613,0.82791187,0.98317579,0.82200919,0.60478473,0.88099958,0.65837489,0.57336643,0.67163233,0.49718002,0.76421555,0.70502005,0.96011829,0.88006907,0.80123516,0.67841181,0.34110584,0.80219357,0.74270314,0.5757128,0.90635055,0.89636328,0.69217916,0.72182378,0.78593546,0.66695911,0.60280824,0.34524553,0.91837393
21,0,0.59030837,0.68371755,0.48540988,0.60267083,0.77739982,0.87089476,0.68217546,0.68302664,0.65428156,0.56475453,0.58796289,0.50488431,0.58470673,0.83879507,0.80331169,0.63548556,0.55917295,0.86681295,0.90529876,0.83588975,0.69835899,0.87512389,0.72247954,0.65531138,0.75527174,0.5888591,0.83306203,0.76144333,1,0.96594082,0.84129132,0.69335808,0.49610139,0.74387146,0.77441709,0.62658273,0.92497883,0.93695921,0.76791501,0.80935731,0.86743962,0.73938053,0.62422199,0.4167367,0.9531376
21,1,0.70445481,0.60231499,0.38995758,0.60160094,0.75408254,0.8630127,0.86758543,0.60748335,0.66496321,0.6366041,0.66156077,0.53039437,0.57442028,0.58962049,0.75359926,0.74606255,0.63569416,0.73485098,0.78184893,0.78660875,0.74697151,0.79987258,0.91674682,0.80944732,0.80733663,0.62352299,0.8761437,0.83237902,0.9008872,0.94141489,0.82051543,0.56133148,0.51311889,0.70507023,0.68252364,0.81634801,0.6311685,0.9184178,0.85175735,0.81672792,0.88605243,0.77807446,0.63511411,0.56344699,0.91192128
21,2,0.75639288,0.53873499,0.4065108,0.58613042,0.72894952,0.87717122,0.76769846,0.53923063,0.619455,0.69473615,0.7632839,0.5245332,0.72184867,0.5856926,0.68647495,0.48683287,0.5535222,0.59111355,0.72743908,0.76436988,0.77398359,0.69764972,0.93852938,0.79068409,0.81208166,0.68383477,0.90162784,0.80544356,0.7522011,0.85683562,0.74979397,0.37033944,0.35790098,0.77106023,0.67135879,0.74971913,0.58594412,0.96903259,0.88452202,0.81393662,0.87340879,0.7281126,0.6391227,0.59549766,0.78823197
22,0,0.85716706,0.57515498,0.55405939,0.63505662,0.75896664,0.95621077,0.53521433,0.57429898,0.63666208,0.7282095,0.81641123,0.57793966,0.83840167,0.73401328,0.68352505,0.36715683,0.56903511,0.67235326,0.72259995,0.81937288,0.82750991,0.74734532,0.88539,0.7319121,0.82172089,0.74798928,0.93703808,0.79052459,0.67555556,0.80719441,0.82388312,0.45611227,0.33365698,0.85550317,0.71139825,0.68489185,0.69100762,0.9575174,0.8739881,0.85299493,0.89745751,0.69589564,0.67609662,0.5728779,0.67331828
22,1,1,0.72519372,0.69733649,0.674877,0.85769447,1,0.46504652,0.72180161,0.73490741,0.76148595,0.81080275,0.65726088,0.89416673,0.75870968,0.81205937,0.49411062,0.70485873,0.82324008,0.76072327,0.93526064,0.85376602,0.8973524,0.88339228,0.61574067,0.83897641,0.83228081,0.93750585,0.78982438,0.7373553,0.85104535,0.97730117,0.56538313,0.39869552,0.9629594,0.71438196,0.72350482,0.72140559,0.89779455,0.84743313,0.9121784,0.91223423,0.70985658,0.70198577,0.54331252,0.65176641
22,2,0.93611031,0.70464936,0.70649107,0.61788364,0.83194089,0.9251934,0.58496652,0.69883456,0.74938142,0.71403255,0.71989893,0.61277178,0.82147156,0.68635674,0.8470872,0.58176457,0.66497601,0.82689706,0.73079525,0.91230278,0.77440767,0.850984,0.87873093,0.50762211,0.81720891,0.73554761,0.88229956,0.79126998,0.70474018,0.92220361,0.98270371,0.52836156,0.34988882,0.98941697,0.65567025,0.74226982,0.67215919,0.71394184,0.76091497,0.93575047,0.88245717,0.66158834,0.66964286,0.5069156,0.6677448
23,0,0.71528556,0.59780124,0.65128736,0.51506443,0.7207787,0.88279083,0.6248674,0.59100946,0.74281556,0.62626017,0.63010521,0.49910687,0.69836315,0.62539848,0.87273655,0.63002165,0.5237758,0.73054489,0.64447142,0.79502696,0.693353,0.71888716,0.79639522,0.46967219,0.66046425,0.56673617,0.80421929,0.76541871,0.73193071,0.84821225,0.92938028,0.43891595,0.31612808,0.96459496,0.56100965,0.70911226,0.63413209,0.59976579,0.65679511,0.84908116,0.82273103,0.60020598,0.63437315,0.42252972,0.48580416
23,1,0.4696322,0.43297172,0.56044195,0.34488091,0.58594298,0.82674062,0.476489,0.43137049,0.68212986,0.51942111,0.54032806,0.36055988,0.50831261,0.54857685,0.64888683,0.55454953,0.39456249,0.54063814,0.48498829,0.60563212,0.60902554,0.50574827,0.50003699,0.41254289,0.47152978,0.35545626,0.65180092,0.65050539,0.70248416,0.62345679,0.68607242,0.32267842,0.33633264,0.74919184,0.42262807,0.58588476,0.55978831,0.50287554,0.54290908,0.60149002,0.65960228,0.41176381,0.56912418,0.29188978,0.37050331
23,2,0.34190496,0.2827005,0.40207162,0.19247169,0.45896779,0.567866,0.30129554,0.28480547,0.49150158,0.45282883,0.52614531,0.25589606,0.31501244,0.48305503,0.39261596,0.29692468,0.24434544,0.3724904,0.30392854,0.44930098,0.45946345,0.28367549,0.38443553,0.3,0.41243591,0.26467084,0.4920479,0.49484443,0.6,0.43830262,0.39889304,0.31745148,0.23491699,0.4782182,0.27436897,0.44989423,0.50476715,0.42033049,0.46741033,0.34579319,0.48099154,0.25740769,0.44980735,0.23559251,0.29003065
24,0,0.31046842,0.19469198,0.24466805,0.18225693,0.32643047,0.40270034,0.32178941,0.19453207,0.275564,0.41385534,0.55451081,0.21077898,0.24763701,0.4640797,0.37459184,0.25489289,0.27744269,0.23337905,0.20029486,0.33093669,0.38599613,0.19003964,0.39844918,0.23847558,0.38721917,0.30834078,0.38345963,0.45495511,0.53871567,0.34885332,0.36232666,0.32757288,0.16895938,0.23787762,0.20855892,0.40737442,0.49733277,0.38141956,0.42434883,0.15803119,0.43783114,0.20167836,0.40283788,0.18787369,0.22556057
24,1,0.3362615,0.22965905,0.26727829,0.28071066,0.31825965,0.54273829,0.4413964,0.23005608,0.30835287,0.39213704,0.63675752,0.29270982,0.31372864,0.45732448,0.60570501,0.3808166,0.36006397,0.28775827,0.33575579,0.34876173,0.36731815,0.26703242,0.46755553,0.27679784,0.34616389,0.41668156,0.36490785,0.40839121,0.55030841,0.43673098,0.51783044,0.37246579,0.32577083,0.35855301,0.34554489,0.489408,0.49055038,0.38964283,0.40209549,0.25846826,0.43762472,0.26419744,0.39705839,0.18298715,0.31036457
24,2,0.35963037,0.26518791,0.31715498,0.3007419,0.2867026,0.55799153,0.42400661,0.26563267,0.33677529,0.38201628,0.58845995,0.32403919,0.30971676,0.43720114,0.69340445,0.44586848,0.40803442,0.34249406,0.402064,0.33526064,0.36520697,0.28099958,0.46283499,0.28786596,0.2907896,0.35398669,0.35149219,0.41970749,0.54159696,0.44210766,0.53127067,0.39771128,0.36121405,0.42662113,0.38948242,0.51612838,0.4645724,0.45601457,0.34008874,0.28170259,0.42508429,0.30173177,0.37637819,0.18045984,0.2838361
25,0,0.32924954,0.24552499,0.2782776,0.22319406,0.25468587,0.4211429,0.28870533,0.24600421,0.28399774,0.36934891,0.39318201,0.32214128,0.28846987,0.31564516,0.63070501,0.46411137,0.38959714,0.27614738,0.30403261,0.30173757,0.32637596,0.28505593,0.30926203,0.19275024,0.22723968,0.1820276,0.27984844,0.37390028,0.39341783,0.39380028,0.36972336,0.29434006,0.38433887,0.37115644,0.37156813,0.40431777,0.3303387,0.44832477,0.23547211,0.21514851,0.38539875,0.27366494,0.27741553,0.15416016,0.22858526
25,1,0.29065766,0.23418249,0.22597415,0.18489652,0.29960812,0.23425777,0.20354752,0.23654925,0.21998059,0.3965214,0.31014,0.25109548,0.23974966,0.19070209,0.48506494,0.44308427,0.37328459,0.21060523,0.14197381,0.3415019,0.29497557,0.23009344,0.20492179,0.079046507,0.16540505,0.20981035,0.29811021,0.26820261,0.36231517,0.28717662,0.24489505,0.19990721,0.35775274,0.18599192,0.2988763,0.34500663,0.19611346,0.4724286,0.18054442,0.11693653,0.38121861,0.1797986,0.2088767,0.13209269,0.15215357
25,2,0.27191565,0.36931422,0.23409293,0.18770793,0.46461036,0.36307108,0.30931223,0.36988258,0.27553166,0.42328695,0.312733,0.30715342,0.20101902,0.27394687,0.55949907,0.52571471,0.37518087,0.29519108,0.30664296,0.47953865,0.36191574,0.32097551,0.22168785,0.2327955,0.14803766,0.29374441,0.36245673,0.25664916,0.39205746,0.26322973,0.22427178,0.41374778,0.33424993,0.22841062,0.29501432,0.42178723,0.27895851,0.61387678,0.25276897,0.18230853,0.45771692,0.25187672,0.36293717,0.15039621,0.19014357
26,0,0.33102208,0.54932197,0.37292098,0.24592737,0.67236287,0.55426945,0.39339188,0.54790571,0.5024905,0.41881071,0.40449838,0.52271903,0.25073417,0.41635674,0.82236549,0.76248414,0.4503922,0.58865423,0.57748677,0.67041142,0.52291878,0.61845533,0.23759563,0.38206177,0.25886082,0.39721974,0.34847039,0.38618781,0.4051711,0.43550055,0.46083409,0.65421016,0.36323747,0.52214739,0.41687721,0.52413437,0.42191363,0.79623967,0.51957187,0.37354723,0.59832794,0.46763808,0.38452134,0.30016809,0.49796741
26,1,0.33074838,0.52554243,0.32619118,0.2406638,0.72994932,0.52093855,0.39141814,0.52583246,0.43077545,0.40796141,0.44401458,0.5057914,0.27202921,0.41424099,0.96827458,0.68088378,0.43360749,0.61805632,0.61259214,0.78069702,0.57951507,0.66703242,0.22803617,0.31793823,0.31224014,0.35930891,0.33400692,0.40482241,0.45151669,0.43736171,0.57862179,0.59395345,0.32590424,0.54872042,0.46722732,0.45744476,0.40789162,0.73215796,0.53274774,0.41783054,0.64305374,0.52180348,0.27697095,0.27196542,0.58193257
26,2,0.32522222,0.53957768,0.34769656,0.2337212,0.75225531,0.52224493,0.3688201,0.53931826,0.45335975,0.45591363,0.48942921,0.4858355,0.32744925,0.4878463,1,0.65313876,0.42813952,0.62254526,0.63175787,0.78755742,0.59350051,0.68387371,0.31043106,0.35412134,0.36608558,0.38301062,0.33349238,0.39495172,0.59754119,0.43973985,0.52838117,0.65899637,0.37995849,0.53375986,0.56904642,0.47451949,0.47641829,0.72897014,0.539601,0.39009635,0.64241726,0.52967653,0.28650711,0.25201705,0.61882562
27,0,0.36081641,0.67599768,0.39750419,0.25253417,0.81445005,0.56623121,0.45924702,0.67586751,0.57717312,0.4896167,0.58403612,0.4955483,0.46234454,0.66724858,0.92143785,0.71498097,0.53729343,0.66515816,0.6732547,0.83504094,0.6700378,0.7525131,0.46546902,0.46939476,0.50366365,0.44311389,0.37031528,0.42494777,0.7773722,0.536975,0.5599418,0.78164386,0.50143048,0.61933808,0.66050675,0.56760559,0.66289585,0.76052306,0.56090594,0.43588954,0.69574417,0.51742447,0.4195243,0.34241205,0.6550734
27,1,0.41936241,0.88804727,0.33397455,0.244959,0.84569682,0.56359656,0.64619598,0.88336838,0.51563031,0.55905093,0.66928175,0.41880879,0.66176683,0.75775142,0.79637291,0.72342315,0.72341787,0.75838362,0.80363368,0.89223088,0.76822163,0.72419652,0.69069358,0.55247864,0.65496411,0.48792573,0.43639255,0.48584336,0.75326574,0.64265773,0.66818603,0.70159282,0.46575007,0.7492207,0.644349,0.60067206,0.77650296,0.86630668,0.63195628,0.56835204,0.76737425,0.49020446,0.52311055,0.43424181,0.80787224
27,2,0.45639027,0.94129213,0.33753576,0.2840531,0.76803383,0.56112976,0.75712547,0.9384858,0.3766071,0.6022775,0.68452489,0.3162522,0.74891278,0.76436433,0.85246753,0.70341868,0.77831087,0.82329494,0.92325037,0.84622528,0.76923573,0.62581056,0.77965876,0.60975396,0.70455859,0.58970311,0.45861166,0.49432492,0.69439797,0.68909362,0.75289713,0.5416454,0.4006893,0.7889263,0.59445607,0.58161355,0.79660457,0.90800859,0.6372176,0.65522996,0.72216679,0.51901892,0.49965175,0.42967943,0.81956767
28,0,0.49193233,0.84693917,0.44263589,0.42113237,0.73175357,0.60564881,0.77685419,0.84737995,0.45189618,0.59457863,0.72057825,0.3577828,0.68792426,0.79471537,0.94359926,0.73768008,0.68051177,0.87670506,0.96669847,0.81141402,0.6575643,0.77028175,0.77092798,0.67771045,0.69350238,0.64563598,0.48354383,0.48464623,0.75616392,0.71752797,0.74499171,0.62311142,0.41718055,0.82270541,0.63450757,0.5902673,0.82954276,0.91217227,0.62745142,0.68069931,0.62992844,0.5914556,0.49493183,0.3888522,0.79356348
28,1,0.4560514,0.7069353,0.54994574,0.49390082,0.82940115,0.68922055,0.74023128,0.70957764,0.58596264,0.57730375,0.76294425,0.41019844,0.62615743,0.88839658,0.88018553,0.69722326,0.54503846,0.80504663,0.95689879,0.88282405,0.53295842,0.92623531,0.7579058,0.66159013,0.68302414,0.59359547,0.57669567,0.49072223,0.87106041,0.74220899,0.75469798,0.74547282,0.37931367,0.8135559,0.73021488,0.558132,0.94225233,0.9124325,0.69563401,0.67531539,0.76075139,0.69802411,0.52441464,0.34234602,0.77428618
28,2,0.40691552,0.65759396,0.516642,0.50882468,0.90547824,0.79112538,0.72339797,0.65794777,0.63683998,0.59331846,0.81843261,0.38859583,0.5964856,0.94160342,0.75152134,0.61139807,0.57237834,0.73666118,0.92663256,0.97513481,0.59817461,0.88595498,0.75747666,0.65792509,0.73177962,0.58724059,0.68568622,0.48855384,0.9460921,0.81427715,0.76204381,0.74798577,0.29261044,0.79613238,0.79580837,0.5654295,1,0.88276625,0.80122162,0.69577829,0.80506434,0.73063015,0.60328245,0.35005403,0.82400387
29,0,0.42049631,0.64857613,0.52947618,0.53041781,0.89346909,0.85680922,0.73899661,0.64709078,0.71805612,0.63174718,0.89859995,0.38186944,0.6471636,0.95218216,0.64437848,0.60425468,0.69297845,0.71175718,0.87772093,0.96953265,0.77691528,0.87505309,0.83299051,0.7235526,0.82810665,0.57731109,0.7769202,0.45593766,0.96316012,0.85767314,0.78857835,0.71258795,0.3920842,0.80644603,0.85587959,0.64006437,0.99466554,0.85114827,0.87991555,0.76943479,0.93150072,0.75811718,0.68193539,0.34758675,0.89095015
29,1,0.44735813,0.54899264,0.60225905,0.51565014,0.71022904,0.91891695,0.75781236,0.54655626,0.71566265,0.67498031,0.9222931,0.40595607,0.64782958,0.86973435,0.41159555,0.56641039,0.69278806,0.66633754,0.78354002,0.79133214,0.92458744,0.84829393,0.78443849,0.74782799,0.80555607,0.57986297,0.85872392,0.40635835,0.90595691,0.78681473,0.77200444,0.60182479,0.45014824,0.73589571,0.87291561,0.7926438,0.84426757,0.73371934,0.77455375,0.75332274,0.94089314,0.64601007,0.69565797,0.33844999,0.8800613
29,2,0.33888121,0.4063057,0.5300582,0.55104256,0.65229783,0.94599329,0.6838101,0.40496845,0.63934665,0.69086374,0.81099329,0.47224315,0.68306989,0.70301708,0.42329314,0.49661865,0.43428528,0.62553483,0.57083514,0.74554624,0.64700839,0.76320261,0.51831244,0.63813974,0.631183,0.54234932,0.83807653,0.35625953,0.75907055,0.59347147,0.62674616,0.37796335,0.25406908,0.68774293,0.66195048,0.71101507,0.67291279,0.59973977,0.40389066,0.62710837,0.69247574,0.46259536,0.53684055,0.34212991,0.8341668
30,0,0.44154524,0.46319256,0.45334912,0.63158141,0.75123252,0.76164064,0.63623163,0.46038381,0.61131236,0.68292203,0.73468644,0.51984426,0.79595603,0.60998102,0.51,0.42046727,0.54174092,0.63712745,0.5214899,0.78987418,0.54027842,0.70140167,0.33043787,0.5731036,0.56284143,0.57706285,0.7665544,0.41498673,0.67800591,0.58051575,0.60435256,0.33712982,0.21222947,0.75805272,0.4176472,0.59387051,0.62204064,0.55965129,0.35548882,0.50307937,0.52865891,0.4915624,0.57511114,0.43627086,0.81698661
30,1,0.68928395,0.66010267,0.51726349,0.72104647,0.93919579,0.58452051,0.63466655,0.65346127,0.64267001,0.69519559,0.79040676,0.53943733,0.97825564,0.77511385,0.6374026,0.39004255,0.8789125,0.67214299,0.56427023,0.9396445,0.81818014,0.72809005,0.42934726,0.65975031,0.66694323,0.70870817,0.72918889,0.50210627,0.72256865,0.63985566,0.77049864,0.42054434,0.29303291,0.85133731,0.37115908,0.61308084,0.76313294,0.68921996,0.49046528,0.49419887,0.58767976,0.60617943,0.66444132,0.47509305,0.86667204
30,2,0.81589031,0.72780899,0.61822038,0.76860601,1,0.62418625,0.47225459,0.72388714,0.72102369,0.67064846,0.8336509,0.57152028,1,0.8498482,0.66666048,0.3950362,0.84723174,0.69355458,0.65414968,0.98452167,0.87067392,0.69182359,0.47689303,0.73308024,0.70116528,0.78675405,0.74837684,0.5530973,0.85095057,0.67071985,0.8337827,0.41265754,0.44150608,0.94659419,0.40098414,0.67817127,0.82648603,0.7578557,0.55345429,0.4554485,0.59853437,0.64564388,0.65881743,0.48618682,0.83223101
31,0,0.82298048,0.75747772,0.60825688,0.71794611,0.94632083,0.71223179,0.36639423,0.75307571,0.77959893,0.59744027,0.81538398,0.60670128,0.96517692,0.85760911,0.49912801,0.41748153,0.78112863,0.68443957,0.71180297,0.91336129,0.75292708,0.64326065,0.4806369,0.68123677,0.74224853,0.83587529,0.71452896,0.59145067,0.95580904,0.65747462,0.82371015,0.36651202,0.56768455,1,0.40163382,0.63327294,0.84106689,0.80886084,0.58329476,0.40371511,0.59406179,0.66415166,0.63131298,0.52032657,0.66913212
31,1,0.76095457,0.7540585,0.56912301,0.63704803,0.95618098,0.760181,0.50029563,0.75153347,0.79360395,0.58855999,0.7656615,0.63716542,0.94616064,0.89088235,0.4540167,0.40578488,0.77610235,0.70305357,0.72732634,0.93014779,0.72539873,0.65266884,0.52242627,0.69654669,0.78066561,0.83864562,0.6620638,0.63819527,0.97862273,0.63194574,0.82137007,0.34946262,0.55360955,0.97075236,0.43777521,0.59878949,0.8765453,0.85836966,0.64754829,0.39403993,0.60063304,0.65807141,0.68512893,0.54064714,0.6290692
