,,pid1263-18,pid50848-02,pid9048-18,pid9049-18,pid9050-18,pid9054-18,pid9055-18,pid9058-18,pid9059-18,pid9060-18,pid9061-18,pid9062-18,pid9063-18,pid9065-13,pid9066-18,pid9067-18,pid9068-12,pid9070b-01,pid9072-18,pid9073-20,pid9074f-18,pid9075-18,pid9081-09,pid9085-13,pid9088-13,pid9092-08,pid9093-18,pid9094-18,pid9099-18,pid9100b-18,pid9101-18,pid9104-18,pid9105b-01,pid9111-18,pid9118-18,pid9122-02,pid9123-01,pid9138-18,pid9139-18,pid9153-18,pid9166f-15,pid9170-18,pid9174-18,pid9186c-18,pid9192-18
31,2,0.68276725,0.71852964,0.55215547,0.53987505,0.9818771,0.75901328,0.71603339,0.71385384,0.72910164,0.62185613,0.70293265,0.6205169,0.9017893,0.92809298,0.576141,0.39355826,0.78227096,0.69425855,0.7197381,0.97642301,0.81818014,0.69717542,0.60951211,0.75118639,0.76860259,0.80470658,0.63468051,0.67532893,0.91837769,0.58469301,0.76788385,0.41538699,0.46095464,0.93737733,0.50938425,0.65111689,0.90550381,0.8415848,0.68943559,0.39247045,0.55814354,0.66902655,0.73386929,0.55514468,0.71681723
32,0,0.60182989,0.65269275,0.51570484,0.48238969,0.9224979,0.70704277,0.87992348,0.65308447,0.64601763,0.62794697,0.51667633,0.55438332,0.86736741,0.91553131,0.68685529,0.38015227,0.73624248,0.65255988,0.6964357,0.94739365,0.80358625,0.78585587,0.62476878,0.83456231,0.58867344,0.77360739,0.60358312,0.69342142,0.82504436,0.53833985,0.7575366,0.44457589,0.29123925,0.93287474,0.59632089,0.66936569,0.89043184,0.82935398,0.72761965,0.40380451,0.48537811,0.64027312,0.72906046,0.5809641,0.67856106
32,1,0.52860829,0.56842309,0.42758212,0.43183913,0.81140467,0.63581229,0.84961308,0.5646863,0.59231018,0.54984248,0.32010604,0.45118479,0.81216401,0.90231499,0.77313544,0.34443532,0.67365014,0.60607972,0.64225132,0.82446575,0.6141606,0.81877389,0.52642171,0.90545375,0.55462851,0.73397875,0.59113107,0.66053419,0.8191973,0.4902496,0.75746538,0.41932266,0.2760673,0.89720993,0.69207633,0.67741217,0.87510584,0.80612842,0.69486627,0.39624516,0.48107755,0.59217272,0.61939093,0.57251171,0.55448459
32,2,0.4546829,0.45332236,0.36410181,0.3690043,0.70608042,0.58341848,0.75586471,0.4569313,0.5730169,0.44416514,0.33766879,0.40676547,0.76228035,0.91679317,0.75141929,0.30629992,0.67977306,0.59751326,0.55982135,0.70714,0.61379183,0.80426165,0.3724788,0.83229904,0.64581896,0.6755635,0.57037141,0.57055734,0.84117448,0.44691565,0.64281136,0.40768577,0.33699229,0.80419473,0.70961765,0.67072196,0.88331922,0.76735411,0.586998,0.35732592,0.48572215,0.49138694,0.51041049,0.48918838,0.62957735
33,0,0.41401872,0.37041844,0.36752491,0.2984303,0.62632589,0.52917092,0.73600556,0.36672801,0.53006388,0.38494355,0.40880623,0.40827263,0.73620316,0.94516129,0.68776438,0.28506382,0.73756759,0.62143902,0.50915792,0.63850609,0.58879875,0.84043608,0.28747947,0.76118858,0.75114198,0.64438487,0.51956217,0.51071207,0.85492184,0.4270116,0.52763845,0.42309596,0.34446339,0.73824322,0.73709666,0.62434591,0.90745131,0.75974237,0.45926996,0.33972385,0.46650726,0.36776015,0.45055572,0.41858566,0.64354735
33,1,0.381344,0.32247191,0.38614975,0.25346349,0.52934484,0.48792877,0.84202243,0.32081143,0.47490095,0.3847204,0.45868611,0.39881102,0.69542646,0.90743833,0.62538961,0.22268418,0.77183764,0.62017736,0.5188622,0.53733773,0.59300267,0.87399122,0.29391657,0.76367088,0.78074951,0.61294807,0.45751707,0.45314812,0.84942966,0.39419319,0.49500951,0.41145133,0.32724578,0.67755436,0.80627542,0.60696754,0.86655377,0.73287359,0.42950853,0.3469256,0.47350857,0.34539976,0.44427979,0.40001801,0.59238587
33,2,0.34180069,0.31954669,0.40159811,0.22939477,0.45063608,0.44475989,0.96035127,0.31940063,0.40147166,0.40796141,0.47886671,0.36241592,0.66015406,0.80740987,0.55761596,0.19217735,0.73848146,0.62641251,0.57355823,0.44511684,0.67824283,0.88673368,0.30325407,0.81857341,0.77240608,0.56099692,0.38621948,0.406268,0.80570342,0.36740286,0.5123465,0.38727287,0.30977616,0.60101982,0.84180322,0.59397172,0.75499577,0.61858044,0.41701008,0.33654515,0.46179385,0.37889838,0.48581061,0.37579541,0.66463139
34,0,0.33382426,0.36252422,0.36330275,0.23133932,0.34024386,0.38318494,1,0.3617245,0.30132611,0.42469152,0.49839284,0.30027352,0.61595122,0.65072106,0.46955473,0.29801448,0.67057345,0.58486012,0.655147,0.38339325,0.62964875,0.9230497,0.30470426,0.81265971,0.65394798,0.49502532,0.34896623,0.35449771,0.71567385,0.3569597,0.57560003,0.34108869,0.2334198,0.58069078,0.86278544,0.52785903,0.60683319,0.45049769,0.40130517,0.32663157,0.40359871,0.39848947,0.5344102,0.36220435,0.64795935
34,1,0.31461304,0.37417668,0.32234389,0.24329559,0.35282761,0.36773464,0.87088079,0.37388714,0.26104957,0.3996062,0.57964543,0.23741941,0.59449571,0.58772296,0.37418367,0.30289617,0.63471175,0.55014628,0.66170323,0.35354504,0.45987831,0.91405918,0.28179706,0.65434037,0.51189522,0.44699633,0.31378988,0.30846462,0.64217997,0.39833943,0.58433974,0.32359855,0.2067818,0.55917837,0.87309608,0.49360836,0.54422523,0.36215601,0.39836967,0.29953313,0.40065713,0.37084986,0.51710136,0.35916677,0.53904662
34,2,0.36278445,0.35635413,0.31841768,0.2692542,0.31707597,0.37907605,0.70687766,0.35678233,0.2533274,0.36852849,0.61816751,0.25268637,0.57627377,0.55268501,0.45304267,0.30649399,0.64082705,0.53806912,0.59239442,0.31212303,0.50320826,0.85870027,0.27787561,0.52179309,0.48543861,0.42186476,0.27351483,0.3597154,0.66876215,0.45168228,0.53745663,0.35384675,0.27717907,0.54863383,0.84132198,0.53862815,0.50541914,0.36330753,0.38268734,0.26172643,0.36704397,0.31322856,0.44121221,0.33394165,0.48346508
35,0,0.39987749,0.35171445,0.31402782,0.35080047,0.25697278,0.39528536,0.57464568,0.35247108,0.25970729,0.32897086,0.592395,0.28031762,0.51875953,0.49744782,0.54536178,0.33181309,0.62447643,0.51573414,0.50840343,0.25755942,0.49374942,0.83427722,0.34878731,0.44924436,0.47383239,0.43516036,0.26139957,0.36308092,0.73874947,0.43480778,0.45256239,0.37794015,0.29677587,0.5440735,0.77255228,0.45934758,0.46761219,0.37184959,0.36047916,0.23636635,0.32087319,0.26451785,0.44315353,0.31169408,0.43047266
35,1,0.394612,0.35907594,0.28222354,0.41872706,0.22368043,0.38987739,0.54681332,0.35925342,0.26282041,0.32488186,0.54523238,0.32694186,0.47551954,0.41978178,0.59027829,0.34332313,0.638649,0.47674163,0.44839997,0.20722988,0.45510279,0.83788758,0.40466431,0.35133971,0.41326559,0.42937146,0.23732809,0.35887967,0.72829742,0.35697004,0.41144811,0.35235444,0.22571153,0.49383298,0.77830314,0.39913564,0.40717189,0.36127123,0.35157106,0.2208503,0.32646391,0.24687214,0.48890782,0.31516989,0.36961607
35,2,0.3725204,0.37561991,0.25019236,0.47568137,0.21769309,0.31980733,0.5691592,0.37464949,0.25256732,0.39660016,0.49809461,0.35623378,0.48360748,0.36152751,0.56801484,0.2950586,0.65570787,0.43810569,0.43756829,0.20877771,0.52657878,0.7971825,0.43998698,0.27938965,0.36086511,0.37749975,0.23193938,0.37151731,0.62986903,0.31561098,0.41194665,0.31775303,0.25457308,0.4294112,0.73322265,0.44980314,0.34139712,0.36376944,0.35088234,0.19506308,0.36024909,0.27680043,0.48940427,0.31360307,0.38826424
36,0,0.34915153,0.35254746,0.15585479,0.52957439,0.16755347,0.2191213,0.57538475,0.35200666,0.23355705,0.43980704,0.39238671,0.35767116,0.30536789,0.22181214,0.51300557,0.22528924,0.57030691,0.29064728,0.42198422,0.18488117,0.51579238,0.72200198,0.4197878,0.28609184,0.33921879,0.26004369,0.26271868,0.31253035,0.50210393,0.26556652,0.40185375,0.23931802,0.18333086,0.34598807,0.62426911,0.46261678,0.19749365,0.26123219,0.3424823,0.16271978,0.36580541,0.30717119,0.38408417,0.29894345,0.35533151
36,1,0.30473373,0.33073421,0.17323666,0.55600937,0.18796327,0.21333382,0.45671681,0.3313442,0.27839411,0.31227356,0.27400381,0.33556616,0.28323036,0.18860531,0.48916512,0.19241621,0.57830325,0.21099835,0.41260082,0.17003196,0.40962478,0.61507858,0.38360685,0.18747901,0.23249744,0.20438884,0.29440546,0.23367779,0.47090832,0.21410551,0.34875416,0.24193923,0.15538838,0.37933423,0.56023966,0.368974,0.17752752,0.16853816,0.29534498,0.15312407,0.3904046,0.29464449,0.32224363,0.27314804,0.29039361
36,2,0.29506295,0.35622821,0.28402881,0.54955096,0.162474,0.23631587,0.21501609,0.35699264,0.32178378,0.34866763,0.25820562,0.23683329,0.31288614,0.29034156,0.48982375,0.17804732,0.66499124,0.22265496,0.37344549,0.15788896,0.47556928,0.47991647,0.25085458,0.14636782,0.2170784,0.19501539,0.25397137,0.30036705,0.37557245,0.20776723,0.31407002,0.37968762,0.23562111,0.43054647,0.46100724,0.32956144,0.2581033,0.20882831,0.21431394,0.16464687,0.32419322,0.22564846,0.22289567,0.28259095,0.25225843
37,0,0.17393061,0.13313638,0.15698925,0.34279578,0.11425469,0.22093125,0.18038431,0.13823169,0.17017062,0.22522972,0.17758264,0.24587625,0.17721255,0.17013283,0.23321892,0.25473613,0.1138451,0.12121046,0.2931489,0.133573,0.28504656,0.17074897,0.32345325,0.077257794,0.20931295,0.12660113,0.16852839,0.30145124,0.28299113,0.19744815,0.22586914,0.21623753,0.083353098,0.2682894,0.25914964,0.22259896,0.16675699,0.12480645,0.11144506,0.10604947,0.30898644,0.16689045,0.13805572,0.1824949,0.12122116
37,1,0.095787608,0.095057148,0.047794219,0.080695041,0.017071377,0.054929937,0.015355187,0.095399579,0.096296596,0.13215411,0.045176042,0.10830333,0.042021183,0.030297913,0.057012987,0.043148466,0.007861549,0.046709636,0.061118723,0.020002996,0.038623583,0.084043608,0.050327774,0.043659195,0.034229514,0.020937345,0.03243802,0.079035519,0.064332066,0.047164837,0.036682369,0.09577051,0.042545953,0.028882047,0.026457566,0.12928007,0.029747671,0.004814,0.050786375,0.030990365,0.03124957,0.02015029,0.020772081,0.02523112,0.036465559
37,2,0.10974637,0.096581751,0.040047351,0.10057009,0.039365871,0.044867173,0.083078863,0.097546442,0.10331527,0.14442767,0.050902162,0.10972397,0.067031212,0.026422201,0.077134508,0.047868179,0.11625162,0.048462242,0.055557194,0.042135011,0.12172951,0.14410307,0.14529944,0.036113748,0.10957397,0.032082216,0.007339134,0.064910497,0.09809041,0.08495254,0.087685045,0.070434547,0.037265787,0.080651337,0.076846171,0.14138521,0.025534293,0.035215666,0.098948866,0.025081951,0.039492878,0.082445835,0.061182573,0.10158482,0.008590095
38,0,0.16859995,0.080956025,0.079233501,0.11757907,0.068781962,0.13439644,0.008335275,0.08123817,0.1276219,0.13697821,0.12902825,0.14842725,0.062423975,0.081788425,0.24277365,0.16333508,0.094631026,0.11528616,0.086939554,0.059709407,0.12594266,0.15367408,0.1197508,0.068090093,0.050270346,0.13735478,0.081165684,0.11561353,0.12070131,0.12110966,0.13499242,0.1480167,0.15160095,0.16891476,0.064508289,0.14576776,0.086096528,0.10685707,0.1274232,0.05384325,0.11400089,0.06789289,0.12830468,0.097430664,0.072908534
38,1,0.24968068,0.27314026,0.18581434,0.24295978,0.18737718,0.45687491,0.25061299,0.27019804,0.26104957,0.27519034,0.28570955,0.34082726,0.2404718,0.23075901,0.44201299,0.38790028,0.3748534,0.31217773,0.36447836,0.17635311,0.2749516,0.31367691,0.25908223,0.12153026,0.20313228,0.3665773,0.29122462,0.38712519,0.437406,0.41219472,0.37429162,0.52959097,0.38960866,0.40343467,0.27660675,0.38196982,0.22699407,0.27075011,0.27969651,0.24866395,0.39926374,0.34095209,0.28273563,0.16821947,0.24708017
38,2,0.373537,0.42284967,0.22037092,0.27029285,0.32802786,0.5264049,0.39118338,0.42362426,0.24262958,0.39667235,0.37556955,0.39521058,0.43960523,0.37355787,0.47402597,0.42081063,0.57697814,0.32284696,0.57920389,0.35241662,0.38427215,0.35136627,0.36731432,0.14920786,0.38215717,0.42114984,0.35914492,0.48089672,0.47260668,0.47417127,0.52058767,0.64826413,0.4833531,0.51149702,0.42250776,0.50576411,0.3464945,0.427682,0.43965858,0.30957584,0.5146735,0.40389838,0.28025341,0.25083443,0.3509921
39,0,0.46703855,0.47833204,0.25766006,0.27541585,0.42395164,0.51210772,0.43904008,0.47705047,0.22516374,0.44759779,0.41048795,0.38606994,0.53166974,0.41827324,0.54166976,0.41974323,0.70475211,0.31991223,0.6287139,0.46404034,0.43536462,0.33938128,0.41110141,0.1672556,0.44095274,0.37756926,0.3727664,0.50604777,0.41061259,0.45869264,0.56409291,0.61458285,0.49643492,0.50844718,0.48168868,0.55311181,0.39435224,0.50077419,0.48458299,0.31954902,0.55521916,0.38679432,0.2580246,0.30414215,0.37176964
39,1,0.42091338,0.33020147,0.25957384,0.22597423,0.37509912,0.43742519,0.40037388,0.32684893,0.23400178,0.3652796,0.38628117,0.29409138,0.4186472,0.30288425,0.57476809,0.47174741,0.59664915,0.290693,0.49051253,0.41391053,0.38158938,0.25804191,0.34764787,0.13626342,0.32032255,0.23190349,0.30238563,0.39960472,0.32074356,0.35933784,0.49848912,0.45199103,0.45349837,0.41182413,0.45327125,0.4944788,0.29430991,0.42286123,0.38829865,0.24267408,0.47199477,0.31467043,0.22333284,0.21860968,0.30450073
39,2,0.36093371,0.24775281,0.24292197,0.2675205,0.16045141,0.35656109,0.24506565,0.24790571,0.25876122,0.28287608,0.30560848,0.24111753,0.25655942,0.19163188,0.41346011,0.41504815,0.37848603,0.23372646,0.24369959,0.18808668,0.29282751,0.22089764,0.31920624,0.12239176,0.1423604,0.27313077,0.25772289,0.2800384,0.30712294,0.23612921,0.35834851,0.29041212,0.3041432,0.3492207,0.29164561,0.47022803,0.20889924,0.28394379,0.26969324,0.14888249,0.37617835,0.25762893,0.17896414,0.18020771,0.27420552
40,0,0.40988713,0.28665246,0.30286081,0.325287,0.29440224,0.38445482,0.39240066,0.28572555,0.30770599,0.38558677,0.4544114,0.34410673,0.32372623,0.30356736,0.47641929,0.410786,0.3972127,0.35224904,0.3468563,0.32286798,0.32553701,0.33128274,0.41608831,0.14768197,0.27606041,0.32289743,0.26629245,0.31572647,0.42971694,0.39652997,0.43995645,0.38169798,0.4178995,0.36986723,0.33608845,0.50487343,0.26826418,0.37404853,0.45328606,0.25764379,0.40643707,0.34592615,0.28932276,0.20643535,0.32054364
40,1,0.44717566,0.3406141,0.33436914,0.43144865,0.35173587,0.465027,0.55211721,0.34328777,0.34181289,0.43592807,0.56828763,0.44143013,0.39779347,0.38545541,0.63032468,0.39888035,0.45961465,0.4194094,0.5212384,0.38700819,0.38678897,0.37753787,0.57136304,0.18763233,0.41827165,0.44088968,0.2968098,0.41967361,0.50450359,0.51669872,0.62731592,0.50706719,0.51089535,0.42051183,0.42870377,0.55359764,0.33370025,0.44174094,0.62706755,0.41016192,0.48577376,0.47148306,0.33472881,0.23679914,0.36751089
40,2,0.45831921,0.45123014,0.32538226,0.45715736,0.35262075,0.50089768,0.68416659,0.45244479,0.30837713,0.33101208,0.58797117,0.48830556,0.43450213,0.46427894,0.70290353,0.43372397,0.56488462,0.4275096,0.62773393,0.41363092,0.43931963,0.36845533,0.54645811,0.21706213,0.45530903,0.51922351,0.32944148,0.53135694,0.48425011,0.58158074,0.75790288,0.5723498,0.54380374,0.45640754,0.49280541,0.52380037,0.40359018,0.41346692,0.5934561,0.40378464,0.48546412,0.49951938,0.31526378,0.27200144,0.41019519
41,0,0.44151917,0.4684909,0.34236954,0.39344006,0.36538837,0.4699095,0.62547605,0.46701717,0.27251557,0.37570228,0.49903902,0.43136844,0.43978978,0.47079696,0.59850649,0.48265283,0.60615338,0.39382885,0.59846501,0.4247853,0.44291509,0.3912077,0.49987422,0.21031613,0.38923278,0.4617317,0.29695949,0.62577221,0.37962822,0.50306057,0.65064556,0.50799505,0.44596057,0.50480085,0.49572896,0.53227194,0.42190517,0.43799362,0.45720383,0.29425847,0.46802106,0.38113366,0.28656639,0.29959779,0.41525246
41,1,0.40851862,0.43947114,0.3315478,0.3392581,0.33003896,0.4248066,0.57415877,0.43454259,0.25526805,0.3957863,0.43614448,0.37455692,0.39847549,0.39890892,0.51384045,0.52646861,0.58614729,0.38335162,0.51008586,0.37830038,0.37888817,0.36279909,0.44788907,0.18390889,0.30626457,0.36523682,0.27464683,0.5006268,0.33596958,0.39819468,0.53275611,0.45855563,0.36062852,0.46739465,0.47474675,0.48528861,0.3723116,0.47452345,0.3467049,0.24133307,0.44436799,0.26055844,0.26255928,0.27910313,0.35195193
41,2,0.35263144,0.33194498,0.22564861,0.22370949,0.13974281,0.37531017,0.29828711,0.33326323,0.19962804,0.3839131,0.41661006,0.26519021,0.22163203,0.32981973,0.37135436,0.58931104,0.36316351,0.24104955,0.207727,0.16817456,0.28206877,0.209302,0.38590053,0.12415127,0.10927566,0.27207824,0.16442137,0.2256028,0.29277567,0.25929028,0.25709402,0.22901879,0.18250815,0.19422744,0.36041531,0.41142296,0.3342083,0.45725067,0.24986734,0.12878713,0.31285695,0.16470095,0.16764967,0.14281426,0.18604614
42,0,0.46610015,0.43789229,0.39018447,0.43436158,0.39421033,0.49773026,0.56655073,0.44703821,0.40920999,0.47930559,0.66489106,0.27632644,0.34246169,0.4585389,0.44487941,0.59227439,0.50409717,0.40259645,0.32134247,0.42784102,0.57115331,0.31170183,0.4376489,0.15570563,0.26551692,0.38814418,0.29926092,0.33368344,0.3704436,0.45764832,0.41772564,0.41834841,0.34720575,0.34356359,0.54807623,0.49527839,0.46746825,0.46320344,0.47489585,0.30836396,0.4428714,0.42729631,0.41439686,0.28524433,0.33045653
42,1,0.71983422,0.67475785,0.72259051,0.71093323,0.74414195,0.84177492,0.91887662,0.67088153,0.70006469,0.66198477,0.94292105,0.47965335,0.55637487,0.73699241,0.55525974,0.61544376,0.76163278,0.71833973,0.6078831,0.80480328,0.73536462,0.54517202,0.6396999,0.3184931,0.65400392,0.63644127,0.53338011,0.57749167,0.60733418,0.73514693,0.69271623,0.72856259,0.58966795,0.71294978,0.86144999,0.70063056,0.73125318,0.61986208,0.69836628,0.60763882,0.67498108,0.68037077,0.66268524,0.53174451,0.58160187
42,2,0.84193103,0.78888997,0.75218506,0.81889887,0.88689566,0.94292804,0.99756543,0.78527865,0.81911539,0.80519821,0.87407837,0.68129169,0.61114499,0.81473435,0.73553803,0.69522281,0.84190085,0.86658438,0.75971728,0.97364689,0.77233336,0.63157299,0.79410154,0.5689348,0.82981262,0.76510774,0.68521845,0.68026427,0.71165188,0.85346486,0.8042671,0.83507307,0.79647198,0.86708678,0.91514473,0.77927349,0.79820491,0.68173834,0.81260232,0.7996424,0.83085048,0.73574153,0.74051571,0.61177812,0.67749637
43,0,0.82633006,0.767716,0.71669133,0.70486529,0.93195582,0.92555831,0.93374489,0.76613214,0.7842484,0.85672092,0.78527877,0.75475174,0.60063388,0.73918406,0.7383859,0.79786519,0.74148199,0.86847687,0.77729598,1,0.67564303,0.57375053,0.79050565,0.72761919,0.83573226,0.76308212,0.71851436,0.64759162,0.74159696,0.82080154,0.78997222,0.73441584,0.86599466,0.86321916,0.84233259,0.74361596,0.72757832,0.64673086,0.74146165,0.85372008,0.91883988,0.68852609,0.67880113,0.61592028,0.61498629
43,1,0.75555874,0.67782836,0.63515833,0.51229207,0.86848547,0.83608232,0.76828971,0.6744129,0.67883885,0.77310318,0.7259382,0.70359206,0.52483351,0.62181214,0.74051948,0.81600358,0.58076308,0.7516365,0.7166421,0.90802876,0.63022956,0.44750814,0.74830194,0.65328904,0.70547217,0.67076755,0.62365984,0.51257553,0.63814956,0.71148955,0.71340055,0.55318952,0.74082419,0.69067731,0.75677952,0.62028724,0.62525826,0.55341878,0.62191914,0.78291447,0.78203055,0.49313396,0.60989923,0.57802857,0.48732054
43,2,0.67387848,0.58323324,0.51769754,0.46481062,0.76248319,0.75083929,0.67829754,0.57852261,0.52819601,0.62862956,0.69300804,0.6093388,0.41688999,0.60328273,0.76875696,0.67253116,0.56895895,0.53056317,0.55096696,0.8223587,0.65030884,0.34014583,0.67517055,0.31801854,0.59680246,0.56979446,0.53836655,0.37760461,0.54490917,0.55810948,0.64518197,0.49185804,0.60650756,0.52231095,0.70470897,0.38651431,0.61074513,0.49225164,0.45608608,0.65930267,0.73190325,0.38756485,0.58097955,0.53593469,0.41304243
44,0,0.76006829,0.64147617,0.49431785,0.54199141,0.77244676,0.77893738,0.72935397,0.63983526,0.52869734,0.70707535,0.77620744,0.56697089,0.43284121,0.63187856,0.79311688,0.57635291,0.64866347,0.50910587,0.58294164,0.84908129,0.73642482,0.4206711,0.6726105,0.30732277,0.59992542,0.5361831,0.56832257,0.45297871,0.54708914,0.6135513,0.63128389,0.57177762,0.6424622,0.61669232,0.7052263,0.43570409,0.63283658,0.55187041,0.54765104,0.63762789,0.86857497,0.48878547,0.6404342,0.52252371,0.46730924
44,1,0.78153429,0.66009299,0.54233008,0.58513862,0.80789961,0.82185082,0.81627685,0.65941991,0.60510229,0.76266737,0.86297738,0.52592872,0.48063869,0.57901328,0.77786642,0.54691349,0.71873429,0.56292741,0.65803486,0.90530258,0.8173873,0.49365001,0.70518076,0.39785354,0.58347161,0.49477708,0.61153522,0.53351403,0.54113223,0.66556031,0.60791356,0.64970231,0.70696709,0.66996344,0.67348829,0.54401271,0.57220152,0.59338364,0.6307595,0.66016688,0.92381133,0.56040586,0.71082543,0.49130148,0.51850298
44,2,0.67671976,0.54328749,0.55732465,0.45922686,0.73667214,0.84469421,0.69841753,0.54476866,0.53379154,0.58234445,0.83994698,0.39077284,0.43609083,0.42857685,0.69108534,0.53806076,0.63935725,0.47738161,0.52689272,0.83638906,0.79358348,0.38587711,0.64695089,0.35263926,0.35479631,0.40893655,0.49374123,0.43782258,0.53253063,0.50035155,0.60435256,0.68921364,0.71418618,0.43237445,0.62922592,0.3900163,0.43506351,0.57732743,0.57978345,0.49838085,0.66113328,0.43764114,0.72571873,0.43555049,0.52653654
45,0,0.56343352,0.39875048,0.45405939,0.41395549,0.48681292,0.78346227,0.60103469,0.39702944,0.44744077,0.49041087,0.73367575,0.31347512,0.33916393,0.3523055,0.70849722,0.49881317,0.43616632,0.41185774,0.30111005,0.57096066,0.64915645,0.33958658,0.50916732,0.24070234,0.23428731,0.36669646,0.4599027,0.33143599,0.5234812,0.46402796,0.52109638,0.61898245,0.65564038,0.40539734,0.55006136,0.429024,0.35629128,0.51895127,0.50688148,0.34592232,0.55021331,0.27686909,0.65126704,0.37852083,0.45019358
45,1,0.3808357,0.36631151,0.37139193,0.34159313,0.3912339,0.71253832,0.42391966,0.36611462,0.33731705,0.4819047,0.64961478,0.26305507,0.3167215,0.34229602,0.69971243,0.4219676,0.32500952,0.41114463,0.24353482,0.45375474,0.59821149,0.2417174,0.40803824,0.16711689,0.18039526,0.35161354,0.40955188,0.25523745,0.46993663,0.40649751,0.25579171,0.52043609,0.61607619,0.29964403,0.5030559,0.33580632,0.34717189,0.5291523,0.42679884,0.22848912,0.3935526,0.20075526,0.54500593,0.32490095,0.41278432
45,2,0.33585747,0.27605579,0.2275624,0.24573214,0.34687475,0.5707342,0.31718981,0.27613915,0.27251557,0.46907325,0.55504101,0.22385498,0.31693814,0.34295066,0.57911874,0.34534597,0.29843119,0.40391296,0.22081346,0.39047334,0.65948188,0.2166997,0.34641964,0.1436811,0.19992542,0.28904776,0.36297128,0.28499633,0.35128855,0.35062142,0.26463317,0.41188433,0.55159354,0.25939003,0.63160808,0.33117074,0.35469941,0.60636263,0.3569114,0.1820304,0.41916672,0.23463534,0.52612626,0.20937087,0.47378609
46,0,0.33722597,0.24989345,0.14783467,0.23611089,0.3547123,0.64191359,0.30106947,0.2483789,0.31585672,0.36763586,0.4795046,0.32666276,0.32894167,0.381537,0.3574397,0.45443756,0.41261899,0.46139148,0.28840517,0.38522069,0.69870932,0.31342206,0.29988014,0.18100314,0.28199869,0.3291828,0.25252128,0.53084872,0.36978454,0.33830676,0.4403329,0.41615248,0.50701897,0.24091784,0.57577179,0.41529944,0.39775614,0.68037213,0.34362263,0.2350154,0.50980527,0.38026396,0.43955246,0.16773922,0.4274883
46,1,0.39862628,0.36596281,0.22848969,0.25204998,0.36156153,0.78908189,0.30319103,0.36020855,0.40358211,0.31208979,0.62864717,0.3771805,0.36870737,0.47622391,0.45788497,0.53516459,0.55812962,0.66929969,0.2772613,0.3902137,0.56152853,0.59541979,0.36077364,0.23391984,0.45263354,0.43791083,0.34855459,0.54533853,0.47848754,0.36773373,0.58540804,0.53020181,0.43874889,0.60031749,0.32606656,0.47200939,0.47016088,0.75069937,0.33971616,0.22835999,0.52477121,0.49349252,0.32304386,0.24714852,0.52774641
46,2,0.52405964,0.47042813,0.2900365,0.21286997,0.41630946,0.79324186,0.39561777,0.47194182,0.39376567,0.43516671,0.72351089,0.30900946,0.49738426,0.57071157,0.65183673,0.53307457,0.69135633,0.84168038,0.39151852,0.45803875,0.49865401,0.81990656,0.45377865,0.27657151,0.64091545,0.44124715,0.44185611,0.67026935,0.53767638,0.41519325,0.68269456,0.61902111,0.41894456,0.72847797,0.37908756,0.56502465,0.5411431,0.87574003,0.39313093,0.17852389,0.61625267,0.58439884,0.29916271,0.35280346,0.76263914
47,0,0.58096343,0.49814994,0.30929269,0.22122608,0.43070894,0.67208437,0.40917312,0.49723098,0.30650117,0.47397611,0.71709883,0.29706383,0.56835433,0.5483871,0.66570501,0.54943644,0.71512451,0.85083196,0.50801318,0.47954863,0.5709044,0.78097126,0.45478491,0.28662481,0.68615643,0.38274253,0.43760876,0.75986222,0.49284326,0.42783878,0.69079329,0.59678342,0.44716128,0.7362132,0.40497846,0.58058117,0.51480948,0.90456054,0.4100665,0.1886262,0.62795018,0.57002594,0.29914049,0.42648577,0.78340055
47,1,0.48492037,0.37705347,0.2869784,0.22138227,0.36888194,0.5341264,0.36332493,0.37837364,0.25952939,0.39434891,0.63887002,0.27717771,0.45744203,0.45304554,0.62516698,0.57453161,0.62311324,0.6743006,0.49199549,0.42472538,0.50307919,0.55638539,0.36528701,0.27038038,0.56468724,0.25831596,0.3740668,0.65757524,0.40654837,0.34701284,0.57194746,0.43175597,0.4577231,0.63052723,0.39313987,0.51731258,0.43863675,0.78517988,0.36562758,0.1679547,0.52508085,0.44095972,0.26768672,0.33054989,0.62546378
47,2,0.33787764,0.2240895,0.27155963,0.21922686,0.31619109,0.43100277,0.33552735,0.2237557,0.26873939,0.30412838,0.55579488,0.33213319,0.37913023,0.42672676,0.52492579,0.49352094,0.50820196,0.33338819,0.40409331,0.37611344,0.39688393,0.44563217,0.32281693,0.25205519,0.31795469,0.30488531,0.29038264,0.4084138,0.37741445,0.30198317,0.38850509,0.29001005,0.46683961,0.49309217,0.34426959,0.41851803,0.42862828,0.63215796,0.3359113,0.13214463,0.39420629,0.37603753,0.24605809,0.19221995,0.54068398
48,0,0.37980606,0.28704959,0.28178948,0.31987505,0.33149844,0.43795066,0.43834449,0.28507711,0.33836015,0.39631137,0.6276282,0.38330682,0.41116104,0.47347249,0.53800557,0.46707472,0.50609245,0.35788078,0.39855173,0.38638906,0.42786024,0.51375478,0.43920269,0.26519676,0.39261676,0.36780856,0.29476097,0.47382687,0.46901563,0.39494799,0.52068941,0.3339751,0.45369849,0.48780065,0.41326788,0.47185757,0.46082981,0.67744454,0.40356324,0.26093176,0.41849584,0.4439884,0.33253557,0.26897587,0.63477174
