"1","1",47
"2","2",1
"3","3",1
"4","6",4
"5","7",2
"6","8",3
"7","9",1
"8","10",8
"9","11",1
"10","16",1
"11","18",1
"12","19",1
"13","25",1
"14","28",1
"15","30",4
"16","31",3
"17","32",7
"18","33",12
"19","34",4
"20","35",5
"21","36",2
"22","37",2
"23","39",1
"24","40",2
"25","43",1
"26","45",8
"27","46",2
"28","47",1
"29","51",2
"30","52",5
"31","53",5
"32","54",2
"33","55",2
"34","56",1
"35","57",2
"36","58",2
"37","61",1
"38","64",2
"39","65",2
"40","67",1
"41","68",1
"42","73",1
"43","74",1
"44","75",2
"45","76",3
"46","77",6
"47","78",4
"48","79",7
"49","80",5
"50","81",7
"51","82",4
"52","83",11
"53","84",4
"54","85",1
"55","87",2
"56","88",2
"57","89",3
"58","90",4
"59","91",2
"60","92",7
"61","93",2
"62","94",6
"63","95",1
"64","98",1
"65","102",3
"66","104",3
"67","105",4
"68","106",8
"69","110",2
"70","114",3
"71","115",1
"72","116",4
"73","117",1
"74","118",9
"75","119",1
"76","120",1
"77","122",3
"78","126",6
"79","127",1
"80","128",4
"81","129",8
"82","130",3
"83","131",7
"84","132",1
"85","133",1
"86","134",2
"87","135",1
"88","140",2
"89","142",1
"90","143",4
"91","144",4
"92","145",1
"93","146",2
"94","147",4
"95","148",3
"96","152",1
"97","153",8
"98","154",8
"99","155",6
"100","157",2
"101","158",4
"102","159",1
"103","160",3
"104","162",1
"105","163",3
"106","164",4
"107","166",1
"108","167",1
"109","168",4
"110","169",2
"111","170",2
"112","171",7
"113","172",1
"114","174",2
"115","177",24
"116","178",12
"117","179",9
"118","180",5
"119","182",1
"120","183",2
"121","184",1
"122","185",1
"123","187",1
"124","191",5
"125","195",1
"126","196",2
"127","198",2
"128","199",2
"129","200",14
"130","201",1
"131","202",1
"132","203",2
"133","204",1
"134","209",1
"135","210",2
"136","215",1
"137","216",1
"138","217",1
"139","218",1
"140","219",2
"141","220",1
"142","221",2
"143","222",5
"144","223",4
"145","224",18
"146","225",9
"147","227",19
"148","228",1
"149","229",3
"150","230",5
"151","231",7
"152","235",1
"153","236",2
"154","237",5
"155","238",2
"156","239",1
"157","243",2
"158","244",4
"159","245",1
"160","246",3
"161","247",2
"162","249",4
"163","250",4
"164","251",1
"165","252",1
"166","253",2
"167","255",2
"168","256",3
"169","257",2
"170","259",2
"171","260",1
"172","261",1
"173","263",1
"174","266",1
"175","267",1
"176","268",8
"177","269",3
"178","270",5
"179","271",7
"180","272",25
"181","273",48
