"1","1",50
"2","2",2
"3","5",2
"4","6",1
"5","18",1
"6","22",10
"7","23",31
"8","24",4
"9","25",3
"10","26",2
"11","28",2
"12","30",1
"13","32",1
"14","36",5
"15","37",1
"16","38",1
"17","44",2
"18","45",1
"19","46",3
"20","47",9
"21","48",6
"22","49",26
"23","50",5
"24","59",1
"25","64",1
"26","66",3
"27","68",1
"28","70",9
"29","71",26
"30","72",3
"31","73",4
"32","74",2
"33","75",2
"34","77",1
"35","78",1
"36","79",1
"37","80",2
"38","84",1
"39","85",2
"40","86",5
"41","87",3
"42","88",1
"43","89",1
"44","91",1
"45","92",1
"46","94",4
"47","95",9
"48","96",17
"49","97",10
"50","98",6
"51","100",1
"52","101",1
"53","118",6
"54","119",33
"55","120",8
"56","121",2
"57","122",3
"58","123",1
"59","124",1
"60","125",2
"61","132",2
"62","133",1
"63","134",1
"64","136",2
"65","139",2
"66","141",1
"67","142",2
"68","143",28
"69","144",3
"70","145",7
"71","146",20
"72","147",3
"73","148",1
"74","149",6
"75","150",3
"76","151",11
"77","152",13
"78","153",4
"79","154",2
"80","155",1
"81","157",3
"82","160",1
"83","162",1
"84","163",1
"85","164",5
"86","165",10
"87","166",10
"88","167",9
"89","168",5
"90","170",3
"91","171",3
"92","172",1
"93","173",6
"94","174",8
"95","175",9
"96","176",9
"97","177",2
"98","178",1
"99","179",4
"100","180",1
"101","181",2
"102","183",1
"103","184",1
"104","185",1
"105","186",1
"106","187",1
"107","188",7
"108","189",15
"109","190",8
"110","191",6
"111","192",8
"112","193",16
"113","195",4
"114","196",2
"115","198",4
"116","199",3
"117","201",1
"118","202",2
"119","204",5
"120","205",2
"121","206",2
"122","209",1
"123","210",1
"124","211",1
"125","212",3
"126","213",1
"127","215",8
"128","216",4
"129","217",4
"130","218",3
"131","219",1
"132","220",1
"133","222",1
"134","223",2
"135","224",1
"136","225",4
"137","226",5
"138","227",1
"139","228",3
"140","229",2
"141","230",3
"142","231",3
"143","232",3
"144","233",1
"145","234",1
"146","236",3
"147","238",1
"148","239",5
"149","240",5
"150","241",11
"151","242",5
"152","243",2
"153","246",2
"154","258",1
"155","261",2
"156","262",5
"157","263",31
"158","264",5
"159","266",2
"160","267",2
"161","268",1
"162","269",1
"163","270",2
"164","276",1
"165","277",2
"166","278",3
"167","285",1
"168","286",4
"169","287",7
"170","288",2
"171","289",32
"172","290",6
"173","291",1
"174","293",2
"175","294",1
"176","303",1
"177","305",2
"178","307",1
"179","308",1
"180","309",1
"181","310",14
"182","311",23
"183","312",4
"184","313",2
"185","314",1
"186","315",2
"187","316",1
"188","317",2
"189","319",1
"190","320",2
"191","324",1
"192","325",1
"193","326",3
"194","327",5
"195","329",3
"196","330",1
"197","332",5
"198","333",3
"199","334",4
"200","335",8
"201","336",18
"202","337",8
"203","338",4
"204","341",1
"205","353",1
"206","357",3
"207","358",11
"208","359",26
"209","360",7
"210","361",2
"211","362",3
"212","363",1
"213","365",1
"214","368",1
"215","370",2
"216","371",1
"217","373",1
"218","374",3
"219","375",1
"220","376",2
"221","378",1
"222","379",1
"223","380",2
"224","381",1
"225","382",7
"226","383",13
"227","385",21
"228","386",4
"229","387",2
"230","388",1
"231","390",2
"232","391",2
"233","393",1
"234","395",2
"235","396",5
"236","398",1
"237","400",1
"238","401",1
"239","403",1
"240","406",2
"241","407",1
"242","408",10
"243","409",4
"244","410",3
"245","412",3
"246","413",3
"247","414",1
"248","416",2
"249","418",1
"250","420",2
"251","421",4
"252","422",3
"253","423",14
"254","424",2
"255","425",6
"256","426",1
"257","427",14
"258","428",38
"259","429",50
