"1","1",34
"2","2",7
"3","4",1
"4","6",4
"5","7",7
"6","8",6
"7","9",1
"8","10",1
"9","12",1
"10","15",3
"11","17",4
"12","18",6
"13","19",2
"14","20",6
"15","21",5
"16","23",4
"17","24",8
"18","25",6
"19","26",11
"20","27",1
"21","28",1
"22","29",1
"23","30",6
"24","31",4
"25","32",9
"26","33",1
"27","35",7
"28","36",6
"29","37",2
"30","38",3
"31","40",2
"32","41",2
"33","42",6
"34","43",4
"35","44",4
"36","45",8
"37","46",2
"38","47",8
"39","48",11
"40","49",7
"41","50",12
"42","51",2
"43","52",2
"44","54",8
"45","55",8
"46","56",9
"47","58",1
"48","60",3
"49","62",2
"50","63",2
"51","65",8
"52","66",2
"53","67",1
"54","68",9
"55","69",6
"56","70",1
"57","71",6
"58","72",7
"59","73",4
"60","74",12
"61","75",1
"62","76",1
"63","77",2
"64","78",6
"65","79",6
"66","80",8
"67","81",1
"68","83",7
"69","84",6
"70","85",4
"71","86",1
"72","87",2
"73","88",3
"74","89",1
"75","90",8
"76","91",3
"77","92",5
"78","93",11
"79","94",1
"80","95",14
"81","96",30
"82","97",4
"83","99",1
"84","118",4
"85","119",20
"86","120",5
"87","121",5
"88","122",3
"89","123",1
"90","124",1
"91","125",3
"92","126",9
"93","127",5
"94","128",4
"95","129",1
"96","130",1
"97","131",1
"98","134",4
"99","135",3
"100","137",9
"101","138",1
"102","140",7
"103","141",6
"104","142",2
"105","143",7
"106","144",5
"107","145",3
"108","146",12
"109","148",2
"110","149",3
"111","150",7
"112","151",4
"113","152",9
"114","154",3
"115","155",7
"116","156",1
"117","157",1
"118","158",1
"119","159",2
"120","161",1
"121","162",8
"122","163",1
"123","164",7
"124","165",8
"125","166",2
"126","167",5
"127","168",28
"128","169",6
"129","175",1
"130","177",1
"131","184",1
"132","187",1
"133","190",5
"134","191",23
"135","192",1
"136","193",3
"137","194",2
"138","195",3
"139","197",1
"140","198",6
"141","199",5
"142","200",6
"143","203",1
"144","204",2
"145","205",2
"146","206",2
"147","207",1
"148","208",1
"149","209",8
"150","210",4
"151","211",1
"152","212",9
"153","213",6
"154","214",2
"155","215",2
"156","216",8
"157","217",3
"158","218",8
"159","219",1
"160","220",1
"161","221",1
"162","222",11
"163","223",6
"164","224",7
"165","226",1
"166","227",6
"167","228",6
"168","229",3
"169","232",1
"170","233",5
"171","234",9
"172","235",1
"173","236",7
"174","237",5
"175","238",2
"176","239",16
"177","240",30
"178","241",2
"179","242",1
"180","244",1
"181","250",1
"182","252",2
"183","253",1
"184","262",7
"185","263",2
"186","264",1
"187","265",5
"188","266",1
"189","268",1
"190","270",1
"191","274",1
"192","275",1
"193","276",2
"194","277",2
"195","280",1
"196","284",1
"197","286",2
"198","287",22
"199","288",18
"200","289",14
"201","290",4
"202","291",2
"203","292",3
"204","293",3
"205","294",5
"206","295",9
"207","296",7
"208","299",2
"209","300",1
"210","302",3
"211","303",1
"212","305",7
"213","306",3
"214","307",2
"215","308",5
"216","309",4
"217","310",3
"218","311",4
"219","312",4
"220","313",5
"221","314",8
"222","316",1
"223","317",1
"224","318",8
"225","319",5
"226","320",8
"227","322",3
"228","323",4
"229","324",6
"230","325",3
"231","326",2
"232","327",1
"233","328",1
"234","329",4
"235","330",12
"236","331",2
"237","332",9
"238","333",10
"239","334",4
"240","335",25
"241","336",34
