"1","1",42
"2","2",15
"3","3",5
"4","5",5
"5","6",2
"6","7",7
"7","10",1
"8","11",20
"9","12",6
"10","13",34
"11","14",6
"12","16",5
"13","17",7
"14","18",2
"15","19",2
"16","20",11
"17","21",5
"18","22",21
"19","23",3
"20","24",3
"21","25",3
"22","26",10
"23","27",10
"24","28",2
"25","29",5
"26","31",7
"27","32",1
"28","35",13
"29","36",6
"30","37",35
"31","38",1
"32","39",1
"33","40",2
"34","41",7
"35","42",1
"36","44",11
"37","45",5
"38","46",17
"39","47",17
"40","48",18
"41","49",4
"42","50",6
"43","51",8
"44","52",8
"45","53",5
"46","54",1
"47","55",3
"48","56",2
"49","57",3
"50","58",3
"51","59",3
"52","61",1
"53","63",1
"54","64",8
"55","65",14
"56","66",27
"57","67",5
"58","68",2
"59","69",5
"60","70",9
"61","71",11
"62","72",24
"63","73",9
"64","74",1
"65","75",8
"66","76",6
"67","77",11
"68","78",3
"69","79",5
"70","80",1
"71","81",2
"72","82",2
"73","83",7
"74","84",7
"75","85",6
"76","87",2
"77","90",2
"78","91",4
"79","92",7
"80","93",3
"81","94",6
"82","95",3
"83","96",3
"84","97",7
"85","99",1
"86","100",6
"87","101",2
"88","102",7
"89","103",9
"90","104",3
"91","105",7
"92","106",36
"93","107",14
"94","108",32
"95","109",36
"96","110",18
"97","111",9
"98","113",7
"99","114",1
"100","115",12
"101","118",1
"102","119",11
"103","120",8
"104","121",37
"105","122",4
"106","123",1
"107","124",1
"108","125",3
"109","126",2
"110","128",11
"111","129",6
"112","130",16
"113","131",6
"114","132",5
"115","133",5
"116","134",11
"117","135",5
"118","136",1
"119","137",4
"120","139",11
"121","140",1
"122","143",5
"123","144",4
"124","145",9
"125","146",2
"126","148",3
"127","149",5
"128","150",3
"129","151",17
"130","152",11
"131","153",2
"132","154",3
"133","155",33
"134","156",13
"135","157",10
"136","158",44
"137","159",45
