"1","1",56
"2","2",6
"3","4",5
"4","5",5
"5","7",11
"6","8",3
"7","9",1
"8","10",5
"9","11",9
"10","13",24
"11","14",2
"12","16",4
"13","17",13
"14","18",13
"15","19",4
"16","20",3
"17","21",3
"18","22",7
"19","23",7
"20","24",18
"21","25",16
"22","26",3
"23","27",6
"24","28",3
"25","29",1
"26","31",3
"27","32",5
"28","33",1
"29","34",7
"30","35",14
"31","36",10
"32","37",4
"33","38",12
"34","39",3
"35","40",4
"36","41",3
"37","43",14
"38","44",3
"39","45",3
"40","46",8
"41","47",18
"42","48",5
"43","49",2
"44","50",6
"45","52",1
"46","54",2
"47","55",2
"48","57",1
"49","58",1
"50","59",2
"51","60",3
"52","61",3
"53","62",9
"54","63",7
"55","64",11
"56","65",2
"57","66",10
"58","67",5
"59","68",23
"60","69",13
"61","70",2
"62","71",12
"63","72",17
"64","73",52
"65","74",7
"66","75",2
"67","76",3
"68","77",4
"69","78",1
"70","79",9
"71","81",2
"72","82",5
"73","83",4
"74","85",19
"75","86",2
"76","88",6
"77","89",8
"78","90",12
"79","91",5
"80","92",2
"81","93",6
"82","94",6
"83","95",6
"84","96",21
"85","97",20
"86","98",3
"87","99",4
"88","100",3
"89","101",3
"90","103",3
"91","104",2
"92","105",2
"93","106",4
"94","107",11
"95","108",7
"96","109",5
"97","110",13
"98","111",3
"99","112",3
"100","113",6
"101","115",10
"102","116",4
"103","117",5
"104","118",2
"105","119",19
"106","120",8
"107","121",5
"108","122",4
"109","123",4
"110","125",4
"111","127",3
"112","129",3
"113","130",1
"114","131",4
"115","132",8
"116","133",3
"117","134",9
"118","135",5
"119","136",4
"120","137",1
"121","138",16
"122","139",4
"123","140",8
"124","141",6
"125","142",16
"126","143",3
"127","144",15
"128","145",29
"129","146",27
"130","147",3
"131","158",1
"132","163",1
"133","164",1
"134","168",1
"135","178",1
"136","179",6
"137","180",15
"138","181",18
"139","182",3
"140","183",1
"141","184",3
"142","185",4
"143","186",18
"144","187",18
"145","188",16
"146","189",3
"147","190",12
"148","191",24
"149","192",3
"150","193",33
"151","194",11
"152","195",1
"153","196",2
"154","197",6
"155","198",1
"156","199",12
"157","200",1
"158","201",1
"159","202",3
"160","203",7
"161","205",13
"162","206",2
"163","208",1
"164","209",7
"165","210",9
"166","211",2
"167","212",7
"168","213",3
"169","214",3
"170","215",5
"171","216",18
"172","217",15
"173","218",3
"174","219",2
"175","220",2
"176","221",3
"177","222",4
"178","223",1
"179","224",1
"180","226",9
"181","227",12
"182","228",8
"183","229",7
"184","230",10
"185","231",1
"186","233",1
"187","234",1
"188","235",5
"189","236",5
"190","237",2
"191","238",7
"192","239",12
"193","240",3
"194","241",5
"195","242",7
"196","243",1
"197","244",1
"198","245",1
"199","246",1
"200","247",1
"201","251",3
"202","252",1
"203","253",1
"204","254",5
"205","255",3
"206","256",5
"207","257",2
"208","258",9
"209","259",5
"210","260",17
"211","261",7
"212","262",3
"213","263",11
"214","264",16
"215","265",37
"216","266",7
"217","268",2
"218","269",2
"219","270",2
"220","271",6
"221","272",3
"222","273",3
"223","274",1
"224","275",7
"225","276",5
"226","277",14
"227","278",4
"228","279",1
"229","280",1
"230","281",5
"231","282",10
"232","283",1
"233","284",7
"234","285",4
"235","286",7
"236","287",6
"237","288",14
"238","289",11
"239","290",4
"240","291",4
"241","292",2
"242","293",2
"243","294",1
"244","295",5
"245","298",4
"246","299",10
"247","300",11
"248","301",5
"249","302",6
"250","303",1
"251","304",4
"252","305",1
"253","306",1
"254","307",6
"255","308",3
"256","309",1
"257","310",8
"258","311",16
"259","312",5
"260","313",3
"261","314",7
"262","315",1
"263","319",2
"264","320",1
"265","321",1
"266","322",3
"267","324",1
"268","325",2
"269","326",9
"270","327",4
"271","328",6
"272","329",3
"273","330",8
"274","331",5
"275","332",18
"276","333",6
"277","334",18
"278","335",4
"279","336",19
"280","337",30
"281","338",25
"282","339",3
"283","345",1
"284","348",1
"285","350",3
"286","355",1
"287","356",1
"288","360",1
"289","362",1
"290","365",1
"291","370",2
"292","371",5
"293","372",18
"294","373",9
"295","374",4
"296","375",1
"297","377",3
"298","378",15
"299","379",23
"300","380",11
"301","381",6
"302","382",11
"303","383",27
"304","384",4
"305","385",33
"306","386",17
"307","387",1
"308","388",2
"309","389",2
"310","390",1
"311","391",2
"312","393",1
"313","394",2
"314","395",1
"315","396",1
"316","397",4
"317","398",5
"318","400",1
"319","401",4
"320","402",8
"321","403",1
"322","404",15
"323","405",6
"324","406",10
"325","407",2
"326","408",1
"327","409",19
"328","410",2
"329","411",5
"330","412",4
"331","413",4
"332","414",7
"333","415",3
"334","416",2
"335","417",1
"336","418",4
"337","419",1
"338","420",3
"339","421",4
"340","422",17
"341","423",3
"342","425",3
"343","426",2
"344","427",1
"345","428",15
"346","429",8
"347","430",5
"348","431",4
"349","432",11
"350","433",3
"351","434",3
"352","435",2
"353","436",2
"354","437",3
"355","438",4
"356","439",12
"357","440",4
"358","441",1
"359","442",2
"360","444",1
"361","445",6
"362","446",7
"363","447",1
"364","448",1
"365","449",5
"366","450",5
"367","451",5
"368","452",9
"369","453",4
"370","454",11
"371","455",8
"372","456",1
"373","457",12
"374","458",7
"375","459",4
"376","460",4
