,,pid1263b-17,pid5667269b-35,pid5667285b-08,pid9048b-21,pid9049b-17,pid9050b-19,pid9054b-19,pid9055b-17,pid9058b-17,pid9059b-21,pid9061b-14,pid9062b-20,pid9063b-23,pid9066b-17,pid9069-17,pid9072b-21,pid9073b-23,pid9074g-17,pid9075b-17,pid9085-18,pid9088-23,pid9094b-25,pid9098-19,pid9099b-23,pid9100b-06,pid9104b-17,pid9114-35,pid9118b-23,pid9137-21,pid9139b-19,pid9153b-19,pid9155b-14,pid9161-04,pid9166b-15,pid9170b-19,pid9174b-17,pid9176-05,pid9192b-19
19,0,17.955102,18.975102,21.275102,18.615102,18.815102,20.375102,18.175102,21.395102,17.07102,20.595102,18.715102,20.635102,19.435102,22.755102,19.615102,18.535102,21.735102,23.155102,17.995102,21.235102,17.435102,18.315102,19.315102,21.235102,21.015102,21.955102,15.935102,23.495102,16.555102,18.515102,16.595102,18.935102,23.235102,18.855102,20.055102,16.275102,18.175102,20.615102
19,1,18.307256,19.387256,21.827256,18.947256,19.247256,20.747256,18.547256,21.887256,17.407256,21.147256,19.247256,21.087256,19.847256,23.267256,19.967256,18.947256,22.127256,23.747256,18.367256,21.627256,17.907256,18.747256,19.807256,21.667256,21.467256,22.487256,16.247256,24.018628,16.907256,18.927256,16.927256,19.507256,23.727256,19.347256,20.487256,16.587256,18.547256,21.027256
19,2,18.583946,19.643946,22.123946,19.223946,19.543946,21.063946,18.843946,22.183946,17.636973,21.443946,19.483946,21.323946,20.183946,23.563946,20.243946,19.163946,22.443946,24.083946,18.583946,21.843946,18.103946,19.023946,20.143946,21.963946,21.703946,22.783946,16.443946,24.323946,17.183946,19.183946,17.236973,19.843946,24.023946,19.643946,20.763946,16.823946,18.803946,21.283946
20,0,18.889297,19.988594,22.468594,19.548594,19.828594,21.409297,19.129297,22.488594,17.889297,21.788594,19.788594,21.648594,20.568594,24.028594,20.608594,19.449297,22.788594,24.428594,18.908594,22.128594,18.379297,19.288594,20.539297,22.308594,22.088594,23.228594,16.712066,24.708594,17.508594,19.459297,17.509297,20.209297,24.508594,19.948594,21.088594,17.168594,19.128594,21.599297
20,1,19.217234,20.452723,23.157234,20.017234,20.331033,22.017234,19.613404,23.137234,18.197234,22.332411,20.157234,22.157234,21.217234,24.557234,21.217234,20.057234,23.397234,25.177234,19.491433,22.417234,19.057234,19.697234,21.135447,22.777234,22.777234,23.837234,17.017234,25.257234,17.934539,20.011808,17.897234,20.633617,25.297234,20.384723,21.717234,17.653404,19.477234,21.997234
20,2,19.649388,20.689388,23.389388,20.448776,20.509388,22.429388,19.849388,23.549388,18.589388,22.709388,20.649388,22.569388,21.629388,25.349388,21.949388,20.629388,23.809388,25.808776,19.569388,22.829388,19.689388,20.069388,21.488776,23.309388,23.229388,24.169388,17.429388,25.929388,18.129388,20.329694,18.349388,21.029388,25.889388,20.649388,22.156463,17.869388,19.889388,22.409388
21,0,19.915102,20.975102,23.695102,20.835102,20.755102,22.775102,20.155102,23.855102,18.835102,23.015102,20.955102,22.935102,21.995102,25.695102,22.335102,20.975102,24.155102,26.260204,19.935102,23.055102,20.035102,20.335102,21.895102,23.655102,23.655102,24.460204,17.780204,26.220204,18.415102,20.555102,18.672551,21.335102,26.395102,21.015102,22.455102,18.055102,20.255102,22.680204
21,1,20.217993,21.345986,24.045986,21.325986,21.085986,23.145986,20.485986,24.285986,19.205986,23.385986,21.285986,23.305986,22.325986,26.025986,22.725986,21.285986,24.525986,26.625986,20.265986,23.385986,20.365986,20.685986,22.305986,24.025986,23.965986,24.905986,18.125986,26.645986,18.745986,20.925986,18.957993,21.645986,26.885986,21.345986,22.885986,18.325986,20.585986,23.025986
21,2,20.572336,21.672336,24.492336,21.812336,21.452336,23.572336,20.861168,24.672336,19.552336,23.812336,21.732336,23.812336,22.732336,26.412336,23.192336,21.672336,24.952336,27.092336,20.621168,23.792336,20.761168,21.092336,22.912336,24.532336,24.412336,25.352336,18.512336,27.052336,19.112336,21.372336,19.352336,22.052336,27.292336,21.732336,23.292336,18.732336,20.992336,23.472336
22,0,20.92127,22.06127,24.84127,22.34127,21.84127,23.98127,21.24127,25.20127,19.90127,24.16127,22.12127,24.26127,23.12127,26.80127,23.58127,22.06127,25.34127,27.50127,20.98127,24.24127,21.10127,21.42127,23.48127,24.98127,24.84127,25.76127,18.88127,27.48127,19.46127,21.82127,19.74127,22.38127,27.70127,22.14127,23.68127,19.16127,21.34127,24.00127
22,1,21.228934,22.388934,25.168934,22.728934,22.168934,24.328934,21.568934,25.668934,20.208934,24.488934,22.428934,24.628934,23.428934,27.108934,23.907868,22.368934,25.746803,27.868934,21.268934,24.608934,21.408934,21.766803,23.848934,25.328934,25.108934,26.168934,19.148934,28.008934,19.768934,22.148934,20.088934,22.688934,28.128934,22.527868,24.128934,19.448934,21.648934,24.308934
22,2,21.558129,22.708129,25.566259,23.186259,22.366259,24.686259,21.926259,26.166259,20.542086,24.886259,22.806259,25.166259,23.806259,27.486259,24.386259,22.728129,26.066259,28.286259,21.646259,25.006259,21.746259,22.166259,24.226259,25.786259,25.546259,26.586259,19.526259,28.406259,20.086259,22.518129,20.466259,23.046259,28.526259,22.826259,24.488129,19.766259,22.008129,24.686259
23,0,21.854558,23.054558,25.874558,23.554558,22.654558,25.054558,22.254558,26.514558,20.834558,25.194558,23.139116,25.554558,24.154558,27.834558,24.734558,23.034558,26.434558,28.654558,21.934558,25.254558,22.074558,22.454558,24.734558,26.154558,25.874558,26.934558,19.874558,28.734558,20.374558,22.854558,20.774558,23.394558,28.874558,23.154558,24.834558,20.014558,22.334558,24.994558
23,1,22.156417,23.356417,26.176417,23.916417,22.953209,25.376417,22.596417,26.876417,21.136417,25.496417,23.456417,25.936417,24.456417,28.133209,25.016417,23.336417,26.776417,29.016417,22.216417,25.556417,22.416417,22.716417,25.056417,26.516417,26.176417,27.336417,20.156417,29.156417,20.656417,23.256417,21.036417,23.696417,29.276417,23.496417,25.236417,20.276417,22.656417,25.396417
23,2,22.539546,23.699546,26.599546,24.429093,23.279546,25.819546,22.979546,27.259546,21.499546,25.919546,23.879546,26.459546,24.839546,28.479546,25.399546,23.719546,27.199546,29.479546,22.579546,25.949093,22.859546,23.119546,25.729093,26.959546,26.599546,27.759546,20.479546,29.579546,20.979546,23.679546,21.419546,24.039546,29.699546,23.899546,25.659546,20.659546,23.039546,25.839546
24,0,22.839456,24.059456,26.959456,24.859456,23.579456,26.199456,23.359456,27.739456,21.839456,26.279456,24.319456,26.928912,25.199456,28.839456,25.739456,24.079456,27.599456,29.959456,22.899456,26.439456,23.239456,23.439456,26.319456,27.419456,27.119456,28.219456,20.819456,30.019456,21.299456,24.219456,21.719456,24.359456,30.139456,24.299456,26.059456,21.059456,23.399456,26.459456
24,1,23.182585,24.402585,27.322585,25.382585,23.922585,26.576293,23.742585,28.502585,22.176293,26.642585,24.722585,27.442585,25.582585,29.102585,26.142585,24.462585,27.956293,30.582585,23.282585,27.122585,23.662585,23.862585,26.982585,28.042585,27.482585,28.922585,21.082585,30.702585,21.602585,24.702585,22.042585,24.702585,30.642585,24.666293,26.682585,21.442585,23.742585,27.142585
24,2,23.599184,24.979184,27.919184,26.179184,24.339184,27.139184,24.199184,29.239184,22.574592,27.244592,25.299184,28.179184,26.279184,29.459184,26.759184,24.999184,28.539184,31.659184,23.879184,27.819184,24.379184,24.359184,27.739184,28.734592,28.099184,29.759184,21.779184,31.519184,21.919184,25.479184,22.519184,24.997296,31.479184,25.254592,27.379184,21.914592,24.239184,28.019184
25,0,23.917778,25.577778,28.337778,26.537778,24.877778,27.553889,24.577778,29.857778,23.157778,27.657778,25.657778,28.697778,26.737778,29.917778,27.417778,25.417778,28.937778,32.257778,24.397778,28.203889,25.057778,24.897778,28.217778,29.117778,28.977778,30.437778,22.497778,32.417778,22.217778,26.097778,22.877778,25.397778,32.357778,25.617778,27.837778,22.173889,24.677778,28.417778
25,1,24.126712,26.026712,28.726712,26.866712,25.340136,27.956848,24.868904,30.406712,23.676848,28.046712,25.966712,29.126712,27.126712,30.640136,27.806712,25.783424,29.356848,32.706712,24.746712,28.526712,25.55356,25.406712,28.73356,29.486712,29.426712,31.046712,22.846712,32.89356,22.506712,26.486712,23.146712,25.726712,32.900136,25.986712,28.228356,22.446712,25.046712,28.786712
25,2,24.469206,26.409206,29.329206,27.289206,25.689206,28.409206,25.209206,31.107619,24.049206,28.629206,26.289206,29.729206,27.469206,31.089206,28.409206,26.169206,29.789206,33.129206,25.079603,28.929206,26.169206,25.749206,29.208413,29.849206,30.109206,31.929206,23.109206,33.729206,22.809206,26.829206,23.609206,26.069206,33.548413,26.269603,28.649206,22.789206,25.389206,29.289206
26,0,24.820091,26.700091,29.660091,27.620091,26.000091,28.740091,25.540091,31.440091,24.320091,28.980091,26.600091,30.040091,27.800091,31.380091,28.760091,26.460091,30.120091,33.440091,25.340091,29.240091,26.460091,26.000091,29.560091,30.180091,30.400091,32.460091,23.360091,34.060091,23.080091,27.120091,23.900091,26.380091,33.960091,26.580091,28.960091,23.120091,25.700091,29.600091
26,1,25.10517,26.987585,29.98517,27.90517,26.28517,29.10517,25.84517,31.74517,24.60517,29.30517,26.92517,30.36517,28.12517,31.64517,29.06517,26.72517,30.52517,33.76517,25.62517,29.52517,26.74517,26.32517,29.90517,30.48517,30.667585,32.86517,23.62517,34.30517,23.34517,27.42517,24.16517,26.70517,34.36517,26.90517,29.28517,23.267585,25.98517,29.90517
26,2,25.378005,27.278005,30.278005,28.158005,26.498005,29.438005,26.098005,32.098005,24.818005,29.586009,27.138005,30.598005,28.398005,32.018005,29.358005,27.018005,30.818005,34.078005,25.818005,29.774002,26.938005,26.618005,30.218005,30.798005,30.938005,33.186009,23.838005,34.558005,23.598005,27.718005,24.398005,27.018005,34.678005,27.218005,29.578005,23.498005,26.258005,30.178005
27,0,25.714059,27.574059,30.594059,28.434059,26.814059,29.774059,26.394059,32.394059,25.054059,29.914059,27.374059,30.894059,28.694059,32.514059,29.614059,27.274059,31.154059,34.374059,26.074059,30.054059,27.174059,26.994059,30.534059,31.174059,31.294059,33.534059,24.034059,34.894059,23.874059,27.994059,24.654059,27.374059,35.014059,27.534059,29.854059,23.714059,26.574059,30.454059
27,1,26.094717,27.862358,30.982358,28.687453,27.202358,30.202358,26.702358,32.922358,25.382358,30.302358,27.682358,31.202358,29.042358,33.062358,29.962358,27.622358,31.602358,34.662358,26.382358,30.422358,27.522358,27.362358,30.882358,31.602358,31.642358,33.922358,24.356472,35.362358,24.182358,28.262358,24.882358,27.702358,35.402358,27.842358,30.182358,24.042358,26.86309,30.782358
27,2,26.496463,28.216463,31.596463,29.036463,27.676463,30.562925,27.056463,33.336463,25.736463,30.916463,27.996463,31.656463,29.396463,33.602925,30.396463,27.956463,31.956463,35.036463,26.756463,30.836463,28.056463,27.696463,31.296463,32.036463,32.002925,34.376463,24.656463,35.916463,24.496463,28.616463,25.216463,28.116463,35.916463,28.196463,30.576463,24.396463,27.236463,31.196463
28,0,26.706712,28.526712,31.946712,29.306712,28.046712,30.886712,27.346712,33.646712,25.926712,31.266712,28.246712,31.946712,29.686712,34.206712,30.686712,28.246712,32.386712,35.346712,27.086712,31.166712,28.326712,27.986712,31.586712,32.346712,32.426712,34.746712,24.926712,36.306712,24.726712,28.906712,25.446712,28.446712,36.206712,28.486712,30.866712,24.626712,27.526712,31.546712
28,1,27.014376,28.834376,32.274376,29.574376,28.414376,31.274376,27.634376,33.934376,26.154376,31.594376,28.534376,32.294376,29.994376,34.754376,31.074376,28.654376,32.654376,35.654376,27.454376,31.614376,28.774376,28.234376,31.934376,32.674376,32.714376,35.074376,25.131459,36.614376,25.034376,29.174376,25.692188,28.754376,36.514376,28.834376,31.194376,24.872188,27.834376,31.854376
28,2,27.507551,29.207551,32.787551,29.947551,28.947551,31.727551,28.007551,34.387551,26.55585,32.107551,28.907551,32.807551,30.367551,35.347551,31.647551,29.107551,33.127551,36.067551,27.967551,32.167551,29.367551,28.547551,32.447551,33.107551,33.187551,35.527551,25.467551,37.127551,25.327551,29.547551,26.027551,29.207551,37.027551,29.367551,31.647551,25.167551,28.194388,32.507551
29,0,27.79034,29.51034,33.19034,30.21017,29.27034,32.07034,28.29034,34.71034,26.81034,32.47034,29.19034,33.11034,30.65034,35.61034,31.97034,29.39034,33.43034,36.43034,28.43034,32.53034,29.73034,28.81034,32.87034,33.53034,33.59034,35.85034,25.71017,37.59034,25.57034,29.83034,26.23034,29.49034,37.51034,29.67034,31.91034,25.43034,28.43034,32.91034
29,1,28.112834,29.832834,33.512834,30.512834,29.592834,32.398503,28.592834,35.052834,27.132834,32.812834,29.532834,33.521338,30.992834,35.952834,32.352834,29.732834,33.832834,36.932834,28.772834,33.012834,30.112834,29.112834,33.212834,33.932834,33.952834,36.332834,25.952834,37.932834,25.872834,30.132834,26.532834,29.832834,37.852834,30.012834,32.252834,25.652834,28.772834,33.412834
29,2,28.417914,30.237914,33.857914,30.837914,29.897914,32.877914,28.917914,35.377914,27.417914,33.177914,29.817914,33.997914,31.317914,36.377914,32.657914,30.057914,34.277914,37.297914,29.117914,33.385828,30.437914,29.357914,33.537914,34.297914,34.317914,36.725828,26.237914,38.257914,26.197914,30.397914,26.857914,30.237914,38.197914,30.297914,32.577914,25.977914,29.097914,33.757914
30,0,28.711383,30.551383,34.171383,31.151383,30.191383,33.231383,29.211383,35.711383,27.671383,33.491383,30.112766,34.311383,31.631383,36.671383,32.971383,30.311383,34.591383,37.631383,29.411383,33.711383,30.680692,29.650692,33.871383,34.650692,34.631383,37.051383,26.500692,38.570461,26.471383,30.711383,27.131383,30.552766,38.571383,30.611383,32.891383,26.254277,29.391383,34.091383
30,1,29.013243,30.793243,34.453243,31.393243,30.431621,33.553243,29.533243,35.993243,27.973243,33.773243,30.413243,34.613243,31.933243,36.913243,33.273243,30.633243,34.953243,37.953243,29.713243,33.993243,30.938649,29.931621,34.173243,34.913243,34.873243,37.353243,26.693243,38.773243,26.713243,30.977748,27.391081,30.893243,38.873243,30.913243,33.193243,26.421621,29.657748,34.353243
30,2,29.234467,31.054467,34.754467,31.674467,30.654467,33.874467,29.834467,36.314467,28.234467,34.074467,30.674467,34.834467,32.194467,37.254467,33.514467,30.954467,35.254467,38.214467,29.934467,34.214467,31.094467,30.174467,34.454467,35.254467,35.154467,37.618934,26.954467,39.034467,26.954467,31.234467,27.614467,31.234467,39.154467,31.234467,33.434467,26.674467,29.954467,34.654467
31,0,29.556327,31.376327,35.156327,31.976327,30.896327,34.216327,30.156327,36.796327,28.571582,34.456327,30.976327,35.096327,32.496327,37.656327,33.816327,31.416327,35.616327,38.456327,30.216327,34.516327,31.316327,30.496327,34.762653,35.656327,35.476327,37.976327,27.196327,39.416327,27.233163,31.496327,27.896327,31.636327,39.576327,31.576327,33.736327,26.953163,30.256327,34.936327
31,1,29.936871,31.756871,35.576871,32.316871,31.316871,34.596871,30.476871,37.256871,28.856871,34.916871,31.436871,35.496871,32.896871,38.116871,34.196871,31.796871,35.976871,38.896871,30.536871,34.916871,31.716871,30.916871,35.216871,36.076871,35.856871,38.476871,27.496871,39.896871,27.576871,31.876871,28.256871,32.056871,40.056871,32.036871,34.136871,27.236871,30.576871,35.336871
31,2,30.214195,32.114195,35.934195,32.614195,31.594195,34.974195,30.794195,37.574195,29.154195,35.234195,31.694195,35.794195,33.274195,38.43517,34.494195,32.074195,36.374195,39.214195,30.834195,35.174195,31.934195,31.234195,35.714195,36.394195,36.134195,38.754195,27.714195,40.254195,27.854195,32.174195,28.514195,32.414195,40.414195,32.354195,34.454195,27.474195,30.854195,35.614195
32,0,30.513469,32.431735,36.241735,32.933469,31.813469,35.313469,31.090867,37.861735,29.411735,35.553469,31.971735,36.093469,33.593469,38.913469,34.813469,32.393469,36.693469,39.553469,31.12449,35.450578,32.237823,31.491735,36.131156,36.713469,36.473469,39.173469,27.974694,40.571156,28.171735,32.441735,28.773469,32.813469,40.833469,32.673469,34.713469,27.761735,31.153469,35.913469
32,1,30.848209,32.728209,36.568209,33.308209,32.048209,35.748209,31.408209,38.268209,29.728209,35.888209,32.288209,36.508209,33.988209,39.648209,35.328209,33.008209,37.148209,40.228209,31.408209,35.728209,32.868209,31.888209,36.548209,37.208209,37.068209,39.488209,28.248209,41.188209,28.448209,32.768209,29.108209,33.179104,41.588209,32.968209,35.248209,28.048209,31.528209,36.328209
32,2,31.337778,33.157778,37.017778,33.717778,32.397778,36.157778,31.737778,38.817778,30.083889,36.337778,32.717778,36.977778,34.417778,40.557778,35.797778,33.497778,37.557778,40.833333,31.877778,36.137778,33.377778,32.277778,37.037778,37.725556,37.545556,40.057778,28.677778,41.717778,28.737778,33.237778,29.497778,33.497778,42.245556,33.337778,35.737778,28.437778,31.917778,36.777778
33,0,31.629297,33.469297,37.329297,34.089297,32.589297,36.529297,32.049649,39.109297,30.329297,36.629297,32.949297,37.349297,34.789297,40.879649,36.109297,33.809297,37.909297,41.309297,32.229297,36.389297,33.669297,32.509297,37.489297,38.129297,37.929297,40.369297,29.009297,42.029297,29.009297,33.509297,29.789297,33.829297,42.709297,33.689649,36.029297,28.629297,32.129297,37.049297
33,1,31.966621,33.826621,37.668311,34.586621,32.946621,36.906621,32.386621,39.546621,30.666621,36.988311,33.326621,37.766621,35.166621,41.246621,36.506621,34.146621,38.306621,41.726621,32.586621,36.706621,33.986621,32.846621,37.886621,38.546621,38.246621,40.826621,29.346621,42.446621,29.346621,33.906621,30.106621,34.186621,43.206621,34.066621,36.486621,28.926621,32.486621,37.426621
33,2,32.331485,34.152971,38.052971,35.072971,33.232971,37.332971,32.772971,39.972971,31.012971,37.372971,33.752971,38.215941,35.572971,41.612971,36.972971,34.492971,38.712971,42.152971,32.912971,37.112971,34.352971,33.252971,38.512971,38.972971,38.652971,41.232971,29.772971,42.795941,29.692971,34.312971,30.452971,34.572971,43.612971,34.435941,36.895941,29.332971,32.872971,37.852971
34,0,32.687642,34.527642,38.427642,35.507642,33.607642,37.747642,33.147642,40.447642,31.367642,37.727642,34.167642,38.685283,35.947642,42.007642,37.347642,34.847642,39.107642,42.567642,33.267642,37.587642,34.687642,33.627642,39.067642,39.485283,39.107642,41.627642,30.147642,43.187642,30.087642,34.807642,30.767642,34.927642,44.047642,34.847642,37.307642,29.767642,33.227642,38.367642
34,1,32.992154,34.852154,38.752154,35.872154,33.912154,38.072154,33.472154,40.932154,31.652154,38.052154,34.472154,39.032154,36.252154,42.314308,37.632154,35.152154,39.494308,42.952154,33.572154,37.932154,34.992154,33.972154,39.432154,39.872154,39.412154,41.992154,30.452154,43.732154,30.352154,35.152154,31.072154,35.252154,44.432154,35.172154,37.712154,30.072154,33.532154,38.692154
34,2,33.366893,35.186893,39.166893,36.34068,34.146893,38.466893,33.846893,41.406893,31.998447,38.486893,34.846893,39.506893,36.646893,42.666893,38.026893,35.506893,39.846893,43.346893,33.926893,38.306893,35.326893,34.406893,39.843787,40.323787,39.863787,42.466893,30.826893,44.166893,30.686893,35.526893,31.426893,35.666893,44.866893,35.506893,38.106893,30.346893,33.866893,39.066893
35,0,33.677778,35.517778,39.437778,36.677778,34.357778,38.797778,34.177778,41.757778,32.297778,38.757778,35.137778,39.877778,36.977778,42.997778,38.377778,35.797778,40.197778,43.717778,34.183889,38.577778,35.617778,34.697778,40.297778,40.657778,40.197778,42.797778,31.157778,44.457778,30.997778,35.857778,31.679259,35.997778,45.257778,35.857778,38.417778,30.597778,34.197778,39.377778
35,1,33.985442,35.825442,39.745442,37.005442,34.645442,39.140884,34.505442,42.180884,32.605442,39.065442,35.465442,40.245442,37.285442,43.305442,38.740884,36.105442,40.520884,44.100884,34.500884,38.885442,35.980884,34.980884,40.605442,41.005442,40.505442,43.165442,31.465442,44.845442,31.305442,36.240884,31.945442,36.305442,45.665442,36.185442,38.805442,30.865442,34.485442,39.716327
35,2,34.370181,36.170181,40.150181,37.450181,34.970181,39.570181,34.910181,42.570181,32.990181,39.470181,35.910181,40.750181,37.670181,43.670181,39.250181,36.490181,40.970181,44.590181,34.890181,39.270181,36.370181,35.330181,41.290181,41.470181,40.990363,43.670181,31.830181,45.230181,31.670181,36.670181,32.330181,36.710181,46.090181,36.590363,39.230181,31.250363,34.870181,40.190181
36,0,34.644717,36.524717,40.504717,37.804717,35.264717,39.944717,35.244717,43.179433,33.344717,39.804717,36.324717,41.199433,38.024717,44.024717,39.684717,36.824717,41.344717,45.044717,35.184717,39.77415,36.704717,35.684717,41.844717,41.939433,41.559433,44.104717,32.124717,45.604717,31.944717,37.164717,32.613679,37.044717,46.479433,36.964717,39.584717,31.639433,35.204717,40.804717
36,1,35.03161,36.91161,40.89161,38.31161,35.59161,40.35161,35.65161,44.05483,33.73161,40.19161,36.79322,41.69161,38.41161,44.33161,40.09161,37.19161,41.75483,45.73322,35.65161,40.55161,37.15161,36.27161,42.59161,42.67322,41.99161,44.85322,32.43161,46.31322,32.31161,37.71322,32.95161,37.43161,47.11161,37.35483,40.27161,32.09161,35.57161,41.65161
36,2,35.423084,37.403084,41.443084,38.843084,35.983084,40.843084,36.063084,44.756542,34.163084,40.763084,37.423084,42.523084,38.963084,44.643084,40.723084,37.743084,42.263084,46.663084,36.183084,41.203084,37.726542,36.663084,43.183084,43.436542,42.523084,45.703084,33.069252,47.203084,32.623084,38.423084,33.363084,37.843084,47.902336,37.863084,40.883084,32.643084,35.963084,42.443084
37,0,35.710068,37.910408,41.930068,39.370068,36.430068,41.330068,36.510068,45.250068,34.810068,41.230068,37.810068,43.050272,39.410068,45.050068,41.370204,38.290068,42.770068,47.310136,36.670068,41.650068,38.450068,37.230068,43.610068,43.830068,43.270068,46.370068,33.630068,48.050068,32.930068,39.030272,33.610068,38.550068,48.710068,38.370068,41.370068,32.930068,36.410068,42.910068
37,1,35.998934,38.598934,42.307868,39.758934,36.898934,41.898934,36.818934,45.878934,35.398934,41.618934,38.158934,43.558934,39.778934,45.678934,41.778934,38.678934,43.378934,47.718934,37.018934,42.018934,38.938934,37.918934,43.978934,44.198934,43.998934,46.918934,33.984467,48.498934,33.272978,39.458934,33.978934,39.078934,49.318934,38.758934,41.807868,33.278934,36.738934,43.218934
37,2,36.275057,38.935057,42.795057,40.255057,37.235057,42.435057,37.155057,46.515057,35.715057,42.235057,38.515057,44.115057,40.095057,46.075057,42.360113,39.115057,43.835057,48.135057,37.315057,42.375057,39.535057,38.235057,44.340113,44.535057,44.735057,47.755057,34.235057,49.275057,33.515057,39.755057,34.375057,39.635057,49.875057,39.075057,42.235057,33.595057,37.055057,43.68517
38,0,36.582721,39.216361,43.102721,40.536361,37.562721,42.782721,37.456361,46.822721,35.982721,42.542721,38.806361,44.442721,40.402721,46.336361,42.702721,39.422721,44.162721,48.442721,37.582721,42.676361,39.836361,38.502721,44.682721,44.862721,45.182721,48.262721,34.482721,49.596361,33.802721,40.056361,34.676361,40.022721,50.282721,39.402721,42.562721,33.842721,37.342721,44.016361
38,1,36.93102,39.51102,43.49102,40.83102,37.89102,43.17102,37.79102,47.21102,36.27102,42.93102,39.13102,44.79102,40.75102,46.63051,43.05102,39.73102,44.57102,48.79102,37.89102,43.01102,40.11102,38.85102,45.03102,45.21102,45.65102,48.67102,34.75102,49.85102,34.11102,40.39102,34.93102,40.39102,50.71102,39.75102,42.91102,34.11102,37.67102,44.35102
38,2,37.17805,39.77805,43.77805,41.09805,38.13805,43.47805,38.05805,47.57805,36.47805,43.21805,39.37805,45.01805,41.01805,46.89805,43.33805,39.97805,44.87805,49.09805,38.09805,43.25805,40.33805,39.09805,45.31805,45.5061,45.93805,49.01805,34.984025,50.09805,34.37805,40.6661,35.17805,40.67805,50.99805,40.05805,43.19805,34.31805,37.93805,44.59805
39,0,37.456689,40.043345,44.076689,41.373345,38.436689,43.816689,38.336689,47.876689,36.716689,43.516689,39.636689,45.316689,41.296689,47.316689,43.596689,40.243345,45.196689,49.416689,38.356689,43.536689,40.573345,39.376689,45.616689,45.876689,46.316689,49.356689,35.196689,50.436689,34.636689,40.916689,35.456689,41.016689,51.356689,40.376689,43.476689,34.536689,38.216689,44.896689
39,1,37.830794,40.360397,44.420397,41.630397,38.790794,44.210794,38.650794,48.330794,37.050794,43.870794,39.940397,45.610794,41.650794,48.050794,43.950794,40.530397,45.590794,49.730794,38.660397,43.890794,40.870794,39.750794,45.970794,46.370794,46.770794,49.750794,35.480397,50.790794,34.950794,41.210794,35.670794,41.350794,51.710794,40.650794,43.810794,34.870794,38.490794,45.190794
39,2,38.216508,40.716508,44.936508,41.976508,39.156508,44.616508,39.016508,48.776508,37.336508,44.376508,40.256508,46.156508,42.016508,48.496508,44.369524,40.836508,45.996508,50.096508,38.996508,44.303016,41.316508,40.036508,46.336508,46.796508,47.216508,50.156508,35.776508,51.236508,35.256508,41.556508,35.996508,41.736508,52.156508,40.996508,44.196508,35.276508,38.856508,45.623016
40,0,38.466757,41.026757,45.383515,42.246757,39.486757,44.966757,39.306757,49.106757,37.568379,44.806757,40.546757,46.486757,42.306757,49.086757,44.686757,41.146757,46.366757,50.446757,39.346757,44.666757,41.586757,40.326757,46.663515,47.146757,47.686757,50.526757,36.066757,51.726757,35.546757,41.846757,36.246757,42.083515,52.483515,41.400272,44.506757,35.546757,39.126757,45.966757
40,1,38.777642,41.317642,45.777642,42.517642,39.837642,45.317642,39.637642,49.437642,37.817642,45.217642,40.877642,46.820567,42.637642,49.717642,45.077642,41.517642,46.697642,50.897642,39.737642,45.112925,42.057642,40.723821,47.037642,47.517642,47.957642,50.917642,36.27691,51.877642,35.857642,42.137642,36.477642,42.397642,52.817642,41.777642,44.837642,35.797642,39.453821,46.297642
40,2,39.260136,41.660136,46.340136,42.860136,40.280136,45.780136,39.980136,49.840136,38.160136,45.780136,41.260136,47.340136,42.980136,50.200136,45.680136,42.080136,47.140136,51.460136,40.220136,45.700136,42.700136,41.040136,47.540136,47.860136,48.300136,51.300136,36.560136,52.400136,36.160136,42.480136,36.786712,42.800136,53.280136,42.140136,45.260136,36.105068,39.760136,46.940136
41,0,39.561995,41.981995,46.781995,43.121995,40.741995,46.101995,40.261995,50.241995,38.481995,46.221995,41.581995,47.681995,43.281995,50.561995,46.041995,42.481995,47.501995,51.841995,40.761995,46.041995,43.141995,41.281995,48.021995,48.321995,48.661995,51.661995,36.841995,52.881995,36.441995,42.801995,37.041995,43.121995,53.821995,42.481995,45.601995,36.341995,40.041995,47.481995
41,1,39.898685,42.298685,47.158685,43.438685,41.038685,46.438685,40.598685,50.618685,38.818685,46.578685,41.958685,48.058685,43.618685,50.898685,46.458685,42.818685,47.838685,52.198685,41.058685,46.378685,43.578685,41.578685,48.358685,48.718685,49.038685,52.158685,37.098685,53.238685,36.738685,43.058685,37.358685,43.518685,54.178685,42.818685,45.938685,36.658685,40.378685,47.878685
41,2,40.157959,42.677959,47.517959,43.797959,41.357959,46.837959,40.897959,51.045918,39.157959,46.965918,42.277959,48.557959,43.937959,51.317959,47.073878,43.117959,48.277959,52.517959,41.377959,46.885918,43.85398,41.837959,48.705918,49.085918,49.357959,52.537959,37.357959,53.557959,37.057959,43.357959,37.677959,43.857959,54.549796,43.137959,46.265918,37.037959,40.677959,48.245918
42,0,40.414014,42.954014,47.834014,44.094014,41.614014,47.194014,41.194014,51.374014,39.414014,47.254014,42.594014,48.854014,44.234014,51.594014,47.454014,43.414014,48.574014,52.854014,41.654014,47.174014,44.094014,42.092007,49.014014,49.414014,49.654014,52.874014,37.634014,53.874014,37.334014,43.634014,37.934014,44.154014,54.894014,43.414014,46.574014,37.354014,40.934014,48.554014
