,,pid1263b-17,pid5667269b-35,pid5667285b-08,pid9048b-21,pid9049b-17,pid9050b-19,pid9054b-19,pid9055b-17,pid9058b-17,pid9059b-21,pid9061b-14,pid9062b-20,pid9063b-23,pid9066b-17,pid9069-17,pid9072b-21,pid9073b-23,pid9074g-17,pid9075b-17,pid9085-18,pid9088-23,pid9094b-25,pid9098-19,pid9099b-23,pid9100b-06,pid9104b-17,pid9114-35,pid9118b-23,pid9137-21,pid9139b-19,pid9153b-19,pid9155b-14,pid9161-04,pid9166b-15,pid9170b-19,pid9174b-17,pid9176-05,pid9192b-19
42,1,40.744898,43.204898,48.108299,44.304898,41.84915,47.564898,41.504898,51.684898,39.764898,47.547449,42.844898,49.184898,44.564898,51.844898,47.784898,43.677449,48.944898,53.184898,41.984898,47.497449,44.344898,42.387449,49.344898,49.704898,49.904898,53.204898,37.823724,54.02915,37.584898,43.921633,38.164898,44.484898,55.204898,43.744898,46.884898,37.664898,41.204898,48.864898
42,2,40.943537,43.483537,48.403537,44.603537,42.123537,47.903537,41.823537,52.043537,40.083537,47.843537,43.103537,49.403537,44.843537,52.143537,48.056769,43.963537,49.283537,53.463537,42.183537,47.763537,44.543537,42.643537,49.623537,50.057075,50.203537,53.537075,38.063537,54.303537,37.863537,44.203537,38.443537,44.763537,55.483537,44.063537,47.163537,37.883537,41.543537,49.143537
43,0,41.311202,43.791202,48.791202,44.871202,42.391202,48.271202,42.111202,52.511202,40.3553,48.231202,43.451202,49.671202,45.151202,52.531202,48.331202,44.291202,49.771202,53.711202,42.411202,48.011202,44.791202,42.971202,49.971202,50.411202,50.591202,53.851202,38.311202,54.631202,38.131202,44.451202,38.751202,45.111202,55.931202,44.511202,47.451202,38.230601,41.851202,49.411202
43,1,41.666678,44.186678,49.303356,45.203356,42.783356,48.663356,42.463356,53.023356,40.683356,48.743356,43.903356,50.123356,45.563356,52.983356,48.723356,44.663356,50.056678,54.283356,42.743356,48.403356,45.243356,43.363356,50.383356,50.823356,50.963356,54.343356,38.563356,55.163356,38.483356,44.823356,39.103356,45.503356,56.363356,45.083356,47.843356,38.423356,42.243356,49.803356
43,2,41.949705,44.489853,49.629705,45.489705,43.029705,49.009705,42.789705,53.349705,40.929902,49.069705,44.109705,50.389705,45.969705,53.309705,49.029705,44.889705,50.409705,54.669705,42.989705,48.629705,45.449941,43.689705,50.848821,51.129705,51.229705,54.629705,38.789926,55.489705,38.769705,45.089705,39.429705,45.809705,56.689705,45.429705,48.129705,38.709705,42.589705,50.049902
44,0,42.347664,44.887664,49.987664,45.887664,43.447664,49.387664,43.118832,53.667664,41.218832,49.427664,44.438832,50.747664,46.387664,53.725329,49.427664,45.207664,50.787664,55.067664,43.267664,48.907664,45.747664,43.967664,51.287664,51.467664,51.607664,55.067664,39.027664,55.858832,39.067664,45.387664,39.727664,46.167664,57.147664,45.747664,48.487664,39.027664,42.967664,50.387664
44,1,43.239728,45.510374,50.839728,46.969456,44.259728,49.939728,43.697315,54.431946,42.219728,50.259728,44.769459,51.119728,47.159728,54.619728,50.379728,46.059728,51.478441,55.819728,44.359728,49.659728,46.479728,44.819728,51.951316,52.119728,52.728367,56.299728,39.888912,56.55139,39.770389,46.11139,40.149066,46.519728,57.979728,46.514864,48.989066,39.719728,43.999184,51.299728
44,2,43.661551,45.588617,51.296243,47.397553,44.828617,50.368617,44.088617,54.798154,42.652772,50.555479,45.328617,51.668617,47.728617,55.188617,50.948617,46.628617,51.748617,56.388617,44.576183,50.228617,47.048617,45.23266,51.962049,52.608617,53.275862,56.675517,40.255842,57.008617,39.792621,46.429769,40.708617,47.088617,58.448617,46.649539,49.548617,40.108617,44.648617,51.868617
45,0,43.931465,46.30517,51.36517,47.654698,45.179697,50.88517,44.70517,55.24517,42.68517,50.80517,46.00517,52.38517,48.60517,56.04517,51.96517,47.50517,52.28517,57.18517,44.66517,51.10517,47.50517,45.46517,52.42517,53.18517,53.64517,56.82517,40.40517,57.64517,40.155057,46.96517,40.96517,48.02517,59.28517,47.24517,50.34517,40.40517,45.234396,52.72517
45,1,44.030839,46.870839,51.930839,47.870839,45.230839,51.430839,45.230839,56.030839,43.150839,51.370839,46.490839,52.970839,49.150839,56.970839,52.510839,48.170839,52.830839,57.930839,45.210839,51.650839,47.950839,46.090839,52.850839,53.730839,54.450839,57.530839,40.870839,58.310839,40.510839,47.450839,41.770839,48.730839,59.910839,47.770839,50.910839,41.290839,45.670839,53.430839
45,2,44.51396,47.221678,52.385839,48.320559,45.701678,51.881678,45.545839,56.505839,43.63396,51.825839,46.897383,53.481678,49.661678,57.393893,52.921678,48.701678,53.341678,58.501678,45.661678,52.145839,48.241678,46.441678,53.257168,54.161678,54.941678,57.985839,41.221678,58.701678,40.861678,47.921678,42.201678,49.381678,60.405839,48.22024,51.380559,41.681678,46.281678,53.941678
46,0,44.709977,47.609977,52.709977,48.549977,46.034994,52.169992,45.869989,56.849977,43.849977,52.149989,47.129992,53.829977,50.009977,57.629995,53.269977,49.269977,53.569994,58.849977,45.909977,52.449977,48.449977,46.769977,53.489977,54.469989,55.269977,58.289977,41.509977,59.049977,41.129992,48.149992,42.529977,49.749977,60.709977,48.509977,51.689977,41.909989,46.669977,54.269977
46,1,45.067993,48.045986,53.335329,48.865986,46.445986,52.565986,46.221973,57.321973,44.225986,52.673946,47.565986,54.345986,50.485986,58.001973,53.765986,49.977891,53.961973,59.245986,46.325986,53.013946,48.818997,47.301905,53.959331,54.969932,55.925986,58.837959,41.705986,59.317993,41.465986,48.501973,42.957959,50.065986,61.237959,48.925986,52.108662,42.321995,47.145986,54.825986
46,2,45.46246,48.334921,53.734921,49.254921,46.854921,53.034921,46.584974,57.794921,44.56623,53.174921,47.87246,54.894921,50.874921,58.334921,54.234921,50.38246,54.414921,59.674921,46.714921,53.494921,49.03164,47.77246,54.254921,55.414921,56.334921,59.434921,42.094921,59.694921,41.814921,48.894921,43.394921,50.834921,61.654921,49.394921,52.514921,42.674921,47.594921,55.214921
47,0,45.805805,48.625805,54.045805,49.545805,47.205805,53.365805,46.905805,58.125805,44.857902,53.485805,48.185805,55.225805,51.205805,58.605805,54.585805,50.685805,54.745805,60.005805,47.025805,53.825805,49.245805,48.085805,54.585805,55.745805,56.685805,59.765805,42.385805,60.005805,42.065805,49.245805,43.725805,51.165805,61.985805,49.725805,52.865805,43.005805,47.925805,55.545805
47,1,46.177324,48.977324,54.417324,49.897324,47.637324,53.717324,47.277324,58.477324,45.177324,53.857324,48.517324,55.557324,51.577324,59.077324,54.957324,51.057324,55.117324,60.477324,47.397324,54.257324,49.577324,48.397324,54.937324,56.117324,57.117324,60.117324,42.737324,60.317324,42.397324,49.617324,44.097324,51.533662,62.337324,50.077324,53.237324,43.317324,48.297324,55.937324
47,2,46.501088,49.241088,54.801088,50.181088,48.000363,54.121088,47.580218,58.860218,45.576218,54.241088,48.861386,55.941088,52.001088,59.481088,55.301088,51.441088,55.501088,60.901088,47.735544,54.721088,49.821088,48.681088,55.257298,56.461088,57.521088,60.481088,43.001088,60.581088,42.661088,50.041088,44.441088,51.952177,62.681088,50.501088,53.621088,43.601088,48.701088,56.341088
48,0,46.748753,49.528753,55.107506,50.488753,48.308753,54.428753,47.828753,59.208753,45.768753,54.528753,49.068753,56.288753,52.308753,59.848753,55.648753,51.908753,55.828753,61.228753,48.008753,55.168753,50.148753,49.028753,55.488753,56.768753,57.928753,60.808753,43.288753,60.907506,42.888753,50.348753,44.828753,52.249376,63.008753,50.908753,53.888753,43.848753,49.048753,56.728753
48,1,47.113787,49.861361,55.613787,50.893787,48.873787,54.853787,48.153787,59.633787,46.153787,55.033787,49.373787,56.733787,52.813787,60.213787,56.093787,52.553787,56.253787,61.613787,48.473787,55.993787,50.613787,49.493787,55.973787,57.213787,58.493787,61.373787,43.513787,61.353787,43.213787,50.833787,45.253787,52.593787,63.533787,51.313787,54.373787,44.133787,49.553787,57.373787
48,2,47.499372,50.375601,56.035601,51.320933,49.315601,55.279372,48.375601,60.015601,46.477289,55.475601,49.710933,57.555601,53.295601,60.595601,56.52312,53.0164,56.680933,61.935601,48.910933,56.595601,50.935601,50.055601,56.331867,57.595601,58.995601,61.915601,43.79112,61.875601,43.455601,51.270933,45.6508,52.870933,63.995601,51.6588,54.8508,44.615601,49.855601,58.055601
49,0,48.06771,50.683564,56.38771,51.82771,49.94771,55.80771,48.80771,60.60771,46.834427,55.82771,50.04771,57.999618,53.88771,61.135771,57.14771,53.58771,57.18771,62.38771,49.46771,57.30771,51.395771,50.401714,56.82771,58.06771,60.078244,62.264317,44.238634,62.32771,43.84771,51.748855,46.108855,53.24771,64.50771,51.998855,55.24771,45.199277,50.44771,58.64771
49,1,48.465669,50.885669,56.865669,52.445669,50.525669,56.205669,49.197834,61.045669,47.165669,56.305669,50.485669,58.365669,54.305669,61.345669,57.685669,54.045669,57.605669,62.765669,49.965669,57.845669,51.685669,50.665669,57.245669,58.485669,60.425669,62.585669,44.497834,62.705669,44.117834,52.185669,46.425669,53.605669,64.945669,52.385669,55.705669,45.385669,50.845669,59.125669
49,2,48.831383,51.191383,57.231383,52.911383,50.891383,56.631383,49.551383,61.411383,47.510461,56.671383,50.851383,58.891383,54.671383,61.680692,58.111383,54.591383,58.031383,63.191383,50.350461,58.231383,52.015912,50.980692,57.580346,58.871383,60.891383,62.991383,44.818277,63.071383,44.437128,52.611383,46.771383,53.991383,65.331383,52.711383,56.111383,45.731383,51.251383,59.523794
50,0,49.082902,51.522902,57.562902,53.222902,51.222902,56.942902,49.822902,61.902902,47.742902,57.002902,51.142902,59.262902,55.042902,61.922902,58.482902,54.982902,58.342902,63.522902,50.622902,58.602902,52.162902,51.282902,57.822902,59.182902,61.262902,63.322902,45.022902,63.342902,44.668817,52.982902,47.062902,54.322902,65.696451,53.062902,56.442902,45.962902,51.602902,59.862902
50,1,49.457642,51.857642,57.897642,53.657642,51.557642,57.277642,50.217642,62.437642,48.057642,57.317642,51.497642,59.637642,55.437642,62.237642,58.877642,55.337642,58.717642,64.017642,50.957642,59.037642,52.417642,51.557642,58.117642,59.537642,61.797642,63.677642,45.337642,63.697642,44.957642,53.477642,47.437642,54.657642,66.077642,53.577642,56.797642,46.257642,52.017642,60.257642
50,2,49.932543,52.20763,58.285261,54.065261,52.005261,57.725261,50.685261,62.925261,48.465261,57.725261,51.885261,60.245261,55.925261,62.585261,59.565261,55.745261,59.125261,64.625261,51.345261,59.425261,52.865261,51.885261,58.465261,59.965261,62.305261,64.14763,45.725261,64.185261,45.265261,54.160522,47.965261,55.008815,66.625261,53.925261,57.205261,46.685261,52.505261,60.705261
51,0,50.29288,52.554576,58.677627,54.477147,52.31288,58.05288,51.01288,63.33288,48.86144,58.10144,52.25288,60.67288,56.41288,62.89288,60.21288,56.11288,59.45288,65.03288,51.63288,59.77288,53.05288,52.19288,58.83786,60.33288,62.93288,64.57288,46.05288,64.65288,45.57288,54.63288,48.31288,55.31572,67.13288,54.47288,57.51288,46.97288,52.99288,61.07288
51,1,50.629569,52.829569,58.92319,54.749569,52.709569,58.329856,51.329569,63.649569,49.169569,58.36319,52.609569,61.029569,56.749569,63.369569,60.549569,56.529569,59.724892,65.409569,51.969569,60.149785,53.369569,52.469785,59.169569,60.669569,63.459785,64.949569,46.309569,65.029569,45.809785,54.969569,48.609569,55.589569,67.589569,54.809569,57.789569,47.229569,53.329569,61.409569
51,2,50.801723,53.081723,59.205862,54.925862,52.921723,58.641723,51.667241,63.880574,49.460574,58.635862,52.856345,61.441723,57.161723,63.645862,60.887241,56.901723,60.021723,65.641723,52.185862,60.465862,53.760574,52.821723,59.401723,60.885862,63.841723,65.241723,46.501723,65.387241,45.981723,55.276345,48.885862,55.865862,68.005862,55.145862,58.125862,47.521723,53.685862,61.741723
52,0,51.387982,53.727982,59.607982,55.407982,53.427982,59.147982,52.087982,64.387982,50.027982,59.047982,53.358991,61.967982,57.927982,64.267982,61.387982,57.427982,60.547982,66.187982,52.713596,61.207982,54.187982,53.278991,60.007982,61.427982,64.507982,65.732997,46.967982,65.947982,46.387982,55.764495,49.367982,56.358991,68.507982,55.727982,58.607982,47.882661,54.447982,62.507982
52,1,51.716916,54.063458,59.956916,55.716916,53.736916,59.536916,52.396916,64.636916,50.416916,59.392305,53.596916,62.436916,58.316916,64.756916,61.776916,57.896916,60.956916,66.536916,52.992305,61.856916,54.576916,53.656916,60.363458,61.816916,64.876916,65.976916,47.236916,66.336916,46.656916,56.116916,49.716916,56.776916,68.856916,56.136916,58.996916,48.176916,54.836916,62.996916
52,2,52.135768,54.503073,60.436145,56.191229,54.196145,60.076145,52.796145,64.976145,50.845382,59.856145,54.016145,62.996145,58.816145,65.176145,62.316145,58.476145,61.476145,67.036145,53.456145,62.596145,55.056145,54.116145,60.816145,62.316145,65.376145,66.456145,47.656145,66.936145,46.953073,56.536145,50.163073,57.223073,69.476145,56.636145,59.516145,48.516145,55.356145,63.616145
53,0,52.608254,54.948254,61.089127,56.548254,54.708254,60.649418,53.288254,65.588254,51.309563,60.529127,54.488254,63.688254,59.408254,65.628254,63.048254,59.429127,62.029563,67.848254,54.18127,63.808254,55.608254,54.889127,61.408254,62.948254,66.328254,67.228254,48.248254,67.748254,47.289651,57.089127,50.588254,57.728254,70.248254,57.168254,60.089127,49.008254,56.128254,64.668254
53,1,53.043628,55.203628,61.537256,56.983628,55.430884,61.017256,53.623628,65.956814,51.743628,60.957256,54.803628,64.123628,59.843628,66.063628,63.563628,60.003628,62.417256,68.317256,54.670884,64.723628,56.017256,55.323628,61.923628,63.337256,66.863628,67.677256,48.743628,68.097256,47.523628,57.517256,51.003628,58.037256,70.717256,57.523628,60.463628,49.443628,56.783628,65.403628
53,2,53.455782,55.575782,61.995782,57.395782,55.935782,61.475782,54.010964,66.255782,52.155782,61.435782,55.172891,64.535782,60.255782,66.435782,64.033129,60.555782,62.915782,68.915782,55.095782,65.155782,56.352891,55.655782,62.335782,63.755782,67.295782,68.155782,49.095782,68.521565,47.835782,57.935782,51.392891,58.455782,71.195782,57.975782,60.855782,49.810964,57.275782,65.815782
54,0,53.677642,55.877642,62.317642,57.697642,56.257642,61.817642,54.197642,66.657642,52.397642,61.737642,55.457642,64.957642,60.557642,66.657642,64.457642,60.977642,63.217642,69.237642,55.377642,65.477642,56.597642,55.997642,62.577642,64.057642,67.577642,68.457642,49.377642,68.857642,48.117642,58.257642,51.677642,58.817642,71.517642,58.297642,61.157642,50.017642,57.677642,66.132925
54,1,54.029161,56.276387,62.829161,58.089161,56.689161,62.209161,54.588322,67.389161,52.789161,62.369161,55.829161,65.409161,60.929161,66.989161,64.989161,61.529161,63.609161,69.687483,55.869161,66.029161,56.969161,56.529161,63.02979,64.509161,68.029161,69.069161,49.729161,69.249161,48.425832,58.669161,52.089161,59.169161,72.129161,58.689161,61.589161,50.409161,58.109161,66.749161
54,2,54.400045,56.580045,63.300045,58.500045,57.080045,62.620045,54.913348,67.720045,53.105023,62.720045,56.160045,65.980045,61.260045,67.320045,65.360045,62.040045,64.060045,70.100045,56.240045,66.520045,57.380045,56.860045,63.380045,64.900045,68.440045,69.740045,50.060045,69.620045,48.680045,59.020045,52.420045,59.560045,72.500136,59.100045,61.940045,50.733348,58.500045,67.120045
55,0,54.7961,56.8561,63.6361,58.9361,57.3761,62.9961,55.1761,68.0161,53.3961,63.0761,56.5022,66.2761,61.5561,67.5822,65.7361,62.3361,64.3961,70.3961,56.5361,66.8361,57.7161,57.1361,63.6561,65.2161,68.7561,70.0761,50.3361,69.9361,48.9561,59.3361,52.7561,59.8761,72.8161,59.3961,62.2761,50.9561,58.8561,67.4361
55,1,55.089569,57.129569,63.989569,59.289569,57.709569,63.329569,55.469569,68.329569,53.669569,63.429569,56.829569,66.629569,61.869569,67.969569,66.089569,62.669569,64.729569,70.829569,56.829569,67.269569,57.965914,57.429569,63.969569,65.549569,69.249569,70.389569,50.629569,70.229569,49.229569,59.689569,53.069569,60.209569,73.149569,59.709569,62.609569,51.229569,59.189569,67.809569
55,2,55.412063,57.472063,64.432063,59.632063,58.052063,63.69619,55.752063,68.672063,53.972063,63.852063,57.157354,67.092063,62.212063,68.270516,66.472063,63.072063,65.09619,71.252063,57.212063,67.792063,58.292063,57.711032,64.261032,65.892063,69.632063,70.772063,50.912063,70.532063,49.49619,60.092063,53.412063,60.658254,73.512063,60.172063,62.972063,51.532063,59.552063,68.292063
56,0,55.699728,57.759728,64.839728,60.019728,58.399728,64.079728,55.999728,69.039728,54.199728,64.259728,57.399728,67.419728,62.519728,68.599728,66.839728,63.519728,65.459728,71.579728,57.499728,68.179728,58.699728,58.039728,64.559728,66.259728,69.999728,71.219728,51.199728,70.839728,49.759728,60.379728,53.819728,61.039728,73.899728,60.739728,63.299728,51.779728,59.999728,68.699728
56,1,56.055601,58.101202,65.381202,60.481202,59.001202,64.501202,56.321202,69.441202,54.561202,64.801202,57.741202,67.861202,62.961202,69.161202,67.261202,64.141202,65.901202,72.001202,58.021202,68.841202,59.161202,58.425601,65.041202,66.661202,70.481202,71.715601,51.425601,71.221202,50.055601,60.861202,54.241202,61.601202,74.401202,61.175601,63.761202,52.061202,60.505601,69.401202
56,2,56.438668,58.381898,66.024671,60.984671,59.564671,64.864671,56.604671,69.838668,54.844671,65.444671,58.117336,68.304671,63.384671,69.304671,67.667336,64.644671,66.284671,72.484671,58.524671,69.744671,59.497336,58.784934,65.834014,67.067336,71.164671,72.078668,51.647697,71.627336,50.328934,61.284671,54.652934,62.104671,74.904671,61.518297,64.184671,52.664671,60.787336,70.264671
57,0,56.91229,58.77229,66.35458,61.47458,60.01229,65.43229,56.97229,70.33458,55.231145,65.77458,58.49229,68.91229,63.87229,69.631145,68.23229,65.23229,66.83229,73.13458,58.93229,70.31229,59.99229,59.23229,66.47229,67.49229,71.95458,72.51458,52.11229,72.03229,50.67229,61.77229,55.09229,62.75229,75.53229,61.87229,64.65229,52.960819,61.37458,70.83458
57,1,57.347664,59.107664,66.807664,62.027664,60.567664,65.867664,57.387664,70.827664,55.607664,66.247664,58.927664,69.447664,64.307664,69.987664,68.847664,65.687664,67.267664,73.667664,59.427664,70.767664,60.367664,59.658832,66.947664,67.947664,72.727664,73.007664,52.447664,72.407664,50.987664,62.287664,55.438832,63.147664,75.987664,62.267664,65.127664,53.227664,62.027664,71.287664
57,2,57.733642,59.448209,67.268209,62.448209,61.028209,66.286417,57.688209,71.228209,55.948209,66.688209,59.313035,69.868209,64.708209,70.328209,69.284626,66.108209,67.688209,74.088209,59.828209,71.108209,60.752276,59.969642,67.348209,68.348209,73.188209,73.508209,52.77869,72.808209,51.289701,62.708209,55.79607,63.533642,76.388209,62.654552,65.548209,53.548209,62.528209,71.609642
58,0,57.961678,59.721678,67.581678,62.861678,61.353356,66.621678,57.981678,71.461678,56.173893,67.001678,59.521678,70.201678,65.021678,70.615839,69.781678,66.421678,68.021678,74.401678,60.101678,71.381678,60.901678,60.281678,67.601678,68.701678,73.541678,73.781678,53.001678,73.041678,51.561678,63.121678,56.081678,63.761678,76.821678,62.921678,65.861678,53.741678,62.961678,71.901678
58,1,58.432517,60.112517,68.092517,63.412517,61.932517,67.232517,58.412517,71.932517,56.532517,67.512517,60.032517,70.795034,65.532517,70.972517,71.172517,66.812517,68.632517,75.052517,60.612517,71.792517,61.412517,60.732517,68.032517,69.272517,74.132517,74.272517,53.512517,73.512517,51.912517,63.812517,56.592517,64.112517,77.455034,63.512517,66.392517,54.112517,63.692517,72.372517
58,2,58.892653,60.487109,68.852653,63.912653,62.480612,67.712653,58.872653,72.603265,56.847109,67.972653,60.492653,71.432653,65.992653,71.352653,72.352653,67.244218,69.112653,75.592653,61.072653,72.041921,61.872653,61.124218,68.492653,69.732653,74.812653,74.792653,53.972653,73.992653,52.332245,64.368571,57.092653,64.515221,78.012653,63.972653,66.832653,54.327332,64.712653,72.739332
59,0,59.352925,60.852925,69.352925,64.492925,63.052925,68.392925,59.152925,73.212925,57.152925,68.772925,61.012925,71.932925,66.472925,71.832925,73.092925,67.672925,69.792925,76.232925,61.572925,72.392925,62.452925,61.452925,69.012925,70.212925,75.512925,75.492925,54.712925,74.470975,52.492925,65.132925,57.572925,64.772925,78.692925,64.592925,67.272925,54.771463,65.572925,73.112925
59,1,59.65542,61.120839,69.73542,64.87542,63.49542,68.780839,59.47542,73.61542,57.47542,69.15542,61.37542,72.27542,66.81542,72.17542,73.43542,67.97542,70.19542,76.59542,61.99542,72.73542,62.91542,61.79542,69.31542,70.61542,75.85542,75.89542,55.07542,74.75542,52.81542,65.59542,57.95542,65.11542,79.160839,64.93542,67.620839,55.01542,66.000839,73.480839
59,2,59.954694,61.414694,70.054694,65.194694,63.814694,69.134694,59.794694,73.934694,57.734694,69.474694,61.674694,72.554694,67.134694,72.494694,73.854694,68.234694,70.534694,76.914694,62.274694,72.994694,63.214694,62.094694,69.592347,70.934694,76.134694,76.214694,55.374694,75.012347,53.094694,65.974694,58.274694,65.394694,79.494694,65.234694,67.934694,55.254694,66.414694,73.814694
60,0,60.242993,61.722993,70.362993,65.542993,64.102993,69.502993,60.102993,74.222993,58.022993,69.782993,61.962993,72.882993,67.482993,72.782993,74.362993,68.582993,70.882993,77.222993,62.562993,73.262993,63.522993,62.382993,69.922993,71.282993,76.442993,76.562993,55.722993,75.282993,53.322993,66.342993,58.562993,65.682993,79.902993,65.542993,68.295986,55.502993,66.782993,74.082993
60,1,60.691247,62.111247,70.811247,65.991247,64.531247,69.931247,60.491247,74.611247,58.391247,70.231247,62.431247,73.331247,68.011247,73.131247,74.911247,68.971247,71.371247,77.691247,62.991247,73.691247,64.051247,62.811247,70.431247,71.751247,77.011247,77.011247,56.271247,75.691247,53.671247,66.851247,58.971247,66.171247,80.431247,65.951247,68.811247,55.831247,67.291247,74.571247
60,2,61.219342,62.648685,71.468685,66.528685,65.088685,70.528685,60.988685,75.148685,58.928685,70.888685,63.068685,74.128685,68.548685,73.668685,75.46737,69.688685,71.988685,78.548685,63.568685,74.228685,65.108685,63.428685,70.968685,72.308685,77.888685,77.548685,56.808685,76.248685,53.948685,67.620794,59.788685,66.928685,81.308685,66.488685,69.408685,56.408685,68.028685,75.388685
61,0,61.52585,63.00585,71.98585,66.88585,65.48585,71.00585,61.30585,75.467925,59.26585,71.42585,63.717925,74.52585,68.94585,74.22585,76.46585,70.08585,72.40585,78.94585,64.20585,74.84585,65.56585,63.82585,71.36585,72.96585,78.28585,77.94585,57.16585,76.64585,54.34585,68.26585,60.28585,67.32585,81.74585,66.70585,70.20585,56.74585,68.44585,76.02585
61,1,61.81932,63.29932,72.27932,67.19932,65.74822,71.31932,61.61932,75.65932,59.48644,71.69932,63.99932,74.85932,69.25932,74.53932,76.79932,70.35932,72.71932,79.23932,64.51932,75.09932,65.83932,64.17932,71.67932,73.29932,78.55932,78.27932,57.47932,76.89932,54.65932,68.61932,60.57932,67.61932,82.05932,67.01932,70.55932,57.02466,68.77932,76.27932
61,2,62.251474,63.631474,72.711474,67.651474,66.111474,71.751474,61.991474,76.051474,59.891474,72.131474,64.411474,75.251474,69.671474,74.871474,77.171474,70.691474,73.151474,79.651474,64.851474,75.511474,66.231474,64.531474,72.171474,73.731474,78.931474,78.711474,57.831474,77.251474,54.951474,69.031474,60.971474,67.991474,82.491474,67.411474,70.971474,57.330737,69.191474,76.691474
62,0,62.646213,64.006213,73.086213,68.046213,66.486213,72.162426,62.326213,76.446213,60.266213,72.506213,64.726213,75.646213,70.066213,75.266213,77.526213,71.026213,73.586213,80.026213,65.186213,75.886213,66.486213,64.906213,72.606213,74.146213,79.246213,79.106213,58.186213,77.626213,55.266213,69.426213,61.366213,68.326213,82.886213,67.806213,71.326213,57.646213,69.586213,77.086213
62,1,62.959683,64.319683,73.399683,68.359683,66.739683,72.499683,62.639683,76.719683,60.534841,72.819683,65.039683,75.959683,70.379683,75.574841,77.839683,71.279683,73.899683,80.299683,65.499683,76.179683,66.779683,65.219683,72.939683,74.459683,79.499683,79.439683,58.459683,77.879683,55.559683,69.739683,61.639683,68.599683,83.219683,68.079683,71.639683,57.899683,69.939683,77.399683
62,2,63.291202,64.671202,73.811202,68.731202,67.091202,72.911202,63.011202,77.091202,60.831202,73.231202,65.411202,76.391202,70.751202,75.911202,78.231202,71.591202,74.311202,80.711202,65.811202,76.591202,67.111202,65.511202,73.411202,74.871202,79.931202,79.831202,58.831202,78.251202,55.911202,70.171202,62.011202,68.951202,83.631202,68.391202,71.991202,58.231202,70.312404,77.771202
63,0,63.656916,65.036916,74.196916,69.096916,67.416916,73.276916,63.356916,77.456916,61.192305,73.616916,65.776916,76.756916,71.116916,76.276916,78.576916,71.896916,74.676916,81.076916,66.176916,76.943458,67.416916,65.836916,73.796916,75.256916,80.236916,80.216916,59.136916,78.616916,56.196916,70.556916,62.376916,69.276916,84.016916,68.756916,72.356916,58.496916,70.716916,78.156916
63,1,63.92458,65.36458,74.50458,69.40458,67.66458,73.619161,63.68458,77.72458,61.46458,73.92458,66.08458,77.12458,71.42458,76.58458,78.899161,72.20458,75.00458,81.38458,66.48458,77.20458,67.72458,66.14458,74.10458,75.60458,80.52458,80.52458,59.42458,78.90458,56.48458,70.88458,62.66458,69.54458,84.359161,69.06458,72.66458,58.76458,71.08458,78.44458
63,2,64.28449,65.72449,74.92449,69.76449,67.98449,74.00449,64.02449,78.06449,61.78449,74.34449,66.44449,77.48449,71.78449,76.92449,79.26449,72.467245,75.42449,81.78449,66.80449,77.56449,68.02449,66.48449,74.48449,76.04449,80.848163,80.94449,59.72449,79.26449,56.78449,71.27898,63.00449,69.90449,84.76449,69.42449,73.04449,59.02449,71.48449,78.82449
64,0,64.618594,66.098594,75.298594,70.198594,68.338594,74.407188,64.378594,78.435782,62.215782,74.758594,66.778594,77.967188,72.138594,77.278594,79.618594,72.818594,75.838594,82.198594,67.178594,77.947188,68.378594,66.964376,74.938594,76.507188,81.238594,81.415782,60.078594,79.658594,57.098594,71.835782,63.358594,70.218594,85.178594,69.778594,73.475782,59.378594,71.847188,79.232971
64,1,64.915283,66.440567,75.775283,70.535283,68.635283,74.815283,64.715283,78.795283,62.680567,75.195283,67.220567,78.415283,72.475283,77.595283,79.955283,73.135283,76.215283,82.535283,67.515283,78.295283,68.775283,67.535283,75.315283,77.015283,81.635283,81.915283,60.335283,80.015283,57.395283,72.355283,63.655283,70.515283,85.515283,70.115283,73.895283,59.715283,72.195283,79.795283
64,2,65.278401,66.886803,76.540408,71.186803,69.123605,75.586803,65.166803,79.383605,63.486803,75.960408,67.866803,79.246803,72.846803,77.946803,80.386803,73.726803,76.986803,83.066803,68.106803,79.066803,69.523605,68.006803,76.174014,77.800408,82.206803,82.960408,61.326803,81.226803,57.726803,73.286803,64.043605,70.866803,86.223605,70.826803,75.026803,60.306803,72.626803,80.326803
65,0,65.568662,67.188662,77.088662,71.448662,69.508662,75.888662,65.468662,79.768662,63.748662,76.488662,68.168662,79.588662,73.148662,78.248662,80.688662,74.088662,77.308662,83.448662,68.708662,79.388662,69.908662,68.368662,76.488662,78.148662,82.528662,83.408662,61.568662,81.528662,57.969554,73.588662,64.348662,71.188662,86.728662,71.268662,75.388662,60.548662,72.908662,80.648662
65,1,65.873741,67.493741,77.573741,71.733741,69.853741,76.233741,65.773741,80.313741,64.153741,76.993741,68.533741,80.073741,73.473741,78.573741,81.053741,74.473741,77.653741,83.793741,69.133741,79.753741,70.333741,68.711871,76.813741,78.633741,82.793741,83.933741,61.853741,81.913741,58.233741,73.913741,64.593741,71.613741,87.133741,71.593741,75.833741,60.853741,73.213741,81.053741
