,measure_number,beat_number,pid1263b-11,pid51495-01,pid52932-23,pid5667249-23,pid5667271-02,pid5667291-11,pid58917-05,pid610003b-15,pid9048b-15,pid9049b-11,pid9050b-11,pid9054b-11,pid9055b-11,pid9056-05,pid9058b-11,pid9059b-15,pid9060b-09,pid9061b-08,pid9062b-14,pid9063b-15,pid9064-20,pid9065-26,pid9066b-11,pid9068-19,pid9069-11,pid9070b-23,pid9072b-15,pid9073b-15,pid9074g-11,pid9075b-11,pid9088-21,pid9089-06,pid9090-20,pid9093b-17,pid9094b-11,pid9097-23,pid9099b-15,pid9101c-05,pid9103-19,pid9104b-11,pid9111b-13,pid9112-10,pid9113-11,pid9114-33,pid9116-18,pid9118b-15,pid9119-13,pid9127-07,pid9130-10,pid9138b-11,pid9139b-11,pid9153b-11,pid9158-13,pid9166l-09,pid9170b-11,pid9174b-11,pid9176-04,pid9185-04,pid9190-10,pid9192b-11
25,9,1,18.648163,20.068163000000002,16.468163,17.588163,20.808163,17.788163,29.088163,19.348163,18.808163,16.408163000000002,18.028163,18.688163,18.688163,16.008163,21.628163,16.348163,13.828163,19.868163,17.908163000000002,18.588163,16.688163,15.128163,18.108163,16.228163000000002,19.888163,14.028163000000001,16.988163,18.488163,17.968163,14.088163,21.548163,18.928163,16.308163,20.428163,19.496054,21.668163,18.668163,17.108163,15.868163000000001,18.586327,18.268163,14.388163,17.128163,18.128163,15.568163,21.568163000000002,13.768163000000001,16.608163,24.688163,16.128163,16.988163,19.348163,17.808163,15.808163,17.408163000000002,14.448163000000001,14.888163,17.628163,17.248163,15.608163000000001
26,9,2,19.313776,20.802857,16.971837,18.322857,21.522857000000002,18.722857,30.042857,20.182857000000002,19.542857,17.042857,18.882857,19.422857,19.542857,16.762857,22.362857,17.022857000000002,14.398214000000001,20.662857000000002,18.682857000000002,19.282857,17.482857,15.742857,18.922857,17.055714000000002,20.622857,14.660571,17.862857,19.342857000000002,18.798214,14.642857000000001,22.247619,19.555643,16.962857,21.482857,20.082857,22.642857,19.462857,17.762857,16.553304,19.362857,18.862857,14.962857000000001,17.962857,18.982857,16.322857,22.462857,14.397815,17.362857,25.642857,16.703214000000003,17.622857,20.102857,18.482857,16.358214,18.034285999999998,15.202857,15.375873,18.252143,17.782857,16.342857000000002
27,10,0,19.690611999999998,21.490612,17.430612,18.890612,22.230612,19.190611999999998,30.871223999999998,20.770612,20.130612,17.430612,19.470612,20.210612,20.310612,17.170612,23.110612,17.510612,14.850306,21.350611999999998,19.230612,19.890612,18.170612,16.290612,19.350611999999998,17.590612,21.170612,15.230611999999999,18.450612,19.910612,19.290612,15.090612,22.970612,19.850611999999998,17.350611999999998,22.070612,20.630612,23.390612,20.050612,18.350611999999998,16.710612,19.930612,19.390612,15.410612,18.390612,19.450612,16.830612,23.050612,14.670612,17.830612,26.350611999999998,17.190611999999998,18.090612,20.690611999999998,19.010612,16.910612,18.490612,15.630612,15.850612,18.730306,18.270612,16.870612
28,10,1,20.340816,22.660816,18.000816,19.580816,23.400816,19.920816000000002,31.960815999999998,21.620816,20.840816,18.160816,20.320816,20.920816000000002,21.220816,17.800816,23.940816,18.180816,15.420816,22.060816,19.980816,20.680816,18.740816,16.820816,19.960816,18.140816,21.740816,16.080816,19.180816,20.780816,19.880816,15.735407999999998,23.960816,20.400816,17.840816,22.840816,21.320816,24.320816,20.900816,19.040816,17.320816,20.580816,20.100816000000002,15.980816,19.100816000000002,20.160816,17.560816,23.740816,15.280816,18.600816000000002,27.180815999999997,17.800816,18.840816,21.400816,19.680816,17.620816,19.155407999999998,16.180272,16.640816,19.320816,18.780816,17.520816
29,10,2,20.775918,23.355918,18.435918,20.122958999999998,24.095918,20.515918,32.895918,22.175918,21.395917999999998,18.635918,20.855918,21.475918,21.775918,18.315918,24.555918,18.635918,15.715917999999999,22.575917999999998,20.535918,21.215918,19.115918,17.195918,20.375918,18.555918,22.255917999999998,16.615918,19.715918,21.355918,20.275918,16.152959,24.458639,20.855918,18.195918,23.495918,21.875918,25.095918,21.495918,19.555918,17.735917999999998,21.022959,20.675918,16.435918,19.615918,20.695918,18.035918,24.215918,15.722959,18.995918,27.855918,18.215918,19.375918,21.975918,20.195918,18.135918,19.535918,16.515918,17.095918,19.855918,19.242959,18.015918
30,11,0,21.201224,24.001224,18.861224,20.641223999999998,24.721224,21.001224,33.841224,22.661224,21.861224,19.055612,21.361224,22.041224,22.461223999999998,18.781223999999998,25.341224,19.121223999999998,16.045612,23.081224,21.041224,21.681224,19.601224,17.661224,20.801223999999998,18.981223999999997,22.735612,16.961223999999998,20.161224,21.821224,20.741224,16.561224,24.895612,21.301223999999998,18.641223999999998,24.061224,22.401224,25.821224,22.101224,20.041224,18.201224,21.441224,21.141223999999998,16.801223999999998,20.081224,21.181224,18.521224,24.701224,16.101224,19.421224,28.461223999999998,18.641223999999998,19.861224,22.572449,20.721224,18.601224,19.981223999999997,16.981223999999997,17.461223999999998,20.295612,19.681224,18.441224
31,11,1,21.679184,24.619184,19.319184,21.179184,25.359184,21.499184,34.359184,23.279184,22.359184,19.519184,21.959184,22.668367,23.059184,19.319184,26.159184,19.659184,16.479184,23.719184,21.579183999999998,22.239183999999998,20.159184,18.134592,21.499184,19.439184,23.279184,17.359184,20.599184,22.419184,21.279184,17.039184,25.559184,21.899183999999998,19.139184,24.679184,22.899183999999998,26.519184000000003,22.579183999999998,20.559184,18.679184,21.919184,21.679184,17.219184,20.679184,21.619184,19.099184,25.199184,16.499184,19.891837,28.979184000000004,19.079183999999998,20.359184,23.139184,21.379184,19.179184,20.499184,17.459184,17.821531,20.779184,20.119184,18.919184
32,11,2,22.236735,25.396735,19.916735,22.096735,26.136735,22.136735,35.956734999999995,24.256735,23.036735,20.316735,22.916735,23.416735,23.856735,19.956735000000002,26.836734999999997,20.296735,17.116735000000002,24.536735,22.336735,22.836735,20.876735,18.796735,22.036735,20.056735,24.016735,18.016735,21.056735,23.336735,21.976735,17.656735,26.216734999999996,22.576735,19.656735,25.516735,23.576735,27.516734999999997,23.536735,21.236735,19.343367,22.596735,22.156735,17.676735,21.256735,22.156735,19.596735,25.716735,16.856735,20.416735,29.656734999999998,19.536735,20.916735,23.870204,21.936735000000002,19.736735,21.098673,18.136735,18.316735,21.358912,20.616735000000002,19.396735
33,12,0,22.742041,26.042041,20.462041,22.522041,26.762040999999996,22.634082,37.254082000000004,24.902041,23.502041000000002,20.862041,23.582041,24.042041,24.702041,20.582041,27.502041,20.882041,17.502041000000002,25.462041,22.902041,23.422041,21.322041,19.442041,22.622041,20.462041,24.514082000000002,18.482041,21.522041,24.082041,22.642041,18.162041000000002,26.702040999999998,23.262041,20.134082,25.994082000000002,24.022041,28.194082,24.262041,21.842041000000002,19.942041,23.182041,22.674082000000002,18.142041,21.722041,22.642041,20.022041,26.194082,17.322041,20.902041,30.282040999999996,20.022041,21.422041,24.362041,22.502041000000002,20.222041,21.422041,18.642041,18.862041,21.882041,21.062041,19.842041000000002
34,12,1,23.291837,26.791837,21.013673,23.411837,27.531837,23.091836999999998,38.571837,25.571837,23.991837,21.511837,24.271836999999998,24.691837,25.491837,21.511837,28.251837,21.451837,17.951837,26.311837,23.531837,24.191837,21.771836999999998,20.131837,23.671837,21.011837,25.231837,19.211837,22.151837,24.731837,23.151837,18.811837,27.531837,23.851837,20.651837,26.751837,24.551837,28.831837,25.111837,22.591836999999998,20.551837,23.791837,23.351837,18.711837,22.211837,23.131837,20.571837,26.871837,17.811837,21.711837,31.033672999999997,20.711837,22.071837,24.891837,23.231837,20.691837,22.153673,19.451837,19.451837,22.751837,21.671837,20.411837
35,12,2,23.838776,27.616327000000002,21.638776,24.078776,28.298776,23.638776,39.627551000000004,26.418776,24.538776000000002,22.318776,25.118776,25.538776000000002,26.358776000000002,22.218776000000002,29.087551,22.216327,18.598776,27.267551,24.313878,25.038776000000002,22.658776,20.778776,24.838776,21.698776000000002,25.865102,19.938776,22.698776000000002,25.538776000000002,23.858776000000002,19.558776,28.538776000000002,24.618776,21.258776,27.418776,25.098776,29.818776,25.993878,23.618776,21.393878,24.838776,23.918776,19.378776000000002,22.798776,23.532925,21.111755,27.727551000000002,18.298776,22.258776,32.140204,21.438776,22.867551000000002,25.438776,23.798776,21.178776,22.933878,20.078776,20.158776,23.498776,22.218776000000002,20.958776
36,13,0,24.627143,28.682857000000002,22.342857000000002,24.982857,29.422857,24.262857,40.635714,27.302857,25.142857,22.982857,25.982857,26.362857,27.427143,22.935714,30.042857,22.982857,19.142857,28.022857000000002,25.248571,25.848571,23.422857,21.462857,25.422857,22.362857,26.542857,20.782857,23.348571,26.441429,24.581429,20.182857000000002,29.612857,25.725714,21.862857,28.242857,25.802857,30.667143,26.962857,24.702857,22.447143,25.645714,24.562857,19.995714000000003,23.502857000000002,24.102857,21.674286,29.382857,18.942857,22.848571,33.182857,22.107143,23.522857000000002,25.982857,24.595714,21.742857,23.622857,20.802857,20.801429000000002,24.348571,22.894285999999997,21.426429000000002
37,13,1,25.321633,29.441633000000003,22.941633,25.741633,30.284898,24.983061,41.921633,28.121633000000003,25.681632999999998,23.641633,26.801633000000002,27.041633,28.241633,23.681632999999998,30.781633000000003,23.561633,19.565816,28.601633000000003,26.041632999999997,26.779796,23.865816,22.373265,26.201632999999998,22.961633,27.428163,21.301633,24.104898000000002,27.253265000000003,25.341632999999998,20.721632999999997,30.541633,26.381633,22.421633,29.001633,26.544898,31.473265,27.768163,25.521632999999998,23.001632999999998,26.381633,25.221632999999997,20.541632999999997,24.372857,24.779795999999997,22.481633,30.433265000000002,19.521632999999998,23.564898,34.281633,22.741633,24.301633,26.553265000000003,25.401633,22.281633,24.261633,21.704898,21.321633,25.021632999999998,23.741633,21.901633
38,13,2,25.834694,30.134694,23.434694,26.254694,30.894694,25.834694,42.874694,28.714694,26.334694,24.234694,27.414694,27.614694,28.874694,24.294694,31.414694,24.154694,19.954694,29.154694,26.594694,27.599388,24.254694,22.994694,27.074694,23.474694,28.154694,21.674694,24.734694,27.894694,26.299388,21.194694000000002,31.174694,26.854694,22.934694,29.614694,27.134694,32.339388,28.454694,26.114694,23.394694,26.854694,25.754694,20.994694,25.194694000000002,25.454694,23.014694,30.934694,19.954694,24.154694,35.124082,23.194694000000002,24.874694,27.194694000000002,25.974694,22.834694,24.754694,22.314694,21.814694,25.494694,24.234694,22.354694
39,14,0,26.408163000000002,30.808163,23.928163,26.808163,31.528163,26.248163,43.804286,29.208163,26.808163,24.689082,27.888163,28.108163,29.497142999999998,24.860816,31.99898,24.668163,20.348163,29.626327000000003,27.068163000000002,28.126327000000003,24.668163,23.408163000000002,27.528163,23.948163,28.869796,22.028163,25.168163,28.368163,26.788163,21.589388,31.684490000000004,27.249082,23.348163,30.148163,27.702653,32.968163,28.968163,26.788163,23.828163,27.448163,26.248163,21.368163,25.588163,26.037143,23.388163,31.388163,20.308163,24.509738,35.777143,23.628163,25.308163,27.808163,26.448163,23.268163,25.228163000000002,22.748163,22.288163,25.986327,24.748163,22.729082000000002
40,14,1,27.059592,31.719592,24.499592,27.597959000000003,32.459592,26.719592,44.699591999999996,29.799591999999997,27.379592,25.219592000000002,28.479591999999997,28.679592,30.159592,25.499592,32.799592,25.439592,20.779592,30.219592,27.639591999999997,28.699592,25.179592,23.839592,28.059592,24.539592000000003,29.739592,22.659592,25.679592,28.959591999999997,27.499592,22.059592000000002,32.549184000000004,27.819592,23.899592000000002,31.059592,28.439591999999998,33.719592,29.639591999999997,27.639591999999997,24.399592000000002,28.204796,26.919591999999998,22.079592,26.039592000000003,26.759591999999998,23.839592,32.019591999999996,20.839592,24.979592,36.439592,24.179592,25.839592,28.599591999999998,27.119591999999997,23.939592,25.759592,23.159592,22.979592,26.559592,25.419592,23.279592
41,14,2,27.586531,32.426531,25.163061,28.106531,33.166531,27.166531,46.006531,30.383060999999998,27.926531,25.766531,29.079591999999998,29.226531,30.726531,26.086531,33.646531,26.076122,21.166531,30.766531,28.203060999999998,29.226531,25.686531,24.386531,28.586531,25.046530999999998,30.343061,23.068265,26.166531,29.566531,28.226531,22.506531,33.366531,28.326531,24.406531,31.686531,29.226531,34.539592,30.239592,28.223060999999998,25.146531,28.646531,27.446531,22.786531,26.466531,27.246531,24.206531,32.466530999999996,21.286531,25.506531,37.146531,24.686531,26.326531,29.406531,27.806531,24.486531,26.243060999999997,23.626531,23.643061,27.406531,25.946531,23.746531
42,15,0,28.343673,33.183673,25.703673000000002,28.523673,33.923673,27.603672999999997,46.943673,30.943672999999997,28.383672999999998,26.323673,29.643673,29.763672999999997,31.323673,26.823673,34.223673,26.623672999999997,21.523673000000002,31.263672999999997,29.003673,29.743672999999998,26.083673,24.843673000000003,29.023673,25.563673,30.963672999999996,23.463673,26.663673,30.083672999999997,28.723672999999998,23.023673000000002,33.903673,28.823673,24.883673,32.223673,29.783672999999997,35.303672999999996,30.883672999999998,28.823673,25.703673000000002,29.183673,28.083672999999997,23.183673000000002,26.883672999999998,27.703673,24.543673000000002,32.943673,21.703673000000002,25.963673,38.103673,25.243673,26.823673,30.003673,28.383672999999998,24.983673,26.703673,24.103673,24.063673,28.023673,26.483673,24.196837
43,15,1,29.058776,33.958776,26.278776,28.978776,34.698776,28.078776,48.158776,31.618776,28.938776,27.058776,30.298776,30.398776,31.978776,27.518776000000003,34.898776,27.478776,21.958776,31.918776,29.858776000000002,30.338776,26.518776000000003,25.378776000000002,29.638776,26.158776,31.698776000000002,23.938776,27.298776,30.778776,29.164388,23.678776,34.638776,29.358776000000002,25.538776000000002,32.787551,30.338776,36.098776,31.638776,29.458776,26.298776,29.878776000000002,28.798776,23.638776,27.378776000000002,28.198776000000002,24.998776,33.618776000000004,22.198776000000002,26.478776,39.038776,25.878776000000002,27.438776,30.578776,29.118776,25.618776,27.318776,24.718776000000002,24.618776,28.918776,27.218776000000002,24.718776000000002
44,15,2,29.598367,34.778366999999996,26.958367,29.598367,35.498367,28.592789,49.198367,32.318366999999995,29.518366999999998,27.658367,30.998367,30.998367,32.618367,28.178366999999998,35.638366999999995,28.078367,22.418367,32.538367,30.498367,30.958367,27.032789,25.812092,30.218366999999997,26.698366999999998,32.298367,24.478367000000002,27.858366999999998,31.418367,29.658367,24.198367,35.218367,29.874184000000003,25.992789000000002,33.374184,30.938367,36.858367,32.218367,30.078367,26.738366999999997,30.298367,29.458367,24.155673,27.838366999999998,28.758367,25.458367000000003,34.198367,22.678367,26.978367,40.038367,26.398366999999997,27.958367,31.198366999999998,29.658367,26.094184,27.878366999999997,25.138367000000002,25.238367,29.317092,27.775672999999998,25.278367000000003
45,16,0,30.442857,35.842857,27.902857,30.122857,36.582857000000004,29.206428999999996,50.242857,33.182857,30.342857000000002,28.302857,31.862857,31.682857000000002,33.642857,29.022857000000002,36.622857,28.727619,22.882857,33.342857,31.442857,31.702857,27.722857,26.382857,31.062857,27.362857,33.142857,24.902857,28.602857,32.382857,30.262857,24.682857000000002,36.102857,30.622857,26.662857000000002,34.082857000000004,31.646428999999998,37.682857,33.062857,30.882857,27.602857,30.927619,30.402857,24.762857,28.482857,29.427619,26.062857,35.022857,23.362857,27.622857,41.362857,27.102857,28.542857,32.002857,30.302857,26.722857,28.606429,25.682857000000002,25.943214,29.982857,28.442857,25.882857
46,16,1,31.029388,36.969388,28.789388,30.929388,37.709388,29.789388,51.549388,34.269388,31.069388,28.939694,33.009388,32.469388,34.609388,30.049388,37.409388,29.409388,23.389388,34.189388,32.429388,32.489388,28.329388,26.949388,32.249388,28.129388,34.009388,25.556565,29.389388,33.509388,30.969388000000002,25.233939000000003,37.089388,31.189388,27.369388,34.889388000000004,32.329388,38.449388,34.049388,31.769388,28.309388000000002,31.629388,31.508776,25.509388,29.049388,30.029388,26.849388,35.869388,24.169388,28.349388,42.889388000000004,27.929388,29.209388,33.089388,31.149388000000002,27.229388,29.389388,26.269388,26.689388,30.769388,29.169388,26.609388
47,16,2,32.019184,38.099184,29.699184000000002,31.859184000000003,38.819184,30.599184,53.059183999999995,35.539184000000006,31.959184000000004,29.819184000000003,34.199184,33.459184,35.719184000000006,31.039184000000002,39.099184,30.199184000000002,24.179184,35.179184,33.419184,33.659184,28.979184000000004,27.799184000000004,33.719184000000006,29.099184,35.119184000000004,26.319184000000003,30.339184000000003,34.679184,31.859184000000003,25.979184,38.239184,32.159184,28.139184000000004,35.999184,33.539184000000006,39.599184,35.159184,32.759184000000005,29.339184000000003,32.539184000000006,33.659184,26.479184000000004,29.868367,30.839184000000003,27.699184000000002,37.159184,24.939184,29.119184000000004,44.539184000000006,28.719184000000002,30.139184000000004,33.959184,32.079184000000005,27.979184000000004,30.519184000000003,27.119184000000004,27.799184000000004,31.899184,30.099184,27.464592
48,17,0,33.294512,39.394512,30.519025,32.634512,40.134512,31.534512,55.074512,36.714512,32.734512,30.603537,35.414512,34.634512,36.614512,31.934511999999998,40.503537,31.314512,24.894512,36.274512,34.739025,34.554512,29.454512,28.794512,34.274512,30.614512,36.694511999999996,26.874512,31.734512,35.899025,32.574512,26.974512,38.934512,33.414512,28.914512,37.174512,34.699025,40.614512,36.334512,34.094512,30.114512,33.834512,34.663537,27.234512,30.854512,31.614512,28.614512,38.974512,25.714512,29.674512,46.434512,29.574512,31.034512,35.574512,33.134512,28.814512,31.343536999999998,28.114512,28.654512,33.254512,31.254512,28.234512
49,17,1,34.146122,40.102245,31.166121999999998,33.129224,40.826122,32.326122,56.398163000000004,37.602245,33.306121999999995,31.326121999999998,36.282245,35.722857,37.426735,32.466122,41.65898,31.926121999999996,25.326122,36.926122,35.326122,35.246122,30.106121999999996,29.346121999999998,34.866122,31.526121999999997,37.59449,27.408707,32.446121999999995,36.766121999999996,33.046122,27.606121999999996,39.722245,34.086121999999996,29.486121999999998,38.066122,35.386122,41.466122,37.146735,34.666121999999994,30.628061,34.766121999999996,35.566122,27.966122,31.626122,32.172015,29.306122,39.706122,26.306122,30.186121999999997,47.306121999999995,30.270612,31.646122,36.186122,33.87449,29.386121999999997,31.986121999999998,28.686121999999997,29.246121999999996,34.006122,31.846121999999998,28.786122
50,17,2,34.942040999999996,40.742041,31.67602,33.722041,41.462041,32.922041,57.502041000000006,38.202040999999994,33.902041,31.882040999999997,36.902041,36.342040999999995,37.997434000000005,33.002041,42.442040999999996,32.582041,26.062041,37.48602,35.962041,35.942040999999996,30.862040999999998,30.060679999999998,35.462041,32.262040999999996,38.302040999999996,27.886020000000002,33.07602,37.362041,33.64602,28.182040999999998,40.482040999999995,34.602041,29.92602,38.782041,36.06602,42.262040999999996,37.842040999999995,35.262040999999996,31.122040999999996,35.38068,36.302040999999996,28.422040999999997,32.202040999999994,32.542041,29.902040999999997,40.334082,26.74602,30.74602,48.082041,30.962040999999996,32.35602,36.822041,34.494014,30.022040999999998,32.49801,29.380679999999998,29.718009999999996,34.59602,32.342040999999995,29.274577
51,18,0,35.472653,41.292653,32.092653000000006,34.172653000000004,42.032653,33.452653000000005,58.592653000000006,38.712653,34.432653,32.272653000000005,37.392653,36.912653000000006,38.372653,33.372653,43.025918,33.052653,26.492653000000004,37.972653,36.492653000000004,36.452653000000005,31.435306,30.512653000000004,35.932653,32.832653,39.032653,28.272653000000002,33.592653000000006,37.852653000000004,34.092653000000006,28.632653,41.072653,35.132653000000005,30.332653000000004,39.292653,36.808571,42.851224,38.372653,35.752653,31.512653000000004,35.872653,37.072653,28.872653000000003,32.732653000000006,32.932653,30.292653,40.872653,27.072653000000003,31.132653,48.652653,31.472653,32.852653000000004,37.432653,34.952653000000005,30.472653,32.952653000000005,29.832653000000004,30.132653,34.992653000000004,32.832653,29.652653000000004
52,18,1,35.954285999999996,41.834286,32.434286,34.534286,42.554286,33.862142999999996,59.234286,39.174285999999995,34.914286,32.714286,37.854286,37.434286,38.794286,33.742143,43.634285999999996,33.494285999999995,26.954286,38.354286,36.914286,36.934286,31.934286,30.854286,36.554286,33.394286,39.614286,28.714285999999998,34.034286,38.374286,34.474286,29.034285999999998,41.474286,35.614286,30.734285999999997,39.714286,37.534286,43.594286,38.814285999999996,36.194286,31.934286,36.314285999999996,37.514286,29.254285999999997,33.152143,33.314285999999996,30.714285999999998,41.394286,27.434286,31.534285999999998,49.154286,31.934286,33.314285999999996,37.894286,35.454285999999996,30.938571000000003,33.306071,30.254285999999997,30.498095000000003,35.434286,33.094286,30.064761999999998
53,18,2,36.524626,42.384626000000004,32.984626,35.044626,43.124626,34.304626,60.324626,39.784626,35.464626,33.264626,38.464626,38.084626,39.464626,34.184626,44.324626,34.044626,27.544626,38.904626,37.464626,37.484626,32.724626,31.564626,37.244626000000004,33.944626,40.224626,29.144626000000002,34.644626,38.944626,35.024626,29.544626,42.184626,36.104626,31.244626,40.224626,38.144626,44.524626,39.504626,36.744626000000004,32.484626,36.884626000000004,38.264626,29.684626,33.584626,33.704626,31.284626,41.964626,27.864626,31.944626,49.844626,32.464626,33.864626,38.504626,36.144626,31.544626,33.844626,30.884626,30.774328000000004,36.084626,33.604626,30.524626
54,19,0,37.172245000000004,43.012245,33.432245,35.441122,43.732245,34.712245,61.132245,40.492245000000004,36.212245,33.852245,39.172245000000004,38.592245,40.212245,34.592245,45.052245,34.712245,27.992245,39.352245,37.992245000000004,38.012245,33.081122,32.052245,37.652245,34.612245,40.832245,29.592245000000002,35.112245,39.652245,35.512245,29.992245,42.712245,36.552245,31.712245000000003,40.812245000000004,38.712245,45.452245,40.092245,37.252245,32.852245,37.372245,38.732245,30.272245,34.012245,34.072245,31.712245000000003,42.652245,28.312245,32.412245,50.432245,32.932245,34.332245,39.172245000000004,36.692245,32.212245,34.252245,31.372245,31.292245,36.472245,34.052245,30.972245
55,19,1,37.725714,43.605714,33.945714,35.805714,44.345714,35.085714,61.945714,41.125714,36.685714000000004,34.365714000000004,39.805714,39.145714,40.605714,34.945714,45.725714,35.165714,28.365714,39.837857,38.525714,38.485714,33.505714000000005,32.445714,38.085714,35.105714,41.365714000000004,29.965714000000002,35.525714,40.285714,35.925714,30.425714000000003,43.165714,36.965714,32.125714,41.218928999999996,39.205714,46.225714,40.585714,37.685714000000004,33.165714,37.805714,39.145714,30.925714000000003,34.385714,34.467857,32.085714,43.105714,28.717857000000002,32.765714,51.005714000000005,33.365714000000004,34.765714,39.645714,37.185714000000004,32.585714,34.625714,31.765714000000003,31.653928999999998,36.885714,34.473143,31.365714
56,19,2,38.363673,44.103673,34.323673,36.243673,44.843672999999995,35.523672999999995,62.743673,41.603673,37.183673,34.823673,40.283673,39.803672999999996,41.103673,35.283673,46.243673,35.763673,28.983673,40.243673,39.183673,39.023672999999995,33.983672999999996,32.863673,38.503673,35.583673,41.903673,30.363673,35.903673,40.763673,36.403673,30.843673,43.603673,37.463673,32.563673,41.543673,39.683673,46.923673,41.043673,38.163672999999996,33.563673,38.223673,39.563673,31.283672999999997,34.803672999999996,34.763673,32.483672999999996,43.523672999999995,29.043673,33.103673,51.503673,33.783673,35.203672999999995,40.103673,37.643673,33.083673,35.063673,32.183673,32.023672999999995,37.223673,34.836837,31.803673
57,20,0,38.877143,44.677143,34.757143,36.637143,45.357143,35.883571,63.564285999999996,42.177143,37.657143,35.277143,40.912857,40.237142999999996,41.497143,35.637143,46.817143,36.157143,29.397143,40.677143,39.697143,39.457143,34.417142999999996,33.277143,38.973571,36.037143,42.437143,30.703571000000004,36.277143,41.337143,36.797143,31.277143,44.037143,37.957143,32.937143,41.877143,40.157143,47.617143,41.517143,38.617143,33.977143,38.617143,39.917142999999996,31.751428999999998,35.197143,35.117143,32.857143,43.977143,29.357143,33.577143,51.977143,34.137143,35.597143,40.537143,38.097143,33.517143,35.477143,32.637143,32.417142999999996,37.537143,35.257143,32.183571
58,20,1,39.415102000000005,45.175102,35.255102,36.975102,45.915102000000005,36.275102000000004,64.275102,42.815102,38.155102,35.915102000000005,41.495102,40.775102000000004,41.875102000000005,36.015102,47.355102,36.595102000000004,29.835102000000003,41.135102,40.275102000000004,39.915102000000005,34.755102,33.715102,39.435102,36.515102,42.995102,31.135102000000003,36.775102000000004,41.975102,37.275102000000004,31.775102,44.715102,38.495102,33.235102000000005,42.255102,40.775102000000004,48.235102000000005,42.040203999999996,39.155102,34.395102,39.095102000000004,40.395102,32.075102,35.555102000000005,35.415102000000005,33.195102,44.435102,29.775102,33.855102,52.455102000000004,34.515102,36.035102,40.955102000000004,38.555102000000005,33.935102,35.895102,33.035102,32.755102,38.015102,35.695102,32.635102
59,20,2,40.003673,45.763673,35.823673,37.343672999999995,46.443673,36.583673,65.403673,43.683673,38.783673,36.503673,42.363673,41.403673,42.383672999999995,36.383672999999995,48.083673,37.163672999999996,30.383672999999998,41.663672999999996,40.983672999999996,40.363673,35.258418,34.283673,40.203672999999995,37.083673,43.643673,31.563672999999998,37.283673,42.823673,37.803672999999996,32.283673,45.383672999999995,39.123673,33.663672999999996,42.703672999999995,41.743673,49.023672999999995,42.843672999999995,39.783673,34.863673,39.503673,40.843672999999995,32.586837,35.863673,35.826837,33.583673,45.003673,30.163673,34.183673,53.043673,34.863673,36.483672999999996,41.423673,39.163672999999996,34.383672999999995,36.323673,33.603673,33.083673,38.443673,36.183673,33.263673
60,21,0,40.710204,46.290203999999996,36.390204,37.770204,47.030204,36.950204,66.390204,44.450204,39.510203999999995,37.190204,43.150203999999995,42.210204,42.970203999999995,36.850204,48.890204,37.830203999999995,30.970204,42.210204,41.850204,40.990204,35.670204,34.970203999999995,40.910204,37.870204,44.430203999999996,32.070204,37.870204,43.610203999999996,38.410204,32.990204,46.110203999999996,39.990204,34.230204,43.270204,42.470203999999995,50.070204,43.710204,40.550204,35.470203999999995,40.050204,41.490204,33.270612,36.230204,36.210204,34.210204,45.730204,30.670204,34.630204,53.870204,35.260102,37.070204,42.070204,39.930203999999996,35.070204,36.770204,34.290203999999996,33.470203999999995,39.210204,36.830203999999995,34.010203999999995
61,21,1,41.279977,46.859977,36.919977,38.059977,47.639977,37.314989000000004,67.17997700000001,45.119977,40.079977,37.739977,43.799977,42.719977,43.379977000000004,37.219977,49.459977,38.359977,31.279977000000002,42.699977000000004,42.519977000000004,41.539977,36.034989,35.399977,41.372494,38.499977,45.079977,32.514989,38.339977000000005,44.279977,39.059977,33.499977,46.634989000000004,40.399977,34.719977,43.699977000000004,43.199977000000004,50.839977000000005,44.279977,40.979977000000005,35.844989,40.619977,41.959977,33.974989,36.599977,36.579977,34.699977000000004,46.199977000000004,31.119977000000002,35.059977,54.639931999999995,35.679977,37.479977000000005,42.519977000000004,40.619977,35.539977,37.139977,34.719977,33.952494,39.819977,37.254989,34.499977
62,21,2,41.694626,47.354626,37.334626,38.554626,48.134626000000004,37.614626,67.934626,45.634626000000004,40.614626,38.214626,44.314626000000004,43.194626,43.914626,37.612313,50.034626,38.851541999999995,31.814626,43.134626000000004,43.194626,42.014626,36.474626,35.814626000000004,41.734626,38.994626000000004,45.614626,32.832313,38.770771,44.794626,39.554626,33.934626,47.014626,40.851541999999995,35.014626,44.174626,43.934626,51.494626000000004,44.854626,41.434626,36.152313,40.974626,42.474626,34.294626,36.912313,36.854626,35.114626,46.634626000000004,31.452313,35.374626,55.334626,36.054626,37.952313000000004,42.914626,41.134626000000004,36.074626,37.534626,35.154626,34.193231,40.211542,37.634626000000004,34.934626
