,measure_number,beat_number,pid1263b-11,pid51495-01,pid52932-23,pid5667249-23,pid5667271-02,pid5667291-11,pid58917-05,pid610003b-15,pid9048b-15,pid9049b-11,pid9050b-11,pid9054b-11,pid9055b-11,pid9056-05,pid9058b-11,pid9059b-15,pid9060b-09,pid9061b-08,pid9062b-14,pid9063b-15,pid9064-20,pid9065-26,pid9066b-11,pid9068-19,pid9069-11,pid9070b-23,pid9072b-15,pid9073b-15,pid9074g-11,pid9075b-11,pid9088-21,pid9089-06,pid9090-20,pid9093b-17,pid9094b-11,pid9097-23,pid9099b-15,pid9101c-05,pid9103-19,pid9104b-11,pid9111b-13,pid9112-10,pid9113-11,pid9114-33,pid9116-18,pid9118b-15,pid9119-13,pid9127-07,pid9130-10,pid9138b-11,pid9139b-11,pid9153b-11,pid9158-13,pid9166l-09,pid9170b-11,pid9174b-11,pid9176-04,pid9185-04,pid9190-10,pid9192b-11
10,4,1,7.4053059999999995,8.685306,6.465306,7.685306,9.405306,8.225306,12.945306,8.805306,8.065306,7.505306,7.505306,8.485306,7.765306,6.345306,9.405306,6.525306,5.885306,9.465306,7.005306,8.605306,7.105306,6.465306,7.725306,6.205306,8.145306,6.668435000000001,6.8653059999999995,7.9453059999999995,8.105306,5.605306,9.185306,8.285306,7.725306,8.805306,8.105306,9.085306,7.525306,6.9453059999999995,6.725306,8.005306,7.925306,5.745305999999999,7.4453059999999995,7.825305999999999,6.845306,8.965306,5.4053059999999995,7.265306,8.905306,7.285305999999999,6.725306,8.585306,7.205306,7.265306,7.385306,5.805306,6.185306,7.105306,7.665306,6.605306
11,4,2,8.290204,9.430204,7.0302039999999995,8.430204,10.170204,8.870204,14.690204000000001,9.750204,8.710204,8.170204,8.450204,9.210204,8.550203999999999,7.0702039999999995,10.290204,7.270204,6.490204,10.190204,7.810204,9.210204,7.950203999999999,7.130203999999999,8.610204,6.790203999999999,8.910204,7.250203999999999,7.510203999999999,8.910204,8.890203999999999,6.210204,10.310203999999999,8.890203999999999,8.430204,9.830204,8.790204,9.750204,8.290204,7.710203999999999,7.430203999999999,8.730203999999999,8.630203999999999,6.390204,8.090204,8.470203999999999,7.470203999999999,10.170204,5.890204,7.870203999999999,9.850204,8.050203999999999,7.390204,9.170204,7.850204,7.830203999999999,8.190204,6.450204,6.690204,7.950203999999999,8.230203999999999,7.310204
12,5,0,9.341633,10.001633,7.541633,8.901633,10.741633,9.367211,15.261632999999998,10.341633,9.281633,8.681633,9.021633,9.781633,9.101633,7.681633000000001,10.921633,7.881633,6.8338779999999995,10.881633,8.481633,9.661633,8.781633,7.522908,9.115816,7.361633,9.701633000000001,7.773878,8.261633,9.461633,9.461633,6.721633,10.881633,9.541633000000001,9.075816,10.401633,9.781633,10.521633,8.881633,8.521633,8.001633,9.221633,9.121633000000001,6.941633,8.565816,8.875816,8.061633,11.241633,6.321633,8.401633,10.601633,8.581633,7.945816000000001,9.701633000000001,8.461633,8.385816,8.721633,6.880544,7.0216330000000005,8.601633,8.721633,7.7579080000000005
13,5,1,10.449388,10.629388,8.309388,9.609388000000001,11.369388,9.909388,16.229388,10.929388000000001,9.869388,9.289388,9.609388000000001,10.409388,10.009388000000001,8.269388000000001,11.729388,8.649388,7.349388,11.649388,9.229388,10.269388000000001,9.469388,8.069388,9.589388,8.049388,10.779694000000001,8.249388,8.889388,10.069388,9.989388,7.309388,11.549388,10.409388,9.649388,10.989388,10.609388000000001,11.349388000000001,9.569388,9.429388000000001,8.509388000000001,10.029388,9.849388000000001,7.6693880000000005,9.109388000000001,9.389388,8.669388,12.169388,6.909388000000001,9.009388000000001,11.549388,9.289388,8.529388,10.289388,9.369388,8.849388000000001,9.329388,7.389388,7.529388000000001,9.509388000000001,9.289388,8.289388
14,5,2,11.153639,11.371837,9.071837,10.170917999999999,12.111837,10.711837,17.251837,11.631836999999999,10.791837,9.951837,10.331837,11.491837,10.971836999999999,8.992426,12.511837,9.211837,7.991836999999999,12.371837,10.151836999999999,10.931837,10.211837,8.811836999999999,10.231836999999999,8.831837,11.591837,9.030682,9.751837,10.811836999999999,10.851837,7.891837,12.571837,11.350703999999999,10.250917999999999,11.971836999999999,11.451837,12.331837,10.231836999999999,10.131836999999999,8.971836999999999,10.951837,10.511837,8.271837,9.931837,10.351837,9.411837,12.891836999999999,7.351837,9.871837,12.571837,9.871837,9.231836999999999,10.911837,10.091837,9.451837,10.091837,8.151836999999999,7.991836999999999,10.211837,9.891836999999999,8.931837
15,6,0,11.540408,12.010816,9.880408000000001,10.720408,12.740408,11.140408,18.180408,12.100408,11.420408,10.340408,10.780408,11.980408,11.740408,9.480408,13.140407999999999,9.695203999999999,8.380408000000001,13.000408,10.760408,11.580408,10.960408000000001,9.200408,10.620408,9.460408000000001,12.281224,9.055204,10.320408,11.240408,11.480408,8.195068,13.240407999999999,11.385204,10.660408,12.600408,12.020408,13.001224,10.800408000000001,10.700408,9.600408,11.387310000000001,11.020408,8.660408,10.340408,10.940408,9.840408,13.495204000000001,7.700408,10.460408000000001,13.540408,10.320408,9.800408000000001,11.520408,10.720408,9.940408,10.553469,8.555204,8.340408,10.740408,10.540408,9.400408
16,6,1,12.251043,12.852086,10.692086,11.472086000000001,13.592085999999998,11.832086,19.292085999999998,12.852086,12.232086,10.972086000000001,11.532086,12.552086,12.692086,10.092086,13.852085999999998,10.372086,8.912086,13.652085999999999,11.552086,12.512086,11.772086,9.792761,11.152086,10.092086,13.192085999999998,9.532086,11.112086,11.992086,12.352086,8.792086,14.092085999999998,12.172086,11.132086,13.472086,12.732086,13.972086,11.672086,11.352086,10.292086,11.972086000000001,11.652086,9.092086,11.032086,11.872086,10.392086,14.112085999999998,8.291043,11.152086,14.752085999999998,10.912086,10.552086,12.171043,11.532086,10.512086,11.292086,9.110417,8.952086,11.332086,11.392086,10.052086
17,6,2,12.777142999999999,13.517142999999999,11.177143,12.037142999999999,14.257143,12.377142999999998,20.267143,13.317143,12.857142999999999,11.477143,12.017142999999999,13.097142999999999,13.357142999999999,10.577143,14.497143,10.857142999999999,9.357142999999999,14.157143,12.157143,13.117142999999999,12.237143,10.217143,11.677143,10.557143,13.877142999999998,9.897143,11.697142999999999,12.477143,12.957142999999999,9.237143,14.597142999999999,12.697142999999999,11.557143,14.097142999999999,13.457142999999999,14.724286,12.277142999999999,11.897143,10.857142999999999,12.397143,12.177143,9.557143,11.597142999999999,12.437142999999999,10.837143,14.557143,8.717143,11.697142999999999,15.517142999999999,11.377142999999998,11.137143,12.757143,12.137143,11.110892999999999,11.797143,9.577143,9.437142999999999,11.917143,11.957142999999999,10.517142999999999
18,7,0,13.260407999999998,14.180407999999998,11.680408,12.520408,14.920407999999998,12.820408,21.120407999999998,13.840407999999998,13.420407999999998,11.880408000000001,12.520408,13.680407999999998,13.980407999999999,11.035204,15.140407999999999,11.320408,9.760408,14.740407999999999,12.620408,13.620408,12.620408,10.732764,12.240408,10.980408,14.400407999999999,10.305204,12.180408,13.000408,13.400407999999999,9.620408,15.060407999999999,13.160407999999999,11.900408,14.640407999999999,14.020407999999998,15.420407999999998,12.860408,12.400408,11.220408,12.840408,12.660408,9.865203999999999,12.020408,12.900408,11.180408,14.920407999999998,9.140408,12.120408,16.340408,11.780408,11.600408,13.420407999999998,12.640408,11.500408,12.300408000000001,9.900408,9.820408,12.440408,12.420408,10.960408000000001
19,7,1,13.754694,14.814694,12.134694,13.034694,15.554694,13.294694,22.114694,14.274694,13.934694,12.354694,12.974694,14.294694,14.654694000000001,11.534694,15.894694,11.894694,10.054694,15.254694,13.074694000000001,14.154694000000001,13.031564999999999,11.012347,13.054694,11.434694,14.894694,10.612347,12.694694,13.434694,13.894694,10.074694000000001,15.654694000000001,13.674694,12.314694,15.194694,14.554694,16.074694,13.454694,12.914694,11.694694,13.374694,13.114694,10.294694,12.494694,13.374694,11.572347,15.414694,9.614694,12.614694,17.094694,12.234694000000001,12.034694,14.234694000000001,13.154694000000001,12.014694,12.774694,10.376385,10.234694000000001,12.894694,12.894694,11.414694
20,7,2,14.234285999999999,15.494285999999999,12.714286,13.614285999999998,16.234285999999997,13.814286,23.278571,14.814286,14.514285999999998,12.894286,13.494285999999999,14.894286,15.154285999999999,12.130536,16.714285999999998,12.454286,10.474286,15.814286,13.594285999999999,14.751071,13.494285999999999,11.454286,13.574285999999999,11.914286,15.434285999999998,11.022143,13.154285999999999,13.974286,14.334285999999999,10.554286,16.454286,14.274285999999998,12.854286,15.774285999999998,15.094285999999999,16.774286,14.094285999999999,13.414285999999999,12.234286,13.852143,13.654285999999999,10.874286,13.014286,13.994285999999999,12.114286,15.994285999999999,10.154286,13.074286,17.894285999999997,12.714286,12.554286,14.854285999999998,13.714285999999998,12.534286,13.311429,10.774286,10.774286,13.474286,13.394286,11.894286
21,8,0,14.846939,16.266939,13.506939000000001,14.099235,17.006939000000003,14.366939000000002,24.506939000000003,15.442313,15.346939,13.614235,14.228469,15.506939000000001,15.766939,12.638469,17.586939,13.058469,10.915646,16.506939000000003,14.326939000000001,15.306939000000002,13.935645999999998,11.946939,14.026939000000002,12.466939,15.986939000000001,11.406939,13.746939000000001,14.788469000000001,14.838469,11.126939,17.398469,14.926939,13.366939000000002,16.486939000000003,15.686939,17.486939000000003,14.746939000000001,13.986939000000001,12.986939,14.302313,14.206939000000002,11.266939,13.566939000000001,14.786939000000002,12.598469,16.606939,10.806939,13.626939000000002,19.206939000000002,13.228469,13.138469,15.691882000000001,14.298469,13.146939000000001,13.958469000000001,11.286939,11.366939,14.226939000000002,13.938469,12.466939
22,8,1,15.721632999999999,17.081633,14.261632999999998,14.861633,17.821633,15.161632999999998,27.196531,16.161633,16.081633,14.321632999999999,14.861633,16.161633,16.441633,13.341632999999998,18.561633,13.761632999999998,11.661633,17.321633,15.121633,15.921632999999998,14.701633,12.601633,15.121633,13.201633,16.721632999999997,11.861633,14.461632999999999,15.321632999999999,15.421632999999998,11.901633,18.361632999999998,15.661632999999998,14.081632999999998,17.741633,16.401633,18.381632999999997,15.613265,14.587907999999999,13.657163,15.101632999999998,14.981632999999999,11.841633,14.361633,15.881632999999999,13.201633,18.561633,11.641633,14.301632999999999,20.501632999999998,13.801632999999999,13.861633,16.621633,15.141632999999999,13.701633,14.721632999999999,11.941633,12.061633,14.801632999999999,14.661632999999998,13.233878
23,8,2,16.456326999999998,17.836327,15.036326999999998,15.596326999999999,18.736327,15.856326999999999,27.956327,17.216327,16.816326999999998,14.956326999999998,15.856326999999999,16.896327,17.136326999999998,14.076327,19.296326999999998,14.516326999999999,12.396327000000001,18.196327,15.836326999999999,16.616327,15.296327,13.356326999999999,15.856326999999999,14.136327,17.656326999999997,12.596327,15.236327,16.316326999999998,16.156326999999997,12.656327000000001,19.236327,16.616327,14.776326999999998,18.476326999999998,17.136326999999998,19.116327,16.356327,15.436326999999999,14.216327,16.076327,16.096327,12.476327000000001,15.096326999999999,16.556327,13.936326999999999,19.276327,12.296327,15.016326999999999,21.596327,14.496326999999999,14.656327,17.356327,15.896327,14.336326999999999,15.776326999999998,12.696327,12.916327,15.716327,15.496326999999999,13.896327
24,9,0,17.718776000000002,18.958776,15.718776,16.858776000000002,19.698776000000002,16.998776,28.850654,18.338776,17.738776,15.718776,17.038776000000002,17.678776,17.778776,14.998776000000001,20.578776,15.498776000000001,12.898776,19.118776,16.878776000000002,17.678776,15.838776000000001,14.198776,17.038776000000002,15.298776,18.898776,13.618776,16.198776000000002,17.498776,17.058776,13.458776,20.398776,17.938776,15.498776000000001,19.398776,18.498776,20.558776,17.638776,16.167551,15.178776000000001,17.358776000000002,17.498776,13.358776,16.098776,17.418776,14.858776,20.458776,13.018775999999999,15.798776,23.598776,15.238776000000001,16.258776,18.498776,16.978776,15.138776000000002,16.638776,13.538776,13.938776,16.814388,16.458776,14.678776000000001
