,,pid1263b-05,pid52932-20,pid5667269b-32,pid5667271-07,pid610003b-09,pid9048b-09,pid9050b-05,pid9054b-05,pid9055b-05,pid9056-06,pid9058b-05,pid9059b-09,pid9060b-03,pid9061b-02,pid9062b-08,pid9063b-09,pid9064-16,pid9066b-05,pid9069-05,pid9072b-09,pid9073b-09,pid9074g-05,pid9075b-05,pid9076-15,pid9077-03,pid9089-12,pid9093b-11,pid9094b-05,pid9099b-09,pid9101b-16,pid9103-16,pid9104b-05,pid9111b-07,pid9116-16,pid9118b-09,pid9124-14,pid9137-17,pid9138b-05,pid9139b-05,pid9153b-05,pid9166k-06,pid9170b-05,pid9174b-05,pid917518-07,pid9176-01,pid9185-03,pid918812-14,pid9192b-05
16,1,16.083084,17.003084,18.003084,19.223084,17.963084,16.183084,16.263084,15.594361,16.883084,15.923084,14.203084,16.403084,12.226542,14.983084,13.603084,17.983084,17.263084,14.685735,13.963084,15.243084,16.463084,19.543084,13.743084,12.227695,12.232617,16.423084,15.343084,16.163084,17.616168,16.743084,21.143084,16.583084,15.103084,14.543084,19.443084,14.783084,14.363084,14.383084,16.643084,15.563084,14.843084,15.963084,14.583084,21.663084,15.783084,19.523084,14.763084,16.443084
16,2,16.431565,17.351565,18.411565,19.711565,18.311565,16.531565,16.631565,15.911565,17.231565,16.271565,14.511565,16.751565,12.531565,15.291565,13.911565,18.331565,17.651565,14.991565,14.231565,15.591565,16.971565,19.911565,14.091565,12.491565,12.511565,16.731565,15.611565,16.511565,17.991565,17.091565,21.491565,16.931565,15.331565,14.880782,19.811565,15.131565,14.711565,14.731565,17.031565,15.911565,15.191565,16.291565,14.931565,21.951565,16.111565,19.891565,15.111565,16.791565
17,0,16.731383,17.692766,18.751383,20.071383,18.671383,16.851383,16.971383,16.251383,17.591383,16.611383,14.89415,17.071383,12.731383,15.631383,14.231383,18.672766,17.991383,15.331383,14.511383,15.932766,17.297128,20.292766,14.351383,12.831383,12.831383,17.031383,15.931383,16.731383,18.45415,17.452766,22.102449,17.271383,15.671383,15.151383,20.23415,15.351383,14.931383,14.931383,17.371383,16.231383,15.511383,16.651383,15.251383,22.251383,16.452766,20.371383,15.311383,17.172766
17,1,17.056372,18.056372,19.096372,20.378791,18.996372,17.176372,17.283186,16.583186,17.996372,16.956372,15.276372,17.396372,13.016372,15.963186,14.573186,19.016372,18.336372,15.636372,14.856372,16.296372,17.496372,20.636372,14.596372,13.096372,13.096372,17.316372,16.256372,17.076372,18.876372,17.816372,22.576372,17.616372,15.976372,15.456372,20.596372,15.676372,15.236372,15.183186,17.716372,16.556372,15.856372,16.976372,15.536372,22.576372,16.816372,20.736372,15.636372,17.556372
17,2,17.318866,18.398866,19.398866,20.698866,19.338866,17.458866,17.598866,16.898866,18.318866,17.298866,15.538866,17.738866,13.224433,16.198866,14.758866,19.318866,18.678866,15.824433,15.118866,16.638866,17.838866,20.978866,14.838866,13.305552,13.286887,17.638866,16.579622,17.318866,19.198866,18.158866,22.898866,17.898866,16.278866,15.698866,20.938866,15.978866,15.458866,15.438866,18.058866,16.814433,16.098866,17.298866,15.878866,22.858866,17.038866,21.018866,15.938866,17.898866
18,0,17.578141,18.758141,19.798141,21.138141,19.686281,17.838141,17.978141,17.218141,18.698141,17.618141,15.858141,18.118141,13.498141,16.518141,15.078141,19.698141,19.058141,16.138141,15.438141,16.958141,18.178141,21.406281,15.158141,13.578141,13.558141,17.978141,16.858141,17.618141,19.638141,18.538141,23.538141,18.278141,16.598141,16.018141,21.278141,16.298141,15.778141,15.758141,18.418141,17.178141,16.418141,17.618141,16.198141,23.178141,17.398141,21.478141,16.258141,18.258141
18,1,17.86644,19.08644,20.16644,21.48644,19.98644,18.16644,18.30644,17.48644,18.98644,17.96644,16.14644,18.46644,13.78644,16.82644,15.34644,20.04644,19.46644,16.44644,15.70644,17.30644,18.50644,21.78644,15.44644,13.77822,13.747644,18.32644,17.16644,17.88644,19.98644,18.86644,23.88644,18.72644,16.86644,16.32644,21.60644,16.64644,16.02644,16.00644,18.78644,17.46644,16.76644,17.96644,16.50644,23.46644,17.74644,21.86644,16.56644,18.56644
18,2,18.145079,19.405079,20.445079,21.725079,20.225079,18.485079,18.525079,17.685079,19.265079,18.245079,16.35754,18.745079,13.945079,17.045079,15.505079,20.325079,19.745079,16.66377,15.985079,17.585079,18.765079,21.965079,15.705079,13.985079,13.97754,18.585079,17.445079,18.145079,20.305079,19.145079,24.185079,19.105079,17.105079,16.505079,21.825079,16.84377,16.285079,16.265079,19.045079,17.685079,16.985079,18.245079,16.705079,23.65754,17.985079,22.185079,16.80377,18.845079
19,0,18.522404,19.782404,20.822404,22.162404,20.622404,18.822404,18.942404,18.062404,19.642404,18.622404,16.682404,19.102404,14.262404,17.402404,15.882404,20.602404,20.222404,17.002404,16.242404,17.922404,19.142404,22.382404,15.982404,14.262404,14.262404,18.902404,17.722404,18.502404,20.782404,19.522404,24.602404,19.362404,17.422404,16.822404,22.202404,17.202404,16.662404,16.562404,19.422404,18.122404,17.342404,18.602404,17.054135,24.022404,18.342404,22.562404,17.162404,19.202404
19,1,18.815873,20.075873,21.195873,22.555873,20.958624,19.155873,19.255873,18.375873,19.955873,18.935873,16.995873,19.415873,14.551958,17.622937,16.155873,20.935873,20.595873,17.315873,16.535873,18.222937,19.455873,22.755873,16.275873,14.472937,14.462937,19.215873,18.022937,18.755873,21.135873,19.835873,25.055873,19.695873,17.715873,17.135873,22.515873,17.485291,16.907175,16.818624,19.735873,18.435873,17.635873,18.915873,17.335873,24.275873,18.655873,23.135873,17.472937,19.555873
19,2,19.164172,20.424172,21.544172,22.944172,21.298345,19.444172,19.618345,18.724172,20.304172,19.284172,17.424172,19.884172,14.864172,17.934724,16.444172,21.264172,21.132517,17.738345,16.844172,18.564172,19.804172,23.164172,16.658345,14.744172,14.724172,19.524172,18.344172,19.064172,21.524172,20.204172,25.592517,19.984172,18.044172,17.444172,22.864172,17.824172,17.244172,17.084172,20.104172,18.764172,17.944172,19.284172,17.664172,24.604172,18.944172,23.618345,17.804172,19.904172
20,0,19.409887,20.789887,21.909887,23.329887,21.709887,19.789887,20.009887,19.089887,20.729887,19.649887,17.709887,20.289887,15.149887,18.249887,16.749887,21.609887,21.589887,18.109887,17.059943,18.949887,20.169887,23.589887,17.029887,15.009887,14.989887,19.889887,18.669887,19.409887,21.989887,20.529887,26.249887,20.369887,18.409887,17.749887,23.349887,18.089887,17.609887,17.369943,20.489887,19.129887,18.309887,19.649887,17.963296,24.949887,19.309887,24.029887,18.049943,20.269887
20,1,19.762358,21.142358,22.322358,23.702358,22.062358,20.142358,20.362358,19.422358,21.082358,20.002358,17.996472,20.642358,15.402358,18.540472,17.046179,21.962358,22.142358,18.402358,17.402358,19.302358,20.602358,23.942358,17.382358,15.19804,15.183258,20.242358,18.982358,19.762358,22.442358,20.862358,26.622358,20.722358,18.720472,17.966179,23.702358,18.442358,17.765168,17.722358,20.842358,19.482358,18.524472,20.002358,18.302358,25.302358,19.662358,24.482358,18.402358,20.52809
20,2,20.051655,21.451655,22.631655,24.051655,22.411655,20.451655,20.711655,19.671655,21.391655,20.311655,18.251655,20.971655,15.711655,18.811655,17.291655,22.271655,22.811655,18.670414,17.711655,19.611655,20.911655,24.231655,17.711655,15.411655,15.411655,20.531655,19.271655,19.931655,22.851655,21.171655,26.951655,21.031655,18.951655,18.271655,24.031655,18.671655,18.011655,17.911655,21.151655,19.751655,18.771655,20.311655,18.611655,25.931655,19.951655,24.791655,18.631655,20.831655
21,0,20.487029,21.907029,23.047029,24.487029,22.987029,20.887029,21.307029,20.047029,21.847029,20.747029,18.747029,21.347029,15.927029,19.247029,17.647029,22.667029,23.367029,19.047029,18.047029,20.047029,21.507029,24.667029,18.007029,15.847029,15.847029,20.907029,19.647029,20.287029,23.387029,21.607029,27.647029,21.567029,19.387029,18.607029,24.427029,18.967029,18.447029,18.14973,21.587029,20.127029,19.207029,20.727029,18.967029,30.647029,20.287029,25.267029,18.927029,21.307029
21,1,20.838549,22.258549,23.398549,24.858549,23.358549,21.218549,21.678549,20.35171,22.218549,21.118549,19.118549,21.718549,16.218549,19.592137,17.918549,23.018549,23.758549,19.378549,18.418549,20.418549,21.858549,25.018549,18.278549,16.058549,16.038549,21.138549,19.918549,20.638549,23.818549,21.978549,28.158549,21.918549,19.638549,18.898549,24.738549,19.324274,18.798549,18.518549,21.958549,20.438549,19.578549,21.058549,19.198549,31.018549,20.544274,25.638549,19.298549,21.678549
21,2,21.210068,22.630068,23.710068,25.230068,23.770068,21.470068,22.070068,20.650068,22.630272,21.490068,19.490068,22.090068,16.430068,19.850068,18.250068,23.350068,24.130068,19.670068,18.690068,20.770068,22.270068,25.390068,18.630068,16.250068,16.230068,21.470068,20.290068,20.950068,24.190068,22.350068,28.450068,22.230068,20.030068,19.270068,25.110068,19.690068,19.030068,18.770068,22.330068,20.730068,19.910068,21.390068,19.530068,31.410068,20.890068,25.950068,19.670068,22.050068
22,0,21.368707,22.968707,24.088707,25.608707,24.148707,21.828707,22.468707,20.988707,23.128707,21.768707,19.708707,22.468707,16.708707,20.148707,18.479354,23.688707,24.488707,19.948707,18.968707,21.048707,22.668707,25.768707,18.888707,16.528707,16.508707,21.808707,20.508707,21.168707,24.628707,22.708707,28.888707,22.547415,20.428707,19.488707,25.428707,19.968707,19.308707,19.048707,22.628707,21.068707,20.188707,21.756236,19.848707,31.708707,21.228707,26.368707,19.948707,22.368707
22,1,21.735624,23.302812,24.462812,25.982812,24.482812,22.162812,22.782812,21.262812,23.482812,22.122812,20.002812,22.802812,16.982812,20.422812,18.782812,24.042812,24.862812,20.222812,19.262812,21.382812,23.022812,26.122812,19.202812,16.762812,16.754271,22.142812,20.842812,21.482812,24.962812,23.042812,29.242812,23.002812,20.662812,19.782812,25.895624,20.282812,19.642812,19.342812,23.002812,21.382812,20.542812,22.082812,20.102812,33.242812,21.542812,26.842812,20.242812,22.702812
22,2,21.998866,23.678866,24.798866,26.218866,24.738866,22.474433,23.018866,21.478866,23.738866,22.418866,20.214433,23.078866,17.178866,20.678866,18.958866,24.318866,25.118866,20.518866,19.498866,21.718866,23.318866,26.358866,19.378866,16.938866,16.932955,22.438866,21.138866,21.698866,25.258866,23.338866,29.578866,23.298866,20.958866,19.978866,26.218866,20.578866,19.892955,19.578866,23.298866,21.618866,20.738866,22.338866,20.358866,35.778866,21.798866,27.138866,20.534433,22.998866
23,0,22.350385,23.990385,25.150385,26.590385,25.110771,22.770385,23.430771,21.830385,24.070385,22.790385,20.470385,23.450385,17.470385,21.010385,19.310385,24.690385,25.490385,20.710385,19.770385,22.010385,23.690385,26.750385,19.690385,17.230385,17.210385,22.690385,21.350385,22.030385,25.670771,23.690385,29.950385,23.570385,21.270385,20.250385,26.530385,20.930385,20.150385,19.850385,23.670385,21.990385,21.050385,22.710385,20.630385,37.230385,22.170385,27.510385,20.890385,23.350385
23,1,22.64449,24.32449,25.50449,27.08449,25.48449,23.08449,23.82449,22.18449,24.42449,23.14449,20.82449,23.78449,17.72449,21.28449,19.64449,24.96449,25.84449,21.06449,20.08449,22.36449,24.04449,27.14449,19.96449,17.42449,17.40449,23.04449,21.68449,22.32449,26.04449,24.008163,30.36449,23.92449,21.60449,20.56449,26.88449,21.28449,20.48449,20.12449,23.98449,22.34449,21.34449,23.06449,20.98449,39.30449,22.483622,27.88449,21.24449,23.70449
23,2,22.941179,24.672358,25.861179,27.421179,25.901179,23.421179,24.221179,22.481179,24.781179,23.481179,21.121179,24.121179,18.061179,21.601179,19.861179,25.312358,26.212358,21.401179,20.381179,22.681179,24.421179,27.572358,20.301179,17.681179,17.681179,23.381179,21.961179,22.621179,26.452358,24.341179,30.874717,24.241179,21.941179,20.861179,27.161179,21.581179,20.821179,20.421179,24.321179,22.681179,21.661179,23.421179,21.321179,39.641179,22.781179,28.243537,21.541179,24.061179
24,0,23.213084,25.033084,26.193084,27.813084,26.273084,23.721542,24.573084,22.793084,25.113084,23.813084,21.401542,24.453084,18.273084,21.857695,20.153084,25.653084,26.553084,21.733084,20.693084,22.993084,24.753084,27.953084,20.591542,17.913084,17.913084,23.713084,22.293084,22.933084,26.853084,24.613084,31.393084,24.573084,22.261542,21.153084,27.453084,21.913084,21.090771,20.633084,24.673084,23.053084,21.933084,23.753084,21.633084,39.973084,23.113084,28.693084,21.873084,24.373084
24,1,23.491519,25.374558,26.534558,28.154558,26.614558,24.054558,24.914558,23.114558,25.454558,24.154558,21.614558,24.794558,18.594558,22.174558,20.454558,25.914558,26.894558,21.976971,20.92384,23.334558,25.054558,28.303673,20.914558,18.120326,18.120326,24.054558,22.631519,23.194558,27.194558,24.934558,31.734558,24.914558,22.574558,21.394912,27.803673,22.131519,21.194558,20.832279,25.034558,23.394558,22.16038,24.094558,21.861323,40.214558,23.434558,29.034558,22.098186,24.62307
24,2,23.826077,25.786077,26.906077,28.526077,26.966077,24.386077,25.246077,23.386077,25.826077,24.526077,21.986077,25.146077,18.926077,22.475359,20.746077,26.346077,27.266077,22.166077,21.246077,23.626077,25.426077,28.746077,21.306077,18.366077,18.366077,24.386077,22.906077,23.566077,27.686077,25.306077,32.426077,25.306077,22.826077,21.706077,28.226077,22.466077,21.546077,21.186077,25.406077,23.766077,22.426077,24.426077,22.146077,40.526077,23.806077,29.566077,22.446077,24.946077
25,0,24.164036,26.124036,27.244036,28.944036,27.384036,24.764036,25.664036,23.708807,26.204036,24.944036,22.364036,25.524036,19.106464,22.864036,21.164036,26.684036,27.608807,22.544036,21.664036,23.984036,25.864036,29.164036,21.544036,18.657018,18.684036,24.668807,23.184036,23.884036,28.124036,25.704036,32.844036,25.604036,23.244036,22.124036,28.604036,22.784036,21.947018,21.504036,25.804036,24.084036,22.844036,24.784036,22.544036,40.764036,24.144036,29.964036,22.744036,25.364036
25,1,24.533288,26.453288,27.613288,29.313288,27.713288,25.093288,26.033288,24.073288,26.513288,25.313288,22.673288,25.853288,19.393288,23.185822,21.477911,27.033288,27.973288,22.873288,21.853288,24.333288,26.233288,29.613288,21.833288,18.993288,18.993288,24.953288,23.493288,24.253288,28.573288,26.033288,33.273288,25.973288,23.433288,22.293288,28.933288,23.073288,22.261644,21.753288,26.153288,24.413288,23.213288,25.113288,22.853288,41.133288,24.473288,30.313288,23.033288,25.733288
25,2,24.918685,26.838685,27.958685,29.618685,28.098685,25.398685,26.418685,24.378685,26.898685,25.698685,23.038685,26.238685,19.618685,23.438685,21.638685,27.358685,28.358685,23.178685,22.118685,24.678685,26.618685,29.998685,22.118685,19.218685,19.198685,25.338685,23.878685,24.638685,28.884342,26.418685,33.604342,26.338685,23.818685,22.678685,29.318685,23.378685,22.558685,22.018685,26.538685,24.718685,23.538685,25.458685,23.238685,41.518685,24.718685,30.618685,23.358685,26.118685
26,0,25.057324,27.157324,28.317324,30.037324,28.497324,25.757324,26.777324,24.657324,27.257324,25.977324,23.257324,26.523662,19.897324,23.737324,21.883662,27.717324,28.697324,23.457324,22.397324,24.957324,26.977324,30.357324,22.397324,19.497324,19.477324,25.623662,24.077324,24.837324,29.297324,26.757324,34.097324,26.657324,24.177324,22.857324,29.617324,23.657324,22.837324,22.297324,26.877324,25.037324,23.817324,25.797324,23.537324,43.431973,25.017324,31.157324,23.637324,26.417324
26,1,25.414014,27.494014,28.674014,30.374014,28.834014,26.054014,27.134014,24.954014,27.614014,26.314014,23.514014,26.854014,20.154014,24.034014,22.210803,28.034014,29.134014,23.734014,22.654014,25.274014,27.314014,30.714014,22.694014,19.694014,19.696003,25.934014,24.414014,25.114014,29.634014,27.054014,34.474014,27.094014,24.384002,23.174014,29.974014,23.954014,23.134014,22.594014,27.234014,25.352007,24.114014,26.114014,23.834014,43.854014,25.354014,31.574014,23.914014,26.754014
26,2,25.684898,27.864898,29.024898,30.624898,29.079796,26.404898,27.384898,25.164898,27.864898,26.644898,23.704898,27.137449,20.404898,24.284898,22.384898,28.324898,29.439796,23.964898,22.924898,25.624898,27.584898,31.044898,22.904898,19.944898,19.944898,26.244898,24.744898,25.364898,29.984898,27.384898,34.874694,27.424898,24.684898,23.404898,30.284898,24.224898,23.444898,22.824898,27.564898,25.624898,24.444898,26.404898,24.064898,44.584898,25.684898,31.864898,24.187449,27.064898
27,0,26.039002,28.219002,29.359002,31.019002,29.479002,26.739002,27.759002,25.484501,28.199002,26.999002,24.059002,27.479002,20.699002,24.579002,22.739002,28.624501,29.979002,24.214501,23.219002,25.899002,27.959002,31.439002,23.239002,20.239002,20.219002,26.519002,24.979002,25.699002,30.428005,27.739002,35.259002,27.719002,25.019002,23.679002,30.639002,24.579002,23.679002,23.119002,27.899002,25.999002,24.679002,26.759002,24.339002,45.634036,26.039002,32.219002,24.539002,27.399002
27,1,26.361497,28.521497,29.712993,31.421497,29.881497,27.041497,28.181497,25.821497,28.501497,27.341497,24.341497,27.841497,21.001497,24.808785,23.041497,28.921497,30.695986,24.521497,23.481497,26.201497,28.361497,31.841497,23.561497,20.421497,20.421497,26.841497,25.281497,25.961497,30.821497,28.081497,35.732993,28.041497,25.321497,23.981497,30.981497,24.981497,23.981497,23.341497,28.201497,26.341497,24.981497,27.061497,24.681497,46.301497,26.321497,32.761497,24.941497,27.761497
27,2,26.715601,28.875601,30.075601,31.775601,30.241202,27.375601,28.541202,26.175601,28.855601,27.695601,24.715601,28.275601,21.295601,25.115601,23.315601,29.275601,31.161202,24.875601,23.795601,26.515601,28.741202,32.255601,23.915601,20.675601,20.675601,27.175601,25.615601,26.255601,31.235601,28.455601,36.315601,28.375601,25.675601,24.315601,31.355601,25.295601,24.213657,23.635601,28.555601,26.675601,25.215601,27.415601,25.035601,46.775601,26.615601,33.177211,25.275601,28.135601
28,0,27.084535,29.224535,30.437268,32.141512,30.644535,27.724535,28.944535,26.427171,29.184535,28.084535,25.104535,28.664535,21.569219,25.504535,23.644535,29.554845,31.564535,25.264535,24.048907,26.944535,29.144535,32.644535,24.304535,21.064535,21.044535,27.524535,25.984535,26.644535,31.664535,28.844535,36.884535,28.764535,26.064535,24.664535,31.744535,25.566817,24.504535,23.884535,28.944535,27.064535,25.604535,27.744535,25.344535,47.164535,26.927268,33.724535,25.537268,28.544535
28,1,27.443129,29.616648,30.723313,32.583129,31.123129,28.183129,29.423129,26.863129,29.503921,28.543129,25.515903,29.123129,21.838779,25.883129,24.076565,29.983129,32.023129,25.723129,24.503129,27.443129,29.683129,33.183129,24.763129,21.575646,21.555646,27.973282,26.443129,27.063282,32.123129,29.443129,37.423129,29.543129,26.523129,25.123129,32.363129,25.996565,24.963129,24.323129,29.403129,27.443129,25.849427,28.203129,25.803129,48.913809,27.383129,34.243129,25.966565,29.003129
28,2,27.845578,30.005578,31.173895,32.945578,31.685578,28.705578,29.985578,27.185578,29.965578,29.065578,25.725578,29.645578,22.125578,26.185578,24.225578,30.325578,32.525578,26.205578,25.025578,28.085578,30.265578,33.845578,25.185578,22.145578,22.145578,28.245578,26.745578,27.565578,33.065578,29.965578,38.261156,30.065578,27.065578,25.507789,33.445578,26.245578,25.145578,24.565578,29.885578,27.805578,26.185578,28.725578,26.285578,51.361156,27.925578,35.225578,26.205578,29.665578
29,0,28.339637,30.419637,31.579637,33.304819,32.219637,29.739637,30.519637,27.677091,30.499637,29.599637,26.219637,30.026546,22.539637,26.559637,24.517409,30.579637,33.039637,26.749274,25.699637,28.719637,30.719637,34.579637,25.584964,22.619637,22.619637,28.619637,27.339637,28.019637,34.019637,30.549274,38.949274,30.959637,27.679637,26.099637,34.899637,26.999637,25.520688,24.999637,30.579637,28.259637,26.499637,29.159637,26.635927,51.899637,28.359637,35.859637,26.839637,30.124819
29,1,28.613741,30.753741,31.913742,33.653742,32.673742,30.093742,30.973741,27.913741,30.933742,29.953742,26.573742,30.333742,22.893742,26.877914,24.813741,30.973742,33.373742,27.293741,26.053741,29.133742,31.173742,34.993742,25.893741,22.941871,22.941871,28.953742,27.913742,28.373741,34.393742,30.913742,39.533741,31.313741,27.981871,26.493741,35.253742,27.186748,25.751871,25.313741,30.913742,28.481871,26.793742,29.493742,26.873741,52.253742,28.601871,36.413742,27.153741,30.473741
29,2,28.892381,31.032381,32.212381,33.932381,32.952381,30.472381,31.252381,28.172381,31.212381,30.232381,26.852381,30.612381,23.172381,27.112381,25.092381,31.24119,33.652381,27.572381,26.332381,29.432381,31.452381,35.272381,26.092381,23.172381,23.172381,29.274762,28.312381,28.652381,34.692381,31.192381,39.852381,31.592381,28.292381,26.772381,35.552381,27.412381,26.012381,25.572381,31.232381,28.752381,27.032381,29.772381,27.152381,52.484127,28.852381,36.812381,27.372381,30.752381
30,0,29.283265,31.343265,32.603265,34.283265,33.243265,30.803265,31.543265,28.423265,31.523265,30.563265,27.183265,30.943265,23.503265,27.443265,25.423265,31.563265,33.920466,27.903265,26.663265,29.763265,31.763265,35.603265,26.395544,23.423265,23.423265,29.603265,28.643265,28.983265,35.043265,31.523265,40.193316,31.923265,28.603265,27.103265,35.883265,27.716653,26.336633,25.863265,31.498316,29.061088,27.338316,30.103265,27.523265,52.758878,29.143265,37.143265,27.681088,31.083265
30,1,29.556735,31.636735,32.956735,34.616735,33.556735,31.156735,31.856735,28.676735,31.836735,30.876735,27.476735,31.256735,23.776735,27.736735,25.696735,31.896735,34.156735,28.136735,26.916735,30.076735,32.056735,35.936735,26.636735,23.676735,23.676735,29.956735,28.896735,29.196735,35.356735,31.816735,40.416735,32.236735,28.916735,27.356735,36.236735,27.996735,26.576735,26.096735,31.796735,29.296735,27.596735,30.476735,27.876735,53.016735,29.456735,37.456735,27.976735,31.396735
30,2,29.881814,31.961814,33.281814,35.001814,33.881814,31.493628,32.175907,29.001814,32.161814,31.201814,27.821814,31.601814,24.101814,28.021814,25.981814,32.221814,34.481814,28.461814,27.241814,30.441814,32.381814,36.281814,26.961814,23.961814,23.961814,30.261814,29.221814,29.521814,35.721814,32.161814,40.721814,32.561814,29.241814,27.861814,36.681814,28.321814,26.892954,26.381814,32.201814,29.621814,27.921814,30.841814,28.221814,53.341814,29.761814,37.901814,28.301814,31.841814
31,0,30.200057,32.290113,33.650113,35.330113,34.210113,31.930113,32.490113,29.310057,32.500057,31.550113,28.070113,31.950113,24.410023,28.330113,26.330113,32.550113,34.750113,28.810057,27.510113,30.770113,32.710113,36.630113,27.230113,24.250113,24.230113,30.610057,29.530113,29.790113,36.150113,32.490113,41.070113,32.870057,29.510057,28.110113,37.030113,28.640057,27.190113,26.650113,32.510113,29.950113,28.170113,31.150113,28.570057,53.630113,30.110113,38.250113,28.600057,32.190057
31,1,30.478413,32.638413,34.018413,35.678413,34.518413,32.378413,32.818413,29.638413,32.838413,31.898413,28.418413,32.278413,24.638413,28.618413,26.538413,32.818413,34.918413,29.078413,27.818413,31.118413,33.018413,36.978413,27.518413,24.492804,24.474206,30.938413,29.878413,30.038413,36.518413,32.838413,41.398413,33.158413,29.758413,28.418413,37.398413,28.918413,27.498413,26.918413,32.858413,30.244206,28.498413,31.498413,28.858413,53.938413,30.398413,38.638413,28.878413,32.518413
31,2,30.77805,32.97805,34.41805,36.07805,34.87805,32.79805,33.17805,29.91805,33.17805,32.23805,28.77805,32.61805,24.97805,28.91805,26.81805,33.15805,35.21805,29.37805,28.15805,31.47805,33.37805,37.31805,27.81805,24.69805,24.684025,31.25805,30.27805,30.31805,36.91805,33.13805,41.73805,33.45805,30.11805,28.734025,37.73805,29.25805,27.79805,27.23805,33.23805,30.57805,28.77805,31.85805,29.154025,54.227012,30.71805,38.97805,29.21805,32.87805
32,0,31.111791,33.331791,34.771791,36.453583,35.231791,33.211791,33.531791,30.231791,33.511791,32.571791,29.111791,32.971791,25.271791,29.251791,27.151791,33.511791,35.551791,29.711791,28.491791,31.851791,33.731791,37.693583,28.131791,25.011791,25.011791,31.611791,30.611791,30.631791,37.251791,33.471791,42.191791,33.791791,30.431791,29.031791,38.111791,29.591791,28.091791,27.531791,33.633583,30.891791,29.111791,32.193583,29.471791,54.531791,31.051791,39.360748,29.551791,33.233583
32,1,31.376871,33.671718,35.096871,36.836871,35.556871,33.644354,33.856871,30.533435,33.856871,32.896871,29.416871,33.336871,25.576871,29.533435,27.453435,33.876871,35.876871,30.030982,28.836871,32.136871,34.056871,38.096871,28.436871,25.256871,25.256871,31.936871,30.936871,30.976871,37.716871,33.816871,42.536871,34.096871,30.756871,29.296871,38.436871,29.897812,28.353435,27.796871,33.996871,31.176871,29.416871,32.536871,29.756871,54.796871,31.316871,39.776871,29.86241,33.596871
32,2,31.709025,34.009025,35.489025,37.249025,35.949025,34.109025,34.249025,30.809756,34.229025,33.309025,29.749025,33.709025,25.949025,29.869025,27.739512,34.229025,36.269025,30.405125,29.249025,32.549025,34.449025,38.509025,28.749512,25.609025,25.609025,32.269025,31.329025,31.467075,38.129025,34.189025,42.949025,34.589025,31.149025,29.609025,38.809025,30.269025,28.649025,28.129025,34.369025,31.529025,29.649025,32.929025,30.129025,55.109025,31.689025,40.4061,30.229025,33.989025
33,0,32.070204,34.510204,35.930204,37.770204,36.630408,34.690204,34.970204,31.230068,34.790204,33.750204,30.190204,34.230204,26.390204,30.230204,28.170204,34.670204,36.670204,31.110204,29.870204,33.130204,35.091224,39.050204,29.190204,26.210204,26.190204,32.710102,31.77102,31.930204,38.830204,34.710204,44.070204,35.290204,31.630204,30.015051,39.390816,30.790204,29.033367,28.570204,34.870204,31.970204,30.030204,33.370204,30.510102,55.390204,32.070102,41.011837,30.750204,34.510204
33,1,32.352063,34.812063,36.292063,38.072063,36.992063,35.032063,35.292063,31.452063,35.092063,34.052063,30.392063,34.532063,26.692063,30.532063,28.372063,34.932063,36.912063,31.412063,30.152063,33.632063,35.492063,39.352063,29.432063,26.572063,26.572063,32.992063,32.312063,32.232063,39.172063,35.032063,44.412063,35.572063,31.912063,30.272063,39.752063,31.092063,29.252063,28.841032,35.172063,32.172063,30.272063,33.632063,30.752063,55.692063,32.292063,41.492063,31.052063,34.812063
33,2,32.636508,35.076508,36.596508,38.376508,37.276508,35.396508,35.576508,31.716508,35.383016,34.336508,30.656508,34.816508,26.956508,30.816508,28.636508,35.216508,37.196508,31.645503,30.416508,33.936508,35.776508,39.636508,29.656508,26.776508,26.776508,33.276508,32.596508,32.476508,39.456508,35.316508,44.716508,35.856508,32.196508,30.536508,40.056508,31.296508,29.536508,29.076508,35.456508,32.456508,30.536508,33.936508,31.036508,55.896508,32.556508,41.836508,31.276508,35.076508
34,0,32.969977,35.369977,36.949977,38.669977,37.549977,35.729977,35.869977,31.929977,35.709977,34.649977,30.949977,35.109977,27.229977,31.109977,28.949977,35.529977,37.489989,31.929977,30.689977,34.349955,36.069977,39.949977,29.889977,27.00333,26.986663,33.609977,32.869977,32.789977,39.789955,35.629977,45.029977,36.169977,32.509977,30.813995,40.369977,31.609977,29.849977,29.389977,35.769977,32.753995,30.823326,34.289932,31.349977,56.169977,32.869977,42.149977,31.589977,35.389977
34,1,33.248617,35.648617,37.268617,38.968617,37.848617,36.028617,36.148617,32.188617,36.008617,34.928617,31.208617,35.388617,27.488617,31.368617,29.208617,35.808617,37.708617,32.188617,30.928617,34.628617,36.348617,40.208617,30.148617,27.228617,27.228617,33.908617,33.148617,33.048617,40.068617,35.908617,45.308617,36.448617,32.768617,31.028617,40.628617,31.848617,30.128617,29.588617,36.028617,32.948617,31.048617,34.588617,31.628617,56.448617,33.108617,42.428617,31.828617,35.668617
