,,pid1263b-05,pid52932-20,pid5667269b-32,pid5667271-07,pid610003b-09,pid9048b-09,pid9050b-05,pid9054b-05,pid9055b-05,pid9056-06,pid9058b-05,pid9059b-09,pid9060b-03,pid9061b-02,pid9062b-08,pid9063b-09,pid9064-16,pid9066b-05,pid9069-05,pid9072b-09,pid9073b-09,pid9074g-05,pid9075b-05,pid9076-15,pid9077-03,pid9089-12,pid9093b-11,pid9094b-05,pid9099b-09,pid9101b-16,pid9103-16,pid9104b-05,pid9111b-07,pid9116-16,pid9118b-09,pid9124-14,pid9137-17,pid9138b-05,pid9139b-05,pid9153b-05,pid9166k-06,pid9170b-05,pid9174b-05,pid917518-07,pid9176-01,pid9185-03,pid918812-14,pid9192b-05
53,0,51.093243,54.733243,58.093243,59.513243,58.593243,60.833243,56.873243,48.717748,56.653243,54.973243,49.633243,55.813243,45.753243,49.573243,45.745203,55.513243,54.773243,50.613243,50.413243,57.313243,57.093243,62.113243,47.493243,45.373243,45.353243,53.293243,53.233243,52.113243,64.253243,56.993243,68.856485,56.453243,53.293243,48.24054,61.213243,50.233243,46.326216,47.533243,58.033243,50.351621,48.613243,55.273243,50.813243,73.233243,52.093243,65.513243,50.213243,59.813243
53,1,51.511202,55.151202,58.511202,59.931202,59.091202,61.431202,57.411202,49.152404,57.091202,55.391202,49.991202,56.331202,46.171202,50.031202,46.071202,55.971202,55.231202,51.071202,50.971202,57.891202,57.611202,62.651202,47.931202,45.791202,45.771202,53.791202,53.731202,52.531202,64.951202,57.652404,69.332404,56.871202,53.711202,48.611202,61.671202,50.651202,46.671202,48.071202,58.451202,50.711202,49.031202,55.691202,51.391202,73.611202,52.511202,66.191202,50.631202,60.551202
53,2,51.825306,55.625306,58.905306,60.365306,59.445306,61.795102,57.765306,49.525306,57.445306,55.745306,50.325306,56.677653,46.465306,50.365306,46.325306,56.525306,55.545306,51.537653,51.237061,58.405306,57.965306,63.165306,48.227653,46.165306,46.165306,54.125306,54.085306,52.985306,65.425306,58.045306,69.905306,57.355102,54.285306,48.925306,61.985306,50.965306,46.909329,48.485306,58.805306,51.027653,49.245306,56.085306,51.785306,73.806913,52.765306,66.765306,50.925306,61.085306
54,0,52.08458,55.94458,59.244581,60.68458,59.72458,62.224581,58.06458,49.80458,57.76458,56.06458,50.64458,57.02458,46.70458,50.64458,46.62458,56.83729,55.76458,51.74458,51.49729,58.72458,58.26458,63.48458,48.52458,46.37729,46.364581,54.44458,54.46458,53.28458,65.84458,58.344581,70.24458,57.64458,54.60458,49.18458,62.24458,51.22458,47.22458,48.88458,59.14458,51.34458,49.524581,56.464581,52.10458,74.10458,53.084581,67.12458,51.18458,61.50458
54,1,52.458685,56.358685,59.658685,61.078685,60.038685,62.578685,58.418685,50.158685,58.118685,56.418685,51.078685,57.458685,47.058685,51.018685,46.958685,57.178685,56.118685,52.138685,51.838685,59.098685,58.618685,63.858685,48.894342,46.698685,46.698685,54.858685,54.918685,53.718685,66.198685,58.718685,70.618685,57.978685,55.038685,49.518685,62.618685,51.518685,47.518685,49.318685,59.538685,51.698685,49.898685,56.838685,52.458685,74.398685,53.438685,67.478685,51.498685,61.878685
54,2,52.86059,56.80059,60.12059,61.44059,60.58059,63.12059,58.90059,50.58059,58.60059,56.78059,51.44059,57.96059,47.42059,51.38059,47.32059,57.54059,56.52059,52.50059,52.20059,59.46059,58.98059,64.22059,49.24059,47.06059,47.06059,55.30059,55.44059,54.24059,66.66059,59.08059,71.08059,58.34059,55.40059,49.88059,62.98059,52.06059,47.80059,49.80059,59.96059,52.10059,50.24059,57.24059,53.12059,74.76059,53.80059,67.98059,52.04059,62.60059
55,0,53.137868,57.117868,60.537868,61.777868,60.837868,63.437868,59.157868,50.957868,58.817868,57.097868,51.717868,58.417868,47.717868,51.697868,47.557868,57.897868,56.720656,52.897868,52.497868,59.837868,59.377868,64.777868,49.817868,47.417868,47.397868,55.717868,55.797868,54.597868,67.097868,59.517868,71.577868,58.737868,55.637868,50.137868,63.337868,52.417868,48.117868,50.237868,60.797868,52.377868,50.557868,57.597868,53.397868,75.037868,54.097868,68.517868,52.397868,62.937868
55,1,53.408118,57.628118,60.888118,62.128118,61.168118,63.828118,59.488118,51.248118,59.228118,57.388118,52.028118,58.708118,48.068118,51.988118,47.848118,58.328118,56.908118,53.188118,52.848118,60.108118,59.688118,65.166236,50.108118,47.828118,47.828118,56.048118,56.128118,54.908118,67.408118,59.908118,71.968118,59.048118,55.946236,50.428118,63.668118,52.908118,48.388118,50.648118,61.128118,52.668118,50.826874,57.988118,53.688118,75.308118,54.408118,68.826236,52.868118,63.288118
55,2,53.719002,58.039002,61.214501,62.459002,61.484501,64.159002,59.814501,51.519002,59.519002,57.719002,52.359002,59.039002,48.344501,52.264501,48.0958,58.719002,57.159667,53.519002,53.124501,60.599002,59.999667,65.539002,50.404501,48.179002,48.164501,56.399002,56.459002,55.197251,67.759002,60.219002,72.479002,59.344501,56.339002,50.719002,63.984501,53.224501,48.674834,50.979002,61.459002,53.019002,51.119002,58.359002,53.999002,75.659002,54.739002,69.179002,53.184501,63.679002
56,0,53.984082,58.364082,61.524082,62.784082,61.804082,64.484082,60.124082,51.749014,59.817041,58.044082,52.664082,59.364082,48.584082,52.544082,48.364082,59.024082,57.464082,53.804082,53.364082,60.924082,60.244082,65.864082,50.624082,48.404082,48.384082,56.744082,56.784082,55.424082,68.064082,60.544082,72.804082,59.664082,56.664082,50.924082,64.264082,53.544082,48.924082,51.304082,61.784082,53.284082,51.364082,58.704082,54.304082,75.924082,55.064082,69.424082,53.504082,64.004082
56,1,54.323991,58.683991,62.003991,63.163991,62.123991,65.063991,60.443991,52.063991,60.163991,58.403991,52.983991,59.723991,48.923991,52.863991,48.663991,59.303991,57.823991,54.163991,53.723991,61.283991,60.643991,66.183991,50.983991,48.883991,48.863991,57.103991,57.163991,55.843991,68.503991,60.903991,73.183991,60.023991,57.023991,51.323991,64.603991,53.843991,49.263991,51.643991,62.263991,53.663991,51.723991,59.063991,54.683991,76.343991,55.383991,69.843991,53.803991,64.443991
56,2,54.69355,59.065975,62.42195,63.56195,62.54195,65.465975,60.837988,52.38195,60.58195,58.82195,53.36195,60.18195,49.214564,53.22195,48.98195,59.65239,58.24195,54.58195,54.02195,61.70195,61.045975,66.58195,51.315975,49.44195,49.44195,57.48195,57.535325,56.222988,68.98195,61.312988,73.62195,60.46195,57.50195,51.67239,65.02195,54.26195,49.52195,51.98195,62.82195,53.957421,52.135975,59.471494,55.115975,76.632988,55.78195,70.40195,54.22195,65.00195
57,0,54.883129,59.443129,62.863129,63.843129,62.883129,65.916259,61.203129,52.643129,61.003129,59.263129,53.803129,60.503129,49.543129,53.503129,49.283129,60.043129,58.463129,54.863129,54.366565,62.053681,61.403129,66.923129,51.563129,49.883129,49.883129,57.863129,57.843129,56.643129,69.523129,61.716259,74.096258,60.763129,57.956258,51.923129,65.463129,54.672626,49.843129,52.303129,63.243129,54.343129,52.403129,59.783129,55.423129,76.963129,56.423129,70.863129,54.633282,65.483129
57,1,55.330258,59.832063,63.212063,64.252063,63.252063,66.252063,61.572063,52.952063,61.414127,59.652063,54.132063,60.832063,49.892063,53.872063,49.547758,60.432063,58.652063,55.132063,54.632063,62.312063,61.792063,67.312063,51.852063,50.232063,50.272063,58.272063,58.212063,56.772063,69.854127,62.132063,74.592063,61.112063,58.372063,52.192063,65.712063,54.912063,50.024021,52.632063,63.612063,54.692063,52.752063,60.172063,55.792063,77.312063,56.632063,71.232063,54.872063,65.892063
57,2,55.506803,60.226803,63.566803,64.586803,63.626803,66.646803,61.946803,53.246803,61.886803,60.046803,54.466803,61.186803,50.166803,54.186803,49.818401,60.806803,58.946803,55.526803,54.966803,62.826803,62.186803,67.846803,52.106803,50.578401,50.568401,58.566803,58.546803,57.146803,70.286803,62.506803,74.986803,61.398401,58.786803,52.446803,66.026803,55.226803,50.346803,52.887423,63.968401,55.026803,53.146803,60.526803,56.026803,77.606803,57.106803,71.606803,55.206803,66.246803
58,0,55.731882,60.511882,63.911882,64.931882,63.911882,67.011882,62.231882,53.531882,62.171882,60.371882,54.771882,61.511882,50.431882,54.431882,50.091882,61.091882,59.191882,55.791882,55.231882,63.151882,62.451882,68.171882,52.391882,50.831882,50.831882,58.911882,58.871882,57.451882,70.611882,62.791882,75.311882,61.691882,59.091882,52.711882,66.271882,55.491882,50.611882,53.191882,64.291882,55.351882,53.411882,60.871882,56.291882,77.931882,57.271882,71.931882,55.471882,66.571882
58,1,56.026621,60.866621,64.286621,65.266621,64.306621,67.486621,62.626621,53.786621,62.518311,60.766621,55.038311,61.886621,50.686621,54.726621,50.326621,61.366621,59.486621,56.086621,55.586621,63.486621,62.846621,68.566621,52.646621,51.046621,51.038311,59.238311,59.266621,57.748311,71.006621,63.146621,75.686621,61.998311,59.406621,52.958311,66.586621,55.806621,50.868311,53.426621,64.686621,55.718311,53.646621,61.198311,56.598311,78.166621,57.648311,72.346621,55.766621,66.938311
58,2,56.338776,61.158776,64.678776,65.598776,64.738776,68.078776,63.058776,54.054388,62.918776,61.178776,55.358776,62.318776,51.038776,55.038776,50.659592,61.694388,59.798776,56.358776,56.038776,63.918776,63.278776,68.978776,52.978776,51.338776,51.318776,59.558776,59.558776,58.118776,71.458776,63.518776,76.098776,62.318776,59.818776,53.258776,66.978776,56.058776,51.158776,53.738776,65.118776,56.118776,53.958776,61.558776,56.878776,78.452925,57.918776,72.718776,56.018776,67.298776
59,0,56.750295,61.550295,65.050295,66.010295,65.230295,68.890295,63.550295,54.330295,63.270295,61.550295,55.750295,62.790295,51.430295,55.410295,50.950295,62.030295,60.070295,56.670295,56.430295,64.370295,63.770295,69.550295,53.350295,51.730295,51.730295,59.950295,59.950295,58.510295,71.990295,64.010295,76.550295,62.770295,60.190295,53.630295,67.530295,56.390295,51.530295,54.050295,65.510295,56.550295,54.390295,61.970295,57.210295,78.770295,58.330295,73.45059,56.350295,67.750295
59,1,57.058594,61.907188,65.398594,66.378594,65.578594,69.387188,63.898594,54.658594,63.638594,61.898594,56.098594,63.158594,51.778594,55.778594,51.294297,62.387188,60.338594,56.998594,56.998594,64.727188,64.098594,69.878594,53.698594,52.018594,51.998594,60.298594,60.324376,58.838594,72.498594,64.547188,76.898594,63.158594,60.478594,53.878594,67.878594,56.724297,51.778594,54.378594,65.858594,56.898594,54.698594,62.398594,57.518594,79.078594,58.658594,73.838594,56.698594,68.178594
59,2,57.305624,62.205624,65.725624,66.645624,65.845624,69.765624,64.165624,54.925624,64.005624,62.165624,56.365624,63.525624,52.025624,56.025624,51.545624,62.685624,60.605624,57.525624,57.265624,65.005624,64.385624,70.127812,53.965624,52.225624,52.225624,60.605624,60.705624,59.125624,72.825624,64.845624,77.185624,63.465624,60.745624,54.125624,68.165624,56.985624,52.045624,54.625624,66.185624,57.165624,54.965624,62.745624,57.785624,79.345624,58.945624,74.145624,56.965624,68.541247
60,0,57.584864,62.559728,66.079728,66.999728,66.199728,70.199728,64.519728,55.239728,64.379728,62.519728,56.659728,63.879728,52.339728,56.339728,51.839728,63.019728,60.999728,57.859728,57.679728,65.359728,64.739728,70.479728,54.279728,52.559728,52.559728,60.959728,61.059728,59.399728,73.219728,65.239728,77.519728,63.799728,61.099728,54.439728,68.539728,57.324864,52.399728,54.944864,66.559728,57.479728,55.279728,63.179728,58.119728,79.639728,59.299728,74.484864,57.304864,68.919728
60,1,57.916417,62.896417,66.416417,67.336417,66.536417,70.636417,64.856417,55.536417,64.736417,62.856417,56.993209,64.236417,52.676417,56.656417,52.156417,63.336417,61.336417,58.156417,58.016417,65.696417,65.076417,70.816417,54.556417,52.796417,52.796417,61.296417,61.396417,59.736417,73.616417,65.636417,77.856417,64.096417,61.376417,54.696417,68.876417,57.593209,52.623209,55.276417,66.916417,57.813209,55.536417,63.516417,58.403209,79.936417,59.596417,74.836417,57.576417,69.316417
60,2,58.211791,63.211791,66.851791,67.711791,66.951791,71.271791,65.291791,55.831791,65.051791,63.291791,57.331791,64.671791,52.951791,56.971791,52.451791,63.671791,61.871791,58.591791,58.391791,66.151791,65.511791,71.231791,54.871791,53.231791,53.231791,61.651791,61.791791,60.331791,74.111791,66.133583,78.371791,64.531791,61.811791,54.991791,69.331791,57.911791,52.911791,55.671791,67.411791,58.191791,55.911791,63.991791,58.711791,80.211791,59.971791,75.231791,57.891791,69.851791
61,0,58.663175,64.063175,67.543175,68.343175,67.923175,72.443175,66.263175,56.243175,65.943175,64.203175,58.223175,65.523175,53.463175,57.583175,53.003175,64.123175,62.583175,59.223175,59.043175,67.383175,66.503175,72.183175,55.603175,54.383175,54.383175,62.283175,63.355873,61.043175,75.063175,67.083175,79.443175,65.343175,62.783175,55.483175,70.183175,58.983175,53.383175,56.383175,68.383175,59.003175,56.603175,64.903175,59.323175,80.603175,60.543175,76.083175,58.963175,71.243175
61,1,58.959229,64.419229,67.848458,68.639229,68.319229,73.259229,66.639229,56.619229,66.239229,64.499229,58.519229,65.819229,53.799229,57.979229,53.274176,64.419229,62.899229,59.839229,59.399229,67.928458,66.879229,72.619229,55.899229,54.679229,54.679229,62.639229,64.119229,61.679229,75.999229,67.699229,79.959229,65.859229,63.239229,55.779229,70.599229,59.439229,53.679229,56.679229,68.999229,59.308458,56.919229,65.459229,59.639229,80.899229,60.959229,76.759229,59.399229,71.819229
61,2,59.226258,64.726258,68.166259,68.966259,68.646258,73.686259,66.946258,56.886258,66.466258,64.766259,58.786258,66.106258,54.106258,58.246258,53.446258,64.746259,63.166258,60.066258,59.726258,68.266258,67.166258,72.906258,56.166258,54.946258,54.926259,62.946258,64.486258,61.966258,76.386258,67.986258,80.186258,66.166258,63.546258,56.046258,70.846258,59.706258,53.926258,56.946258,69.306258,59.586258,57.166259,65.766258,59.906258,81.186259,61.206258,77.026259,59.666258,72.166259
62,0,59.550703,65.070703,68.530703,69.310703,68.930703,74.110703,67.250703,57.210703,66.770703,65.050703,59.090703,66.430703,54.390703,58.510703,53.710703,65.110703,63.450703,60.310703,60.050703,68.590703,67.470703,73.210703,56.410703,55.170703,55.170703,63.290703,64.830703,62.250703,76.810703,68.310703,80.510703,66.450703,63.850703,56.330703,71.110703,59.990703,54.170703,57.270703,69.630703,59.870703,57.410703,66.070703,60.210703,81.430703,61.510703,77.310703,59.970703,72.470703
62,1,59.851905,65.380952,68.880952,69.620952,69.260952,74.480952,67.580952,57.571905,67.060952,65.340952,59.380952,66.731905,54.680952,58.811905,53.980952,65.400952,63.740952,60.600952,60.340952,68.911905,67.800952,73.560952,56.680952,55.420952,55.420952,63.631905,65.120952,62.540952,77.120952,68.651905,80.851905,66.740952,64.160952,56.620952,71.371905,60.280952,54.460952,57.560952,69.971905,60.180952,57.660952,66.480952,60.500952,81.760952,61.800952,77.880952,60.260952,72.840952
62,2,60.162812,65.722812,69.262812,70.042812,69.562812,74.902812,67.862812,57.882812,67.302812,65.642812,59.722812,67.062812,54.946406,59.102812,54.282812,65.682812,64.042812,60.886406,60.682812,69.222812,68.082812,73.922812,56.942812,55.645469,55.640937,63.982812,65.462812,62.822812,77.482812,68.942812,81.242812,67.042812,64.442812,56.882812,71.722812,60.582812,54.663203,58.102812,70.302812,60.401601,57.922812,66.862812,60.822812,81.982812,62.102812,78.202812,60.542812,73.122812
63,0,60.441293,65.995646,69.555646,70.355646,69.835646,75.292585,68.135646,58.155646,67.575646,65.915646,59.995646,67.355646,55.215646,59.375646,54.575646,65.975646,64.315646,61.095646,60.975646,69.535646,68.355646,74.215646,57.195646,55.875646,55.875646,64.275646,65.735646,63.095646,77.815646,69.235646,81.566939,67.315646,64.735646,57.155646,71.915646,60.855646,54.915646,58.375646,70.655646,60.675646,58.195646,67.135646,61.095646,82.255646,62.395646,78.535646,60.815646,73.435646
63,1,60.754286,66.314286,69.954286,70.694286,70.114286,75.794286,68.411071,58.498571,67.874286,66.194286,60.294286,67.678571,55.494286,59.694286,54.874286,66.254286,64.554286,61.354286,61.262857,69.874286,68.622143,74.478095,57.454286,56.134286,56.114286,64.638571,66.074286,63.374286,78.194286,69.594286,81.894286,67.634286,65.094286,57.454286,72.194286,61.174286,55.194286,58.502143,70.974286,60.954286,58.454286,67.454286,61.394286,82.491429,62.694286,78.814286,61.134286,73.774286
63,2,61.03551,66.65551,70.29551,70.97551,70.47551,76.23551,68.79551,58.77551,68.11551,66.45551,60.57551,67.97551,55.75551,59.952755,55.152755,66.63551,64.81551,61.59551,61.55551,70.17551,69.01551,74.87551,57.73551,56.35551,56.35551,64.95551,66.41551,63.63551,78.51551,69.87551,82.19551,67.95551,65.39551,57.71551,72.45551,61.43551,55.47551,58.752755,71.27551,61.25551,58.71551,67.75551,61.65551,82.79551,62.99551,79.21551,61.39551,74.05551
64,0,61.38381,67.00381,70.68381,71.34381,70.82381,76.691429,69.14381,59.10381,68.44381,66.80381,60.92381,68.34381,56.10381,60.28381,55.46381,66.98381,65.22381,61.96381,61.90381,70.565238,69.40381,75.24381,58.04381,56.58381,56.566905,65.357619,66.76381,63.94381,78.88381,70.22381,82.76381,68.32381,65.797619,58.02381,72.80381,61.797619,55.78381,58.98381,71.64381,61.60381,59.02381,68.097619,62.00381,83.10381,63.34381,79.60381,61.757619,74.44381
64,1,61.668254,67.328254,71.028254,71.688254,71.168254,77.008254,69.488254,59.428254,68.728254,67.088254,61.268254,68.728254,56.388254,60.568254,55.768254,67.288254,65.648254,62.288254,62.228254,70.988254,69.743016,75.588254,58.308254,56.848254,56.848254,65.668254,67.108254,64.268254,79.268254,70.588254,83.048254,68.788254,66.128254,58.328254,73.088254,62.128254,56.068254,59.268254,71.968254,61.888254,59.308254,68.408254,62.288254,83.408254,63.648254,80.028254,62.088254,74.844762
64,2,61.997868,67.657868,71.397868,71.997868,71.457868,77.497868,69.797868,59.737868,68.992623,67.337868,61.517868,69.037868,56.697868,60.837868,56.097868,67.637868,65.897868,62.597868,62.497868,71.237868,69.997868,75.897868,58.557868,57.077868,57.077868,65.997868,67.497868,64.517868,79.697868,70.977868,83.457868,69.037868,66.557868,58.597868,73.417868,62.377868,56.317868,59.457868,72.297868,62.157868,59.577868,68.717868,62.537868,83.697868,63.937868,80.317868,62.357868,75.197868
65,0,62.411973,68.011973,71.771973,72.351973,71.811973,78.035918,70.151973,60.071973,69.311973,67.691973,61.851973,69.391973,57.011973,61.171973,56.411973,67.991973,66.251973,63.031973,62.811973,71.615918,70.391973,76.251973,58.831973,57.331973,57.331973,66.391973,67.871973,64.871973,80.131973,71.373946,84.051973,69.513946,66.951973,58.951973,73.771973,62.753946,56.631973,59.811973,72.673946,62.511973,59.911973,69.051973,62.871973,84.031973,64.291973,80.671973,62.751973,75.771973
65,1,62.690612,68.350612,72.130612,72.730612,72.170612,78.510612,70.490612,60.350612,69.670612,67.970612,62.130612,69.770612,57.290612,61.510612,56.710612,68.310612,66.531224,63.430612,63.130612,72.050612,70.710612,76.710612,59.110612,57.550306,57.530612,66.710612,68.330612,65.150612,80.670612,71.850612,84.490612,69.890612,67.350612,59.310612,74.151224,63.190612,56.910612,60.090612,73.050612,62.790612,60.150612,69.390612,63.150612,84.330612,64.570612,81.151224,63.150612,76.190612
65,2,62.997642,68.657642,72.477642,73.097642,72.477642,78.957642,70.797642,60.637642,69.937642,68.237642,62.397642,70.085283,57.557642,61.757642,56.985283,68.597642,66.797642,63.663821,63.417642,72.337642,71.017642,77.017642,59.377642,57.797642,57.777642,67.017642,68.657642,65.477642,81.017642,72.157642,84.757642,70.197642,67.657642,59.597642,74.397642,63.457642,57.177642,60.357642,73.397642,63.077642,60.437642,69.677642,63.417642,84.657642,64.837642,81.477642,63.437642,76.517642
66,0,63.302086,69.002086,72.842086,73.422086,72.782086,79.382086,71.102086,60.942086,70.222086,68.522086,62.686043,70.402086,57.842086,62.022086,57.282086,68.942086,67.040695,63.906043,63.722086,72.642086,71.322086,77.322086,59.642086,57.986043,57.980695,67.342086,68.982086,65.762086,81.382086,72.502086,85.122086,70.482086,67.982086,59.862086,74.662086,63.822086,57.442086,60.642086,73.722086,63.342086,60.682086,69.962086,63.702086,84.922086,65.142086,81.882086,63.782086,76.862086
66,1,63.598141,69.298141,73.218141,73.738141,73.098141,79.858141,71.438141,61.298141,70.518141,68.818141,62.998141,70.718141,58.138141,62.318141,57.598141,69.238141,67.338141,64.218141,64.018141,72.958141,71.658141,77.658141,59.878141,58.218141,58.218141,67.638141,69.298141,66.058141,81.718141,72.818141,85.478141,70.798141,68.318141,60.158141,74.918141,64.118141,57.72407,60.918141,74.058141,63.658141,60.958141,70.298141,64.038141,85.258141,65.438141,82.238141,64.078141,77.178141
66,2,63.88195,69.56195,73.50195,74.08195,73.28195,80.14195,71.68195,61.56195,70.74195,69.06195,63.28195,70.98195,58.38195,62.60195,57.84195,69.52195,67.58195,64.46195,64.30195,73.22195,71.88195,77.98195,60.12195,58.40439,58.36195,68.00195,69.58195,66.30195,81.98195,73.10195,85.80195,71.06195,68.60195,60.385975,75.16195,64.38195,57.90439,61.145975,74.36195,63.88195,61.20195,70.60195,64.28195,85.50195,65.70195,82.465975,64.34195,77.42195
67,0,64.178005,69.858005,73.858005,74.498005,73.718005,80.638005,72.038005,61.878005,71.018005,69.358005,63.578005,71.338005,58.678005,62.878005,58.118005,69.838005,67.858005,64.718005,64.598005,73.538005,72.258005,78.298005,60.378005,58.678005,58.658005,68.318005,69.878005,66.598005,82.438005,73.458005,86.158005,71.358005,68.898005,60.658005,75.458005,64.678005,58.178005,61.438005,74.698005,64.198005,61.498005,70.898005,64.598005,85.758005,66.018005,82.918005,64.638005,77.798005
67,1,64.470839,70.210839,74.230839,74.770839,74.050839,81.050839,72.370839,62.210839,71.290839,69.630839,63.870839,71.632517,58.950839,63.130839,58.390839,70.150839,68.130839,64.970839,64.870839,73.850839,72.550839,78.631678,60.610839,58.870839,58.850839,68.632517,70.150839,66.870839,82.770839,73.810839,86.431678,71.630839,69.210839,60.930839,75.730839,64.970839,58.450839,61.710839,75.050839,64.470839,61.730839,71.190839,64.870839,86.030839,66.290839,83.230839,64.930839,78.150839
67,2,64.755283,70.495283,74.555283,75.135283,74.355283,81.395283,72.675283,62.495283,71.558428,69.915283,64.135283,71.955283,59.235283,63.398428,58.675283,70.462642,68.415283,65.215283,65.142642,74.155283,72.895283,78.975283,60.855283,59.095283,59.082642,68.975283,70.455283,67.135283,83.095283,74.135283,86.795283,71.955283,69.515283,61.215283,76.015283,65.255283,58.675283,61.995283,75.375283,64.755283,61.995283,71.495283,65.155283,86.315283,66.575283,83.555283,65.235283,78.475283
68,0,65.097778,70.837778,74.937778,75.477778,74.717778,81.797778,73.017778,62.837778,71.817778,70.257778,64.457778,72.317778,59.577778,63.683889,58.997778,70.777778,68.777778,65.497778,65.477778,74.497778,73.297778,79.297778,61.157778,59.30463,59.292593,69.357778,70.797778,67.437778,83.457778,74.517778,87.337778,72.297778,69.877778,61.457778,76.277778,65.597778,58.957778,62.277778,75.717778,65.057778,62.297778,71.837778,65.457778,86.637778,66.897778,83.937778,65.557778,78.857778
68,1,65.504444,71.146667,75.286667,75.798889,75.042222,82.162222,73.374444,63.134444,72.102222,70.542222,64.802222,72.722222,59.802222,63.962222,59.302222,71.082222,69.098889,65.722222,65.786667,74.902222,73.582222,79.622222,61.402222,59.562222,59.542222,69.674444,71.182222,67.762222,83.894444,74.911111,87.682222,72.662222,70.202222,61.742222,76.562222,65.882222,59.242222,62.522222,76.098889,65.362222,62.582222,72.122222,65.742222,86.922222,67.182222,84.282222,65.842222,79.262222
68,2,65.884082,71.504082,75.644082,76.164082,75.404082,82.684082,73.698163,63.464082,72.484082,70.844082,65.104082,73.124082,60.084082,64.264082,59.604082,71.404082,69.444082,66.024082,66.184082,75.324082,73.924082,79.944082,61.704082,59.824082,59.804082,70.024082,71.664082,68.064082,84.332245,75.344082,88.204082,73.024082,70.544082,62.084082,76.864082,66.204082,59.524082,62.687041,76.444082,65.664082,62.884082,72.424082,66.044082,87.224082,67.504082,84.584082,66.164082,79.744082
69,0,66.243991,71.903991,76.003991,76.523991,75.763991,83.237982,74.063991,63.823991,72.943991,71.203991,65.463991,73.623991,60.463991,64.623991,59.963991,71.803991,69.803991,66.443991,66.563991,75.757982,74.317982,80.317982,61.983991,60.043991,60.043991,70.423991,72.023991,68.423991,84.937982,75.863991,88.903991,73.423991,70.983991,62.443991,77.343991,66.605964,59.883991,63.043991,76.905964,66.023991,63.243991,72.783991,66.343991,87.583991,67.963991,85.183991,66.571973,80.159955
69,1,66.512041,72.21102,76.352041,76.892041,76.19102,83.81102,74.49102,64.092041,73.51102,71.47102,65.77102,74.132041,60.83102,64.93102,60.23102,72.073061,70.072041,66.81102,66.93102,76.332041,74.73102,80.71102,62.25102,60.25102,60.23102,70.733061,72.593061,68.71102,85.653061,76.352041,89.23102,73.91102,71.31102,62.79102,77.692041,67.27102,60.11102,63.31102,77.19102,66.31102,63.55102,73.09102,66.63102,87.87102,68.37102,85.69102,67.25102,80.673061
69,2,66.823855,72.543855,76.663855,77.243855,76.483855,84.183855,74.803855,64.423855,73.763855,71.743855,66.063855,74.443855,61.103855,65.203855,60.503855,72.403855,70.363855,67.043855,67.203855,76.723855,75.023855,81.043855,62.503855,60.503855,60.483855,71.063855,72.923855,69.003855,86.043855,76.683855,89.603855,74.216927,71.603855,63.063855,77.923855,67.543855,60.383855,63.583855,77.543855,66.583855,63.823855,73.403855,66.883855,88.163855,68.643855,85.983855,67.523855,81.023855
70,0,67.102494,72.842494,77.022494,77.542494,76.762494,84.562494,75.082494,64.736247,74.002494,72.022494,66.336247,74.762494,61.362494,65.462494,60.782494,72.722494,70.642494,67.276247,67.462494,77.082494,75.302494,81.322494,62.722494,60.716247,60.696247,71.382494,73.242494,69.282494,86.442494,77.022494,89.882494,74.482494,71.942494,63.302494,78.182494,67.822494,60.642494,63.862494,77.842494,66.842494,64.062494,73.682494,67.162494,88.462494,68.942494,86.262494,67.802494,81.342494
70,1,67.418549,73.158549,77.378549,77.898549,77.098549,84.978549,75.418549,65.078549,74.298549,72.318549,66.638549,75.098549,61.658549,65.758549,61.118549,73.038549,70.918549,67.558549,67.767097,77.478549,75.638549,81.658549,62.998549,60.958549,60.958549,71.698549,73.558549,69.578549,86.838549,77.398549,90.267097,74.798549,72.278549,63.598549,78.478549,68.158549,60.904274,64.138549,78.198549,67.138549,64.338549,74.018549,67.438549,88.818549,69.278549,86.818549,68.118549,81.698549
70,2,67.714603,73.474603,77.734603,78.234603,77.394603,85.294603,75.714603,65.394603,74.574603,72.614603,66.934603,75.474603,61.914603,65.974603,61.414603,73.334603,71.214603,67.834603,68.074603,77.854603,75.934603,81.979206,63.234603,61.164943,61.164943,71.994603,73.854603,69.874603,87.134603,77.739206,90.614603,75.094603,72.574603,63.894603,78.734603,68.474603,61.134603,64.434603,78.499206,67.434603,64.634603,74.374603,67.734603,89.114603,69.574603,87.114603,68.434603,81.994603
71,0,67.981633,73.741633,78.021633,78.613265,77.713265,85.793265,75.993265,65.681633,74.781633,72.881633,67.201633,75.741633,62.181633,66.301633,61.661633,73.613265,71.501633,68.041633,68.301633,78.121633,76.221633,82.333265,63.481633,61.381633,61.381633,72.341633,74.141633,70.101633,87.521633,78.156531,91.021633,75.381633,72.861633,64.141633,79.001633,68.741633,61.361633,64.641633,78.821633,67.741633,64.913265,74.641633,68.041633,89.381633,69.896531,87.461633,68.701633,82.328163
