,,pid1263-22,pid50848-09,pid5667269b-36,pid9048-22,pid9049-22,pid9054-22,pid9055-22,pid9058-22,pid9059-22,pid9060-22,pid9061-22,pid9062-22,pid9063-22,pid9065-17,pid9066-22,pid9067-21,pid9068-14,pid9070b-05,pid9072-22,pid9073-24,pid9074f-22,pid9075-22,pid9080-05,pid9090-10,pid9092-02,pid9093-22,pid9094-22,pid9097-05,pid9099-22,pid9101b-04,pid9104-22,pid9105b-05,pid9111-22,pid9112-08,pid9114-30,pid9118-22,pid9133-11,pid9137-12,pid9138-22,pid9139-22,pid9153-22,pid9166g-01,pid9170-22,pid9174-22,pid917509-03,pid918713-18,pid918904-07,pid9192-22
18,2,36.08127,29.22127,38.06127,39.72127,28.88127,34.32127,38.86127,29.32127,34.72127,35.64127,37.46127,38.28127,38.44127,35.92127,35.375635,27.00127,36.82127,31.76127,39.70127,41.10127,31.46127,31.04127,32.16127,33.92127,32.76127,31.12127,36.14127,25.82127,33.60127,32.16127,36.52127,43.04127,40.42127,23.52127,30.72127,32.86127,34.98127,33.98127,31.18127,39.36127,45.14127,34.16127,39.08127,30.38127,27.02127,29.56127,31.20127,36.92127
19,0,36.834649,29.634649,38.734649,40.354649,29.314649,34.994649,39.454649,29.734649,35.352324,36.154649,37.994649,38.894649,39.014649,36.594649,35.954649,27.574649,37.654649,32.454649,40.302324,41.734649,32.014649,31.574649,32.694649,34.554649,33.154649,31.554649,37.074649,26.312324,34.334649,32.694649,36.974649,43.794649,40.994649,24.03493,31.434649,33.294649,35.514649,34.754649,31.734649,39.974649,45.854649,34.814649,39.734649,30.834649,27.392324,29.942324,31.634649,37.414649
19,1,37.553197,30.0429,39.333197,40.933197,29.753197,35.525799,39.933197,30.1429,35.861599,36.586639,38.473197,39.513197,39.537732,37.233197,36.373197,27.973197,38.213197,32.833197,40.782639,42.333197,32.558639,32.011066,33.133197,34.985799,33.505799,31.973197,37.564399,26.661885,34.813197,33.124399,37.46432,44.473197,41.533197,24.281885,31.878639,33.805799,35.905799,35.235799,32.193197,40.413197,46.373197,35.244399,40.233197,31.335799,27.785911,30.305799,32.018639,38.033197
19,2,38.081406,30.492851,40.121406,41.641406,30.241406,36.061406,40.541406,30.592851,36.421406,37.281406,39.021406,40.081406,40.141406,37.941406,37.053802,28.421406,38.981406,33.525703,41.381406,43.161406,33.061406,32.495703,33.601406,35.481406,33.901406,32.405703,38.181406,27.141406,35.401406,33.641406,37.941406,45.301406,42.481406,24.681406,32.401406,34.301406,36.385703,35.821406,32.701406,40.981406,47.161406,35.881406,40.901406,31.841406,28.241406,30.801406,32.401406,38.621406
20,0,38.641905,30.841905,40.761905,42.301905,30.601905,36.521905,41.021905,30.941905,36.961905,37.721905,39.541905,40.681905,40.701905,38.521905,37.485952,28.821905,39.761905,34.045952,41.921905,43.881905,33.495952,32.921905,34.341905,36.021905,34.321905,32.841905,38.921905,27.642976,35.961905,34.061905,38.381905,46.241905,43.081905,25.001905,32.901905,34.681905,36.795952,36.361905,33.221905,41.501905,47.961905,36.481905,41.401905,32.301905,28.581905,31.381905,32.761905,39.081905
20,1,39.181134,31.287045,41.361134,42.821134,31.121134,37.001134,41.521134,31.387045,37.601134,38.221134,40.041134,41.181134,41.201134,39.021134,37.941134,29.201134,40.441134,34.474535,42.481134,44.541134,33.921134,33.401134,34.901134,36.561134,34.721134,33.195567,39.381134,28.073711,36.652268,34.525567,38.872268,46.941134,43.575567,25.261134,33.401134,35.161134,37.261134,36.855567,33.761134,42.041134,48.461134,36.961134,42.021134,32.781134,29.121134,31.861134,33.121134,39.761134
20,2,39.669093,31.769093,42.049093,43.529093,31.529093,37.569093,42.029093,31.869093,38.089093,38.829093,40.549093,41.969093,41.729093,39.509093,38.439546,29.579546,41.229093,34.989093,43.068186,45.269093,34.369093,33.829093,35.429093,37.129093,35.309093,33.549093,39.819546,28.509093,37.269093,34.939546,39.409093,47.749093,44.369093,25.529093,33.909093,35.569093,37.789093,37.589093,34.269093,42.569093,49.089093,37.499546,42.769093,33.308186,29.549093,32.309093,33.509093,40.369093
21,0,40.421542,32.233847,42.681542,44.161542,31.981542,38.161542,42.553084,32.341542,38.621542,39.273084,41.161542,42.661542,42.261542,39.961542,38.953084,30.001542,42.013084,35.481542,43.661542,45.996168,34.821542,34.301542,35.961542,37.684626,35.741542,34.001542,40.433084,28.822885,38.073084,35.401542,39.901542,48.701542,45.101542,25.841542,34.653084,36.021542,38.281542,38.213084,34.901542,43.181542,49.664626,38.093084,43.261542,33.841542,29.960308,32.881542,33.921542,40.901542
21,1,41.212381,32.732381,43.372381,44.752381,32.672381,38.832381,43.232381,32.832381,39.252381,39.79119,41.712381,43.472381,42.804127,40.472381,39.692381,30.532381,42.632381,35.912381,44.292381,46.772381,35.392381,34.932381,36.492381,38.172381,36.392381,34.572381,41.052381,29.352381,38.732381,35.972381,40.472381,49.512381,45.832381,26.21119,35.232381,36.592381,38.812381,38.972381,35.532381,43.752381,50.252381,38.652381,43.912381,34.312381,30.392381,33.384127,34.404127,41.572381
21,2,41.90839,33.28839,44.36839,45.58839,33.18839,39.42839,44.10839,33.38839,40.00839,40.38839,42.50839,44.30839,43.40839,40.94839,40.74839,31.12839,43.44839,36.78839,45.14839,47.60839,36.12839,35.62839,37.02839,38.72839,37.34839,35.04839,41.74839,29.72839,39.52839,36.66839,41.12839,50.48839,47.08839,26.66839,36.06839,37.26839,39.50839,39.70839,36.20839,44.44839,51.12839,39.14839,44.76839,34.98839,30.92839,33.84839,35.12839,42.34839
22,0,42.955329,34.195329,45.495329,46.415329,33.915329,40.215329,44.955329,34.280658,40.835329,41.055329,43.235329,45.495329,44.215329,41.575329,41.315329,31.715329,44.615329,37.475329,46.055329,48.655329,36.915329,36.395329,37.835329,39.495329,38.035329,35.795329,42.755329,30.115329,40.615329,37.415329,42.115329,51.735329,48.475329,27.095329,36.855329,38.135329,40.275329,40.595329,37.155329,45.195329,51.955329,39.815329,45.695329,35.835329,31.355329,34.495329,35.875329,43.095329
22,1,43.757098,34.857098,46.297098,47.017098,34.617098,41.217098,45.617098,34.957098,41.497098,41.824195,43.97839,46.271293,44.944195,42.237098,41.877098,32.243373,45.457098,38.164195,46.897098,49.357098,37.517098,37.017098,38.624195,40.197098,38.95839,36.497098,43.337098,30.683549,41.391293,37.957098,42.871293,52.617098,49.257098,27.757098,37.697098,38.89839,40.937098,41.377098,37.917098,45.957098,52.957098,40.357098,46.397098,36.717098,31.797098,35.217098,36.477098,43.697098
22,2,44.263447,35.223447,47.023447,47.443447,35.116723,41.703447,46.123447,35.343447,41.903447,42.423447,44.423447,46.883447,45.603447,42.643447,42.503447,32.583447,46.063447,38.783447,47.323447,49.783447,37.876723,37.387816,39.163447,40.723447,39.583447,36.883447,43.743447,31.028362,41.863447,38.323447,43.603447,53.263447,49.743447,28.126723,38.083447,39.523447,41.366723,41.963447,38.383447,46.426723,53.563447,40.903447,46.903447,37.101149,32.194482,35.686723,36.866723,44.103447
23,0,44.646576,35.546576,47.523152,47.906576,35.486576,42.123152,46.486576,35.658288,42.286576,42.846576,44.826576,47.419728,46.043152,43.026576,42.986576,33.026576,46.366576,39.186576,47.746576,50.206576,38.246576,37.766576,39.606576,41.126576,40.186576,37.186576,44.126576,31.366576,42.286576,38.663152,43.986576,53.906576,50.146576,28.386576,38.466576,39.966576,41.786576,42.326576,38.706576,46.786576,54.063152,41.346576,47.403152,37.506576,32.546576,36.086576,37.158288,44.543152
23,1,45.000136,35.840045,47.910091,48.360045,35.780045,42.400045,46.780045,35.940045,42.640136,43.250091,45.240045,47.840136,46.430091,43.340045,43.260045,33.320045,46.760045,39.480045,48.060045,50.520045,38.600045,38.100045,40.000045,41.520045,40.500045,37.460045,44.540045,31.610091,42.620045,38.940045,44.280045,54.660045,50.520045,28.620045,38.760045,40.320045,42.120045,42.670091,38.980045,47.100045,54.410091,41.790091,47.810091,37.820045,32.860045,36.400045,37.400045,44.930091
23,2,45.492834,36.252834,48.512834,48.972834,36.232834,42.872834,47.272834,36.352834,43.112834,43.892834,45.712834,48.432834,46.992834,43.792834,43.712834,33.712834,47.332834,39.892834,48.532834,51.032834,39.152834,38.612834,40.392834,42.052834,41.012834,37.872834,44.992834,31.972834,43.152834,39.392834,44.772834,55.552834,51.112834,28.932834,39.112834,40.812834,42.572834,43.112834,39.432834,47.752834,55.072834,42.372834,48.452834,38.212834,33.292834,36.812834,37.832834,45.392834
24,0,46.074694,36.734694,49.054694,49.571565,36.714694,43.454694,47.794694,36.834694,43.574694,44.354694,46.234694,49.094694,47.714694,44.334694,44.214694,34.072347,48.054694,40.414694,48.992347,51.434694,39.674694,39.194694,40.814694,42.754694,41.614694,38.214694,45.514694,32.314694,43.754694,39.834694,45.334694,56.834694,51.874694,29.274694,39.554694,41.354694,43.114694,43.654694,39.854694,48.314694,55.674694,42.874116,48.954694,38.674694,33.774694,37.114694,38.274694,45.794694
24,1,46.738776,37.318776,49.658776,50.046259,37.318776,44.178776,48.258776,37.438776,44.118776,44.927551,46.867551,49.838776,48.418776,44.938776,44.838776,34.512925,48.638776,40.924388,49.398776,51.978776,40.164388,39.698776,41.418776,43.458776,42.418776,38.738776,46.104388,32.804388,44.438776,40.384388,46.018776,57.778776,52.458776,29.878776,40.138776,41.958776,43.718776,44.218776,40.338776,48.886259,56.318776,43.364388,49.498776,39.244388,34.214388,37.538776,38.784388,46.398776
24,2,47.366531,37.866531,50.246531,50.586531,37.826531,44.846531,48.706531,37.978265,44.666531,45.546531,47.466531,50.786531,49.026531,45.526531,45.346531,34.929504,49.166531,41.466531,49.766531,52.566531,40.726531,40.266531,42.086531,44.046531,43.006531,39.178265,46.566531,33.366531,45.006531,40.806531,46.743061,58.486531,53.006531,30.346531,40.706531,42.706531,44.206531,44.926531,40.766531,49.466531,56.946531,43.846531,50.006531,39.766531,34.566531,37.986531,39.306531,46.846531
25,0,47.676735,38.176735,50.716735,50.903469,38.156735,45.156735,49.036735,38.276735,44.976735,46.016735,47.916735,51.196735,49.516735,45.836735,45.616735,35.236735,49.516735,41.816735,50.076735,52.956735,41.036735,40.596735,42.476735,44.536735,43.356735,39.436735,46.876735,33.636735,45.336735,41.076735,47.136735,59.016735,53.416735,30.616735,41.196735,43.096735,44.476735,45.296735,41.036735,49.776735,57.476735,44.176735,50.336735,40.096735,34.856735,38.256735,39.596735,47.156735
25,1,48.043265,38.483265,51.103265,51.283265,38.523265,45.483265,49.363265,38.603265,45.363265,46.403265,48.283265,51.663265,49.956531,46.163265,45.923265,35.563265,49.903265,42.143265,50.403265,53.323265,41.343265,40.983265,42.883265,44.963265,43.703265,39.763265,47.203265,33.903265,45.703265,41.363265,47.483265,59.583265,53.803265,30.883265,41.763265,43.463265,44.883265,45.643265,41.283265,50.163265,57.963265,44.563265,50.703265,40.356633,35.143265,38.543265,39.903265,47.563265
25,2,48.629388,38.869388,51.609388,51.789388,38.949388,45.969388,49.749388,38.969388,45.889388,47.069388,48.789388,52.368163,50.509388,46.669388,46.289388,36.169388,50.529388,42.589388,50.849388,53.789388,41.849388,41.469388,43.309388,45.429388,44.149388,40.329388,47.589388,34.289388,46.209388,41.759694,47.969388,60.189388,54.829388,31.229388,42.449388,43.989388,45.389388,46.149388,41.729388,50.669388,58.509388,45.289388,51.209388,40.849388,35.569388,38.869388,40.428776,48.189388
26,0,49.327347,39.407347,52.107347,52.447347,39.378673,46.407347,50.247347,39.507347,46.427347,47.607347,49.307347,53.267347,51.347347,47.167347,46.627347,36.314337,51.127347,43.047347,51.327347,54.247347,42.267347,41.935782,43.747347,45.927347,44.507347,40.935782,47.967347,34.627347,46.807347,42.207347,48.467347,60.927347,55.527347,31.555782,42.927347,44.707347,46.007347,46.507347,42.207347,51.247347,59.227347,45.867347,51.667347,41.347347,35.947347,39.347347,41.147347,48.807347
26,1,49.841633,39.921633,52.781633,52.921633,39.821633,46.961633,50.621633,40.021633,46.941633,48.101633,49.961633,54.101633,52.041633,47.681633,47.021633,36.627211,51.705816,43.581633,51.721633,54.721633,42.641633,42.385816,44.301633,46.421633,44.961633,41.327211,48.361633,35.061633,47.521633,42.721633,48.941633,61.541633,56.081633,31.921633,43.581633,45.261633,46.641633,47.021633,42.721633,51.861633,59.901633,46.441633,52.101633,41.961633,36.301633,39.821633,41.741633,49.341633
26,2,50.455102,40.335102,53.555102,53.415102,40.275102,47.375102,51.075102,40.435102,47.675102,48.675102,50.495102,54.975102,52.695102,48.155102,47.455102,37.015102,52.175102,44.115102,52.195102,55.195102,43.055102,42.935102,44.975102,47.015102,45.435102,41.755102,48.835102,35.435102,48.095102,43.195102,49.415102,62.235102,56.775102,32.2839,44.395102,45.915102,47.115102,47.515102,43.195102,52.415102,60.435102,46.915102,52.555102,42.495102,36.675102,40.275102,42.295102,49.835102
27,0,50.853469,40.636939,54.033469,53.753469,40.583878,47.673469,51.533469,40.753469,48.073469,49.073469,50.876939,55.396939,53.113469,48.473469,47.733469,37.333469,52.636939,44.513469,52.573469,55.573469,43.380408,43.313469,45.373469,47.393469,45.776939,42.073469,49.153469,35.693469,48.453469,43.433469,49.833469,62.736939,57.253469,32.533469,44.936939,46.293469,47.473469,48.033469,43.493469,52.816939,60.893469,47.293469,52.893469,42.833469,36.973469,40.773469,42.636939,50.160408
27,1,51.251837,41.031837,54.491837,54.131837,40.971837,48.031837,51.871837,41.131837,48.491837,49.571837,51.231837,55.891837,53.571837,48.791837,48.011837,37.711837,53.051837,44.911837,52.971837,55.911837,43.771837,43.691837,45.731837,47.851837,46.191837,42.391837,49.551837,35.911837,48.851837,43.751837,50.191837,63.271837,57.831837,32.791837,45.471837,46.771837,47.851837,48.491837,43.831837,53.291837,61.351837,47.671837,53.291837,43.171837,37.291837,41.111837,43.031837,50.551837
27,2,51.906122,41.446122,55.026122,54.566122,41.486122,48.486122,52.426122,41.526122,49.126122,50.366122,51.726122,56.726122,54.166122,49.306122,48.406122,38.226122,53.646122,45.526122,53.366122,56.426122,44.226122,44.246122,46.146122,48.346122,46.726122,42.906122,49.906122,36.366122,49.346122,44.206122,50.646122,64.046122,58.606122,33.086122,46.046122,47.486122,48.346122,49.186122,44.306122,53.806122,61.846122,48.302245,53.846122,43.806122,37.726122,41.546122,43.486122,51.206122
28,0,52.505306,41.880612,55.585306,55.035918,41.855918,48.925306,52.785306,41.980612,49.565306,50.865306,52.185306,57.415918,54.825306,49.665306,48.725306,38.585306,54.180612,46.125306,53.845306,56.915918,44.665306,44.705306,46.505306,48.835918,47.105306,43.305306,50.265306,36.685306,49.845306,44.655918,51.025306,64.705306,59.120612,33.385306,46.465306,47.940612,48.805306,49.705306,44.685306,54.260612,62.325306,48.765306,54.225306,44.235918,38.105306,41.905306,43.905306,51.585306
28,1,52.928061,42.366122,56.286122,55.506122,42.306122,49.526122,53.226122,42.466122,50.146122,51.346122,52.886122,58.026122,55.466122,50.106122,49.166122,39.126122,54.766122,46.766122,54.426122,57.406122,45.186122,45.186122,46.986122,49.326122,47.626122,43.826122,50.726122,37.126122,50.406122,45.146122,51.486122,65.366122,59.726122,33.646122,47.046122,48.406122,49.326122,50.266122,45.146122,54.766122,62.846122,49.286122,54.786122,44.806122,38.546122,42.386122,44.486122,52.186122
28,2,53.542857,42.796429,56.882857,56.202857,42.816429,50.042857,53.855714,42.896429,50.782857,51.982857,53.482857,59.002857,56.075714,50.742857,49.567532,39.662857,55.362857,47.702857,55.228571,58.036429,45.702857,45.822857,47.542857,49.902857,48.275714,44.382857,51.242857,37.647619,51.042857,45.742857,52.062857,66.142857,60.322857,33.942857,47.662857,49.082857,49.794286,50.942857,45.682857,55.262857,63.482857,49.922857,55.462857,45.442857,39.082857,42.900952,45.195714,52.802857
29,0,54.172653,43.252653,58.192653,56.832653,43.312653,50.392653,54.472653,43.352653,51.332653,52.632653,54.172653,59.752653,56.852653,51.232653,49.972653,40.472653,55.945918,48.332653,55.975306,58.472653,46.232653,46.652653,47.992653,50.455306,48.972653,44.832653,51.675306,38.075306,51.652653,46.375306,52.717959,67.152653,61.257959,34.212653,48.252653,50.092653,50.352653,51.655306,46.232653,55.915306,64.212653,50.535306,55.995306,45.995306,39.392653,43.272653,45.735306,53.435306
29,1,55.009388,43.889388,59.469388,57.709388,43.929388,50.879694,55.109388,43.989388,51.929388,53.149388,54.949388,60.567551,57.666327,51.869388,50.829388,41.109388,56.729388,49.329388,56.983878,59.009388,46.888776,47.309388,48.459694,51.168163,49.686939,45.609388,52.489388,38.789388,52.369388,47.229388,53.506327,68.189388,62.089388,34.489388,49.689388,51.069388,50.949388,52.649388,46.849388,57.009388,64.946939,51.309388,56.689388,46.949388,39.889388,43.669388,46.529388,54.288163
29,2,55.536327,44.456327,60.016327,58.416327,44.336327,51.236327,55.656327,44.556327,52.456327,53.656327,55.536327,61.296327,58.216327,52.416327,51.256327,41.623163,57.536327,50.496327,57.636327,59.516327,47.596327,48.076327,48.856327,51.716327,50.356327,46.356327,52.936327,38.996327,53.116327,48.056327,54.096327,69.496327,63.476327,34.796327,50.216327,52.216327,51.476327,53.856327,47.456327,57.556327,65.596327,51.856327,57.696327,47.696327,40.356327,44.156327,47.156327,55.076327
30,0,56.257551,44.857551,60.937551,59.157551,44.957551,51.657551,56.097551,44.957551,52.937551,54.237551,56.057551,62.377551,59.037551,53.077551,51.617551,42.017551,58.317551,51.057551,58.117551,59.977551,48.137551,48.897551,49.437551,52.297551,51.277551,46.997551,53.397551,39.483776,53.897551,48.617551,54.757551,70.197551,64.097551,35.157551,50.657551,52.857551,52.097551,54.437551,48.137551,58.157551,66.157551,52.477551,58.257551,48.277551,40.797551,44.817551,47.737551,55.637551
30,1,56.823968,45.276984,61.737936,60.103968,45.523968,52.203968,56.603968,45.374656,53.443968,55.003968,56.703968,63.163968,60.063968,53.683968,52.303968,42.343968,59.203968,51.523968,58.703968,60.486984,48.583968,49.483968,50.063968,52.923968,51.883968,47.583968,53.863968,39.725472,54.583968,49.063968,55.591905,70.891905,64.743968,35.703968,51.143968,53.503968,52.563968,54.823968,48.757936,58.803968,67.025873,53.003968,58.883968,49.003968,41.206984,45.269246,48.323968,56.183968
30,2,57.210612,45.610612,62.490612,60.690612,45.970612,52.620306,57.150612,45.710612,53.850612,55.650612,57.050612,63.770612,60.790612,54.130612,52.810612,42.870612,59.670612,51.970612,59.110612,60.910612,49.030612,49.910612,50.590612,53.450612,52.530612,47.960306,54.370612,40.070612,55.270612,49.470612,56.110612,71.530612,65.370612,36.150612,51.530612,54.140306,53.050612,55.250612,49.210612,59.236871,67.730612,53.510612,59.330612,49.410612,41.630612,45.676871,48.676769,56.630612
31,0,57.606122,45.878061,62.926122,61.126122,46.346122,52.946122,57.526122,45.966122,54.226122,56.046122,57.446122,64.286122,61.226122,54.506122,53.366122,43.206122,60.046122,52.306122,59.466122,61.266122,49.366122,50.206122,50.942041,53.886122,53.106122,48.266122,54.886122,40.306122,55.706122,49.746122,56.706122,72.326122,65.766122,36.546122,51.766122,54.498061,53.426122,55.646122,49.486122,59.566122,68.226122,53.966122,59.786122,49.786122,41.966122,45.986122,48.946122,57.006122
31,1,57.94898,46.16898,63.28898,61.527959,46.704898,53.20898,57.86898,46.26898,54.56898,56.42898,57.78898,64.745918,61.56898,54.84898,53.66898,43.48898,60.44898,52.58898,59.78898,61.60898,49.68898,50.587959,51.26898,54.287959,53.44898,48.50898,55.266939,40.52898,56.087959,50.02898,57.00898,72.863878,66.127959,36.86898,52.04898,54.82898,53.787959,55.98898,49.72898,59.88898,68.58898,54.366939,60.187959,50.12898,42.28898,46.26898,49.22898,57.36949
31,2,58.466621,46.528311,63.906621,62.006621,47.166621,53.666621,58.326621,46.628311,55.086621,57.046621,58.246621,65.446621,62.126621,55.306621,54.126621,43.886621,60.946621,53.046621,60.186621,62.146621,50.246621,51.046621,51.668311,54.866621,53.906621,48.946621,55.886621,40.906621,56.586621,50.506621,57.586621,73.506621,66.726621,37.266621,52.446621,55.406621,54.286621,56.446621,50.186621,60.506621,69.346621,54.966621,60.866621,50.546621,42.688311,46.646621,49.666621,57.846621
32,0,58.853878,46.951939,64.413878,62.531939,47.753878,54.133878,58.813878,47.053878,55.613878,57.513878,58.653878,66.213878,62.713878,55.893878,54.553878,44.213878,61.633878,53.553878,60.613878,62.713878,50.773878,51.577755,52.093878,55.473878,54.353878,49.273878,56.573878,41.233878,57.133878,50.953878,58.133878,74.093878,67.497755,37.813878,52.831293,56.053878,54.773878,56.833878,50.550969,61.033878,69.973878,55.461939,61.353878,50.993878,43.093878,46.911293,50.093878,58.193878
32,1,59.470612,47.530612,65.030612,63.070612,48.350612,54.630612,59.250612,47.630612,56.230612,58.190612,59.170612,66.990612,63.330612,56.530612,55.096871,44.620306,62.330612,54.090612,61.030612,63.170612,51.290612,52.140306,52.790612,56.150612,55.030612,49.770612,57.270612,41.690612,57.710612,51.490612,58.810612,74.950612,68.150612,38.490612,53.370612,56.690612,55.310612,57.450612,50.995153,61.520306,70.650612,55.960306,61.876871,51.630612,43.530612,47.390612,50.520306,58.830612
32,2,60.001306,48.006531,65.606531,63.586531,48.966531,55.106531,59.806531,48.126531,56.926531,58.966531,59.746531,67.906531,63.926531,57.126531,55.566531,44.966531,62.766531,54.686531,61.386531,63.846531,51.866531,52.726531,53.526531,56.686531,55.606531,50.268265,57.746531,42.186531,58.266531,51.866531,59.426531,75.666531,68.846531,38.966531,54.006531,57.406531,55.742177,57.906531,51.466531,62.066531,71.306531,56.486531,62.406531,52.206531,43.946531,47.826531,51.066531,59.266531
33,0,60.313061,48.333061,66.053061,63.913061,49.313061,55.39102,60.073061,48.433061,57.293061,59.373061,60.133061,68.333061,64.313061,57.453061,55.821531,45.293061,63.133061,55.073061,61.693061,64.233061,52.193061,53.033061,53.853061,57.053061,55.973061,50.55102,58.073061,42.457687,58.593061,52.131531,59.893061,76.133061,69.213061,39.290765,54.333061,57.793061,56.053061,58.233061,51.713061,62.321531,71.833061,56.813061,62.753061,52.51102,44.253061,48.09102,51.393061,59.553061
33,1,60.647755,48.667755,66.447755,64.287755,49.647755,55.638878,60.367755,48.767755,57.687755,59.807755,60.487755,68.827755,64.767755,57.787755,56.127755,45.607755,63.527755,55.376293,61.987755,64.587755,52.527755,53.427755,54.227755,57.407755,56.327755,50.847755,58.407755,42.667755,58.947755,52.427755,60.287755,76.687755,69.627755,39.547755,54.707755,58.167755,56.467755,58.607755,51.958878,62.667755,72.307755,57.167755,63.107755,52.787755,44.527755,48.367755,51.687755,59.947755
33,2,61.191224,49.130204,67.030204,64.770204,50.170204,56.090204,60.790204,49.230204,58.270204,60.490204,60.990204,69.630204,65.410102,58.310204,56.450102,46.310051,64.090204,55.790204,62.430204,65.110204,53.010102,53.970102,54.670204,57.890102,56.770068,51.310204,58.770102,43.050204,59.410204,52.820102,60.770204,77.450204,70.670408,39.896735,55.290204,58.730204,57.030204,59.150204,52.390204,63.130204,72.850204,57.830204,63.650204,53.250204,44.950102,48.750204,52.210204,60.550408
34,0,61.964694,49.827347,67.667347,65.387347,50.627347,56.507347,61.307347,49.927347,58.827347,61.087347,61.547347,70.707347,66.047347,58.767347,56.807347,46.367347,64.667347,56.147347,62.827347,65.647347,53.447347,54.507347,55.187347,58.327347,57.147347,51.867347,59.207347,43.427347,59.967347,53.267347,61.307347,78.247347,71.447347,40.207347,55.767347,59.427347,57.687347,59.547347,52.847347,63.707347,73.567347,58.567347,64.107347,53.787347,45.307347,49.247347,52.927347,61.227347
34,1,62.432653,50.512653,68.372653,65.992653,51.032653,57.052653,61.752653,50.612653,59.352653,61.612653,62.112653,71.552653,66.752653,59.232653,57.211327,46.712653,65.292653,56.532653,63.212653,66.172653,53.912653,55.012653,55.892653,58.792653,57.712653,52.272653,59.752653,43.852653,60.652653,53.792653,61.752653,78.832653,71.972653,40.572653,56.352653,59.992653,58.392653,60.075306,53.312653,64.272653,74.131327,59.132653,64.572653,54.412653,45.712653,49.692653,53.492653,61.792653
34,2,62.883197,51.003197,69.016395,66.483197,51.543197,57.543197,62.203197,51.103197,59.903197,62.123197,62.616599,72.323197,67.423197,59.743197,57.503197,47.063197,65.803197,56.9922,63.703197,66.663197,54.323197,55.549592,56.523197,59.303197,58.163197,52.783197,60.203197,44.163197,61.243197,54.163197,62.263197,79.523197,72.563197,40.943197,57.003197,60.583197,58.903197,60.603197,53.663197,64.783197,74.623197,59.703197,64.983197,54.903197,46.063197,50.1722,54.003197,62.283197
35,0,63.311837,51.390612,69.631837,66.870612,51.910612,57.851224,62.630612,51.490612,60.351224,62.610612,62.971224,72.970612,68.011224,60.130612,57.890612,47.530612,66.272449,57.250612,64.250612,67.090612,54.750612,55.990612,56.910612,59.750612,58.591224,53.131224,60.590612,44.430612,61.730612,54.510612,62.671224,80.150612,73.190612,41.370612,57.530612,61.130612,59.350612,61.150612,54.030612,65.191224,75.070612,60.150612,65.351224,55.330612,46.450612,50.571224,54.411224,62.691837
35,1,63.745306,51.845306,70.145306,67.285306,52.285306,58.205306,63.005306,51.945306,60.865306,63.165306,63.345306,73.545306,68.625306,60.465306,58.185306,47.965306,66.745306,57.605306,64.765306,67.505306,55.345306,56.445306,57.297653,60.205306,59.045306,53.545306,60.985306,44.665306,62.205306,54.885306,63.077653,80.785306,73.985306,41.697653,58.065306,61.845306,59.785306,61.665306,54.465306,65.685306,75.505306,60.605306,65.785306,55.705306,46.785306,50.985306,54.825306,63.165306
35,2,64.288571,52.268571,70.688571,67.728571,52.828571,58.688571,63.528571,52.368571,61.468571,63.908571,63.828571,74.368571,69.248571,61.028571,58.548571,48.528571,67.328571,58.108571,65.228571,68.068571,55.828571,56.988571,57.668571,60.688571,59.508571,54.108571,61.368571,45.088571,62.688571,55.328571,63.468571,81.507143,74.968571,42.028571,58.708571,62.608571,60.308571,62.248571,55.028571,66.128571,76.008571,61.188571,66.328571,56.344286,47.228571,51.388571,55.288571,63.768571
36,0,64.863469,52.923469,71.376735,68.236735,53.183469,59.176735,63.983469,53.023469,62.023469,64.576735,64.356735,75.143469,70.096735,61.436735,58.912245,48.943469,67.963469,58.596735,65.876735,68.636735,56.370204,57.576735,58.143469,61.176735,60.116735,54.516735,61.752245,45.436735,63.196735,55.876735,63.876735,82.296735,75.543469,42.356735,59.196735,63.116735,61.023469,62.896735,55.476735,66.723469,76.576735,61.836735,66.743469,56.736735,47.656735,51.876735,55.856735,64.283469
36,1,65.540918,53.671837,72.171837,68.831837,53.771837,59.851837,64.571837,53.771837,62.631837,65.271837,65.051837,75.891837,70.930612,61.991837,59.370306,49.571837,68.690612,59.271837,66.651837,69.271837,57.051837,58.131837,58.811837,61.731837,60.991837,54.991837,62.271837,45.951837,63.871837,56.550918,64.411837,83.111837,76.211837,42.863946,59.851837,63.771837,61.771837,63.651837,56.131837,67.431837,77.231837,62.511837,67.351837,57.531837,48.200918,52.431837,56.511837,64.971837
36,2,66.271837,54.391837,73.231837,69.631837,54.431837,60.751837,65.691837,54.491837,63.411837,66.291837,65.791837,76.831837,71.651837,62.791837,59.671837,50.271837,69.451837,60.331837,67.291837,69.971837,57.771837,59.011837,59.671837,62.371837,62.331837,55.678834,62.811837,46.731837,64.671837,57.231837,65.091837,84.251837,77.431837,43.491837,60.651837,64.891837,62.491837,64.471837,56.931837,68.111837,78.371837,63.371837,68.157347,58.451837,48.690918,53.111837,57.271837,65.891837
