,measure_number,beat_number,pid1263-27,pid52932-13,pid610003b-03,pid9048b-03,pid9049-28,pid9050-28,pid9054-28,pid9055-27,pid9058-28,pid9059b-03,pid9060-28,pid9061-28,pid9062b-02,pid9063b-03,pid9066-28,pid9070b-11,pid9071b-06,pid9072b-03,pid9073b-03,pid9074f-28,pid9075-28,pid9093b-02,pid9094-27,pid9099b-03,pid9101b-10,pid9104-28,pid9105b-10,pid9111b-01,pid9118b-03,pid9137-15,pid9138-28,pid9139-27,pid9153-27,pid9166h-04,pid9170-27,pid9174-28,pid917520g-11,pid9176-10,pid9192-28
177,60,0,51.775147,53.535146999999995,61.855146999999995,52.715146999999995,48.735147,59.635146999999996,52.155147,58.935147,50.780295,52.575146999999994,54.695147,57.215146999999995,50.355146999999995,55.095147,64.175147,50.355146999999995,55.795147,50.215146999999995,58.795147,60.375147,47.395146999999994,49.635146999999996,50.195147,59.175146999999996,56.075146999999994,63.015147,68.47514699999999,60.835147,58.015147,52.565442000000004,52.935147,60.935147,49.435147,50.595147,57.895146999999994,49.495146999999996,70.755147,50.835147,60.475147
178,60,1,52.009932,53.769932,62.14993199999999,52.929931999999994,48.929932,59.889931999999995,52.369932,59.169931999999996,51.009932,52.78993199999999,54.949932,57.46993199999999,50.569932,55.309931999999996,64.489932,50.589932,56.089932,50.429932,59.049932,60.569931999999994,47.609932,49.849932,50.389932,59.429931999999994,56.309931999999996,63.269932,68.689932,61.089932,58.229932,52.849931999999995,53.18993199999999,61.209931999999995,49.649932,50.849932,58.18993199999999,49.729932,71.08993199999999,51.129932000000004,60.729932
179,60,2,52.253107,53.97310699999999,62.373107,53.093106999999996,49.133107,60.11310699999999,52.593106999999996,59.47310699999999,51.213107,53.013107,55.173106999999995,57.733107,50.773107,55.513107,64.753107,50.833107,56.313106999999995,50.633107,59.273106999999996,60.79310699999999,47.793107,50.053107000000004,50.593107,59.693107,56.533106999999994,63.593106999999996,68.913107,61.313106999999995,58.43310699999999,53.11310699999999,53.39310699999999,61.493106999999995,49.873107,51.133107,58.43310699999999,49.953107,71.353107,51.333107,60.97310699999999
180,61,0,52.407891,54.207891000000004,62.647891,53.307891000000005,49.347891,60.387891,52.72789100000001,59.707891000000004,51.427890999999995,53.187891,55.407891000000006,57.947891000000006,50.967890999999995,55.72789100000001,64.96789100000001,51.047891,56.527891000000004,50.887890999999996,59.547891,61.007891,47.947891,50.247890999999996,50.807891,59.907891000000006,56.72789100000001,63.807891000000005,69.118946,61.527891000000004,58.607891,53.327891,53.567891,61.707891000000004,50.087891,51.347891,58.687891,50.127891,71.587891,51.587891,61.267891000000006
181,61,1,52.868219999999994,54.66644,63.02644,53.66644,49.60644,60.80644,53.226440000000004,60.326440000000005,51.76644,53.56644,55.84644,58.24644,51.28644,56.366440000000004,65.28644,51.34644,56.92644,51.40644,59.94644,61.39411,48.24644,50.546440000000004,51.34644,60.44644,57.186440000000005,64.34644,69.42644,61.90288,59.20644,53.66644,54.08288,62.06644,50.42644,51.98644,59.046440000000004,50.48644,72.02644000000001,52.146440000000005,61.76644
182,61,2,53.122493999999996,54.92249399999999,63.342493999999995,53.902494,49.767497999999996,61.10249399999999,53.466246999999996,60.622493999999996,52.002494,53.86249399999999,56.122493999999996,58.542494,51.542494,56.662493999999995,65.582494,51.622494,57.222494,51.646246999999995,60.24249399999999,61.622493999999996,48.466246999999996,50.802494,51.602494,60.82249399999999,57.46249399999999,64.702494,69.642494,62.202493999999994,59.482493999999996,53.902494,54.36249399999999,62.342493999999995,50.662494,52.282494,59.402494,50.742494,72.34249399999999,52.442493999999996,62.082494
183,62,0,53.417438,55.183718999999996,63.66371899999999,54.143719,50.016859000000004,61.417438,53.723718999999996,60.92371899999999,52.263719,54.123718999999994,56.38371899999999,58.803718999999994,51.803719,56.92371899999999,65.883719,51.863719,57.483718999999994,51.863719,60.557438,61.903718999999995,48.703719,51.043719,51.883719,61.143719,57.70371899999999,64.983719,69.86371899999999,62.483718999999994,59.723718999999996,54.20371899999999,54.623718999999994,62.623718999999994,50.903719,52.61115600000001,59.683718999999996,50.963719,72.603719,52.70371899999999,62.391156
184,62,1,53.650113,55.370113,63.910113,54.310113,50.230113,61.670113,53.950113,61.150113,52.450113,54.350113,56.610113,59.030113,52.050113,57.150113,66.190113,52.090113,57.710113,52.070113,60.810113,62.150113,48.930113,51.230113,52.090113,61.390113,57.930113,65.230113,70.070113,62.730113,59.870113,54.450113,54.830113,62.870113,51.110113,52.990113,59.930113,51.190113000000004,72.85011300000001,52.910113,62.630113
185,62,2,53.930703,55.590703000000005,64.15070300000001,54.510703,50.490703,61.910703000000005,54.190703000000006,61.370703000000006,52.650703,54.690703000000006,56.850703,59.290703,52.270703000000005,57.370703000000006,66.43070300000001,52.350703,57.930703,52.290703,61.030703,62.430703,49.150703,51.430703,52.330703,61.710703,58.150703,65.530703,70.29070300000001,62.950703000000004,60.090703000000005,54.750703,55.030703,63.150703,51.330703,53.251406,60.210703,51.390703,73.110703,53.170703,62.870703000000006
186,63,0,54.173878,55.831293,64.49258499999999,54.73129300000001,50.711293,62.232585,54.41129300000001,61.651293,52.891293000000005,54.91129300000001,57.09129300000001,59.572585,52.491293000000006,57.59129300000001,66.751293,52.633878,58.191293,52.511293,61.352585,62.711293000000005,49.351293,51.671293,52.571293000000004,61.931293000000004,58.41129300000001,65.79129300000001,70.531293,63.23517,60.311293000000006,55.012584999999994,55.27129300000001,63.41129300000001,51.591293,53.55129300000001,60.511293,51.611292999999996,73.411293,53.432584999999996,63.191293
187,63,1,54.537687,56.057687,64.797687,54.953844,50.857687,62.537687,54.677687,61.977687,53.097687,55.177687,57.417687,59.897687,52.817687,57.817687,67.077687,52.897687,58.437687,52.737687,61.657687,63.057687,49.577687,51.897687,52.837687,62.317687,58.645374,66.177687,70.877687,63.517687,60.557687,55.313061,55.537687,63.737687,51.817687,53.817687,60.785374,51.797686999999996,73.737687,53.757687,63.477687
188,63,2,54.781496999999995,56.261497,65.081497,55.181497,51.081497,62.841497,54.921496999999995,62.221497,53.361497,55.421496999999995,57.681497,60.181497,53.021497,58.061496999999996,67.321497,53.161497,58.701496999999996,52.941497,61.941497,63.301497,49.821496999999994,52.141496999999994,53.081497,62.561496999999996,58.901497,66.441497,71.101497,63.761497,60.761497,55.581497,55.781496999999995,64.001497,52.081497,54.061496999999996,61.081497,52.041497,74.021497,53.981497,63.801497
189,64,0,55.030476,56.470476,65.350476,55.390476,51.310476,63.090476,55.150476,62.490476,53.570476,55.690476000000004,57.910952,60.410476,53.250476,58.270476,67.590476,53.430476,58.910476,53.130476,62.190476000000004,63.510476000000004,50.050476,52.330476000000004,53.290476,62.810476,59.110476,66.710476,71.310476,64.03047600000001,60.960238000000004,55.850476,55.990476,64.270476,52.310476,54.370476000000004,61.350476,52.250476,74.230476,54.230476,64.090476
190,64,1,55.291701,56.671701,65.611701,55.631701,51.571701000000004,63.371701,55.411701,62.751701000000004,53.831701,55.971701,58.191701,60.731701,53.571701000000004,58.531701,67.851701,53.711701,59.171701,53.37085,62.471701,63.771701,50.311701,52.571701000000004,53.511701,63.151701,59.371701,66.991701,71.531701,64.311701,61.211701,56.111701000000004,56.251701000000004,64.571701,52.571701000000004,54.731701,61.651701,52.511701,74.511701,54.531701,64.351701
191,64,2,55.574875,56.914875,65.874875,55.834875,51.779751,63.634875,55.674875,63.114875,54.034875,56.274875,58.414875,60.954875,53.774875,58.734875,68.214875,53.954875,59.414875,53.554875,62.714875,63.994875,50.534875,52.774875,53.754875,63.474875,59.614875,67.274875,71.774875,64.534875,61.434875,56.434875,56.454875,64.834875,52.774875,55.114875,61.914875,52.734875,74.854875,54.814875,64.634875
192,65,0,55.772245,57.112244999999994,66.192245,55.992245,51.992245000000004,63.952245,55.87224499999999,63.312245,54.23224499999999,56.472244999999994,58.672245,61.214490000000005,53.972244999999994,58.932244999999995,68.412245,54.252244999999995,59.65224499999999,53.792244999999994,63.018980000000006,64.212245,50.732245,52.972244999999994,53.952245,63.672245,59.83224499999999,67.53224499999999,71.972245,64.792245,61.632245,56.65449,56.672245,65.072245,53.032244999999996,55.312245,62.212244999999996,52.932244999999995,75.09224499999999,55.01449,64.89449
193,65,1,56.124444,57.36444399999999,66.484444,56.168611,52.187222,64.244444,56.124444,63.68444399999999,54.457221999999994,56.744443999999994,58.924443999999994,61.524443999999995,54.264444,59.164443999999996,68.684444,54.50444399999999,59.884443999999995,54.00444399999999,63.304444,64.58444399999999,50.964444,53.204443999999995,54.18444399999999,64.08444399999999,60.084444,67.904444,72.22444399999999,65.064444,61.924443999999994,56.984443999999996,56.90444399999999,65.404444,53.244443999999994,55.54444399999999,62.478889,53.124444,75.424444,55.36444399999999,65.244444
194,65,2,56.391474,57.591474,66.771474,56.431474,52.431474,64.514422,56.371474,64.012948,54.711474,56.991474,59.231474,61.791474,54.491474,59.431474,68.931474,54.811474,60.171473999999996,54.231474,63.611474,64.811474,51.191474,53.451474,54.411474,64.351474,60.371474,68.171474,72.451474,65.331474,62.171473999999996,57.231474,57.171473999999996,65.671474,53.511474,55.791474,62.791474,53.371474,75.711474,55.631474,65.531474
195,66,0,56.632698,57.852698,67.05269799999999,56.632698,52.672698,64.852698,56.612697999999995,64.532698,54.972698,57.252697999999995,59.491349,62.052698,54.712697999999996,59.692698,69.232698,55.072697999999995,60.392697999999996,54.492698,63.912698,65.132698,51.452698,53.692698,54.652698,64.632698,60.632698,68.452698,72.71809499999999,65.592698,62.432697999999995,57.492698,57.412698,65.932698,53.772698,56.212697999999996,63.072697999999995,53.612697999999995,75.972698,55.852698,65.852698
196,66,1,56.905533,58.065532999999995,67.34553299999999,56.865533,52.905533,65.105533,56.865533,64.925533,55.205532999999996,57.525532999999996,59.725533,62.345532999999996,54.985533,59.96553299999999,69.525533,55.345532999999996,60.701066000000004,54.725533,64.145533,65.445533,51.677766,53.945533,54.885532999999995,64.925533,60.925532999999994,68.705533,73.025533,65.857766,62.64553299999999,57.785532999999994,57.585533,66.205533,53.985533,56.545533,63.345532999999996,53.847766,76.26553299999999,56.085533,66.12553299999999
197,66,2,57.195781999999994,58.355782,67.63578199999999,57.015781999999994,53.09578199999999,65.395782,57.065261,65.175782,55.406445999999995,57.77578199999999,59.95578199999999,62.655781999999995,55.155781999999995,60.255781999999996,69.815782,55.575782,60.995782,54.95578199999999,64.43578199999999,65.735782,51.865261,54.215782,55.075782,65.175782,61.215782,68.99578199999999,73.315782,66.115782,62.935781999999996,58.075782,57.795781999999996,66.49578199999999,54.215782,56.855782,63.655781999999995,54.115781999999996,76.555782,56.335781999999995,66.395782
198,67,0,57.543447,58.663447,68.003447,57.296723,53.303447,65.763447,57.343447,65.563447,55.683446999999994,58.083447,60.223447,62.983447,55.443447,60.563447,70.16344699999999,55.823446999999994,61.303447,55.303447,64.783447,66.103447,52.083447,54.423446999999996,55.283446999999995,65.58344699999999,61.663447,69.383447,73.623447,66.463447,63.283446999999995,58.383447,58.063447,66.863447,54.476723,57.083447,63.963446999999995,54.403447,77.02344699999999,56.584689000000004,66.623447
199,67,1,58.047891,59.027891000000004,68.46789100000001,57.547891,53.587891000000006,66.227891,57.687891,65.907891,55.927891,58.367891,60.587891000000006,63.427891,55.72789100000001,60.847891000000004,70.787891,56.125781999999994,61.807891000000005,55.72789100000001,65.24789100000001,66.425782,52.387890999999996,54.72789100000001,55.567891,65.927891,62.087891000000006,69.867891,74.067891,66.787891,63.787891,58.725781999999995,58.365781999999996,67.24789100000001,54.807891000000005,57.367891,64.387891,54.687891,77.445782,56.847891000000004,66.987891
200,67,2,58.26848100000001,59.288481000000004,68.788481,57.748481000000005,53.826961,66.54848100000001,57.94848100000001,66.168481,56.16848100000001,58.648481000000004,60.84848100000001,63.748481000000005,55.94848100000001,61.068481000000006,71.148481,56.366960999999996,62.16848100000001,55.94848100000001,65.54848100000001,66.68848100000001,52.608481000000005,54.94848100000001,55.788481000000004,66.228481,62.30848100000001,70.146961,74.32848100000001,67.04848100000001,64.008481,58.98848100000001,58.62848100000001,67.528481,55.046960999999996,57.728481,64.686961,54.90848100000001,77.68848100000001,57.068481000000006,67.308481
201,68,0,58.50068,59.50068,69.042041,57.96068,54.04068,66.78068,58.200680000000006,66.411361,56.411361,58.920680000000004,61.091361,64.02068,56.18068,61.30068000000001,71.38068,56.64068,62.46068,56.18068,65.78068,66.951361,52.840680000000006,55.160680000000006,56.00068,66.50068,62.560680000000005,70.40068000000001,74.571361,67.322041,64.22068,59.271361,58.86068,67.782041,55.280680000000004,57.992720999999996,64.94068,55.14068,77.96068000000001,57.331361,67.571361
202,68,1,58.752244999999995,59.69224499999999,69.292245,58.15224499999999,54.212244999999996,67.03224499999999,58.432244999999995,66.632245,56.612244999999994,59.132245,61.352244999999996,64.31224499999999,56.412245,61.492245,71.67224499999999,56.854490000000006,62.65224499999999,56.392244999999996,66.03224499999999,67.192245,53.05449,55.37224499999999,56.19224499999999,66.73224499999999,62.792244999999994,70.652245,74.772245,67.552245,64.39224499999999,59.572244999999995,59.05224499999999,68.052245,55.472244999999994,58.23224499999999,65.23224499999999,55.352244999999996,78.212245,57.55224499999999,67.81224499999999
203,68,2,58.972834,59.912834,69.532834,58.372834,54.432834,67.292834,58.652834,66.872834,56.832834,59.352833999999994,61.595668999999994,64.55283399999999,56.632833999999995,61.712833999999994,71.97283399999999,57.092833999999996,62.932834,56.632833999999995,66.272834,67.432834,53.291417,55.572834,56.372834,66.992834,63.012834,70.932834,74.992834,67.83283399999999,64.592834,59.812833999999995,59.272833999999996,68.33283399999999,55.732834,58.452833999999996,65.492834,55.612834,78.512834,57.752834,68.092834
204,69,0,59.170204000000005,60.110204,69.790204,58.570204000000004,54.570204000000004,67.530204,58.77020400000001,67.130204,57.030204000000005,59.550204,61.810204000000006,64.770204,56.810204000000006,61.910204,72.150204,57.310204000000006,63.130204000000006,56.830204,66.530204,67.630204,53.45020400000001,55.77020400000001,56.570102,67.230204,63.190204,71.150204,75.150204,68.030204,64.790204,60.050204,59.460102,68.55020400000001,55.970204,58.650204,65.730204,55.830204,78.75020400000001,57.970204,68.390204
205,69,1,59.619138,60.879138,70.159138,58.839138,54.799138,67.899138,59.079138,67.44637900000001,57.399138,59.888277,62.184568999999996,65.079138,57.099138,62.299138,72.443828,57.539138,63.459138,57.288277,66.899138,67.979138,53.719138,56.079138,56.879138,67.659138,63.619138,71.679138,75.439138,68.419138,65.199138,60.359138,59.839138,68.939138,56.199138,59.139138,66.119138,56.199138,79.219138,58.259138,68.879138
206,69,2,59.848753,61.128753,70.38875300000001,59.068753,55.048753000000005,68.128753,59.308753,67.727506,57.648753,60.108753,62.428753,65.328753,57.348753,62.548753000000005,72.66875300000001,57.768753000000004,63.728753000000005,57.528753,67.128753,68.247506,53.928753,56.308753,57.14750600000001,67.88875300000001,63.828753000000006,71.968753,75.648753,68.688753,65.428753,60.588753000000004,60.048753000000005,69.148753,56.448753,59.388753,66.368753,56.448753,79.468753,58.468753,69.148753
207,70,0,60.071927,61.351927,70.751927,59.271927000000005,55.211927,68.491927,59.571927,67.97192700000001,57.871927,60.351927,62.671927000000004,65.61192700000001,57.571927,62.751927,72.97192700000001,58.031927,63.931927,57.731927,67.47192700000001,68.451927,54.131927000000005,56.531927,57.391927,68.191927,64.071927,72.251927,75.851927,69.011927,65.671927,60.891927,60.251927,69.451927,56.731927,59.731927,66.691927,56.651927,79.731927,58.671927000000004,69.411927
208,70,1,60.364127,61.604127000000005,70.984127,59.484127,55.424127,68.724127,59.804127,68.204127,58.104127000000005,60.644127000000005,62.944127,65.884127,57.804127,62.984127,73.244127,58.304127,64.184127,57.964127000000005,67.704127,68.744127,54.364127,56.764127,57.624127,68.464127,64.324127,72.52412700000001,76.084127,69.264127,65.884127,61.204127,60.484127,69.704127,56.984127,60.064127,66.94412700000001,56.884127,80.004127,58.924127,69.66412700000001
209,70,2,60.584717000000005,61.804717000000004,71.284717,59.704717,55.624717000000004,69.02471700000001,60.024717,68.444717,58.32471700000001,60.904717000000005,63.164717,66.10471700000001,58.024717,63.204717,73.504717,58.524717,64.484717,58.14471700000001,67.96471700000001,69.064717,54.584717000000005,57.00471700000001,57.844717,68.704717,64.584717,72.81943299999999,76.284717,69.504717,66.144717,61.424717,60.704717,69.96471700000001,57.204717,60.32471700000001,67.27415,57.104717,80.29415,59.164717,69.924717
210,71,0,61.028526,62.088526,71.62852600000001,59.948526,55.888526,69.38557800000001,60.288526,68.868526,58.588526,61.208526,63.448526,66.408526,58.308526,63.448526,73.808526,58.788526,64.748526,58.388526,68.448526,69.368526,54.808526,57.248526,58.048526,69.068526,64.908526,73.168526,76.528526,69.848526,66.448526,61.728526,60.968526000000004,70.268526,57.488526,60.628526,67.568526,57.348526,80.728526,59.408526,70.168526
211,71,1,61.529751,62.769751,72.089751,60.209751000000004,56.189751,69.829751,60.649751,69.22975100000001,58.889751000000004,61.569751000000004,63.769751,66.809501,58.609751,63.709751000000004,74.468254,59.109751,65.309751,58.689751,68.769751,70.049002,55.129751,57.549751,58.509501,69.389751,65.428753,73.669751,76.909751,70.189751,66.829751,62.189501,61.309751,70.669501,57.849751,60.969751,67.949751,57.689501,81.189751,59.769252,70.549501
212,71,2,61.732925,62.972925,72.332925,60.411463,56.432925,70.072925,60.872925,69.432925,59.092925,61.832925,64.032925,67.072925,58.832925,63.912925,74.732925,59.332925,65.632925,58.892925,69.032925,70.332925,55.352925,57.752925,58.701463000000004,69.632925,65.632925,73.952925,77.132925,70.452925,67.032925,62.472925,61.532925,70.912925,58.052925,61.212925,68.232925,57.952925,81.392925,59.972925,70.852925
213,72,0,62.0561,63.1561,72.5622,60.5961,56.6361,70.3161,61.0761,69.6761,59.2761,62.0761,64.2561,67.3161,59.0361,64.1161,74.9361,59.5361,65.8822,59.0961,69.2361,70.6161,55.5561,57.9561,58.88305,69.8961,65.8561,74.1961,77.3361,70.6822,67.2361,62.7022,61.7561,71.1161,58.2761,61.4561,68.4561,58.2561,81.6361,60.1761,71.0761
214,72,1,62.31176899999999,63.370884,72.85176899999999,60.830884,56.851769,70.611769,61.330884,69.93088399999999,59.490883999999994,62.310883999999994,64.530884,67.630884,59.290884,64.330884,75.210884,59.790884,66.210884,59.310883999999994,69.550884,70.990884,55.770883999999995,58.170883999999994,59.090883999999996,70.171769,66.090884,74.471769,77.550884,70.952653,67.451769,62.95176899999999,61.970884,71.391769,58.490883999999994,61.73176899999999,68.751769,58.751768999999996,81.891769,60.410883999999996,71.370884
215,72,2,62.582449,63.522449,73.102449,61.022449,57.062449,70.842449,61.562449,70.122449,59.702449,62.582449,64.782449,67.862449,59.482449,64.522449,75.46244899999999,60.062449,66.402449,59.522449,69.754898,71.262449,55.982449,58.362449,59.302448999999996,70.442449,66.342449,74.742449,77.762449,71.222449,67.662449,63.242449,62.162449,71.662449,58.702449,61.982449,69.022449,58.982449,82.182449,60.602449,71.582449
216,73,0,62.789637,63.69981899999999,73.399819,61.19981899999999,57.25981899999999,71.11981899999999,61.75981899999999,70.399819,59.899818999999994,62.819818999999995,65.039819,68.11981899999999,59.779818999999996,64.719819,75.709637,60.29981899999999,66.609637,59.739819,70.019819,71.47981899999999,56.179818999999995,58.559819,59.51981899999999,70.659819,66.539819,74.959819,77.97981899999999,71.47981899999999,67.83981899999999,63.499818999999995,62.359818999999995,71.899819,58.949637,62.219818999999994,69.27981899999999,59.19981899999999,82.439819,60.809637,71.879819
217,73,1,63.094603,63.911533999999996,73.674603,61.434603,57.474603,71.43460300000001,62.03920600000001,70.674603,60.134603000000006,63.099206,65.279206,68.474603,59.994603000000005,64.93460300000001,75.994603,60.574603,66.859206,59.954603000000006,70.314603,71.774603,56.454603000000006,58.794603,59.754603,70.95920600000001,66.79460300000001,75.29460300000001,78.214603,71.79460300000001,68.074603,63.783809999999995,62.574603,72.174603,59.174603000000005,62.559206,69.59920600000001,59.454603000000006,82.694603,61.054603,72.148413
218,73,2,63.331973,64.071973,73.951973,61.631972999999995,57.671973,71.67591800000001,62.291973,70.871973,60.351973,63.351973,65.531973,68.711973,60.191973,65.131973,76.191973,60.813945999999994,67.091973,60.171973,70.57394599999999,72.031973,56.651973,58.991973,59.951972999999995,71.211973,66.991973,75.511973,78.431973,72.011973,68.25197299999999,64.011973,62.771972999999996,72.413946,59.411972999999996,62.771972999999996,69.851973,59.671973,82.931973,61.271972999999996,72.393946
219,74,0,63.52934200000001,64.249342,74.149342,61.809342,57.869342,71.90934200000001,62.52934200000001,71.12934200000001,60.509342000000004,63.589342,65.76934200000001,68.988027,60.389342000000006,65.32934200000001,76.389342,61.049342,67.328027,60.389342000000006,70.789342,72.229342,56.829342000000004,59.189342,60.149342000000004,71.469342,67.18934200000001,75.788685,78.62934200000001,72.249342,68.429342,64.248685,62.949342,72.669342,59.649342000000004,62.98934200000001,70.089342,59.928027,83.209342,61.48934200000001,72.648685
220,74,1,63.775102000000004,64.435102,74.435102,61.975102,58.055102000000005,72.235102,62.755102,71.315102,60.735102000000005,63.875102000000005,66.015102,69.275102,60.595102000000004,65.515102,76.655102,61.275102000000004,67.535102,60.595102000000004,71.135102,72.475102,57.035102,59.375102000000005,60.355102,71.715102,67.415102,76.035102,78.835102,72.515102,68.61510200000001,64.460204,63.095102000000004,72.935102,59.875102000000005,63.215102,70.375102,60.155102,83.475102,61.675102,72.875102
221,74,2,63.960862,64.620862,74.74086199999999,62.160862,58.320862,72.480862,63.020862,71.580862,60.960862,64.200862,66.260862,69.580862,60.780862,65.700862,76.880862,61.540862,67.751723,60.820862,71.360862,72.74086199999999,57.251723,59.591722999999995,60.560862,71.980862,67.680862,76.311723,79.040862,72.820862,68.811723,64.720862,63.320862,73.160862,60.100862,63.480862,70.620862,60.351723,83.760862,61.940862,73.111723
222,75,0,64.24081600000001,64.82081600000001,75.040816,62.360816,58.600816,72.780816,63.300816000000005,71.780816,61.300816000000005,64.540816,66.520816,69.96081600000001,60.960816,65.88081600000001,77.10081600000001,61.820816,68.040816,61.140816,71.540816,73.020816,57.520816,59.840816000000004,60.760816000000005,72.280816,67.900816,76.580816,79.280816,73.140816,69.020816,65.060816,63.531633,73.440816,60.440816000000005,63.720816000000006,70.900816,60.620816000000005,84.040816,62.120816000000005,73.340816
223,75,1,64.478821,65.058821,75.278821,62.598820999999994,58.838820999999996,73.018821,63.538821,71.978821,61.538821,64.778821,66.778821,70.198821,61.198820999999995,66.118821,77.35882099999999,62.058820999999995,68.278821,61.45882099999999,71.758821,73.258821,57.77882099999999,60.438821,60.95882099999999,72.518821,68.138821,76.818821,79.518821,73.425283,69.258821,65.35882099999999,63.77882099999999,73.678821,60.658820999999996,63.95882099999999,71.178821,60.858821,84.278821,62.358821,73.618821
224,75,2,64.657687,65.308435,75.528435,62.808434999999996,59.088435,73.268435,63.788435,72.228435,61.788435,65.028435,67.028435,70.448435,61.588435,66.36843499999999,77.608435,62.308434999999996,68.528435,61.708434999999994,72.00843499999999,73.50843499999999,58.028434999999995,60.688435,61.174804,72.768435,68.388435,77.068435,79.768435,73.708435,69.50843499999999,65.608435,64.028435,73.908435,60.828435,64.28843499999999,71.428435,61.108435,84.548435,62.608435,74.048435
225,76,0,64.753813,65.69288,76.29288000000001,62.940991000000004,59.83288,74.03288,64.09288000000001,72.47288,62.27288000000001,66.01288000000001,67.43288000000001,71.25288,61.95288000000001,66.65288000000001,78.27288,62.712880000000006,69.39288,62.49288000000001,72.85288,74.09288000000001,58.792880000000004,60.97288,61.276288,73.29288000000001,68.93288000000001,77.75288,80.17288,74.03288,69.97288,66.05288,64.37288000000001,74.19288,61.112880000000004,64.71288,72.03288,62.15288,85.19288,63.212880000000006,74.99288
226,76,1,64.852923,65.965079,76.635238,63.080158999999995,60.165079000000006,74.305079,64.525079,72.815238,62.44507900000001,66.245079,67.685079,71.485079,62.225079,66.885079,78.50507900000001,62.94507900000001,69.665079,62.745079000000004,73.14507900000001,74.325079,59.085079,61.205079000000005,61.385079000000005,73.525079,69.165079,77.985079,80.39754,74.265079,70.205079,66.36507900000001,64.625079,74.40754,61.345079000000005,65.045079,72.24754,62.385079000000005,85.455238,63.44507900000001,75.255238
227,76,2,64.926939,66.26693900000001,77.006939,63.386939,60.486939,74.746939,64.826939,73.12693900000001,62.746939000000005,66.546939,67.986939,71.986939,62.526939,67.186939,78.826939,63.266939,69.966939,63.046939,73.566939,74.62693900000001,59.386939,61.478469,61.428463,73.886939,69.466939,78.546939,80.458776,74.62693900000001,70.506939,66.666939,64.926939,74.612997,61.646939,65.346939,72.356565,62.686939,86.186939,63.826939,75.846939
228,77,0,65.184263,66.544263,77.398526,63.764263,60.864263,75.124263,65.09713199999999,73.504263,63.104263,67.007052,68.37852600000001,72.524263,62.964263,67.564263,79.204263,63.644263,70.344263,63.284263,73.944263,75.23852600000001,59.694754,61.764263,61.784263,74.307052,69.858526,78.924263,80.53158499999999,75.018526,70.704263,67.044263,65.304263,74.684263,61.671783,65.624263,72.36914200000001,62.964263,86.644263,64.224263,76.224263
229,77,1,65.428073,66.788073,77.648073,63.868072999999995,61.108073,75.368073,65.248073,73.788073,63.348073,67.268073,68.708073,72.808073,63.208073,67.808073,79.508073,63.888073,70.568073,63.548072999999995,74.188073,75.488073,59.908073,62.008072999999996,62.028073,74.648073,70.108073,79.16807299999999,80.608073,75.268073,70.948073,67.288073,65.548073,74.928073,61.788073,65.868073,72.409725,63.208073,86.88807299999999,64.468073,76.468073
230,77,2,65.61981,67.107347,78.002041,64.187347,61.427347,75.75673499999999,65.567347,74.107347,63.667347,67.687347,69.02734699999999,73.287347,63.687346999999995,68.127347,79.847347,64.207347,70.765261,63.833468999999994,74.607347,75.807347,60.227346999999995,62.327346999999996,62.347347,74.967347,70.52734699999999,79.707347,80.927347,75.587347,71.267347,67.523907,66.007347,75.24734699999999,62.107347,66.162449,72.727347,63.527347,87.207347,64.762449,76.93408199999999
231,78,0,65.64796700000001,67.519501,78.779501,64.562375,61.859501,76.539501,66.279501,74.539501,64.099501,68.119501,69.439501,73.739501,64.099501,68.539501,80.199501,64.659501,71.099501,64.199501,75.319501,76.509002,60.639501,62.579501,62.659501,75.379501,70.939501,80.119501,81.239501,75.999501,71.57950100000001,67.899501,66.519501,75.659501,62.659501,66.479501,72.999501,63.799501,88.379501,65.159501,77.359501
232,78,1,65.850459,67.78653100000001,79.046531,64.806531,62.12653100000001,76.806531,66.538265,74.78653100000001,64.326531,68.466531,69.70653100000001,74.00653100000001,64.346531,68.806531,80.666531,64.92653100000001,71.466531,64.48306099999999,75.58653100000001,76.856122,60.94653100000001,62.846531000000006,62.926531000000004,75.64653100000001,71.20653100000001,80.386531,81.50653100000001,76.306531,71.86653100000001,68.166531,66.902245,76.06653100000001,62.926531000000004,66.746531,73.266531,64.06653100000001,88.72653100000001,65.392362,77.626531
233,78,2,65.864064,67.941644,79.536304,65.185788,62.518177,77.316304,67.016304,75.015326,64.816304,68.911754,70.656304,74.49630400000001,64.85630400000001,69.296304,81.456304,65.21630400000001,71.876304,64.793288,76.07630400000001,77.35630400000001,61.028755000000004,63.260788,63.201910999999996,76.016304,71.696304,80.863152,81.817763,76.64385899999999,72.256304,68.656304,68.168912,76.556304,63.476304000000006,67.176304,73.756304,64.32587,89.196304,65.64463,78.116304
