,,pid1263-15,pid52932-08,pid6100021-11,pid9048-15,pid9049-15,pid9050-15,pid9054-15,pid9055-15,pid9058-15,pid9059-15,pid9060-15,pid9061-15,pid9062-15,pid9063-15,pid9065-10,pid9066-15,pid9067-15,pid9068-10,pid9070-23,pid9072-15,pid9074f-15,pid9075-15,pid9078-07,pid9081-03,pid9088-10,pid9089-08,pid9091-22,pid9093-15,pid9094-15,pid9098-02,pid9099-15,pid9100b-11,pid9101-15,pid9104-15,pid9105-15,pid9111-15,pid9116-06,pid9118-15,pid9126-03,pid9128-11,pid9137-09,pid9138-15,pid9139-15,pid9153-15,pid915410b-22,pid9161-13,pid9166e-08,pid9170-15,pid9173-20,pid9174-15,pid917509-04,pid917813-03,pid9179-07,pid9186c-15,pid918904-03,pid9192-15
63,2,58.410204,60.370204,68.770204,70.730204,65.770204,76.990204,53.870204,69.650204,63.450041,68.550204,81.450204,66.630204,66.310204,66.070204,70.050204,68.210204,67.670204,64.270204,54.950204,61.170102,75.150204,62.690204,64.470204,68.930204,63.595051,84.230204,81.390204,68.110204,64.250204,70.350204,66.470204,75.530408,68.330204,63.910204,54.950204,81.230204,62.870204,65.890204,65.210204,68.270204,51.470204,69.930204,58.410204,60.850204,72.450204,69.810408,59.290204,69.270204,64.670204,66.730102,68.590204,64.870204,60.230204,73.810204,78.570204,66.770204
64,0,58.744898,60.684898,69.104898,71.124898,66.144898,77.384898,54.164898,70.099796,63.704898,68.924898,81.804898,66.979796,66.644898,66.404898,70.454694,68.604898,67.984898,64.599796,55.264898,61.484898,75.504898,63.079796,64.804898,69.264898,63.884898,84.744898,81.799796,68.444898,64.544898,70.729592,66.839796,75.884898,68.679796,64.244898,55.244898,81.594694,63.219796,66.164898,65.544898,68.584898,51.804898,70.264898,58.704898,61.199796,72.784898,70.264898,59.624898,69.644898,65.104898,66.944898,68.924898,65.184898,60.564898,74.144898,78.844898,67.119796
64,1,58.973469,60.911156,69.333469,71.513469,66.373469,77.613469,54.353469,70.393469,63.933469,69.253469,82.073469,67.213469,66.873469,66.633469,70.713469,68.833469,68.213469,64.873469,55.481735,61.653469,75.733469,63.353469,65.033469,69.453469,64.093469,84.973469,82.073469,68.673469,64.773469,70.993469,67.093469,76.113469,68.913469,64.413469,55.473469,81.893469,63.453469,66.353469,65.793469,68.813469,52.010867,70.493469,58.913469,61.473469,72.965867,70.493469,59.873469,69.913469,65.373469,67.233469,69.171156,65.453469,60.770694,74.413469,79.071156,67.373469
64,2,59.355816,61.141633,69.741633,71.981633,66.781633,78.061633,54.621633,70.741633,64.221633,69.681633,82.481633,67.561633,67.281633,66.953878,71.201633,69.201633,68.561633,65.221633,55.761633,62.001633,76.173265,63.761633,65.361633,69.841633,64.421633,85.561633,82.501633,68.981633,65.201633,71.461633,67.461633,76.521633,69.321633,64.781633,55.725816,82.373265,63.801633,66.701633,66.261633,69.301633,52.321633,70.821633,59.341633,61.821633,73.361633,70.981633,60.161633,70.287211,65.861633,67.641633,69.521633,65.741633,61.081633,74.841633,79.441633,67.781633
65,0,59.647574,61.387574,70.047574,72.427574,67.147574,78.507574,54.927574,71.027574,64.607574,70.087574,83.007574,67.847574,67.667574,67.267574,71.647574,69.567574,68.927574,65.627574,56.147574,62.267574,76.607574,64.167574,65.678787,70.218787,64.807574,86.167574,82.867574,69.267574,65.587574,71.887574,67.847574,76.887574,69.707574,65.087574,56.067574,82.807574,64.207574,67.067574,66.667574,69.727574,52.707574,71.167574,59.707574,62.158787,73.687574,71.527574,60.507574,70.647574,66.387574,68.027574,69.887574,66.078787,61.427574,75.227574,79.827574,68.167574
65,1,59.940816,61.700816,70.380816,72.860816,67.580816,79.020816,55.082823,71.340816,64.940816,70.540816,83.420816,68.200816,68.040816,67.620816,72.080816,69.886939,69.260816,66.000816,56.420816,62.580816,77.020816,64.600816,66.020816,70.500816,65.200816,86.551633,83.165408,69.586939,65.980816,72.360816,68.220816,77.260816,70.080816,65.420816,56.396352,83.140816,64.535408,67.500816,67.060816,69.869294,53.020816,71.460816,60.000816,62.500816,74.060816,71.900816,60.760816,70.940816,66.760816,68.400816,70.240816,66.440816,61.760816,75.600816,80.280816,68.465408
65,2,60.221735,61.970496,70.620867,73.313469,67.953469,79.513469,55.373469,71.733469,65.193469,70.953469,83.753469,68.633469,68.473469,67.933469,72.413469,70.073469,69.553469,66.273469,56.673469,62.893469,77.313469,65.013469,66.393469,70.821735,65.613469,86.993469,83.593469,69.873469,66.411735,72.793469,68.633469,77.713469,70.411735,65.755867,56.673469,83.593469,64.693469,67.913469,67.493469,70.231156,53.230867,71.773469,60.274694,62.753469,74.493469,72.393469,61.033469,71.253469,67.157823,68.873469,70.473469,66.815867,62.131735,75.933469,80.713469,68.733469
66,0,60.559705,62.239705,71.019705,73.999705,68.359705,79.959705,55.717426,72.339705,65.579705,71.419705,84.259705,69.059705,68.899705,68.279705,72.839705,70.499705,70.239705,66.644853,57.119705,63.319705,78.099705,65.439705,66.819705,71.299705,66.039705,87.419705,84.079705,70.239705,66.813235,73.299705,69.179705,78.199705,70.779705,66.119705,56.979705,84.159705,65.059705,68.379705,67.959705,70.534853,53.579705,72.124853,60.584853,63.279705,75.019705,72.839705,61.459705,71.619705,67.579705,69.299705,70.879705,67.119705,62.479705,76.359705,81.133235,69.219705
66,1,60.791451,62.497634,71.312902,74.432902,68.712902,80.272902,55.952902,72.672902,65.892902,71.732902,84.652902,69.372902,69.212902,68.592902,73.132902,70.752902,70.552902,66.891451,57.432902,63.610967,78.732902,65.772902,67.152902,71.612902,66.352902,87.815805,84.432902,70.552902,67.090967,73.632902,69.492902,78.512902,71.072902,66.411451,57.272902,84.512902,65.372902,68.691451,68.292902,70.792902,53.841451,72.372902,60.811451,63.572902,75.452902,73.192902,61.772902,71.952902,67.892902,69.715805,71.192902,67.432902,62.770967,76.712902,81.475805,69.572902
66,2,61.098469,62.780816,71.680816,74.900816,69.140816,80.640816,56.380816,73.040816,66.255408,72.160816,85.100816,69.720816,69.640816,68.900816,73.560816,71.040816,70.880816,67.240816,57.700816,63.880816,79.320816,66.220816,67.520816,71.975408,66.720816,88.420816,84.880816,70.860816,67.395408,74.140816,69.860816,78.895408,71.492704,66.715408,57.574402,84.980816,65.720816,68.975408,68.720816,71.100816,54.145408,72.740816,61.135408,63.880816,75.871202,73.600816,62.160816,72.335408,68.255408,70.220816,71.597704,67.720272,63.140816,77.100816,81.920816,70.000816
67,0,61.33102,63.05102,71.99102,75.29102,69.45102,80.95102,56.49102,73.31102,66.55102,72.47102,85.43102,70.01102,69.95102,69.19102,73.87102,71.29102,71.19102,67.477007,57.99102,64.15102,79.71102,66.53102,67.83102,72.27102,66.97102,88.83102,85.19102,71.13102,67.63102,74.47102,70.17102,79.19102,71.73102,67.01102,57.75102,85.37102,66.03102,69.27102,69.03102,71.35102,54.41102,73.03102,61.37102,64.19102,75.99102,73.91102,62.47102,72.63102,68.55102,70.53102,71.85102,67.99102,63.41102,77.41102,82.23102,70.31102
67,1,61.581122,63.272245,72.252245,75.692245,69.732245,81.232245,56.681122,73.532245,66.812245,72.812245,85.752245,70.272245,70.212245,69.441122,74.132245,71.552245,71.452245,67.712245,58.211122,64.392245,80.092245,66.852245,68.092245,72.532245,67.212245,89.272245,85.532245,71.372245,67.892245,74.772245,70.432245,79.412245,71.952245,67.257415,58.012245,85.732245,66.332245,69.532245,69.292245,71.572245,54.652245,73.292245,61.621122,64.452245,76.252245,74.192245,62.752245,72.932245,68.772245,70.792245,72.132245,68.251122,63.657415,77.792245,82.552245,70.592245
67,2,61.879592,63.619592,72.619592,76.079592,70.099592,81.599592,57.014796,73.879592,67.119592,73.239592,86.179592,70.639592,70.579592,69.799592,74.559592,71.879592,71.819592,68.044796,58.539592,64.694796,80.629184,67.239592,68.439592,72.899592,67.499592,89.739592,85.979592,71.719592,68.184796,75.159592,70.799592,79.779592,72.279592,67.599592,58.279592,86.099592,66.779592,69.799592,69.659592,71.879864,54.959592,73.639592,61.954796,64.804796,76.544796,74.559592,63.119592,73.354796,69.119592,71.079592,72.499592,68.559592,63.964796,78.179592,82.939592,71.019592
68,0,62.145306,63.885306,72.945306,76.405306,70.405306,81.885306,57.225306,74.165306,67.405306,73.565306,86.565306,70.945306,70.865306,70.065306,74.885306,72.145306,72.065306,68.305306,58.845306,64.945306,81.045306,67.585306,68.725306,73.185306,67.737653,90.145306,86.305306,71.957653,68.425306,75.525306,71.145306,80.065306,72.545306,67.885306,58.537653,86.385306,67.065306,70.085306,69.965306,72.125306,55.225306,73.917653,62.205306,65.085306,76.785306,74.845306,63.425306,73.625306,69.405306,71.365306,72.785306,68.805306,64.245306,78.485306,83.225306,71.305306
68,1,62.382041,64.122041,73.182041,76.642041,70.702041,82.122041,57.442041,74.402041,67.642041,73.842041,86.802041,71.182041,71.102041,70.302041,75.122041,72.382041,72.302041,68.502041,59.082041,65.202041,81.302041,67.822041,68.962041,73.462041,67.962041,90.582041,86.602041,72.162041,68.662041,75.922041,71.402041,80.262041,72.782041,68.122041,58.762041,86.702041,67.282041,70.282041,70.202041,72.362041,55.442041,74.142041,62.462041,65.322041,77.022041,75.142041,63.662041,73.862041,69.602041,71.602041,73.022041,69.042041,64.442041,78.802041,83.462041,71.574082
68,2,62.738929,64.405714,73.812857,77.145714,71.125714,82.645714,57.798929,74.745714,67.985714,74.305714,87.225714,71.555238,71.485714,70.661905,75.661429,72.685714,72.665714,68.885714,59.345714,65.585714,81.917143,68.205714,69.305714,73.921429,68.345714,91.001429,87.025714,72.465714,68.945714,77.165714,71.785714,80.625714,73.121429,68.477143,59.099286,87.205714,67.645714,70.645714,70.685714,72.745714,55.745714,74.477857,62.921429,65.685714,77.378929,75.545714,64.045714,74.265714,69.985714,71.947857,73.425714,69.381143,64.745714,79.205714,83.885714,71.981429
69,0,63.065805,64.725805,74.365805,77.605805,71.525805,83.025805,58.085805,75.065805,68.285805,74.725805,87.745805,71.905805,71.865805,71.025805,76.185805,73.005805,73.045805,69.265805,59.725805,66.065805,82.605805,68.605805,69.645805,74.325805,68.725805,91.485805,87.405805,72.805805,69.297902,77.545805,72.225805,81.005805,73.505805,68.805805,59.425805,87.657902,68.045805,71.025805,71.085805,73.145805,56.085805,74.845805,63.305805,66.045805,77.645805,75.945805,64.425805,74.645805,70.405805,72.345805,73.805805,69.725805,65.105805,79.585805,84.325805,72.405805
69,1,63.247781,64.925281,74.712245,78.132245,71.972245,83.552245,58.275561,75.412245,68.575561,75.072245,88.092245,72.232245,72.212245,71.261122,76.632245,73.272245,73.372245,69.572245,59.992245,66.353458,83.032245,68.992245,69.972245,74.612245,69.072245,91.832245,87.812245,73.092245,69.552245,78.012245,72.612245,81.352245,73.852245,69.152245,59.732245,87.992245,68.392245,71.452245,71.552245,73.472245,56.305561,75.112245,63.581122,66.332245,77.992245,76.292245,64.677415,74.892245,70.772245,72.732245,74.097415,70.052245,65.452245,79.932245,84.692245,72.752245
69,2,63.459592,65.259592,75.059592,78.549184,72.339592,83.999592,58.559592,75.799592,68.879592,75.599592,88.459592,72.599592,72.579592,71.599592,77.039592,73.551199,73.739592,69.839592,60.299592,66.406531,83.399592,69.359592,70.279592,75.019592,69.439592,92.159592,88.179592,73.459592,69.819592,78.379592,72.979592,81.699592,74.219592,69.402398,59.999592,88.339592,68.739592,71.819592,71.919592,73.659592,56.624796,75.366531,63.839592,66.599592,78.339592,76.739592,64.999864,75.254796,71.119592,73.099592,74.414796,70.392398,65.799592,80.284796,85.059592,72.994796
70,0,63.916735,65.556735,75.556735,79.316735,72.736735,84.596735,59.016735,76.276735,69.336735,76.116735,88.936735,73.076735,73.036735,71.956735,77.616735,73.816735,74.256735,70.216735,60.736735,66.976735,84.036735,69.816735,70.816735,75.656735,69.796735,92.676735,88.636735,73.916735,70.136735,78.676735,73.576735,82.156735,74.576735,69.856735,60.298912,88.816735,69.256735,72.276735,72.376735,74.016735,56.976735,75.676735,64.296735,67.076735,78.796735,77.276735,65.316735,75.556735,71.696735,73.756735,74.776735,70.783367,66.156735,80.696735,85.556735,73.416735
70,1,64.226939,65.866939,75.906939,79.766939,73.046939,84.966939,59.179809,76.586939,69.666939,76.486939,89.346939,73.366939,73.346939,72.266939,77.926939,74.126939,74.626939,70.526939,61.046939,67.346939,84.806939,70.146939,71.146939,76.006939,70.106939,93.046939,89.126939,74.286939,70.486939,78.966939,73.906939,82.426939,74.866939,70.166939,60.566939,89.346939,69.826939,72.606939,72.686939,74.326939,57.266939,75.948469,64.606939,67.426939,79.246939,77.586939,65.586939,75.866939,72.026939,74.234694,75.046939,71.086939,66.406939,81.066939,86.026939,73.766939
70,2,64.417959,66.09699,76.257959,80.257959,73.397959,85.297959,59.25699,76.985918,70.017959,76.917959,89.877959,73.697959,73.697959,72.597959,78.457959,74.377959,74.977959,70.817959,61.32199,67.59699,85.277959,70.537959,71.417959,76.437959,70.457959,93.452653,89.477959,74.677959,70.704796,79.317959,74.309796,82.737959,75.17699,70.457959,60.837959,89.857959,70.397959,72.857959,72.977959,74.657959,57.577959,76.277959,64.897959,67.737959,79.557959,77.937959,65.877959,76.237959,72.297959,74.717959,75.397959,71.41699,66.757959,81.417959,86.377959,74.117959
71,0,64.694286,66.474286,76.714286,80.674286,73.794286,85.654286,59.574286,77.434286,70.414286,77.414286,90.314286,74.014286,74.114286,72.914286,78.874286,74.714286,75.494286,71.234286,61.774286,67.954286,85.694286,70.914286,71.834286,76.954286,70.874286,93.874286,90.014286,75.094286,71.074286,79.634286,74.774286,83.054286,75.554286,70.794286,61.112143,90.454286,70.814286,73.202143,73.394286,74.974286,57.902143,76.574286,65.234286,68.094286,79.974286,78.414286,66.294286,76.574286,72.718571,75.134286,75.674286,71.834286,67.134286,81.774286,86.754286,74.534286
71,1,64.907347,66.727347,77.007347,81.067347,74.067347,86.007347,59.764337,77.747347,70.687347,77.667347,90.578673,74.267347,74.367347,73.167347,79.127347,74.987347,75.827347,71.507347,62.007347,68.227347,86.007347,71.147347,72.087347,77.207347,71.067347,94.227347,90.267347,75.387347,71.327347,79.887347,75.087347,83.327347,75.787347,71.047347,61.347347,90.727347,71.247347,73.447347,73.618673,75.227347,58.147347,76.815782,65.487347,68.347347,80.287347,78.707347,66.587347,76.769337,73.007347,75.447347,75.927347,72.087347,67.367347,82.067347,87.127347,74.807347
71,2,65.183129,67.083129,77.383129,81.443129,74.423129,86.376259,60.063129,78.103129,71.003129,78.163129,91.003129,74.583129,74.683129,73.523129,79.543129,75.303129,76.223129,71.883129,62.323129,68.543129,86.443129,71.523129,72.443129,77.563129,71.403129,94.723129,90.643129,75.743129,71.703129,80.223129,75.423129,83.643129,76.123129,71.363129,61.623129,91.043129,71.763129,73.763129,74.003129,75.516259,58.406565,77.103129,65.763129,68.723129,80.763129,79.136258,66.883129,77.223129,73.343129,75.763129,76.349388,72.383129,67.703129,82.383129,87.423129,75.163129
72,0,65.463265,67.363265,77.743265,81.803265,74.763265,86.843265,60.323265,78.383265,71.283265,78.523265,91.303265,74.929796,74.963265,73.843265,79.876531,75.583265,76.523265,72.216531,62.583265,68.823265,86.743265,71.823265,72.749796,77.863265,71.723265,95.103265,90.996531,76.083265,71.983265,80.483265,75.716531,83.983265,76.403265,71.683265,61.883265,91.483265,72.116531,74.063265,74.349796,75.803265,58.683265,77.443265,66.083265,69.023265,81.143265,79.463265,67.203265,77.503265,73.703265,76.043265,76.643265,72.663265,67.963265,82.816531,87.843061,75.443265
72,1,65.727891,67.687891,78.167891,82.147891,75.107891,87.227891,60.527891,78.707891,71.607891,78.887891,91.647891,75.207891,75.227891,74.287891,80.207891,75.867891,77.047891,72.547891,62.907891,69.227891,87.207891,72.087891,73.147891,78.267891,72.087891,95.567891,91.447891,76.447891,72.395413,80.747891,76.027891,84.267891,76.727891,71.967891,62.167891,92.107891,72.427891,74.447891,74.667891,76.067891,59.027891,77.787891,66.487891,69.327891,81.607891,79.807891,67.507891,77.787891,74.067891,76.347891,76.927891,73.007891,68.227891,83.127891,88.287891,75.767891
72,2,66.045306,67.965306,78.805306,82.585306,75.545306,87.645306,60.805306,79.145306,72.025306,79.365306,92.105306,75.525306,75.665306,74.745306,80.665306,76.225306,77.605306,72.985306,63.255102,69.525306,87.845306,72.445306,73.645306,78.825306,72.525306,96.005306,91.905306,77.025306,72.745306,81.205306,76.365306,84.625306,77.105306,72.285306,62.405306,92.565306,72.785306,74.765306,75.025306,76.365306,59.365306,78.265306,66.865306,69.625306,82.065306,80.425306,67.845306,78.145306,74.525306,76.665306,77.245306,73.405306,68.505306,83.625306,88.725306,76.125306
73,0,66.555102,68.415102,79.515102,83.035102,76.035102,88.145306,61.115102,79.695102,72.475102,79.875102,92.835102,75.915102,76.155102,75.235102,81.255102,76.555102,78.135102,73.595102,63.67902,70.015102,88.435102,72.895102,74.295102,79.475102,73.175102,96.575102,92.395102,77.695102,73.215102,81.635102,76.855102,85.195102,77.635102,72.635102,62.696276,93.055102,73.275102,75.171701,75.435102,76.715102,59.855102,78.755102,67.535102,70.015102,82.555102,80.915102,68.251701,78.535102,75.175102,77.082551,77.635102,73.871701,68.955102,84.095102,89.215102,76.655102
73,1,66.991429,68.891429,80.111429,83.431429,76.471429,88.651429,61.551429,80.111429,72.891429,80.391429,93.251429,76.331429,76.571429,75.731429,81.931429,77.191429,78.651429,74.251429,64.111429,70.451429,88.871429,73.291429,74.951429,80.151429,73.991429,97.171429,92.931429,78.111429,73.871429,82.031429,77.271429,85.611429,78.175714,72.991429,63.011429,93.471429,73.811429,75.551429,75.851429,77.071429,60.271429,79.151429,67.957143,70.391429,83.191429,81.391429,68.631429,78.931429,75.831429,77.651429,78.051429,74.351429,69.272857,84.511429,89.657143,77.191429
73,2,67.252653,69.152653,80.412653,83.812653,76.737959,88.917959,61.812653,80.452653,73.168571,80.680612,93.640612,76.612653,76.832653,76.195306,82.303265,77.483265,78.957959,74.575306,64.412653,70.712653,89.355306,73.552653,75.255306,80.415306,74.288571,97.512653,93.197959,78.617959,74.132653,82.295306,77.532653,85.877959,78.512653,73.252653,63.272653,93.900612,74.375306,75.801327,76.132653,77.332653,60.732653,79.415306,68.292653,70.652653,83.503265,81.952653,69.092653,79.195306,76.112653,77.912653,78.312653,74.612653,69.552653,84.775306,89.995306,77.491224
74,0,67.57102,69.47102,80.81102,84.17102,77.09102,89.37102,62.13102,80.89102,73.67102,81.05102,94.05102,76.93102,77.15102,76.63102,82.73102,77.89102,79.31102,74.95102,64.73102,71.03102,89.75102,73.87102,75.59102,80.75102,74.79102,97.91102,93.63102,78.99102,74.53102,82.63102,77.85102,86.25102,78.83102,73.57102,63.57102,94.27102,74.75102,76.09102,76.45102,77.65102,61.09102,79.75102,68.61102,70.97102,83.93102,82.31102,69.41102,79.53102,76.49102,78.23051,78.63102,74.93102,69.87102,85.13102,90.37102,78.03102
74,1,67.889388,69.809388,81.189388,84.549388,77.409388,89.769388,62.429388,81.329388,73.989388,81.449388,94.509388,77.289388,77.469388,77.049388,83.109388,78.349388,79.649388,75.329388,65.089388,71.329388,90.129388,74.209388,75.989388,81.129388,75.169388,98.409388,94.049388,79.529388,74.909388,82.929388,78.209388,86.569388,79.189388,73.889388,63.849388,94.629388,75.109388,76.409388,76.829388,77.909388,61.389388,80.029388,68.929388,71.329388,84.389388,82.629388,69.769388,79.849388,76.789388,78.509388,78.969388,75.269388,70.169388,85.529388,90.749388,78.549388
74,2,68.183265,70.103265,81.483265,84.943265,77.743265,90.063265,62.683265,81.623265,74.266633,81.783265,94.803265,77.583265,77.763265,77.343265,83.423265,78.643265,79.943265,75.623265,65.383265,71.583265,90.483265,74.503265,76.283265,81.423265,75.463265,98.703265,94.403265,79.823265,75.203265,83.223265,78.543265,86.823265,79.483265,74.183265,64.123265,94.923265,75.443265,76.703265,77.183265,78.203265,61.663265,80.343265,69.203265,71.623265,84.683265,83.103265,70.123265,80.183265,77.083265,78.803265,79.283265,75.563265,70.463265,85.823265,91.083265,78.863265
75,0,68.313469,70.341924,81.793469,85.253469,77.993469,90.373469,62.853469,81.813469,74.533469,82.093469,95.133469,77.853469,78.073469,77.653469,83.713469,78.953469,80.233469,75.913469,65.693469,71.853469,90.853469,74.773469,76.513469,81.733469,75.733469,99.013469,94.713469,80.133469,75.493469,83.473469,78.813469,87.073469,79.753469,74.473469,64.34449,95.213469,75.713469,76.933469,77.433469,78.493469,61.873469,80.553469,69.453469,71.933469,84.993469,83.413469,70.433469,80.493469,77.373469,79.071156,79.553469,75.791735,70.713469,86.133469,91.393469,79.133469
75,1,68.59102,70.57102,82.07102,85.65102,78.31102,90.75102,63.11102,82.17102,74.81102,82.41102,95.41102,78.11102,78.35102,77.99102,84.01102,79.43102,80.53102,76.23102,65.97102,72.13102,91.21102,75.07102,76.81102,82.11102,76.03102,99.49102,95.05102,80.57102,75.79102,83.73102,79.13102,87.37102,80.03102,74.77102,64.61102,95.55102,75.99102,77.23102,77.73102,78.77102,62.15102,80.81102,69.73102,72.23102,85.35102,83.73102,70.83102,80.75102,77.65102,79.31102,79.83102,76.07102,70.97102,86.45102,91.73102,79.45102
75,2,68.881224,70.881224,82.441224,86.021224,78.621224,91.061224,63.341224,82.461224,75.121224,82.781224,95.901224,78.401224,78.661224,78.341224,84.421224,79.741224,80.841224,76.581224,66.321224,72.441224,91.521224,75.381224,77.121224,82.421224,76.341224,99.881224,95.381224,80.881224,76.101224,84.021224,79.441224,87.661224,80.341224,75.081224,64.861224,95.861224,76.301224,77.541224,78.041224,79.101224,62.441224,81.121224,70.041224,72.541224,85.681224,84.041224,71.141224,81.161224,77.981224,79.621224,80.181224,76.381224,71.281224,86.801224,92.041224,79.801224
76,0,69.158776,71.158776,82.738776,86.378776,78.998776,91.407551,63.638776,82.758776,75.458776,83.158776,96.267551,78.678776,78.938776,78.638776,84.718776,80.218776,81.158776,76.918776,66.618776,72.718776,91.858776,75.658776,77.458776,82.707551,76.618776,100.27878,95.898776,81.198776,76.378776,84.358776,79.758776,87.947551,80.618776,75.358776,65.138776,96.465102,76.598776,77.838776,78.378776,79.398776,62.718776,81.418776,70.298776,72.878776,86.078776,84.398776,71.538776,81.498776,78.338776,79.907551,80.567551,76.658776,71.558776,87.118776,92.438776,80.078776
76,1,69.42,71.4,83.06,86.72,79.325,91.78,63.845,83.12,75.78,83.42,96.64,78.94,79.2,79.02,85.02,80.5,81.42,77.18,66.88,73,92.34,75.92,77.72,82.98,76.88,100.7,96.34,81.46,76.7,84.6,80.02,88.26,80.965,75.58,65.38,97.12,76.94,78.08,78.64,79.601667,63.02,81.6625,70.5,73.14,86.42,84.74,71.82,81.8,78.6,80.18,80.788,76.86,71.78125,87.52,92.86,80.44
76,2,69.700816,71.840816,83.580816,87.140816,79.660816,92.160816,64.100816,83.680816,76.120816,83.900816,97.160816,79.320816,79.640816,79.460816,85.520816,80.940816,81.940816,77.640816,67.200816,73.440816,92.920816,76.280816,78.160816,83.700816,77.460816,101.14082,96.820816,82.080816,77.260816,85.040816,80.580816,88.700816,81.380816,76.000816,65.640816,97.700816,77.380816,78.520816,79.120816,80.000816,63.360816,82.060816,70.900816,73.500816,86.860816,85.180816,72.140816,82.160816,79.040816,80.600816,81.212704,77.280816,72.120816,87.960816,93.300816,81.000816
77,0,70.109796,72.289796,84.089796,87.649796,80.109796,92.649796,64.369796,84.249796,76.609796,84.329796,97.709796,79.749796,80.089796,79.989796,86.109796,81.349796,82.389796,78.089796,67.629796,73.869796,93.489796,76.649796,78.629796,84.149796,78.049796,101.6098,97.329796,82.469796,77.629796,85.489796,81.029796,88.949796,81.889796,76.429796,65.989796,98.149796,77.889796,78.883265,79.529796,80.369796,63.749796,82.429796,71.249898,73.889796,87.349796,85.629796,72.609796,82.489796,79.529796,81.029796,81.629796,77.649796,72.529898,88.409796,93.929796,81.509796
77,1,70.411837,72.631837,84.451837,87.951837,80.431837,93.19551,64.671837,84.602857,76.939184,84.68102,98.011837,80.073673,80.391837,80.411837,86.551837,81.771837,82.811837,78.513673,67.971837,74.311837,93.791837,76.95551,79.091837,84.482857,78.591837,102.15184,97.69551,82.771837,77.93551,85.791837,81.337347,89.251837,82.29551,76.731837,66.291837,98.49551,78.211837,79.151837,79.891837,80.691837,64.051837,82.691837,71.551837,74.191837,87.842857,85.931837,72.991837,82.791837,79.933673,81.331837,81.991837,78.011837,72.831837,88.713673,94.23551,82.073673
77,2,70.608571,72.887143,84.688571,88.381429,80.747143,93.487143,64.908571,84.988571,77.307143,85.008571,98.448571,80.347143,80.628571,80.858571,86.908571,82.047143,83.108571,78.868571,68.227143,74.548571,94.485714,77.267143,79.328571,84.828571,78.828571,102.51857,98.007143,83.107143,78.208571,86.128571,81.668571,89.488571,82.568571,76.987143,66.528571,99.152857,78.648571,79.388571,80.147143,80.948571,64.288571,82.928571,71.808571,74.428571,88.188571,86.462857,73.321429,83.142857,80.188571,81.568571,82.248571,78.248571,73.068571,88.987143,94.584286,82.407143
78,0,70.906939,73.266939,85.086939,88.746939,81.086939,93.926939,65.158469,85.386939,77.686939,85.366939,98.886939,80.688469,80.946939,81.186939,87.306939,82.446939,83.494235,79.188469,68.566939,74.866939,94.826939,77.568469,79.646939,85.186939,79.206939,102.84694,98.406939,83.486939,78.546939,86.606939,81.986939,89.786939,82.886939,77.326939,66.846939,99.546939,79.006939,79.706939,80.526939,81.266939,64.598469,83.246939,72.088469,74.766939,88.586939,86.786939,73.646939,83.486939,80.566939,81.886939,82.606939,78.606939,73.386939,89.386939,94.926939,82.926939
78,1,71.180816,73.560816,85.380816,89.133265,81.400816,94.360816,65.440816,85.760816,77.980816,85.740816,99.180816,80.980816,81.240816,81.540816,87.640816,82.991633,83.740816,79.600816,68.880816,75.160816,95.160816,77.860816,80.000816,85.520816,79.480816,103.32408,98.720816,83.740816,78.840816,86.920816,82.300816,90.060816,83.220816,77.620816,67.086939,99.840816,79.300816,79.960816,80.820816,81.540816,64.860816,83.520816,72.380816,75.040816,89.000816,87.060816,73.960816,83.780816,80.871633,82.180816,82.920816,78.900816,73.660816,89.700816,95.231633,83.400816
78,2,71.418367,73.838367,85.658367,89.478367,81.698367,94.638367,65.664184,86.058367,78.254184,86.098367,99.578367,81.278367,81.518367,81.838367,87.918367,83.278367,84.058367,79.914184,69.158367,75.432092,95.518367,78.138367,80.278367,85.898367,79.758367,103.63837,99.098367,84.138367,79.118367,87.198367,82.598367,90.338367,83.498367,77.938367,67.344184,100.21837,79.578367,80.252092,81.138367,81.818367,65.124184,83.784184,72.638367,75.338367,89.338367,87.438367,74.298367,84.118367,81.154184,82.438367,83.198367,79.178367,73.934184,90.038367,95.558367,83.744184
79,0,71.668571,74.048571,85.968571,89.848571,81.988571,94.948571,65.888571,86.328571,78.528571,86.448571,99.888571,81.548571,81.828571,82.128571,88.228571,83.528571,84.348571,80.188571,69.488571,75.688571,95.828571,78.428571,80.548571,86.208571,80.008571,103.94857,99.428571,84.448571,79.348571,87.488571,82.968571,90.588571,83.728571,78.168571,67.608571,100.52857,79.868571,80.508571,81.428571,82.128571,65.368571,84.028571,72.888571,75.628571,89.648571,87.748571,74.608571,84.468571,81.428571,82.748571,83.448571,79.408571,74.208571,90.348571,95.868571,84.028571
79,1,71.901633,74.281633,86.281633,90.221633,82.241633,95.301633,66.101633,86.681633,78.821633,86.721633,100.24163,81.821633,82.081633,82.381633,88.541633,84.081633,84.601633,80.541633,69.761633,75.941633,96.241633,78.661633,80.801633,86.641633,80.321633,104.40163,99.821633,84.781633,79.621633,87.701633,83.281633,90.841633,84.021633,78.501633,67.841633,100.86163,80.141633,80.801633,81.741633,82.401633,65.621633,84.261633,73.141633,75.921633,90.061633,88.041633,74.981633,84.721633,81.761633,82.993878,83.721633,79.701633,74.441633,90.681633,96.281633,84.381633
