,,pid1263-15,pid52932-08,pid6100021-11,pid9048-15,pid9049-15,pid9050-15,pid9054-15,pid9055-15,pid9058-15,pid9059-15,pid9060-15,pid9061-15,pid9062-15,pid9063-15,pid9065-10,pid9066-15,pid9067-15,pid9068-10,pid9070-23,pid9072-15,pid9074f-15,pid9075-15,pid9078-07,pid9081-03,pid9088-10,pid9089-08,pid9091-22,pid9093-15,pid9094-15,pid9098-02,pid9099-15,pid9100b-11,pid9101-15,pid9104-15,pid9105-15,pid9111-15,pid9116-06,pid9118-15,pid9126-03,pid9128-11,pid9137-09,pid9138-15,pid9139-15,pid9153-15,pid915410b-22,pid9161-13,pid9166e-08,pid9170-15,pid9173-20,pid9174-15,pid917509-04,pid917813-03,pid9179-07,pid9186c-15,pid918904-03,pid9192-15
31,2,28.484184,29.887092,32.778367,33.778367,31.878367,36.784184,26.238367,34.058367,31.218367,33.458367,40.678367,32.398367,32.318367,33.378367,34.258367,33.684184,33.458367,32.058367,26.309105,29.778367,36.598367,30.338367,32.058367,32.578367,31.068837,41.438367,40.738367,33.278367,31.558367,33.518367,31.798367,35.998367,34.038367,31.858367,26.598367,40.331046,31.118367,33.118367,31.598367,32.398367,24.758367,34.678367,28.658367,29.258367,35.458367,34.178367,28.704184,34.118367,31.244184,31.638367,34.938367,32.358367,28.178367,36.678367,39.298367,34.244184
32,0,28.813061,30.213061,33.133061,34.073061,32.173061,37.001531,26.425896,34.313061,31.453061,33.793061,41.113061,32.673061,32.653061,33.653061,34.593061,34.033061,33.793061,32.265896,26.537687,30.093061,36.893061,30.673061,32.301531,32.873061,31.333061,41.893061,41.073061,33.493061,31.753061,33.893061,32.033061,36.255765,34.233061,32.213061,26.873061,40.533061,31.315765,33.393061,31.873061,32.65102,24.961922,34.993061,28.853061,29.473061,35.793061,34.513061,28.993061,34.433061,31.533061,31.993061,35.253061,32.653061,28.513061,36.933061,39.613061,34.573061
32,1,29.175624,30.603742,33.603741,34.463742,32.563741,37.363742,26.583741,34.743742,31.963741,34.183742,41.563742,33.008435,33.043742,34.043741,34.963742,34.303741,34.183741,32.623741,26.863742,30.339044,37.143742,30.788124,32.683742,33.263742,31.723741,42.283742,41.463741,33.876871,32.143742,34.283741,32.423742,36.603742,34.623742,32.543741,27.128435,40.923742,31.623741,33.643741,32.263742,32.943742,25.235624,35.223741,29.223742,29.803741,36.183741,34.903741,29.383742,34.803742,31.783742,32.383742,35.523741,33.043742,28.923741,37.323742,40.003742,34.963741
32,2,29.497868,31.017868,34.237868,34.877868,33.093934,37.777868,26.841967,35.397868,32.377868,34.797868,42.017868,33.357868,33.457868,34.537868,35.377868,34.717868,34.677868,33.057868,27.325956,30.437868,37.517868,31.057868,33.005956,33.697868,32.217868,42.837868,42.177868,34.145956,32.557868,34.677868,32.957868,37.057868,35.257868,32.957868,27.537868,41.337868,32.037868,34.057868,32.777868,33.357868,25.537868,35.577868,29.637868,30.197868,37.037868,35.237868,29.779574,35.217868,32.197868,32.857868,35.897978,33.457868,29.337868,37.777868,40.577868,35.657868
33,0,29.99102,31.51102,34.67102,35.25102,33.454082,38.27102,27.272336,35.85102,32.790204,35.19102,42.37102,33.69102,33.95102,34.97102,35.85051,35.03102,35.03102,33.35102,27.633003,30.95102,38.01102,31.797143,33.37102,34.11102,32.55102,43.37102,42.77102,34.494082,32.843503,35.19102,33.37102,37.51102,35.752041,33.47102,27.83102,41.67102,32.39102,34.49102,33.27102,33.63102,25.79102,35.87102,29.95102,30.49102,37.537143,35.69102,30.15102,35.51102,32.57102,33.33102,36.19102,33.81102,29.83102,38.07102,40.97102,36.03102
33,1,30.302755,31.93551,35.15551,35.59551,33.97551,38.61551,27.53551,36.13551,33.13551,35.69551,42.77551,34.03551,34.37551,35.37551,36.21551,35.321378,35.35551,33.61551,27.902755,31.23551,38.51551,32.39551,33.69551,34.51551,32.91551,43.75551,43.19551,34.97551,33.12102,35.77551,33.79551,38.00102,36.28102,33.85551,28.25551,41.95551,32.67551,34.79551,33.65551,33.97551,26.03551,36.26102,30.25551,30.75551,38.262755,35.91551,30.55551,35.81551,33.01551,33.63551,36.57551,34.17551,30.27551,38.39551,41.35551,36.39551
33,2,30.570068,32.270068,35.490068,35.890068,34.290068,38.910068,27.770068,36.330068,33.410068,36.030068,43.110068,34.310068,34.650068,35.710068,36.530068,35.530011,35.630068,33.870068,28.150068,31.510068,38.830068,32.730068,33.950068,34.810068,33.160034,44.130068,43.530068,35.330068,33.410068,36.150068,34.110068,38.410068,36.630068,34.190068,28.530068,42.270068,33.010068,35.050068,33.930068,34.290068,26.270068,36.550068,30.530068,31.010068,38.530068,36.190034,30.830068,36.150068,33.330068,33.930068,36.890068,34.470068,30.590068,38.750068,41.690068,36.690068
34,0,30.861088,32.661088,35.861088,36.221088,34.674354,39.261088,27.967029,36.547772,33.721088,36.381088,43.483265,34.581088,34.981088,36.152177,36.861088,35.761088,36.001088,34.181088,28.421088,31.821088,39.181088,33.041088,34.281088,35.121088,33.441088,44.543265,43.861088,35.721088,33.781088,36.521088,34.441088,39.061088,36.981088,34.541088,28.781088,42.721088,33.352177,35.301088,34.261088,34.701088,26.455544,36.941088,30.881088,31.301088,38.941088,36.473696,31.121088,36.455544,33.701088,34.201088,37.221088,34.801088,31.001088,39.055544,42.021088,36.961088
34,1,31.143107,33.183107,36.403107,36.503107,35.08932,39.72932,28.263107,36.883107,34.023107,36.86932,43.922426,34.943107,35.343107,36.623107,37.363107,36.072621,36.383107,34.463107,28.663107,32.143107,39.842426,33.343107,34.643107,35.763107,33.663107,45.043107,44.262426,36.263107,34.183107,37.363107,34.783107,40.02932,37.383107,35.123107,29.043107,43.143107,33.763107,35.683107,34.662426,35.083107,26.677587,37.636213,31.323107,31.523107,39.603107,36.763107,31.423107,36.803107,34.243107,34.483107,37.563107,35.283107,31.503107,39.403107,42.403107,37.303107
34,2,31.306769,33.40415,36.82415,36.80415,35.52415,40.04415,28.467075,37.081383,34.301383,37.30415,44.24415,35.22415,35.64415,36.94415,37.72415,36.32415,36.72415,34.76415,28.86415,32.42415,40.14415,33.60415,34.92415,36.22415,33.82805,45.42415,44.60415,36.62415,34.50415,37.88415,35.08415,40.40415,37.76415,35.377075,29.28805,43.56415,34.04415,35.96415,35.037075,35.38415,26.86415,37.96415,31.614717,31.80415,40.00415,37.017075,31.70415,37.08415,34.64415,34.78415,37.86415,35.567075,31.86415,39.66415,42.747075,37.541383
35,0,31.633469,33.673469,37.273469,37.073469,35.953469,40.373469,28.673469,37.373469,34.653469,37.573469,44.673469,35.537823,36.073469,37.293469,38.001735,36.613469,37.253469,35.053469,29.113469,32.753469,40.473469,33.977245,35.193469,36.633469,34.057823,45.733469,44.961735,37.113469,34.733469,38.373469,35.393469,41.033469,38.133469,35.633469,29.553469,44.093469,34.370867,36.361735,35.473469,35.698694,27.151735,38.353469,31.895867,32.013469,40.753469,37.313469,32.113469,37.353469,35.493469,35.073469,38.233469,35.913469,32.393469,40.033469,43.093469,37.861735
35,1,31.943673,33.943673,37.723673,37.403673,36.163673,40.723673,28.963673,37.683673,34.943673,37.903673,45.103673,35.803673,36.383673,37.583673,38.303673,36.883673,37.703673,35.423673,29.403673,33.103673,40.783673,34.243673,35.543673,36.963673,34.307891,46.123673,45.263673,37.423673,35.063673,38.683673,35.743673,41.523673,38.563673,35.943673,29.823673,44.583673,34.543382,36.823673,35.783673,36.003673,27.403673,38.724694,32.123673,32.343673,41.363673,37.663673,32.383673,37.663673,35.763673,35.443673,38.463673,36.223673,32.723673,40.363673,43.463673,38.163673
35,2,32.346122,34.286122,38.286122,37.806122,36.686122,41.406122,29.278061,38.186122,35.546122,38.446122,46.166122,36.286122,36.906122,38.066122,38.806122,37.386122,38.226122,35.866122,29.678061,33.626122,41.526122,34.766122,35.966122,37.666122,34.726122,46.617224,45.906122,38.066122,35.526122,39.146122,36.226122,42.346122,39.286122,36.358061,30.134031,45.106122,34.966122,37.386122,36.275374,36.438061,27.626122,39.526122,32.606122,32.686122,42.386122,38.126122,32.715374,38.086122,36.126122,36.146122,38.914031,36.746122,33.566122,40.886122,44.106122,38.626122
36,0,32.648594,34.668594,38.948594,38.368594,37.168594,42.305782,29.628594,38.648594,36.208594,38.908594,47.064376,36.707188,37.308594,38.528594,39.505782,38.028594,39.104376,36.368594,30.108594,34.168594,42.168594,35.228594,36.428594,38.228594,35.128594,47.068594,46.948594,38.994535,36.048594,39.608594,36.868594,42.808594,39.880159,36.888594,30.428594,45.975941,35.388594,37.728594,36.648594,36.828594,27.888594,40.088594,33.168594,33.168594,43.761565,38.528594,33.088594,38.468594,36.488594,36.568594,39.228594,37.228594,34.085782,41.348594,44.968594,39.048594
36,1,32.987865,35.052266,39.397188,38.743594,37.603594,42.757188,30.137188,38.997188,36.777188,39.357188,47.517188,37.097188,37.757188,39.177188,39.957188,38.477188,39.677188,36.817188,30.532719,34.617188,42.617188,35.697188,36.877188,38.697188,35.577188,47.517188,47.839063,39.457188,36.497188,40.057188,37.277188,43.197188,40.377188,37.319063,30.773594,46.697188,35.837188,38.037188,37.037188,37.197188,28.113594,40.497188,33.557188,33.617188,44.337188,38.963594,33.397188,38.897188,36.915438,37.177188,39.653021,37.663594,35.037188,41.797188,45.737188,39.397188
36,2,33.497551,35.357551,39.917551,39.157551,38.217551,43.277551,30.657551,39.677551,37.297551,40.017551,48.177551,37.737551,38.277551,39.717551,40.557551,39.357551,40.197551,37.537551,30.897551,35.177551,43.257551,36.217551,37.457551,39.597551,36.097551,48.057551,48.337551,39.977551,37.077551,40.617551,37.837551,43.957551,40.897551,37.817551,31.257551,47.337551,36.297551,38.537551,37.597551,37.817551,28.379184,41.157551,34.237551,34.137551,45.497551,39.457551,33.877551,39.417551,37.377551,37.697551,39.933776,38.217551,35.637551,42.437551,46.277551,39.957551
37,0,34.028163,35.728163,40.908163,39.668163,38.808163,44.508163,31.188163,40.208163,37.828163,40.648163,48.708163,38.408163,38.808163,40.168163,41.208163,39.808163,40.868163,38.608163,31.428163,35.708163,43.768163,36.808163,37.988163,40.748163,37.128163,48.768163,49.328163,40.608163,37.628163,41.088163,38.408163,44.828163,42.088163,38.428163,31.748163,48.288163,36.888163,39.068163,38.168163,38.528163,28.748163,41.848163,34.988163,34.668163,46.728163,40.208163,34.44449,39.888163,37.868163,38.888163,40.348163,38.828163,36.168163,43.488163,47.248163,40.268163
37,1,34.509592,36.029796,41.349796,40.069796,39.179898,45.329388,31.589796,41.029796,38.289796,41.009796,49.34898,39.049796,39.289796,40.529796,41.749796,40.249796,41.449796,39.039898,31.829796,36.169796,44.249796,37.289796,38.489796,41.209796,37.809388,49.269796,50.329388,41.149796,38.289592,41.469796,38.909796,45.429796,42.788776,39.049796,32.229592,48.869796,37.509388,39.509796,38.509796,39.188776,29.149796,42.489796,35.449796,35.109796,47.249796,40.769796,34.929796,40.429796,38.229796,39.229796,40.749796,39.329796,36.609796,43.909796,48.189796,40.669796
37,2,34.742857,36.282857,41.582857,40.322857,39.382857,45.622857,31.782857,41.282857,38.542857,41.222857,49.562857,39.302857,39.542857,40.762857,42.002857,40.442857,41.682857,39.262857,32.042857,36.362857,44.502857,37.542857,38.702857,41.442857,38.062857,49.602857,50.582857,41.442857,38.562857,41.722857,39.122857,45.702857,43.062857,39.302857,32.482857,49.122857,37.762857,39.742857,38.762857,39.542857,29.302857,43.042857,35.702857,35.302857,47.482857,41.022857,35.162857,40.682857,38.436429,39.442857,41.002857,39.562857,36.842857,44.162857,48.462857,40.882857
38,0,35.012245,36.552245,41.818449,40.632245,39.650748,45.895561,32.004082,41.650748,38.797415,41.492245,49.832245,39.561122,39.812245,41.111122,42.261122,40.752245,41.918449,39.515561,32.225561,36.598449,44.852245,37.790748,38.955561,41.677415,38.298449,49.952245,50.892245,41.712245,38.821122,42.052245,39.381122,46.072245,43.282449,39.506449,32.752245,49.326449,38.030748,39.995561,38.980374,39.912245,29.538449,43.312245,35.955561,35.555561,47.75449,41.270748,35.432245,40.952245,38.645561,39.692245,41.351122,39.798449,37.101122,44.450748,48.750748,41.155561
38,1,35.247755,36.739626,42.047755,40.907755,39.879626,46.187755,32.178878,41.887755,39.067755,41.778878,50.207755,39.867755,40.187755,41.367755,42.487755,41.387755,42.187755,39.795918,32.407755,36.887755,45.155918,38.009252,39.198878,41.957551,38.555918,50.387755,51.247755,41.927755,39.207755,42.307755,39.678878,46.267755,43.567755,39.815918,33.007755,49.628878,38.334439,40.227755,39.247755,40.298775,29.807755,43.607755,36.187755,35.807755,48.155918,41.567755,35.755394,41.327755,38.947755,39.887755,41.727755,40.098878,37.308878,44.778878,49.094439,41.407755
38,2,35.624082,37.104082,42.444082,41.324082,40.244082,46.704082,32.584082,42.318163,39.464082,42.164082,50.624082,40.244082,40.604082,41.744082,42.984082,41.904082,42.524082,40.204082,32.756816,37.204082,45.704082,38.364082,39.644082,42.324082,39.004082,50.804082,51.724082,42.344082,39.624082,42.724082,40.064082,46.724082,43.984082,40.164082,33.264082,50.104082,38.697041,40.604082,39.684082,40.744082,30.084082,44.064082,36.544082,36.164082,48.524082,42.064082,36.084082,41.744082,39.364082,40.284082,42.184082,40.504082,37.684082,45.184082,49.704082,41.864082
39,0,35.922449,37.34049,42.762449,41.642449,40.602449,47.302449,32.942449,42.782449,39.802449,42.502449,51.082449,40.51415,40.922449,42.062449,43.302449,42.222449,42.822449,40.602449,33.022449,37.522449,46.022449,38.666224,39.962449,42.782449,39.382449,51.282449,52.322449,42.682449,39.93415,43.042449,40.482449,47.182449,44.442449,40.482449,33.542449,50.442449,38.982449,40.91249,40.002449,41.042449,30.342449,44.462449,36.842449,36.47249,48.842449,42.482449,36.402449,42.062449,39.702449,40.582449,42.522449,40.922449,38.002449,45.722449,50.062449,42.142449
39,1,36.222449,37.702449,43.042449,42.002449,40.862449,47.802449,33.322449,43.242449,40.082449,42.802449,51.482449,40.882449,41.322449,42.402449,43.702449,42.842449,43.142449,40.902449,33.322449,37.782449,46.502449,38.902449,40.322449,43.182449,39.802449,51.642449,52.722449,43.042449,40.302449,43.382449,40.762449,47.602449,44.842449,40.822449,33.842449,50.762449,39.342449,41.242449,40.382449,41.402449,30.666224,44.862449,37.202449,36.822449,49.202449,42.882449,36.816224,42.462449,39.942449,40.802449,42.942449,41.282449,38.342449,46.062449,50.562449,42.462449
39,2,36.47551,37.930918,43.31551,42.29551,41.11551,48.082755,33.395689,43.571837,40.392755,43.071378,51.79551,41.178503,41.57551,42.67551,43.99551,43.09551,43.39551,41.13551,33.551837,38.03551,46.79551,39.17551,40.57551,43.43551,40.09551,52.05551,53.07551,43.292755,40.611102,43.67551,41.011837,47.87551,45.078503,41.05551,34.070787,51.035057,39.63551,41.512755,40.63551,41.67551,30.871378,45.11551,37.43551,37.07551,49.45551,43.132755,36.972755,42.75551,40.19551,41.072755,43.23551,41.531837,38.631102,46.390918,50.89551,42.81551
40,0,36.78771,38.14771,43.568855,42.60771,41.34771,48.38771,33.60771,43.80771,40.62771,43.32771,52.10771,41.42771,41.88771,42.92771,44.30771,43.40771,43.62771,41.42771,33.738855,38.258855,47.12771,39.38771,40.80771,43.68771,40.34771,52.42771,53.36771,43.54771,40.84771,43.94771,41.28771,48.18771,45.30771,41.32771,34.26771,51.22771,39.90771,41.78771,40.894427,41.938855,31.068855,45.34771,37.68771,37.36771,49.78771,43.42771,37.26771,43.04771,40.42771,41.28771,43.54771,41.78771,38.86771,46.60771,51.20771,43.04771
40,1,37.013878,38.344563,43.873878,42.893878,41.613878,48.713878,33.833878,44.033878,40.893878,43.613878,52.493878,41.753878,42.293878,43.233878,44.513878,43.893878,43.913878,41.701939,33.953878,38.513878,47.393878,39.653878,41.073878,43.933878,40.573878,52.813878,53.733878,43.813878,41.153878,44.208209,41.553878,48.393878,45.573878,41.593878,34.533878,51.453878,40.213878,42.053878,41.133878,42.213878,31.373878,45.673878,37.933878,37.593878,50.073878,43.733878,37.533878,43.373878,40.713878,41.553878,43.873878,42.073878,39.073878,47.013878,51.533878,43.313878
40,2,37.325714,38.665714,44.245714,43.205714,41.927857,49.145714,34.085714,44.425714,41.165714,43.965714,52.885714,42.065714,42.685714,43.485714,44.945714,44.225714,44.147571,42.045714,34.225714,38.818929,47.725714,39.907302,41.385714,44.325714,40.965714,53.285714,54.145714,44.101905,41.545714,44.565714,41.945714,48.745714,45.965714,41.905714,34.765714,51.845714,40.485714,42.325714,41.505714,42.665714,31.54961,45.925714,38.157857,37.925714,50.323929,44.225714,37.818929,43.785714,41.105714,41.945714,44.245714,42.425714,39.345714,47.385714,51.925714,43.685714
41,0,37.548105,39.016735,44.616735,43.516735,42.223347,49.616735,34.376735,45.103673,41.432245,44.316735,53.276735,42.416735,43.036735,43.816735,45.336735,44.516735,44.476735,42.396735,34.443347,39.096735,47.976735,40.176735,41.716735,44.696735,41.436735,53.723469,54.576735,44.436735,41.976735,44.976735,42.296735,49.296735,46.476735,42.263469,35.116735,52.336939,40.776735,42.736735,41.856735,43.056735,31.876735,46.236735,38.496735,38.276735,50.616735,44.636735,38.136735,44.136735,41.456735,42.296735,44.526684,42.896735,39.683367,47.736735,52.356735,44.036735
41,1,37.841088,39.323265,45.023265,43.843265,42.523265,50.056633,34.703265,45.563265,41.783265,44.603265,53.916531,42.763265,43.363265,44.163265,45.641088,44.843265,44.803265,42.796633,34.603265,39.423265,48.323265,40.503265,42.083265,45.006633,42.123265,54.403265,55.123265,44.803265,42.403265,45.143328,42.683265,49.743265,46.783265,42.603265,35.323265,53.023265,41.103265,43.043265,42.123265,43.523265,32.243265,46.683265,38.843265,38.663265,50.943265,45.283265,38.583265,44.663265,41.903265,42.663265,45.043265,43.263265,40.003265,48.183265,52.843265,44.343265
41,2,38.117143,39.592381,45.277143,44.117143,42.677143,50.337143,34.957143,45.817143,42.077143,44.877143,54.337143,43.043571,43.657143,44.437143,45.897143,45.137143,45.117143,43.037143,34.897143,39.717143,48.797143,40.777143,42.345714,45.297143,42.377143,54.659048,55.417143,45.097143,42.657143,45.357143,42.937143,50.037143,47.077143,42.877143,35.565714,53.417143,41.397143,43.337143,42.377143,43.997143,32.403393,47.017143,39.137143,38.937143,51.237143,45.557143,38.877143,44.997143,42.072381,42.957143,45.337143,43.557143,40.257143,48.497143,53.177143,44.617143
42,0,38.394694,39.772347,45.518939,44.394694,42.954694,50.611173,35.146173,46.091173,42.282939,45.151565,54.611173,43.278231,43.934694,44.678939,46.174694,45.454694,45.394694,43.261173,35.174694,39.932347,49.074694,40.998939,42.594694,45.594694,42.582347,54.914694,55.694694,45.374694,42.934694,45.694694,43.158939,50.278939,47.286939,43.054694,35.774694,53.834694,41.651565,43.598231,42.599242,44.234694,32.634694,47.271565,39.360782,39.131565,51.514694,45.834694,39.136173,45.274694,42.258939,43.194939,45.614694,43.777449,40.497449,48.774694,53.451565,44.824116
42,1,38.676245,40.018537,45.813741,44.721224,43.281224,50.881224,35.353741,46.321224,42.556245,45.441224,54.921224,43.545612,44.261224,44.945612,46.395612,45.812806,45.672245,43.520245,35.367075,40.241224,49.392806,41.261224,42.865612,45.887075,42.871871,55.361224,56.001224,45.625612,43.261224,46.041224,43.441224,50.541224,47.595612,43.365612,36.060408,54.181224,41.916245,43.885612,42.837806,44.501224,32.941224,47.545612,39.616245,39.405612,51.841224,46.195612,39.412806,45.565612,42.533741,43.405612,45.961224,44.072806,40.733903,49.141224,53.741224,45.121224
42,2,39.030204,40.390102,46.210204,45.070204,43.610204,51.350204,35.750204,46.750204,42.880102,45.775051,55.370204,43.930051,44.710204,45.310204,46.830204,46.210204,45.990204,43.930102,35.730204,40.560102,49.790204,41.550204,43.270204,46.330204,43.230204,55.770204,56.550204,45.990204,43.570102,46.490051,43.810204,50.990204,48.030102,43.710068,36.370204,54.710204,42.270204,44.250204,43.210204,44.910102,33.210102,47.930204,39.930204,39.790204,52.190102,46.670204,39.750204,45.990204,42.930204,43.790102,46.410204,44.440102,41.060102,49.610204,54.270204,45.550102
43,0,39.301939,40.713878,46.573878,45.393878,43.933878,51.753878,36.064626,47.273878,43.177959,46.073878,55.731939,44.213878,45.093878,45.633878,47.213878,46.513878,46.284626,44.273878,35.945969,40.913878,50.053878,41.873878,43.653878,46.753878,43.513878,56.173878,56.933878,46.333878,43.853878,46.813878,44.173878,51.393878,48.333878,44.013878,36.633878,55.050969,42.553878,44.527313,43.533878,45.213878,33.473878,48.333878,40.233878,40.093878,52.433878,47.073878,40.173878,46.373878,43.271939,44.073878,46.773878,44.813878,41.353878,49.993878,54.653878,45.833878
43,1,39.564082,41.004082,46.844082,45.664082,44.08426,52.124082,36.304082,47.644082,43.364082,46.344082,56.124082,44.524082,45.404082,45.944082,47.504082,46.884082,46.604082,44.584082,36.204082,41.184082,50.364082,42.084082,43.904082,47.024082,43.701361,56.526327,57.244082,46.624082,44.164082,47.124082,44.444082,51.824082,48.644082,44.304082,36.904082,55.304082,42.75852,44.824082,43.864082,45.564082,33.744082,48.824082,40.524082,40.364082,52.724082,47.464082,40.504082,46.644082,43.464082,44.284082,47.024082,45.144082,41.604082,50.227041,54.964082,46.144082
43,2,39.846122,41.229224,47.186122,45.966122,44.406122,52.466122,36.586122,48.046122,43.806122,46.766122,56.786122,44.866122,45.706122,46.246122,47.806122,47.186122,46.986122,44.926122,36.366122,41.506122,50.866122,42.366122,44.198061,47.306122,44.366122,57.066122,57.726122,46.926122,44.506122,47.426122,44.746122,52.118061,48.966122,44.626122,37.206122,56.386122,43.106122,45.186122,44.146122,46.086122,33.998061,49.166122,40.926122,40.678061,53.026122,47.826122,40.858061,47.026122,43.706122,44.726122,47.466122,45.546122,41.906122,50.666122,55.326122,46.466122
44,0,40.142041,41.462041,47.45602,46.262041,44.662041,52.742041,36.762041,48.322041,44.02602,46.982041,57.162041,45.102041,46.002041,46.47602,48.122041,47.482041,47.21602,45.162041,36.652007,41.762041,51.25602,42.53602,44.442041,47.562041,44.594014,57.362041,58.022041,47.202041,44.782041,47.722041,44.95602,52.382041,49.182041,44.922041,37.422041,56.742041,43.362041,45.482041,44.362041,46.374014,34.222041,49.422041,41.122041,40.93602,53.362041,48.142041,41.102041,47.322041,43.902041,44.982041,47.822041,45.782041,42.142041,51.022041,55.622041,46.742041
44,1,40.523673,41.643673,47.783673,46.623673,44.923673,53.103673,37.043673,48.723673,44.363673,47.303673,57.563673,45.463673,46.383673,46.783673,48.343673,47.823673,47.523673,45.543673,36.903673,42.083673,51.583673,42.823673,44.743673,47.863673,44.863673,57.803673,58.363673,47.523673,45.096837,48.143673,45.263673,52.643673,49.503673,45.203673,37.763673,57.103673,43.663673,45.803673,44.663673,46.703673,34.403355,49.803673,41.443673,41.223673,53.683673,48.523673,41.416837,47.683673,44.263673,45.263673,48.203673,46.123673,42.415612,51.423673,56.003673,47.063673
44,2,40.771837,42.051837,48.191837,46.934367,45.277279,53.471837,37.271837,49.331837,44.591837,47.65273,57.951837,45.791837,46.791837,47.110262,48.711837,48.183946,47.871837,45.791837,37.175977,42.370918,51.960918,43.120918,45.054367,48.251837,45.174367,58.311837,58.731837,47.870918,45.451837,48.571837,45.570612,53.071837,49.911837,45.480918,38.011837,57.491837,43.960918,46.171837,45.010459,47.251837,34.711837,50.210918,41.671837,41.551837,53.931837,48.971837,41.750459,48.131837,44.620918,45.680918,48.531837,46.477279,42.73273,51.751837,56.374367,47.430918
45,0,41.072653,42.392653,48.652653,47.312653,45.592653,53.952653,37.532653,49.792653,45.012653,47.972653,58.372653,46.172653,47.232653,47.412653,49.072653,48.592653,48.192653,46.192653,37.452653,42.712653,52.332653,43.392653,45.392653,48.692653,45.512653,58.792653,59.095306,48.192653,45.872653,49.052653,45.972653,53.392653,50.332653,45.772653,38.332653,57.892653,44.232653,46.612653,45.392653,47.692653,35.032653,50.572653,41.972653,41.932653,54.212653,49.552653,42.132653,48.552653,44.992653,45.992653,48.892653,46.812653,43.012653,52.192653,56.712653,47.732653
45,1,41.359184,42.679184,49.026735,47.675918,45.919184,54.317551,37.839184,50.188367,45.339184,48.308367,58.908367,46.559184,47.559184,47.759184,49.459184,49.019184,48.499184,46.539184,37.759184,42.999184,52.728367,43.719184,45.719184,48.999184,45.839184,59.206735,59.506735,48.519184,46.159184,49.619184,46.328367,53.759184,50.748367,46.128367,38.579184,58.279184,44.539184,46.959184,45.719184,48.297551,35.279184,50.959184,42.239184,42.259184,54.499184,49.988367,42.459184,48.919184,45.319184,46.319184,49.299184,47.179184,43.368367,52.599184,57.099184,48.119184
45,2,41.619728,42.929456,49.389456,48.029456,46.229456,54.689456,38.109456,50.449456,45.609456,48.609456,59.229456,46.829456,47.829456,48.049456,49.729456,49.469456,48.769456,46.829456,38.049456,43.219728,53.029456,43.969456,45.989456,49.269456,46.099728,59.629456,59.829456,48.809456,46.409456,49.889456,46.609456,54.069456,51.009456,46.389728,38.849456,58.549456,44.829456,47.229456,45.989456,48.589456,35.534864,51.229456,42.469456,42.529456,54.749456,50.329456,42.729456,49.289456,45.579728,46.559864,49.589456,47.449456,43.639728,52.889456,57.409456,48.389456
46,0,41.898798,43.218798,49.718798,48.347596,46.478798,54.998798,38.378798,50.738798,45.898798,48.898798,59.538798,47.178798,48.138798,48.358798,50.038798,49.778798,49.087596,47.118798,38.278798,43.498798,53.378798,44.238798,46.298798,49.558798,46.358798,60.038798,60.138798,49.098798,46.718798,50.218798,46.898798,54.378798,51.298798,46.658798,39.138798,58.878798,45.078798,47.518798,46.278798,48.878798,35.778798,51.538798,42.758798,42.838798,55.018798,50.698798,43.018798,49.607596,45.858798,46.838798,49.938798,47.778798,43.898798,53.258798,57.718798,48.658798
46,1,42.18898,43.52898,50.08898,48.68898,46.84898,55.34898,38.68898,51.14898,46.20898,49.24898,60.02898,47.52898,48.44898,48.68898,50.34898,50.107959,49.42898,47.42898,38.58898,43.76949,53.78898,44.52898,46.60898,49.86898,46.65949,60.48898,60.52898,49.38898,47.02898,50.64898,47.26898,54.72898,51.60898,46.98898,39.46898,59.24898,45.40898,47.88898,46.58898,49.18898,36.08898,51.86898,43.06898,43.16898,55.32898,51.04898,43.32898,50.007959,46.16898,47.14898,50.28898,48.12898,44.20898,53.62898,58.10898,49.00898
46,2,42.467642,43.767642,50.387642,49.007642,47.108821,55.647642,38.927642,51.407642,46.467642,49.507642,60.327642,47.787642,48.707642,48.947642,50.627642,50.367642,49.687642,47.658821,38.847642,44.007642,54.067642,44.767642,46.847642,50.087642,46.867642,60.867642,60.827642,49.687642,47.267642,50.927642,47.527642,54.987642,51.847642,47.247642,39.707642,59.507642,45.648821,48.127642,46.838821,49.447642,36.298821,52.118821,43.267642,43.427642,55.547642,51.327642,43.607642,50.287642,46.418821,47.367642,50.607642,48.387642,44.467642,53.947642,58.387642,49.248821
47,0,42.765578,44.076735,50.716735,49.336735,47.436735,55.976735,39.216735,51.816735,46.716735,49.896735,60.676735,48.136735,49.036735,49.256735,50.956735,50.696735,50.016735,47.956735,39.096735,44.296735,54.436735,45.036735,47.176735,50.396735,47.116735,61.336735,61.196735,50.036735,47.576735,51.216735,47.856735,55.296735,52.156735,47.576735,39.996735,59.896735,45.956735,48.416735,47.116735,49.896735,36.576735,52.416735,43.596735,43.756735,55.856735,51.676735,43.876735,50.616735,46.696735,47.636735,50.936735,48.703367,44.736735,54.276735,58.736735,49.536735
