piano+Moderato,ff,piano,ff,piano,dolce,scherzando,forte,rit.,a tempo,ff,piano,piu agitato e stretto,ff,piano,dolce,scherzando,forte,a tempo,ff,piano,piu agitato e stretto,piu agitato e stretto,ff,piano,piano,legato+sotto voce,legato+sotto voce,forte+con anima,pp,forte,pp+dolcissimo,ff+a tempo,pp,ff+con forza,pp+sotto voce,ff,a tempo,ff,piano,piu agitato e stretto,ff,piano,pp+calando,pp,pp+mancando,fermata,sempre rall.,piano,smorzando
1,31,38,55,58,62,72,95,107,110,127,130,134,151,154,158,167,191,206,223,226,230,230,247,250,253,254,278,301,314,326,338,350,362,374,386,404,416,433,436,441,457,464,512,524,533,535,536,549,551
